"review_clean_id","review_batch","place_name","place_id","cid","category","address","stars","rating","text","text_translated","original_language","published_at","reviewer_name","reviewer_total_reviews","is_local_guide","review_url","source_url","review_usable","aspect_product","aspect_taste","aspect_price","aspect_packaging","aspect_service","aspect_queue","aspect_parking","aspect_tourism_context","aspect_count"
"OOREV2-20260609-0012","batch2_remaining12","Bakulsaudi / Grosir dan Gudang Kurma Bandung / Pusat Kurma Termurah Bandung / Pusat Oleh Oleh Haji Umroh Bandung","ChIJo1ycr-zhaC4RXVsIG3wFtpk","11076046364151929693","Produsen makanan","Jl. Raya Tangkuban Parahu No. 17. Ds. Cibogo, Kec. Lembang, Cibogo, Barat, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"suka bgt bisa sekalian beli oleh oleh haji kalau kesini, packaging nya oke bgt rapi dan lucuuðŸ«¶","","id","2026-05-22T09:05:15.873Z","Naziha K","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2w4NGJrUkJOM0JJWm1wSGJqQmZkbFZmVDFCQ1pHYxAB!2m1!1s0x0:0x99b6057c1b085b5d!3m1!1s2@1:CAIQACodChtycF9oOl84bkRBN3BIZmpHbjBfdlVfT1BCZGc%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Bakulsaudi%20%2F%20Grosir%20dan%20Gudang%20Kurma%20Bandung%20%2F%20Pusat%20Kurma%20Termurah%20Bandung%20%2F%20Pusat%20Oleh%20Oleh%20Haji%20Umroh%20Bandung&query_place_id=ChIJo1ycr-zhaC4RXVsIG3wFtpk","True","True","False","False","True","False","False","False","False","2"
"OOREV2-20260609-0013","batch2_remaining12","Bakulsaudi / Grosir dan Gudang Kurma Bandung / Pusat Kurma Termurah Bandung / Pusat Oleh Oleh Haji Umroh Bandung","ChIJo1ycr-zhaC4RXVsIG3wFtpk","11076046364151929693","Produsen makanan","Jl. Raya Tangkuban Parahu No. 17. Ds. Cibogo, Kec. Lembang, Cibogo, Barat, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"beli disini bakul saudi lengkap sekali, ada beberapa paket oleh oleh haji umrah dan isiannya kumplit ada air zamzam, kacang arab, kurma, kismis rekomend sekaliii buat beli dibakul saudi. Alhamdulillahnya sudah ada offline storenya di Amtc Teras Lembang jadi mudah buat beli makanan sehat. Terima kasih Bakul Saudi","","id","2026-05-22T07:55:36.202Z","dara tazkia","8","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pnNVVIVTJlWEJCV0dGaU9HczBibWR6V1haQlVYYxAB!2m1!1s0x0:0x99b6057c1b085b5d!3m1!1s2@1:CAIQACodChtycF9oOjg5UHU2eXBBWGFiOGs0bmdzWXZBUXc%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Bakulsaudi%20%2F%20Grosir%20dan%20Gudang%20Kurma%20Bandung%20%2F%20Pusat%20Kurma%20Termurah%20Bandung%20%2F%20Pusat%20Oleh%20Oleh%20Haji%20Umroh%20Bandung&query_place_id=ChIJo1ycr-zhaC4RXVsIG3wFtpk","True","True","False","False","True","False","False","False","False","2"
"OOREV2-20260609-0014","batch2_remaining12","Bakulsaudi / Grosir dan Gudang Kurma Bandung / Pusat Kurma Termurah Bandung / Pusat Oleh Oleh Haji Umroh Bandung","ChIJo1ycr-zhaC4RXVsIG3wFtpk","11076046364151929693","Produsen makanan","Jl. Raya Tangkuban Parahu No. 17. Ds. Cibogo, Kec. Lembang, Cibogo, Barat, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Pelayanan di Bakul Saudi yang ada di tempat manasik lembang sangat ramah dan membantu dalam memilih jenis kurma. Pilihan kurmanya lengkap, kualitasnya fresh, teksturnya lembut, dan rasanya manis alami. Packaging nya juga rapi dan cocok untuk oleh-oleh atau konsumsi keluarga. Tempatnya nyaman dan produk yang dijual terlihat bersih serta terjaga kualitasnya. Sangat recommended buat yang cari kurma premium dengan harga yang sebanding kualitasnya ðŸ‘ðŸ˜","","id","2026-05-22T07:42:20.474Z","Putri Asifa","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21KTVdYTmFPRzl0YW1OcVdXeFpkVzk2Vm1KRFVWRRAB!2m1!1s0x0:0x99b6057c1b085b5d!3m1!1s2@1:CAIQACodChtycF9oOmJMWXNaOG9tamNqWWxZdW96VmJDUVE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Bakulsaudi%20%2F%20Grosir%20dan%20Gudang%20Kurma%20Bandung%20%2F%20Pusat%20Kurma%20Termurah%20Bandung%20%2F%20Pusat%20Oleh%20Oleh%20Haji%20Umroh%20Bandung&query_place_id=ChIJo1ycr-zhaC4RXVsIG3wFtpk","True","True","True","True","True","True","False","False","False","5"
"OOREV2-20260609-0015","batch2_remaining12","Bakulsaudi / Grosir dan Gudang Kurma Bandung / Pusat Kurma Termurah Bandung / Pusat Oleh Oleh Haji Umroh Bandung","ChIJo1ycr-zhaC4RXVsIG3wFtpk","11076046364151929693","Produsen makanan","Jl. Raya Tangkuban Parahu No. 17. Ds. Cibogo, Kec. Lembang, Cibogo, Barat, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"seruu banget lohhhh belanja di sinii, mba mba penjaganyaa ramah ramah jugaa, next datang kesini lagii, harga terjangkau kualitas produknya bagus-bagus, jangan lupaa yaa buibu belanja di bakulsaudi , sekarang sudah ada toko offline nyaa jadi ga perlu nunggu paket datangggg, makasihhh atas pelayanannyaaaðŸ¥°ðŸ«¶ðŸ»","","id","2026-05-22T07:41:14.115Z","Nazila Karima","2","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xOdlpGcG5jMVp4YjBSZldWTjBWMHhaTTFsT09GRRAB!2m1!1s0x0:0x99b6057c1b085b5d!3m1!1s2@1:CAIQACodChtycF9oOlNvZFpnc1Zxb0RfWVN0V0xZM1lOOFE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Bakulsaudi%20%2F%20Grosir%20dan%20Gudang%20Kurma%20Bandung%20%2F%20Pusat%20Kurma%20Termurah%20Bandung%20%2F%20Pusat%20Oleh%20Oleh%20Haji%20Umroh%20Bandung&query_place_id=ChIJo1ycr-zhaC4RXVsIG3wFtpk","True","False","False","True","True","True","True","False","False","4"
"OOREV2-20260609-0016","batch2_remaining12","Bakulsaudi / Grosir dan Gudang Kurma Bandung / Pusat Kurma Termurah Bandung / Pusat Oleh Oleh Haji Umroh Bandung","ChIJo1ycr-zhaC4RXVsIG3wFtpk","11076046364151929693","Produsen makanan","Jl. Raya Tangkuban Parahu No. 17. Ds. Cibogo, Kec. Lembang, Cibogo, Barat, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"tempatnya ok lengkap jg toko oleh2","","id","2026-05-22T07:33:04.508Z","Marshanda Auliani","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pSSFIwTk9TalpOTVZKMWRFSnFlbGR6VDJneU9YYxAB!2m1!1s0x0:0x99b6057c1b085b5d!3m1!1s2@1:CAIQACodChtycF9oOjRHR0NOSjZNMVJ1dEJqeldzT2gyOXc%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Bakulsaudi%20%2F%20Grosir%20dan%20Gudang%20Kurma%20Bandung%20%2F%20Pusat%20Kurma%20Termurah%20Bandung%20%2F%20Pusat%20Oleh%20Oleh%20Haji%20Umroh%20Bandung&query_place_id=ChIJo1ycr-zhaC4RXVsIG3wFtpk","True","True","False","False","True","False","False","False","False","2"
"OOREV2-20260609-0017","batch2_remaining12","Bakulsaudi / Grosir dan Gudang Kurma Bandung / Pusat Kurma Termurah Bandung / Pusat Oleh Oleh Haji Umroh Bandung","ChIJo1ycr-zhaC4RXVsIG3wFtpk","11076046364151929693","Produsen makanan","Jl. Raya Tangkuban Parahu No. 17. Ds. Cibogo, Kec. Lembang, Cibogo, Barat, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Biasa beli online tapi sekarang Bakulsaudi ada tokonya jadi bisa beli langsung Tempatnya nyaman, rapih, aesthetic juga. Produk lengkap semuanya ada, Kurma premium dan healthy food lengkap. Banyak pilihan superfood dan produk organik juga dan yang bedanya juga ada paket oleh oleh haji dan hampers pas bgt lagi cari buat bingkisan haji","","id","2026-05-22T07:04:06.117Z","Nabilla Fauziah","7","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT214bExVeFVaRU0wYURKU01ISm1aR3RXVFRaT2JXYxAB!2m1!1s0x0:0x99b6057c1b085b5d!3m1!1s2@1:CAIQACodChtycF9oOmxlLUxUZEM0aDJSMHJmZGtWTTZObWc%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Bakulsaudi%20%2F%20Grosir%20dan%20Gudang%20Kurma%20Bandung%20%2F%20Pusat%20Kurma%20Termurah%20Bandung%20%2F%20Pusat%20Oleh%20Oleh%20Haji%20Umroh%20Bandung&query_place_id=ChIJo1ycr-zhaC4RXVsIG3wFtpk","True","True","True","False","True","False","False","False","False","3"
"OOREV2-20260609-0018","batch2_remaining12","Bakulsaudi / Grosir dan Gudang Kurma Bandung / Pusat Kurma Termurah Bandung / Pusat Oleh Oleh Haji Umroh Bandung","ChIJo1ycr-zhaC4RXVsIG3wFtpk","11076046364151929693","Produsen makanan","Jl. Raya Tangkuban Parahu No. 17. Ds. Cibogo, Kec. Lembang, Cibogo, Barat, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Kurmanya lengkap premium ukurannya jumbo, harga cukup terjangkau, pilihan souvenir haji dan umrah nya lengkap, kemasannya menarik, isiannya juga banyak, beli 20pcs dapet harga murah, tempatnya nyaman juga, area parkir luas, gratis, ada masjid, replika kabbah, pelayanan memuaskan, tokonya persis di foodhall amtc depan hotel gunung putri","","id","2026-05-22T01:17:06.619Z","Gegha Para Kamanda","2","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25FM0xWQk1la1ZCTlVaNlIzQm5ha3MyYjIxbk1sRRAB!2m1!1s0x0:0x99b6057c1b085b5d!3m1!1s2@1:CAIQACodChtycF9oOnE3LVBMekVBNUZ6R3Bnaks2b21nMlE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Bakulsaudi%20%2F%20Grosir%20dan%20Gudang%20Kurma%20Bandung%20%2F%20Pusat%20Kurma%20Termurah%20Bandung%20%2F%20Pusat%20Oleh%20Oleh%20Haji%20Umroh%20Bandung&query_place_id=ChIJo1ycr-zhaC4RXVsIG3wFtpk","True","True","False","True","True","True","False","True","False","5"
"OOREV2-20260609-0019","batch2_remaining12","*UMMI* Snack Lembang","ChIJJVnL5XHhaC4Ra-dPJyXNlaE","11643437971093317483","Produsen makanan","Gg. Sukalaksana IV No.30, Cikahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"ðŸ‘ðŸ»ðŸ‘ðŸ»","","id","2024-01-31T08:48:28.226Z","agus agusmit","22","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN0dGNmSzhnRRAB!2m1!1s0x0:0xa195cd25274fe76b!3m1!1s2@1:CIHM0ogKEICAgICttcfK8gE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=*UMMI*%20Snack%20Lembang&query_place_id=ChIJJVnL5XHhaC4Ra-dPJyXNlaE","True","False","False","False","False","False","False","False","False","0"
"OOREV2-20260609-0020","batch2_remaining12","*UMMI* Snack Lembang","ChIJJVnL5XHhaC4Ra-dPJyXNlaE","11643437971093317483","Produsen makanan","Gg. Sukalaksana IV No.30, Cikahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Uda paling juara kalo order disini tuh ðŸ¤¤ðŸ¤¤","","id","2023-05-09T12:35:41.407Z","desy meilina","10","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4eU5XaEZBEAE!2m1!1s0x0:0xa195cd25274fe76b!3m1!1s2@1:CIHM0ogKEICAgICxyNWhFA%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=*UMMI*%20Snack%20Lembang&query_place_id=ChIJJVnL5XHhaC4Ra-dPJyXNlaE","True","False","False","False","False","False","False","False","False","0"
"OOREV2-20260609-0021","batch2_remaining12","*UMMI* Snack Lembang","ChIJJVnL5XHhaC4Ra-dPJyXNlaE","11643437971093317483","Produsen makanan","Gg. Sukalaksana IV No.30, Cikahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Snacknya enak banget, harganya terjangkau sama fresh banget gk bikin eneg","","id","2022-07-20T03:47:37.367Z","Dadan Wae","72","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1Nkx5a0lREAE!2m1!1s0x0:0xa195cd25274fe76b!3m1!1s2@1:CIHM0ogKEICAgICu6LykIQ%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=*UMMI*%20Snack%20Lembang&query_place_id=ChIJJVnL5XHhaC4Ra-dPJyXNlaE","True","True","True","True","False","False","False","False","False","3"
"OOREV2-20260609-0022","batch2_remaining12","*UMMI* Snack Lembang","ChIJJVnL5XHhaC4Ra-dPJyXNlaE","11643437971093317483","Produsen makanan","Gg. Sukalaksana IV No.30, Cikahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Enak,mantapðŸ‘ Selalu langganan cookies umi ðŸ¤—","","id","2022-07-20T03:38:11.224Z","deliani setiawandi","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1Nkt5MGNREAE!2m1!1s0x0:0xa195cd25274fe76b!3m1!1s2@1:CIHM0ogKEICAgICu6Ky0cQ%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=*UMMI*%20Snack%20Lembang&query_place_id=ChIJJVnL5XHhaC4Ra-dPJyXNlaE","True","False","True","False","False","False","False","False","False","1"
"OOREV2-20260609-0023","batch2_remaining12","*UMMI* Snack Lembang","ChIJJVnL5XHhaC4Ra-dPJyXNlaE","11643437971093317483","Produsen makanan","Gg. Sukalaksana IV No.30, Cikahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Mantaap.. Kacang bawang dan risole nya.. ðŸ‘ðŸ‘ Sukses terus buat ummi snack & cookies..","","id","2022-07-20T03:28:46.440Z","Mirma Hardiyanti","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1Nk5TcEFREAE!2m1!1s0x0:0xa195cd25274fe76b!3m1!1s2@1:CIHM0ogKEICAgICu6NSpAQ%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=*UMMI*%20Snack%20Lembang&query_place_id=ChIJJVnL5XHhaC4Ra-dPJyXNlaE","True","True","False","False","True","False","False","False","False","2"
"OOREV2-20260609-0024","batch2_remaining12","*UMMI* Snack Lembang","ChIJJVnL5XHhaC4Ra-dPJyXNlaE","11643437971093317483","Produsen makanan","Gg. Sukalaksana IV No.30, Cikahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Enak snack ya tapi ga pake mahal ðŸ‘ðŸ‘","","id","2022-07-20T03:26:50.743Z","nur qomariah","2","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN1Nk5TNXhRRRAB!2m1!1s0x0:0xa195cd25274fe76b!3m1!1s2@1:CIHM0ogKEICAgICu6NS5xQE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=*UMMI*%20Snack%20Lembang&query_place_id=ChIJJVnL5XHhaC4Ra-dPJyXNlaE","True","True","True","True","False","False","False","False","False","3"
"OOREV2-20260609-0025","batch2_remaining12","*UMMI* Snack Lembang","ChIJJVnL5XHhaC4Ra-dPJyXNlaE","11643437971093317483","Produsen makanan","Gg. Sukalaksana IV No.30, Cikahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Stik kejunya muantep tenan ngeju habis. Snak box nya lumpianya binrang 10 deh klo adaðŸ˜ðŸ˜ðŸ¤©. Semangat","","id","2022-07-20T03:12:40.987Z","reni nuraini","193","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN1NlBpTnJBRRAB!2m1!1s0x0:0xa195cd25274fe76b!3m1!1s2@1:CIHM0ogKEICAgICu6PiNrAE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=*UMMI*%20Snack%20Lembang&query_place_id=ChIJJVnL5XHhaC4Ra-dPJyXNlaE","True","True","False","False","True","False","False","False","False","2"
"OOREV2-20260609-0026","batch2_remaining12","*UMMI* Snack Lembang","ChIJJVnL5XHhaC4Ra-dPJyXNlaE","11643437971093317483","Produsen makanan","Gg. Sukalaksana IV No.30, Cikahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Alhamdulillah sudah berlangganan, sukses terus buat ummi snack","","id","2022-07-20T03:10:07.527Z","yeti rohayah","23","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1Nk5pbkF3EAE!2m1!1s0x0:0xa195cd25274fe76b!3m1!1s2@1:CIHM0ogKEICAgICu6NinAw%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=*UMMI*%20Snack%20Lembang&query_place_id=ChIJJVnL5XHhaC4Ra-dPJyXNlaE","True","True","False","False","False","False","False","False","False","1"
"OOREV2-20260609-0027","batch2_remaining12","*UMMI* Snack Lembang","ChIJJVnL5XHhaC4Ra-dPJyXNlaE","11643437971093317483","Produsen makanan","Gg. Sukalaksana IV No.30, Cikahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Cathering dan snack ummi mantaaapp... harga bersahabat rasanya lezat...","","id","2022-07-20T02:58:31.265Z","Nur Mala","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1Nk1qVFdREAE!2m1!1s0x0:0xa195cd25274fe76b!3m1!1s2@1:CIHM0ogKEICAgICu6MjTWQ%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=*UMMI*%20Snack%20Lembang&query_place_id=ChIJJVnL5XHhaC4Ra-dPJyXNlaE","True","True","True","True","False","False","False","False","False","3"
"OOREV2-20260609-0028","batch2_remaining12","*UMMI* Snack Lembang","ChIJJVnL5XHhaC4Ra-dPJyXNlaE","11643437971093317483","Produsen makanan","Gg. Sukalaksana IV No.30, Cikahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Risolnya juara.. Rujak cukanya mantap. Donat, pie buah, sama roti nya juga luar biasa. Opor sama ketupat nya enakkk.. Udah sering banget order makanan disini ga ada yang gagal. Enak semua","","id","2022-07-15T02:27:30.711Z","yayu Hoerunnisa","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURPdS1TRVpnEAE!2m1!1s0x0:0xa195cd25274fe76b!3m1!1s2@1:CIHM0ogKEICAgIDOu-SEZg%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=*UMMI*%20Snack%20Lembang&query_place_id=ChIJJVnL5XHhaC4Ra-dPJyXNlaE","True","True","True","False","False","False","False","False","False","2"
"OOREV2-20260609-0029","batch2_remaining12","*UMMI* Snack Lembang","ChIJJVnL5XHhaC4Ra-dPJyXNlaE","11643437971093317483","Produsen makanan","Gg. Sukalaksana IV No.30, Cikahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Risolesnya enak ðŸ‘","","id","2022-07-14T10:03:15.039Z","Budhi S Utomo","62","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURPcTdLRjlBRRAB!2m1!1s0x0:0xa195cd25274fe76b!3m1!1s2@1:CIHM0ogKEICAgIDOq7KF9AE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=*UMMI*%20Snack%20Lembang&query_place_id=ChIJJVnL5XHhaC4Ra-dPJyXNlaE","True","False","True","False","False","False","False","False","False","1"
"OOREV2-20260609-0030","batch2_remaining12","Bolu susu Lembang Cikole","ChIJO6lUdP7haC4RHeO43rEfTU0","5570143162933502749","Toko Roti","6M53+5PP, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","4",,"Top","Atas","en","2026-05-05T11:27:36.223Z","Budi Susetyo (Budi logging)","325","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25Sb1NVSkJkRTlCWkc1aFh6VlFlalZvT0V0b1JsRRAB!2m1!1s0x0:0x4d4d1fb1deb8e31d!3m1!1s2@1:CAIQACodChtycF9oOnRoSUJBdE9BZG5hXzVQejVoOEtoRlE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Bolu%20susu%20Lembang%20Cikole&query_place_id=ChIJO6lUdP7haC4RHeO43rEfTU0","True","False","False","False","False","False","False","False","False","0"
"OOREV2-20260609-0031","batch2_remaining12","Bolu susu Lembang Cikole","ChIJO6lUdP7haC4RHeO43rEfTU0","5570143162933502749","Toko Roti","6M53+5PP, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","4",,"Buat oleh oleh dirumah","Buatlah di rumah","ms","2025-08-23T16:53:45.343Z","Erwin Nugroho","864","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25FMk9UaDRkbGxPYzBkbU1FVk5UMlpwVWpGd1ZsRRAB!2m1!1s0x0:0x4d4d1fb1deb8e31d!3m1!1s2@1:CAIQACodChtycF9oOnE2OTh4dllOc0dmMEVNT2ZpUjFwVlE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Bolu%20susu%20Lembang%20Cikole&query_place_id=ChIJO6lUdP7haC4RHeO43rEfTU0","True","True","False","False","True","False","False","False","False","2"
"OOREV2-20260609-0032","batch2_remaining12","Bolu susu Lembang Cikole","ChIJO6lUdP7haC4RHeO43rEfTU0","5570143162933502749","Toko Roti","6M53+5PP, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Harga terjangkau Banyak promo","","id","2023-08-14T08:11:33.268Z","Ari Sukmana","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURwb0t1MV9BRRAB!2m1!1s0x0:0x4d4d1fb1deb8e31d!3m1!1s2@1:CIHM0ogKEICAgIDpoKu1_AE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Bolu%20susu%20Lembang%20Cikole&query_place_id=ChIJO6lUdP7haC4RHeO43rEfTU0","True","False","False","True","False","False","False","False","False","1"
"OOREV2-20260609-0033","batch2_remaining12","Bolu susu Lembang Cikole","ChIJO6lUdP7haC4RHeO43rEfTU0","5570143162933502749","Toko Roti","6M53+5PP, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Toko nya bagus,kualitas barang oke","","id","2023-08-14T07:59:58.816Z","Apa Ajha","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURwb0lQMk9BEAE!2m1!1s0x0:0x4d4d1fb1deb8e31d!3m1!1s2@1:CIHM0ogKEICAgIDpoIP2OA%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Bolu%20susu%20Lembang%20Cikole&query_place_id=ChIJO6lUdP7haC4RHeO43rEfTU0","True","False","False","False","False","False","False","False","False","0"
"OOREV2-20260609-0034","batch2_remaining12","Bolu susu Lembang Cikole","ChIJO6lUdP7haC4RHeO43rEfTU0","5570143162933502749","Toko Roti","6M53+5PP, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Kualitas nya terbaik Harga terjangkau Banyak promo Varian rasanya lengkap","","id","2023-08-14T04:25:51.646Z","Pasundan cagak","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURwd1B1SXBnRRAB!2m1!1s0x0:0x4d4d1fb1deb8e31d!3m1!1s2@1:CIHM0ogKEICAgIDpwPuIpgE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Bolu%20susu%20Lembang%20Cikole&query_place_id=ChIJO6lUdP7haC4RHeO43rEfTU0","True","False","True","True","False","True","False","False","False","3"
"OOREV2-20260609-0035","batch2_remaining12","Bolu susu Lembang Cikole","ChIJO6lUdP7haC4RHeO43rEfTU0","5570143162933502749","Toko Roti","6M53+5PP, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Kualitas pasti okee","","id","2023-08-14T04:22:07.271Z","Rena Indriani","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURwd051aEJnEAE!2m1!1s0x0:0x4d4d1fb1deb8e31d!3m1!1s2@1:CIHM0ogKEICAgIDpwNuhBg%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Bolu%20susu%20Lembang%20Cikole&query_place_id=ChIJO6lUdP7haC4RHeO43rEfTU0","True","False","True","False","False","False","False","False","False","1"
"OOREV2-20260609-0036","batch2_remaining12","Bolu susu Lembang Cikole","ChIJO6lUdP7haC4RHeO43rEfTU0","5570143162933502749","Toko Roti","6M53+5PP, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Harga murah meriah,, banyak promonya, barang selalu fresh, Sukses selalu ðŸ¥°âœ¨â­â­â­â­â­","","id","2023-08-14T04:15:36.267Z","Tteh Uvin","2","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURwd0t1cEVBEAE!2m1!1s0x0:0x4d4d1fb1deb8e31d!3m1!1s2@1:CIHM0ogKEICAgIDpwKupEA%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Bolu%20susu%20Lembang%20Cikole&query_place_id=ChIJO6lUdP7haC4RHeO43rEfTU0","True","False","True","True","False","False","False","False","False","2"
