"oleh_oleh_id","entity_type","name","manual_category","manual_category_label","manual_subtype","food_related","travel_durability","google_category","google_categories","address","latitude","longitude","rating","source_reviews_count","text_reviews","final_oleh_oleh_recommendation_score","final_recommendation_score_label","manual_recommendation_status","manual_recommendation_note","main_recommendation_eligible","price_range","price_range_available","opening_hours","opening_hours_available","image_url","image_available","url","website","phone","place_id","cid","search_query","ui_field_completeness_score","data_confidence_label","sentiment_readiness","rating_score","review_confidence_score","product_aspect_score","taste_score","price_signal_score","service_aspect_signal_score","packaging_score","queue_signal_score","parking_signal_score","tourism_context_score","scoring_weight_profile","scoring_note"
"OOBASE-20260609-0018","oleh_oleh","PD.Bagus Tahu Dan Tempe Special","tahu_tempe","Olahan Tahu dan Tempe","tahu_tempe","true","low","Kantor Perusahaan","Kantor Perusahaan","Jl. Raya Cireyod No.347, Cikidang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8013682","107.6561053","4.6","21","14","66","usable_with_caution","active","Belum ada keputusan manual khusus.","True","","False","Selasa Buka 24 jAM; Rabu Buka 24 jAM; Kamis Buka 24 jAM; Jumat Buka 24 jAM; Sabtu Buka 24 jAM; Minggu Buka 24 jAM; Senin Buka 24 jAM","True","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGyp_tfGM4akOjKsmkradBhz2gsDMEytmp7yoQfA-IP6t89hkMCjhUmIA8eONSofIlNRbJHcZcR7EYQCbk4omSDGZBfIe5PFKoDpRciVXEL6bF4b0jHYasyRQbVefmuAZTrf1jliw=w426-h240-k-no","True","https://www.google.com/maps/search/?api=1&query=PD.Bagus%20Tahu%20Dan%20Tempe%20Special&query_place_id=ChIJffKBxmLgaC4R6q6TSHmW24w","","+62 858-6007-2838","ChIJffKBxmLgaC4R6q6TSHmW24w","10149871632862392042","tahu susu oleh-oleh","87.5","medium","medium","92","62.65","57.14","57.14","14.29","14.29","21.43","0","0","0","rating=0.36;confidence=0.26;product=0.16;taste=0.1;price=0.03;service=0.06;packaging=0.03","Baseline heuristic score v2 2026-06-09; rating/confidence are primary, aspects are supporting signals."
"OOBASE-20260609-0021","oleh_oleh","Susu Murni KPSBU Lembang","olahan_susu","Olahan Susu Segar","fresh_milk","true","low","Toko Olahan Susu","Toko Olahan Susu","Jl. Kayuambon Dalam No.38, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8172544","107.6247378","4.6","3492","12","66","usable_with_caution","active","Belum ada keputusan manual khusus.","True","$","True","Selasa 06.00 to 17.30; Rabu 06.00 to 17.30; Kamis 06.00 to 17.30; Jumat 06.00 to 17.30; Sabtu 06.00 to 17.00; Minggu 06.00 to 18.00; Senin 06.00 to 17.30","True","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqxnEAZdEP_O6umCHGirZXXVDC8_mNpEqckPuvc3MiUJiHfCcEIqEswIqwpcMGEIN1EnDuOawrsbp3m2udQ-NK2g3CvgBM0VIBvnmz_0e0PP98GWVqjdBmYYUdhIduKQuumIxcB3lhOr-m=w408-h351-k-no","True","https://www.google.com/maps/search/?api=1&query=Susu%20Murni%20KPSBU%20Lembang&query_place_id=ChIJpWGYruPgaC4R48Cli7L63XA","","","ChIJpWGYruPgaC4R48Cli7L63XA","8132932146855002339","oleh-oleh lembang","100","medium","medium","92","57.45","75","33.33","25","16.67","25","8.33","16.67","0","rating=0.36;confidence=0.26;product=0.16;taste=0.1;price=0.03;service=0.06;packaging=0.03","Baseline heuristic score v2 2026-06-09; rating/confidence are primary, aspects are supporting signals."
"OOBASE-20260609-0014","oleh_oleh","Kue Balok Jaya Giri","kue_bolu_pastry","Kue, Bolu, Pastry","kue_balok","true","medium","Toko Roti","Toko Roti","Jl. Raya Lembang No.254, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.813793","107.6215858","4.5","146","15","64","usable_with_caution","active","Belum ada keputusan manual khusus.","True","$","True","Selasa 08.00 to 20.00; Rabu 08.00 to 20.00; Kamis 08.00 to 20.00; Jumat 08.00 to 20.00; Sabtu 08.00 to 20.00; Minggu 08.00 to 20.00; Senin 08.00 to 20.00","True","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHoIJ_PeHWAXfbS3gj5LCvxx2CQhfVtvkKimALel1u-vvRmAlyYKppdYhak1155zqyAtxu9pBniZFYJNIeJNQNMAkVgHBQ-rXVsTONIsjR_iNFHSlya4ECS60T4abgwAJP2-HI=w408-h306-k-no","True","https://www.google.com/maps/search/?api=1&query=Kue%20Balok%20Jaya%20Giri&query_place_id=ChIJ7X8gnwPhaC4RiMjk-9jNTSg","","+62 838-2272-4001","ChIJ7X8gnwPhaC4RiMjk-9jNTSg","2904203666546542728","bolu susu oleh-oleh","100","medium","medium","90","65.25","60","60","6.67","6.67","6.67","6.67","6.67","0","rating=0.35;confidence=0.25;product=0.15;taste=0.1;price=0.05;service=0.06;packaging=0.04","Baseline heuristic score v2 2026-06-09; rating/confidence are primary, aspects are supporting signals."
"OOBASE-20260609-0012","oleh_oleh","Kartika Sari Lembang","kue_bolu_pastry","Kue, Bolu, Pastry","pastry_kue","true","medium","Toko Kue","Toko Kue; Toko Suvenir","Jl. Raya Tangkuban Parahu Ciburial No.91, Cibogo, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8111633","107.634899","4.6","164","19","63","usable_with_caution","active","Belum ada keputusan manual khusus.","True","","False","Selasa 08.00 to 20.00; Rabu 08.00 to 20.00; Kamis 08.00 to 20.00; Jumat 08.00 to 20.00; Sabtu 08.00 to 20.00; Minggu 08.00 to 20.00; Senin 08.00 to 20.00","True","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFydzDkab0gPIYYV89bqfgL53enHDd4y-SJGgQ4zIq2VtDCRrwbC4EdZgpgMnHJy9qOx7OMu6aykpfz9QKJlXvl690ovdGKpF1YiVxfe_prsbPVFWKLxuFKVgA7AMJkT6oMUQOkhw=w408-h544-k-no","True","https://www.google.com/maps/search/?api=1&query=Kartika%20Sari%20Lembang&query_place_id=ChIJPwicKQDhaC4RwUyA9xRPnYc","https://www.kartikasari.com/","+62 22 63209028","ChIJPwicKQDhaC4RwUyA9xRPnYc","9772053717934165185","toko oleh-oleh khas","87.5","medium","medium","92","75.65","47.37","21.05","5.26","10.53","42.11","10.53","15.79","5.26","rating=0.35;confidence=0.25;product=0.15;taste=0.1;price=0.05;service=0.06;packaging=0.04","Baseline heuristic score v2 2026-06-09; rating/confidence are primary, aspects are supporting signals."
"OOBASE-20260609-0001","oleh_oleh","*UMMI* Snack Lembang","snack_keripik","Snack, Camilan, Kue Kering","snack_kering","true","medium","Produsen makanan","Produsen makanan","Gg. Sukalaksana IV No.30, Cikahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8093261","107.6129176","5","23","11","62","usable_with_caution","active","Belum ada keputusan manual khusus.","True","","False","Selasa 08.00 to 16.00; Rabu 08.00 to 16.00; Kamis 08.00 to 16.00; Jumat 08.00 to 17.00; Sabtu 08.00 to 14.00; Minggu 08.00 to 14.00; Senin 08.00 to 16.00","True","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGeUiThQyMgYcS9W-M6X9jVlYnbYeaaE1MlJJgaAZ2EmXX1WRx5qN9Hp4DoqJVf7zHs5egFJXCprje9FXNjNehdMPa5fg62I0aWcffNijrdyVs3_UWecuP5eJ247eiv1W5zGMrF=w408-h306-k-no","True","https://www.google.com/maps/search/?api=1&query=*UMMI*%20Snack%20Lembang&query_place_id=ChIJJVnL5XHhaC4Ra-dPJyXNlaE","https://www.instagram.com/cmulyani/","","ChIJJVnL5XHhaC4Ra-dPJyXNlaE","11643437971093317483","snack oleh-oleh","87.5","low","weak","100","46.1","63.64","54.55","27.27","0","18.18","0","0","0","rating=0.32;confidence=0.24;product=0.17;taste=0.1;price=0.07;service=0.04;packaging=0.06","Baseline heuristic score v2 2026-06-09; rating/confidence are primary, aspects are supporting signals."
"OOBASE-20260609-0005","oleh_oleh","Bolu susu Lembang Cikole","kue_bolu_pastry","Kue, Bolu, Pastry","bolu_susu","true","medium","Toko Roti","Toko Roti","6M53+5PP, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.7920857","107.6543278","4.8","21","13","62","usable_with_caution","active","Belum ada keputusan manual khusus.","True","","False","Selasa 08.00 to 20.00; Rabu 08.00 to 20.00; Kamis 08.00 to 20.00; Jumat 08.00 to 20.00; Sabtu 08.00 to 20.00; Minggu 08.00 to 20.00; Senin 08.00 to 20.00","True","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2NZm11ceeW5uo7qDAQ5-I2aa50vWFsb577-OCVLbq6_xsToqM4fc_mQ8ZeeKe1qX4XCJWY9BPzEFpOad_BA1nrpJ-lLyZRIWhqYcIeMoyO9C0Ezm7vRr78txKIQAscSEPjEMWXB1jxJZC=w408-h724-k-no","True","https://www.google.com/maps/search/?api=1&query=Bolu%20susu%20Lembang%20Cikole&query_place_id=ChIJO6lUdP7haC4RHeO43rEfTU0","","+62 813-4489-4535","ChIJO6lUdP7haC4RHeO43rEfTU0","5570143162933502749","bolu susu oleh-oleh","87.5","medium","medium","96","60.05","30.77","46.15","38.46","30.77","15.38","0","0","0","rating=0.35;confidence=0.25;product=0.15;taste=0.1;price=0.05;service=0.06;packaging=0.04","Baseline heuristic score v2 2026-06-09; rating/confidence are primary, aspects are supporting signals."
"OOBASE-20260609-0008","oleh_oleh","Central Snack","snack_keripik","Snack, Camilan, Kue Kering","snack_kering","true","high","Toko Kue Kering","Toko Kue Kering","Jl. Grand Hotel, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40791, Indonesia","-6.8162715","107.6194314","4.5","58","17","62","usable_with_caution","active","Belum ada keputusan manual khusus.","True","","False","Selasa 07.00 to 21.00; Rabu 07.00 to 21.00; Kamis 07.00 to 21.00; Jumat 07.00 to 21.00; Sabtu 07.00 to 21.00; Minggu 07.00 to 21.00; Senin 07.00 to 21.00","True","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgbsoBpsmTB08JSZCMYYgnMsujvERb3NzRxWw8ssh0ka4KE4PtNEQmoI_fjOml-fnwoJeH9gRboenhAZOui5aCopjbPVlEU3xAV4iL-brqL-YenrNEfQX3dmkVlu59UAck3gUjHUIELzEJ=w408-h311-k-no","True","https://www.google.com/maps/search/?api=1&query=Central%20Snack&query_place_id=ChIJFX2RQR3haC4RZ8Po3YWrz3c","","+62 851-7313-1899","ChIJFX2RQR3haC4RZ8Po3YWrz3c","8633307602134549351","snack oleh-oleh","87.5","medium","medium","90","70.45","35.29","35.29","64.71","41.18","5.88","5.88","5.88","11.76","rating=0.32;confidence=0.24;product=0.17;taste=0.1;price=0.07;service=0.04;packaging=0.06","Baseline heuristic score v2 2026-06-09; rating/confidence are primary, aspects are supporting signals."
"OOBASE-20260609-0006","oleh_oleh","Brownies Susu Lembang - Ini Asli Lembang","kue_bolu_pastry","Kue, Bolu, Pastry","brownies_susu","true","medium","Toko Kue","Toko Kue","Jl. Raya Lembang No.71, Gudangkahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8333373","107.6045637","4.3","21","11","61","usable_with_caution","active","Belum ada keputusan manual khusus.","True","","False","Selasa 08.00 to 20.00; Rabu 08.00 to 20.00; Kamis 08.00 to 20.00; Jumat 08.00 to 20.00; Sabtu 08.00 to 20.00; Minggu 08.00 to 20.00; Senin 08.00 to 20.00","True","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFPBZeYrG2L3n9k8c4qCbOQhGgMKngf1BKVOjC5D8D57OblhuZw2P9fS_U_saVxFUEFnlGxbUB1xTN0MNtj5zzuZTqPidZDYOt0eIaSYELMkJ3CFabXcgoHyN0e0C0zhXaeDEic1A=w408-h544-k-no","True","https://www.google.com/maps/search/?api=1&query=Brownies%20Susu%20Lembang%20-%20Ini%20Asli%20Lembang&query_place_id=ChIJ761kKE3haC4RzwhpLklp6Ss","","+62 811-2182-500","ChIJ761kKE3haC4RzwhpLklp6Ss","3164175976236648655","bolu susu oleh-oleh","87.5","low","weak","86","46.1","63.64","54.55","45.45","18.18","36.36","0","36.36","9.09","rating=0.35;confidence=0.25;product=0.15;taste=0.1;price=0.05;service=0.06;packaging=0.04","Baseline heuristic score v2 2026-06-09; rating/confidence are primary, aspects are supporting signals."
"OOBASE-20260609-0022","oleh_oleh","Toko Kasohor Almond Crispy Cheese Bandung","kue_bolu_pastry","Kue, Bolu, Pastry","almond_crispy","true","high","Toko Roti","Toko Roti","Jl. Grand Hotel, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40791, Indonesia","-6.8162195","107.619467","4.6","109","15","61","usable_with_caution","active","Belum ada keputusan manual khusus.","True","","False","Selasa 08.00 to 20.00; Rabu 08.00 to 20.00; Kamis 08.00 to 20.00; Jumat 08.00 to 20.00; Sabtu 08.00 to 20.00; Minggu 08.00 to 20.00; Senin 08.00 to 20.00","True","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTXJtC6whBh8wiz1FoFxvblm1p45Qh59RjnIpBA45DW_msPO419_ALms9PUsrkPEVXCkoywtgHDtg7wL2JaY-08XgEe5_WVUhNEBR1aC9W0VFnYxoUEIkN9BHnBCF8MICc_fYY=w507-h240-k-no","True","https://www.google.com/maps/search/?api=1&query=Toko%20Kasohor%20Almond%20Crispy%20Cheese%20Bandung&query_place_id=ChIJNTQTVMjnaC4RRRXvCGQt9MA","https://www.instagram.com/kasohor_","","ChIJNTQTVMjnaC4RRRXvCGQt9MA","13903787857269429573","snack oleh-oleh","87.5","medium","medium","92","65.25","26.67","46.67","53.33","6.67","20","6.67","0","6.67","rating=0.35;confidence=0.25;product=0.15;taste=0.1;price=0.05;service=0.06;packaging=0.04","Baseline heuristic score v2 2026-06-09; rating/confidence are primary, aspects are supporting signals."
"OOBASE-20260609-0010","oleh_oleh","Kangsule Kampoeng Susu Lembang","snack_keripik","Snack, Camilan, Kue Kering","toko_oleh_oleh_komplit","true","medium","Toko Makanan","Toko Makanan","Jl. Raya Lembang No.KM. 12, Gudangkahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8349336","107.6018056","4.2","48","18","0","not_in_main_recommendation","needs_review","Masih perlu cek ringan sebelum masuk rekomendasi utama.","False","","False","Selasa 10.00 to 21.00; Rabu 10.00 to 21.00; Kamis 10.00 to 21.00; Jumat 10.00 to 21.00; Sabtu 10.00 to 21.00; Minggu 10.00 to 21.00; Senin 10.00 to 21.00","True","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFkkxE88q59RSrQPMWwT2ark4qQ98w1lO_i5xa2_C4BFM26ttc8IC0lRl5GHRJYppstmMYFb4PhzYYyiMyrrxrB3tUMiLGs-2A_-99uGcUfevaA6iXzhFmkNy4fV7OaEdBi9EDUKw=w408-h544-k-no","True","https://www.google.com/maps/search/?api=1&query=Kangsule%20Kampoeng%20Susu%20Lembang&query_place_id=ChIJn8-LjJ3haC4RZZp464sDaqE","","+62 813-2260-9090","ChIJn8-LjJ3haC4RZZp464sDaqE","11631112887123614309","bolu susu oleh-oleh","87.5","medium","medium","84","73.05","44.44","22.22","16.67","27.78","27.78","5.56","11.11","5.56","rating=0.32;confidence=0.24;product=0.17;taste=0.1;price=0.07;service=0.04;packaging=0.06","Baseline heuristic score v2 2026-06-09; rating/confidence are primary, aspects are supporting signals."
"OOBASE-20260609-0017","oleh_oleh","Pabrik Tahu Sibungsu","tahu_tempe","Olahan Tahu dan Tempe","pabrik_tahu","true","low","Pasokan Pabrik Makanan","Pasokan Pabrik Makanan","5MW4+WJ6, Jl. Cikareumbi, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8027231","107.6565152","4.4","27","11","0","not_in_main_recommendation","held_manual","Ditahan dari rekomendasi utama karena hasil cek manual lebih terasa seperti pabrik biasa, bukan toko oleh-oleh utama.","False","","False","Selasa Buka 24 jAM; Rabu Buka 24 jAM; Kamis Buka 24 jAM; Jumat Buka 24 jAM; Sabtu Buka 24 jAM; Minggu Buka 24 jAM; Senin Buka 24 jAM","True","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEWZ3S4J7XTc-BJMAmHeouWw3dOBeqbz0GppdyintjPKVJjG5jq9SoXuNLCzO8qIYyeeWVFOk2J1YBWMNmC3-_lJBuu4oR2U8b5L0cb-BZq8FB8YhWyEqNeWz9aKszvQQvAaqhoZEU5Dpo3=w408-h725-k-no","True","https://www.google.com/maps/search/?api=1&query=Pabrik%20Tahu%20Sibungsu&query_place_id=ChIJKenfeGPgaC4Ra7R3pKaHocQ","","+62 813-2076-4548","ChIJKenfeGPgaC4Ra7R3pKaHocQ","14168755052477920363","tahu susu oleh-oleh","87.5","low","weak","88","46.1","54.55","45.45","9.09","9.09","0","0","0","0","rating=0.36;confidence=0.26;product=0.16;taste=0.1;price=0.03;service=0.06;packaging=0.03","Baseline heuristic score v2 2026-06-09; rating/confidence are primary, aspects are supporting signals."
"OOBASE-20260609-0007","oleh_oleh","Bubunasnack","snack_keripik","Snack, Camilan, Kue Kering","snack_grosir","true","high","Toko makanan grosir","Toko makanan grosir; Toko Cokelat; Toko makanan beku; Grosir Barang Kelontong","Jl. Kolonel Masturi No.61, Sukajaya, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8128364","107.6003717","3.9","44","16","53","active_low_rank","active_low_rank","Produk snack dan harga relevan, tetapi review manual menunjukkan service signal lemah.","True","","False","Selasa 08.00 to 18.00; Rabu 08.00 to 18.00; Kamis 08.00 to 18.00; Jumat 08.00 to 18.00; Sabtu 08.00 to 18.00; Minggu 08.00 to 15.00; Senin 08.00 to 18.00","True","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3AcXfv1lCUxnEQEJcYpL7oJVcht98khRqUL9kLdlxKicub_1sgoVYxSlp3FVWBJ02SHuP5taNrFPuIvw6sPpUMRbyAAKTEgHK7zAmXTCjE5IzFrqlnpPfduOWvwrbh9xW6Ow=w408-h725-k-no","True","https://www.google.com/maps/search/?api=1&query=Bubunasnack&query_place_id=ChIJ5yvOWL7haC4ReScIJzK9vuM","https://www.instagram.com/bubunasnack","+62 896-2306-7513","ChIJ5yvOWL7haC4ReScIJzK9vuM","16410762115285526393","snack oleh-oleh","87.5","medium","medium","78","67.85","31.25","31.25","68.75","62.5","12.5","6.25","18.75","0","rating=0.32;confidence=0.24;product=0.17;taste=0.1;price=0.07;service=0.04;packaging=0.06","Baseline heuristic score v2 2026-06-09; rating/confidence are primary, aspects are supporting signals."
