"oleh_oleh_raw_id","name","category","address","latitude","longitude","rating","reviews","url","website","phone","search_query","place_id","cid","image_url","initial_status","hold_reason","has_product_signal","has_store_signal","has_noise_category","wisata_overlap_score","wisata_overlap_id","wisata_overlap_name","manual_decision","manual_note"
"OORAW-20260609-0011","Sari Barokah Oleh-oleh - Lembang","Pusat Perbelanjaan","Jl. Raya Tangkuban Parahu No.32, Kayuambon, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8120544","107.623878","4.2","329","https://www.google.com/maps/search/?api=1&query=Sari%20Barokah%20Oleh-oleh%20-%20Lembang&query_place_id=ChIJt33_g9XhaC4RwH63dao0s0w","","+62 852-1829-9940","toko oleh-oleh khas","ChIJt33_g9XhaC4RwH63dao0s0w","5526819074437775040","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGUZIDScBnSu1dmbuAw7ZWlyXaijR5ImnLILZiDG6VEpkivG3brOwJtyp1axTCUkp-pMe-UyXZZUPTXQ6GVNXCZCT7TSba7BKAjFhPqddBR-q5HJBsNonFzjQRfVcq2fjkSYq9=w408-h725-k-no","candidate","nama/kategori punya sinyal produk atau toko oleh-oleh","True","True","True","0.2","LOC-054","Lembang Wonderland","",""
"OORAW-20260609-0012","New So-Phia","Toko","Jl. Dharma No.10, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.817531","107.626776","4.6","481","https://www.google.com/maps/search/?api=1&query=New%20So-Phia&query_place_id=ChIJ6TzBmuPgaC4R1EDPfXMADLA","","+62 22 2786710","pusat oleh-oleh","ChIJ6TzBmuPgaC4R1EDPfXMADLA","12685514746427818196","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFx00INQP1NDuv1J3_4wxmRfYm6Iv9M9an1MMs-gbLOjP9Y-lmcX5yrb7BE3qEUO6nCLcVJqeiC74OI56EqAY_lvowCChK8dYlXRNHyYPys7T7HJCQavM1ZTlFADhTMOb44JpMczW4AUdif=w408-h544-k-no","needs_review","sinyal belum cukup kuat","False","True","False","0","","","",""
"OORAW-20260609-0013","Oleh-oleh Lembang","Perancang busana","Kp. Sukamanah rt/rw 003/011, Langensari, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8233061","107.6396514","","","https://www.google.com/maps/search/?api=1&query=Oleh-oleh%20Lembang&query_place_id=ChIJyQUDqjHhaC4RfA43Nifcr7c","","+62 853-2054-5517","pusat oleh-oleh","ChIJyQUDqjHhaC4RfA43Nifcr7c","13236039890836590204","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEiNAIyzY2X_0HXF8LerpuM6ZIcHHmjmoeD_Z5mqAc1c_xgsRn6TsTZfr2i6DndlppNKA30dOfKK4kGbAXijkFFDjCHEZ1JdnWMNMdHrPURGRS3K7zgt_OzXou6rqiKM9j-m8hqhA=w408-h454-k-no","candidate","nama/kategori punya sinyal produk atau toko oleh-oleh","True","True","False","0.333","LOC-054","Lembang Wonderland","",""
"OORAW-20260609-0014","Oleh-Oleh Bandung","Toko","Jl. Maribaya No.116, Kayuambon, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8255538","107.6372746","4","3","https://www.google.com/maps/search/?api=1&query=Oleh-Oleh%20Bandung&query_place_id=ChIJezvUacLgaC4RK6zTmtyl3cw","","","toko oleh-oleh khas","ChIJezvUacLgaC4RK6zTmtyl3cw","14762137520499305515","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kCNtkPtfAe-rUec_d8-GyQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.60692&pitch=0&thumbfov=100","candidate","nama/kategori punya sinyal produk atau toko oleh-oleh","True","True","False","0.333","LOC-016","Chinatown Bandung","",""
"OORAW-20260609-0015","SENTRA OLEH OLEH LEMBANG SDL","Pusat Perbelanjaan","Jl. Raya Tangkuban Parahu, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8072407","107.6487065","5","18","https://www.google.com/maps/search/?api=1&query=SENTRA%20OLEH%20OLEH%20LEMBANG%20SDL&query_place_id=ChIJtfzyc6nhaC4RGZHr6dqJ1tg","","+62 852-8005-4640","pusat oleh-oleh","ChIJtfzyc6nhaC4RGZHr6dqJ1tg","15624827530528919833","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGfP1un3exg512Bb4d0tIrE25tq_9iaD3Sl_N6MHqXuj1bXNLdmmeNDHDsZ5fQ2d0CPdH8ccvIoMhwLwKiNqTQNvxE6jqwKtr4Jp7SqVdJCqhXRrSxCFY_-JUgbnvgKY9sezDA=w408-h408-k-no","candidate","nama/kategori punya sinyal produk atau toko oleh-oleh","True","True","True","0.2","LOC-054","Lembang Wonderland","",""
"OORAW-20260609-0016","Floating Market Lembang","Pasar Apung","Jl. Grand Hotel No.33E, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8178312","107.6188177","4.5","55902","https://www.google.com/maps/search/?api=1&query=Floating%20Market%20Lembang&query_place_id=ChIJ5SedShzhaC4RVU8QCM4azXs","","+62 878-2388-4888","oleh-oleh lembang","ChIJ5SedShzhaC4RVU8QCM4azXs","8920815909091692373","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHo_NfZEQaNeqZoj0wcrdFmZ6CFVOkcr6y_FFVkLx5Pc1J4-yOglMwGJImWJ5ItaWjqD6tSGDfaM9ZKp94iSgGtlVm0x2dJjdiswM7iMY2bwk3ZVzf_YNWcjV7hliptOF76uXmcMevanJi=w408-h544-k-no","held_wisata_overlap","nama sangat mirip dengan dataset wisata aktif","False","True","True","1","LOC-031","Floating Market Lembang","",""
"OORAW-20260609-0017","Rumah Makan Tahu Sumedang Renyah","Restoran","5HVV+MM6, Sukajaya, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8058266","107.5941261","4.3","567","https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Tahu%20Sumedang%20Renyah&query_place_id=ChIJQUc7BZ7haC4RotAHqoN_LY0","","","tahu susu oleh-oleh","ChIJQUc7BZ7haC4RotAHqoN_LY0","10172927336769900706","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4iWtQI3iu2AFTqiAsW1xnRcJuU0VBi5tszML_ODmisqZLGyD2GuRj9ojYqgt0awrr1d7tWd-mbgIVBcol6Snpipuavh5gDQtSI03grnIgG4aXACtF_JRfc7GyM2DDafYEV1P0dw=w408-h306-k-no","candidate","nama/kategori punya sinyal produk atau toko oleh-oleh","True","True","True","0.182","LOC-074","Rumah Makan Sangu Liwet Ibu Ika Pasirjambu Ciwidey","",""
"OORAW-20260609-0018","Toko oleh-oleh khas Bandung","Toko Makanan","kampung andir, RT.001/RW.05, Gudangkahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8320123","107.6059212","5","1","https://www.google.com/maps/search/?api=1&query=Toko%20oleh-oleh%20khas%20Bandung&query_place_id=ChIJH1raA3HhaC4Revnj1yAkXZQ","","+62 856-5961-0751","toko oleh-oleh khas","ChIJH1raA3HhaC4Revnj1yAkXZQ","10690740813927020922","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGTG6bX54YIz3yc9bVi0ulrLI5g7tKWM3D1otddwNioSy44gjJvARTiQRBClF1m1TYNwgez5-mhKxy99Qkh8jin8_UPBAPJJxTucdj-2KIrXVfzS65qwVwDTMasiSCDMAWlNYe4=w408-h272-k-no","candidate","nama/kategori punya sinyal produk atau toko oleh-oleh","True","True","False","0.25","LOC-016","Chinatown Bandung","",""
"OORAW-20260609-0019","Toko Oleh-Oleh Ma'mur Rasa","Toko","Jl. Raya Tangkuban Parahu No.209, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.79729","107.6533892","4.8","13","https://www.google.com/maps/search/?api=1&query=Toko%20Oleh-Oleh%20Ma'mur%20Rasa&query_place_id=ChIJ1_F0XmTgaC4RTglGmNNAjPI","","+62 821-1955-5008","oleh-oleh lembang","ChIJ1_F0XmTgaC4RTglGmNNAjPI","17477415531455056206","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGNtmGHBXbeuxJf7NjLaRLpAZXf0z4_Np8cQRHcaRcVW_aaxlzSZs9jxeOkNqlxINd81jNbj8-4Ra0XL95GG7-62PZHRyHzH-Dct0Ejo0lkC1u8E1Zv-WGbjfWqhED2kpZjZUo=w426-h240-k-no","candidate","nama/kategori punya sinyal produk atau toko oleh-oleh","True","True","False","0","","","",""
"OORAW-20260609-0020","REST AREA Bolu Susu Lembang Asli","Pusat Perbelanjaan","Jl. Maribaya No.128, Langensari, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8249344","107.6393796","3","12","https://www.google.com/maps/search/?api=1&query=REST%20AREA%20Bolu%20Susu%20Lembang%20Asli&query_place_id=ChIJtThHQADhaC4REhcQZdiJUSc","","","oleh-oleh lembang","ChIJtThHQADhaC4REhcQZdiJUSc","2833197203094247186","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFwPm2Ljch1RbzEFEeMAhKwwjP3t7EERuiI3QidEHmCphwbRueZnPmUS7I5UL7RnjcCMGBuNHtWE1uPaoxGJfQYkJLKsNuhAKyo6TiNFkmQweunFqT4oa-ckNKIFl-TEZ0nN6pxjkr_hY7P=w408-h271-k-no","candidate","nama/kategori punya sinyal produk atau toko oleh-oleh","True","True","True","0.25","LOC-030","Farm House Susu Lembang","",""
"OORAW-20260609-0021","Bolu Susu Lembang - Toko Resmi Lembang 2 - Oleh oleh khas Bandung","Toko Kue","Jl. Raya Lembang. 202 Km 14,3, Gudangkahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8212455","107.6099817","4.9","1401","https://www.google.com/maps/search/?api=1&query=Bolu%20Susu%20Lembang%20-%20Toko%20Resmi%20Lembang%202%20-%20Oleh%20oleh%20khas%20Bandung&query_place_id=ChIJlacLc1_haC4RbDl0sJQCkyg","https://bolulembang.co.id/","+62 811-1500-146","toko oleh-oleh khas","ChIJlacLc1_haC4RbDl0sJQCkyg","2923683420732406124","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEkdW0q5O-PlevPyzj9ETWAHZ7tSGW9--yC-ZDOkNv3AqB_mg2FLh_mTpqYQWorffOcsNtSCqHMtEoGb7o_eILFcMUpcO6gYjK04UqYQKQHkli86xN8Cree2XMUl0j6VucHwjYYOlqIlrna=w408-h544-k-no","candidate","nama/kategori punya sinyal produk atau toko oleh-oleh","True","True","False","0.25","LOC-030","Farm House Susu Lembang","",""
"OORAW-20260609-0022","Pom Tahu Lembang","Restoran Tahu","Jl. Raya Lembang No.177, Jayagiri, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8168098","107.6127002","4.2","52","https://www.google.com/maps/search/?api=1&query=Pom%20Tahu%20Lembang&query_place_id=ChIJoTuoQBrhaC4R2602iqsIJow","","+62 22 4210054","tahu susu oleh-oleh","ChIJoTuoQBrhaC4R2602iqsIJow","10098768747276185051","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcY5T5pMAZnKfCzCZVUCGRHCSwPX8hgvu7VNACIxc0Z7AGeIcuJyHBx8Aj4ielS53ed9aSRqJYsQDEU8pMer61J7zYIzPqXo8o9m5Dv4hBQR2k2LSmfflyDjbbI_TmQ-ZK67M=w532-h240-k-no","candidate","nama/kategori punya sinyal produk atau toko oleh-oleh","True","True","False","0.25","LOC-054","Lembang Wonderland","",""
"OORAW-20260609-0023","Pabrik Tahu PD Uties","Produsen makanan","Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8224026","107.6202864","4.8","31","https://www.google.com/maps/search/?api=1&query=Pabrik%20Tahu%20PD%20Uties&query_place_id=ChIJCb0kyx_haC4Rf97ZaVFQ3Gk","","+62 821-2115-2619","tahu susu oleh-oleh","ChIJCb0kyx_haC4Rf97ZaVFQ3Gk","7628060179457236607","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTDYokr7SFebuBsnCM5feeCXbYX_2nAi7_0VmRM-LhQFe8jYOrvjamh8osPhDu96Ucyf_e8h6_OuIxVJMOVUpJpyjzAlHyF7XnOwTKof-UnDz7fPfc90TOkXARnkZj9-Z9I0_J7A=w408-h306-k-no","candidate","nama/kategori punya sinyal produk atau toko oleh-oleh","True","True","False","0","","","",""
"OORAW-20260609-0024","Tahu Tauhid Pusat","Restoran Tahu","Jl. Cijeruk No.113, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8183934","107.621771","4.5","686","https://www.google.com/maps/search/?api=1&query=Tahu%20Tauhid%20Pusat&query_place_id=ChIJj4vPdOLgaC4RpkONFntoroQ","https://leumburkuring.wordpress.com/informasi-pariwisata/wisata-kuliner/tahu-tauhid/","+62 22 2787947","tahu susu oleh-oleh","ChIJj4vPdOLgaC4RpkONFntoroQ","9560693936822764454","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHIr3hvqcTuSm5bZF6xcvxoPWHhINu4heaQIFAhv79-CpdPb5q6thUDXTvmTf2EG9IezQqHpsAjIdzVYzX1JVBftwKz8-rftbJcFeWqtodSDqWMCpJadrFOuGiH0AKGduB180brz6R75WZ0=w408-h306-k-no","candidate","nama/kategori punya sinyal produk atau toko oleh-oleh","True","True","False","0","","","",""
"OORAW-20260609-0025","Tahu Susu Lembang","Pujasera","Jl. Raya Lembang - Bandung No.177, Jayagiri, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8170463","107.6125161","4.4","6739","https://www.google.com/maps/search/?api=1&query=Tahu%20Susu%20Lembang&query_place_id=ChIJ4UKf_xrhaC4Rs0rM-cs95EU","","+62 22 2789008","tahu susu oleh-oleh","ChIJ4UKf_xrhaC4Rs0rM-cs95EU","5036218229585627827","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGp4rCGM87JGf1V4Y6l75KPQf9dfsesGcCFePRIdrHARPObqcjwq6L5b3drXErvUT2dfu6j32BIYl5XJE4Va8qXMRunpwE7WBMC2_tOx_ZDlZMvUtlNibHD0mAw7gZ6cmXbImKOOyvyLEqZ=w408-h544-k-no","candidate","nama/kategori punya sinyal produk atau toko oleh-oleh","True","True","False","0.4","LOC-030","Farm House Susu Lembang","",""
"OORAW-20260609-0026","Tahu Susu Foodcourt","Restoran","Jl. Hortikultura No.10, Jayagiri, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8163998","107.6115066","4.7","3","https://www.google.com/maps/search/?api=1&query=Tahu%20Susu%20Foodcourt&query_place_id=ChIJ6zGauTHhaC4RBbXruExzfqE","","","tahu susu oleh-oleh","ChIJ6zGauTHhaC4RBbXruExzfqE","11636865260529104133","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_4EQ6S2MZ2A2o0R9MyTXnn2Tmx3QysyKh8FX_GlAXwPOl0ZRxCBdsGDiu5JSoxztTDhUVEcFAnLlZZOVzT0GTT94TwY0zsrPBN6pFEiFC_qKu-lg-ZBAdg7pRvcOrXttvzqx3=w408-h306-k-no","candidate","nama/kategori punya sinyal produk atau toko oleh-oleh","True","True","True","0.167","LOC-030","Farm House Susu Lembang","",""
"OORAW-20260609-0027","Tahu Barokah","Pasar","5HJQ+Q5W, Jl. Cigugur, Cigugur Girang, Kec. Parongpong, Kabupaten Bandung Barat, Jawa Barat 40559, Indonesia","-6.8180117","107.5879618","4.5","135","https://www.google.com/maps/search/?api=1&query=Tahu%20Barokah&query_place_id=ChIJc2p7pG_haC4RTjyj0tkttyM","","+62 813-2113-8535","tahu susu oleh-oleh","ChIJc2p7pG_haC4RTjyj0tkttyM","2573576125630594126","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjPPPz8AE4er-PPvkzddicPb4CmmnSMC3ozWycx8L5ocDVc635oWVJYiCAhPvZSJbi3_YY2zQZ4a9PEPWWUJsKog-K50hMYU3y6coPP-FgG_8_89VA_R-WBa8kChVExi5EOd6hv6JECHw=w408-h544-k-no","candidate","nama/kategori punya sinyal produk atau toko oleh-oleh","True","True","False","0","","","",""
"OORAW-20260609-0028","Bolu susu Lembang Cikole","Toko Roti","6M53+5PP, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.7920857","107.6543278","4.8","21","https://www.google.com/maps/search/?api=1&query=Bolu%20susu%20Lembang%20Cikole&query_place_id=ChIJO6lUdP7haC4RHeO43rEfTU0","","+62 813-4489-4535","bolu susu oleh-oleh","ChIJO6lUdP7haC4RHeO43rEfTU0","5570143162933502749","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2NZm11ceeW5uo7qDAQ5-I2aa50vWFsb577-OCVLbq6_xsToqM4fc_mQ8ZeeKe1qX4XCJWY9BPzEFpOad_BA1nrpJ-lLyZRIWhqYcIeMoyO9C0Ezm7vRr78txKIQAscSEPjEMWXB1jxJZC=w408-h724-k-no","candidate","nama/kategori punya sinyal produk atau toko oleh-oleh","True","True","False","0.333","LOC-030","Farm House Susu Lembang","",""
