user_id,trail_id,inputs,targets
178038,2013_3321224,"The following data is a trajectory of user 178038: At 2012-12-02 04:24:00, user 178038 visited POI id 4575 which is a Building, at Bandung, ID. At 2012-12-02 08:57:00, user 178038 visited POI id 600 which is a Arcade, at Bandung, ID. At 2012-12-02 10:03:00, user 178038 visited POI id 3008 which is a Steakhouse, at Bandung, ID. Given the data, At 2012-12-02 12:15:00, Which POI id will user 178038 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-12-02 12:15:00, user 178038 will visit POI id 24467."
183712,2013_3602602,"The following data is a trajectory of user 183712: At 2012-04-16 10:42:00, user 183712 visited POI id 375 which is a Ramen Restaurant, at Bandung, ID. Given the data, At 2012-04-16 11:47:00, Which POI id will user 183712 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-04-16 11:47:00, user 183712 will visit POI id 5061."
90790,2013_1952962,"The following data is a trajectory of user 90790: At 2013-07-23 23:42:00, user 90790 visited POI id 28417 which is a College Classroom, at Bandung, ID. Given the data, At 2013-07-24 00:00:00, Which POI id will user 90790 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2013-07-24 00:00:00, user 90790 will visit POI id 5728."
18426,2013_468193,"The following data is a trajectory of user 18426: At 2012-07-15 08:00:00, user 18426 visited POI id 13 which is a Shopping Mall, at Bandung, ID. Given the data, At 2012-07-15 08:41:00, Which POI id will user 18426 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-07-15 08:41:00, user 18426 will visit POI id 15537."
6084,2013_158887,"The following data is a trajectory of user 6084: At 2013-03-22 07:44:00, user 6084 visited POI id 4910 which is a Shopping Mall, at Bandung, ID. At 2013-03-22 08:14:00, user 6084 visited POI id 1 which is a Shopping Mall, at Bandung, ID. Given the data, At 2013-03-22 08:51:00, Which POI id will user 6084 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2013-03-22 08:51:00, user 6084 will visit POI id 14290."
227439,2013_5270719,"The following data is a trajectory of user 227439: At 2012-07-07 06:54:00, user 227439 visited POI id 4845 which is a Salon / Barbershop, at Bandung, ID. At 2012-07-07 09:05:00, user 227439 visited POI id 4910 which is a Shopping Mall, at Bandung, ID. Given the data, At 2012-07-07 09:09:00, Which POI id will user 227439 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-07-07 09:09:00, user 227439 will visit POI id 12666."
149088,2013_2891475,"The following data is a trajectory of user 149088: At 2012-07-30 08:37:00, user 149088 visited POI id 12704 which is a Home (private), at Bandung, ID. At 2012-07-30 11:49:00, user 149088 visited POI id 20992 which is a Mosque, at Bandung, ID. Given the data, At 2012-07-30 13:00:00, Which POI id will user 149088 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-07-30 13:00:00, user 149088 will visit POI id 12703."
186603,2013_3733851,"The following data is a trajectory of user 186603: At 2012-06-12 05:32:00, user 186603 visited POI id 12063 which is a College & University, at Bandung, ID. At 2012-06-12 08:24:00, user 186603 visited POI id 8348 which is a Coffee Shop, at Bandung, ID. Given the data, At 2012-06-12 12:03:00, Which POI id will user 186603 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-06-12 12:03:00, user 186603 will visit POI id 19662."
125853,2013_2540056,"The following data is a trajectory of user 125853: At 2012-04-11 23:43:00, user 125853 visited POI id 7439 which is a Arcade, at Bandung, ID. Given the data, At 2012-04-12 05:16:00, Which POI id will user 125853 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-04-12 05:16:00, user 125853 will visit POI id 4897."
167618,2013_3154006,"The following data is a trajectory of user 167618: At 2013-02-03 10:49:00, user 167618 visited POI id 1140 which is a Clothing Store, at Bandung, ID. Given the data, At 2013-02-03 11:19:00, Which POI id will user 167618 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2013-02-03 11:19:00, user 167618 will visit POI id 24055."
21020,2013_531063,"The following data is a trajectory of user 21020: At 2012-07-04 02:15:00, user 21020 visited POI id 20312 which is a School, at Bandung, ID. Given the data, At 2012-07-04 05:43:00, Which POI id will user 21020 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-07-04 05:43:00, user 21020 will visit POI id 17906."
67916,2013_1530277,"The following data is a trajectory of user 67916: At 2013-04-09 04:22:00, user 67916 visited POI id 10724 which is a Building, at Bandung, ID. At 2013-04-09 06:08:00, user 67916 visited POI id 858 which is a Asian Restaurant, at Bandung, ID. At 2013-04-09 10:15:00, user 67916 visited POI id 13 which is a Shopping Mall, at Bandung, ID. Given the data, At 2013-04-09 10:23:00, Which POI id will user 67916 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2013-04-09 10:23:00, user 67916 will visit POI id 378."
128283,2013_2578530,"The following data is a trajectory of user 128283: At 2013-01-21 07:58:00, user 128283 visited POI id 22972 which is a College Gym, at Bandung, ID. Given the data, At 2013-01-21 13:56:00, Which POI id will user 128283 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2013-01-21 13:56:00, user 128283 will visit POI id 24815."
188995,2013_3840608,"The following data is a trajectory of user 188995: At 2012-06-03 04:10:00, user 188995 visited POI id 3103 which is a Donut Shop, at Bandung, ID. At 2012-06-03 04:15:00, user 188995 visited POI id 15861 which is a Residential Building (Apartment / Condo), at Bandung, ID. At 2012-06-03 04:24:00, user 188995 visited POI id 9910 which is a Soccer Field, at Bandung, ID. At 2012-06-03 06:43:00, user 188995 visited POI id 25 which is a Photography Lab, at Bandung, ID. At 2012-06-03 06:58:00, user 188995 visited POI id 109 which is a Bridge, at Bandung, ID. Given the data, At 2012-06-03 09:41:00, Which POI id will user 188995 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-06-03 09:41:00, user 188995 will visit POI id 3098."
247779,2013_5872363,"The following data is a trajectory of user 247779: At 2012-11-02 01:47:00, user 247779 visited POI id 16784 which is a Design Studio, at Bandung, ID. At 2012-11-02 06:19:00, user 247779 visited POI id 279 which is a University, at Bandung, ID. At 2012-11-02 06:21:00, user 247779 visited POI id 9796 which is a General College & University, at Bandung, ID. Given the data, At 2012-11-06 11:14:00, Which POI id will user 247779 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-11-06 11:14:00, user 247779 will visit POI id 1639."
70843,2013_1585986,"The following data is a trajectory of user 70843: At 2012-12-09 07:53:00, user 70843 visited POI id 15708 which is a Ramen Restaurant, at Bandung, ID. Given the data, At 2012-12-09 11:04:00, Which POI id will user 70843 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-12-09 11:04:00, user 70843 will visit POI id 3202."
212958,2013_4788064,"The following data is a trajectory of user 212958: At 2013-03-30 16:19:00, user 212958 visited POI id 23927 which is a Karaoke Bar, at Bandung, ID. At 2013-03-30 17:28:00, user 212958 visited POI id 4028 which is a Nightclub, at Bandung, ID. Given the data, At 2013-03-30 22:07:00, Which POI id will user 212958 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2013-03-30 22:07:00, user 212958 will visit POI id 433."
246034,2013_5823795,"The following data is a trajectory of user 246034: At 2012-08-06 08:30:00, user 246034 visited POI id 14642 which is a Indonesian Restaurant, at Bandung, ID. Given the data, At 2012-08-06 08:41:00, Which POI id will user 246034 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-08-06 08:41:00, user 246034 will visit POI id 15906."
183553,2013_3595652,"The following data is a trajectory of user 183553: At 2013-01-28 00:51:00, user 183553 visited POI id 16850 which is a Shopping Mall, at Bandung, ID. At 2013-01-28 01:51:00, user 183553 visited POI id 15755 which is a Salon / Barbershop, at Bandung, ID. At 2013-01-28 02:51:00, user 183553 visited POI id 12523 which is a Salon / Barbershop, at Bandung, ID. At 2013-01-28 04:51:00, user 183553 visited POI id 5414 which is a Restaurant, at Bandung, ID. At 2013-01-28 06:51:00, user 183553 visited POI id 4512 which is a Restaurant, at Bandung, ID. At 2013-01-28 09:21:00, user 183553 visited POI id 1851 which is a Music Venue, at Bandung, ID. At 2013-01-28 11:20:00, user 183553 visited POI id 8686 which is a Fast Food Restaurant, at Bandung, ID. At 2013-01-28 14:38:00, user 183553 visited POI id 7086 which is a Arcade, at Bandung, ID. Given the data, At 2013-01-28 15:38:00, Which POI id will user 183553 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2013-01-28 15:38:00, user 183553 will visit POI id 1851."
253271,2013_6021315,"The following data is a trajectory of user 253271: At 2012-11-17 01:33:00, user 253271 visited POI id 608 which is a Fried Chicken Joint, at Bandung, ID. At 2012-11-17 01:52:00, user 253271 visited POI id 505 which is a Salon / Barbershop, at Bandung, ID. Given the data, At 2012-11-17 03:16:00, Which POI id will user 253271 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-11-17 03:16:00, user 253271 will visit POI id 13."
208464,2013_4626379,"The following data is a trajectory of user 208464: At 2012-05-17 04:23:00, user 208464 visited POI id 11625 which is a High School, at Bandung, ID. At 2012-05-17 08:56:00, user 208464 visited POI id 10225 which is a Shopping Mall, at Bandung, ID. Given the data, At 2012-05-17 12:51:00, Which POI id will user 208464 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-05-17 12:51:00, user 208464 will visit POI id 15485."
216786,2013_4920647,"The following data is a trajectory of user 216786: At 2013-01-14 23:44:00, user 216786 visited POI id 10124 which is a Athletics & Sports, at Bandung, ID. Given the data, At 2013-01-14 23:55:00, Which POI id will user 216786 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2013-01-14 23:55:00, user 216786 will visit POI id 22994."
17207,2013_438679,"The following data is a trajectory of user 17207: At 2012-08-11 02:36:00, user 17207 visited POI id 18716 which is a Home (private), at Bandung, ID. Given the data, At 2012-08-11 06:45:00, Which POI id will user 17207 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-08-11 06:45:00, user 17207 will visit POI id 5025."
189670,2013_3870255,"The following data is a trajectory of user 189670: At 2012-06-06 08:14:00, user 189670 visited POI id 1996 which is a Arcade, at Bandung, ID. At 2012-06-06 08:31:00, user 189670 visited POI id 7582 which is a Road, at Bandung, ID. At 2012-06-06 08:43:00, user 189670 visited POI id 109 which is a Bridge, at Bandung, ID. At 2012-06-06 10:23:00, user 189670 visited POI id 366 which is a Shopping Mall, at Bandung, ID. Given the data, At 2012-06-06 13:31:00, Which POI id will user 189670 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-06-06 13:31:00, user 189670 will visit POI id 13766."
74801,2013_1662773,"The following data is a trajectory of user 74801: At 2012-05-07 00:20:00, user 74801 visited POI id 20 which is a Government Building, at Bandung, ID. Given the data, At 2012-05-07 01:38:00, Which POI id will user 74801 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-05-07 01:38:00, user 74801 will visit POI id 1491."
13540,2013_347568,"The following data is a trajectory of user 13540: At 2013-07-29 14:29:00, user 13540 visited POI id 1710 which is a Airport, at Bandung, ID. At 2013-07-29 14:30:00, user 13540 visited POI id 4723 which is a Airport Lounge, at Bandung, ID. At 2013-07-29 14:32:00, user 13540 visited POI id 10462 which is a Comedy Club, at Bandung, ID. At 2013-07-29 14:45:00, user 13540 visited POI id 1371 which is a Restaurant, at Bandung, ID. Given the data, At 2013-07-29 15:32:00, Which POI id will user 13540 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2013-07-29 15:32:00, user 13540 will visit POI id 3202."
183386,2013_3587125,"The following data is a trajectory of user 183386: At 2012-04-21 13:05:00, user 183386 visited POI id 5873 which is a Café, at Bandung, ID. Given the data, At 2012-04-21 14:50:00, Which POI id will user 183386 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-04-21 14:50:00, user 183386 will visit POI id 76."
141034,2013_2771913,"The following data is a trajectory of user 141034: At 2012-07-07 09:34:00, user 141034 visited POI id 6587 which is a High School, at Bandung, ID. Given the data, At 2012-07-07 11:35:00, Which POI id will user 141034 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-07-07 11:35:00, user 141034 will visit POI id 16820."
7715,2013_201685,"The following data is a trajectory of user 7715: At 2013-05-31 00:05:00, user 7715 visited POI id 3982 which is a Market, at Bandung, ID. Given the data, At 2013-05-31 00:21:00, Which POI id will user 7715 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2013-05-31 00:21:00, user 7715 will visit POI id 19013."
102247,2018_1796634,"The following data is a trajectory of user 102247: At 2018-01-12 07:14:00, user 102247 visited POI id 1710 which is a Airport, at Bandung, ID. Given the data, At 2018-01-12 10:08:00, Which POI id will user 102247 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2018-01-12 10:08:00, user 102247 will visit POI id 13."
5745,2013_150445,"The following data is a trajectory of user 5745: At 2013-08-31 10:39:00, user 5745 visited POI id 3202 which is a Shopping Mall, at Bandung, ID. At 2013-08-31 11:17:00, user 5745 visited POI id 6376 which is a Clothing Store, at Bandung, ID. At 2013-08-31 11:59:00, user 5745 visited POI id 28569 which is a Neighborhood, at Bandung, ID. Given the data, At 2013-08-31 12:31:00, Which POI id will user 5745 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2013-08-31 12:31:00, user 5745 will visit POI id 21704."
134471,2013_2673911,"The following data is a trajectory of user 134471: At 2012-11-24 14:08:00, user 134471 visited POI id 5096 which is a Seafood Restaurant, at Bandung, ID. Given the data, At 2012-11-24 15:32:00, Which POI id will user 134471 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-11-24 15:32:00, user 134471 will visit POI id 837."
38472,2013_929708,"The following data is a trajectory of user 38472: At 2012-06-13 04:52:00, user 38472 visited POI id 496 which is a Bank, at Bandung, ID. At 2012-06-13 06:19:00, user 38472 visited POI id 1181 which is a Park, at Bandung, ID. At 2012-06-13 06:25:00, user 38472 visited POI id 10201 which is a Building, at Bandung, ID. At 2012-06-13 07:16:00, user 38472 visited POI id 12712 which is a Indonesian Restaurant, at Bandung, ID. At 2012-06-13 08:55:00, user 38472 visited POI id 83 which is a Bookstore, at Bandung, ID. At 2012-06-13 10:17:00, user 38472 visited POI id 3202 which is a Shopping Mall, at Bandung, ID. Given the data, At 2012-06-13 13:11:00, Which POI id will user 38472 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-06-13 13:11:00, user 38472 will visit POI id 10498."
38452,2013_929239,"The following data is a trajectory of user 38452: At 2013-02-02 07:18:00, user 38452 visited POI id 24749 which is a Café, at Bandung, ID. Given the data, At 2013-02-02 11:55:00, Which POI id will user 38452 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2013-02-02 11:55:00, user 38452 will visit POI id 2004."
102918,2013_2164632,"The following data is a trajectory of user 102918: At 2013-03-30 05:59:00, user 102918 visited POI id 15805 which is a Playground, at Bandung, ID. Given the data, At 2013-03-30 06:57:00, Which POI id will user 102918 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2013-03-30 06:57:00, user 102918 will visit POI id 44."
71841,2013_1606105,"The following data is a trajectory of user 71841: At 2012-09-14 23:52:00, user 71841 visited POI id 19495 which is a Café, at Bandung, ID. At 2012-09-15 07:10:00, user 71841 visited POI id 13 which is a Shopping Mall, at Bandung, ID. Given the data, At 2012-09-15 08:59:00, Which POI id will user 71841 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-09-15 08:59:00, user 71841 will visit POI id 3443."
116671,2013_2393807,"The following data is a trajectory of user 116671: At 2012-05-11 01:25:00, user 116671 visited POI id 6523 which is a Track Stadium, at Bandung, ID. Given the data, At 2012-05-11 04:33:00, Which POI id will user 116671 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-05-11 04:33:00, user 116671 will visit POI id 112."
236591,2013_5550567,"The following data is a trajectory of user 236591: At 2012-04-27 09:50:00, user 236591 visited POI id 890 which is a Indonesian Restaurant, at Bandung, ID. Given the data, At 2012-04-27 12:39:00, Which POI id will user 236591 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-04-27 12:39:00, user 236591 will visit POI id 4372."
57870,2013_1333074,"The following data is a trajectory of user 57870: At 2012-05-26 05:16:00, user 57870 visited POI id 6 which is a Shopping Mall, at Bandung, ID. Given the data, At 2012-05-26 05:34:00, Which POI id will user 57870 visit? Note that POI id is an integer in the range from 0 to 29024.","At 2012-05-26 05:34:00, user 57870 will visit POI id 11395."
