location_name,user_id,reviewer_name,rating,review_text,review_date,likes,reviewer_total_reviews,is_local_guide,source_file
Ranca Upas Ciwidey,112699897362871579868,alif nawal faridiyyah,5,Ranca Upas adalah tempat Penangkaran Rusa . Bisa memberi makan dan foto-foto. Bisa foto yg di dalam kandang dengan biaya 50rb/10foto dibatasi hingga pukul 15.00.. Disarankan datang pagi karena jika sore biasanya hujan,2026-01-11,0,89,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,103684471981861930246,Attiena Tien,4,"Wisata alam dengan suasana pegunungan yang sejuk di daerah Ciwidey. Biaya masuk 28 K / orang Kendaraan R4 13K Parkir mobil 5 K Disini ada tempat penangkaran 🦌rusa yang bisa diberi makan , dengan membeli makanan yang disediakan ( tidak boleh membawa makanan rusa 🦌dari luar ) . Bisa foto - foto juga langsung sama 🦌rusa dengan didampingi pawang nya ( kena biaya ) . Untuk berkeliling area bisa menyewa motor / sepeda listrik . Selain itu ada beberapa wahana berbayar yang lain seperti kolam renang , ATV , naik kuda , petik strawberry 🍓 Taman kelinci 11 K / orang Archerry 39 K / orang Untuk berendam air panas bisa ke wahana Onsen Reguler 35 K / orang ( 45 menit ) Private Family 330 K",2025-12-24,0,33,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,101596477192944298689,Gunawan Satyakusuma,5,"empat wisata alam yang indah dengan udara sejuk pegunungan. Ikonik banget karena ada penangkaran rusa, pengunjung bisa kasih makan langsung. Area campingnya luas, cocok buat kumpul bareng teman atau keluarga. Pagi hari suasananya berkabut, sangat cantik untuk foto. Tips: bawa jaket tebal karena malam dan pagi cukup dingin",2025-11-08,0,310,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,110112298619187440883,game ripiu,4,"hampir setiap tahun ke ranca upas tpi makin kesini makin minim perbaikan. aula, papan penunjuk, kayu kayu lapuk tidak segera di perbaiki. selebih nya ok, family gathering ok, semua tersedia mulai tenda, nasi box, kue, dll",2026-01-18,0,76,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,101116515721662951968,Arcciasa Junanda,3,"Dateng pas gerimis dan kabut secara suasana sih enak ya, parkirannya juga luas, cuma kalo buat foto spot rusa nya kemarin pas crowded jadi kaya sempit, pengunjung sama rusannya banyakan pengunjung dan cuma sepetak doang Toilet dekat parkiran motor juga smelly dan jorok. Secara umun 7/10 , apakah mau balik lagi ajak keluarga? Kayanya cukup sekali buat pengalaman “udah pernah”.",2025-12-29,0,13,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,108779441692546416264,Winda Oktavia,4,"Saya sudah 2 kali kesana, tempatnya seru untuk anak anak interaksi dengan rusa, kadang boleh masuk ke dalam kandangnya juga, overall untuk bawa anak anak cukup bagus ko, ada glamping, kebun strawberry dll, recomended untuk liburan bareng keluarga atau teman""",2025-12-31,0,4,False,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,115604532909560890082,Yohansli Noya,5,"Hening pagi, kabut tipis, dan Rusa Timor yang manis, mereka membuktikan kemampuan adaptasi yang luar biasa, menyesuaikan diri dengan suhu dingin, vegetasi baru, dan ritme alam yang berbeda 😍",2025-12-06,0,96,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,107938760344953675138,NABIGH 20,5,"Solusi buat healing keluarga, dengan camping. Dengan udara yg sejuk, dingin. Jam 15.00 sudah kerasa sejuknya. Malam ke subuh lebih dingin lagi, disarankan bawa jaket jika ga kuat dingin. Harga tiket camping 44rb/org, kendaraan roda 4 camping 38rb. Kalo pakai kendaraan roda 2 camping 22rb. Kayu bakar 1 ikat 20rb. Tiap kavling ada toilet nya...... kalau sudah camping di Rancaupas pasti ketagihan pingin balik lagi.... balik lagi........",2025-09-23,0,25,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,115113987437251921906,Beliaaa,5,"bagus, menyenangkan ada ikan sama rusa boleh kasih makan harganya 25k buat wortel, 10k buat ikan. Ga boleh bawa makanan dari luarrr.",2025-12-07,0,109,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,115489443013109318483,Wiyarto Agustinus,5,"Tempat camping suasana alam, pengalaman baru memberi makan hewan rusa. Pemandangan alam yg sangat indah... Tempat parkir luas",2026-01-18,0,14,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,117482440057313491052,Robby Maulana Akbar,5,"Camping di sini seru banget, suasana malamnya dingin tapi bikin pengalaman makin berkesan. Ada tempat sewa tenda & kayu bakar jadi nggak perlu ribet. Cuma fasilitas toilet agak terbatas dan perlu lebih diperhatikan kebersihannya.",2025-09-26,0,14,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,109374880390950419104,Belia Tiffany Indah,5,"kesini hari Sabtu, 20 Desember 2025.. Pemandangan nya bagus banget, banyak kabut karna lagi musim hujan bulan Desember",2025-12-22,0,27,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,109787402992741008410,Ratih Andriani,5,"Tempat wisata yang sejukkk banget, ada rusa nya, aku kira aku berani dengan rusa ternyata aku cukup tackut",2026-01-05,0,236,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,101969679241044514395,rizal khaerussaleh,1,"Tidak worth it dengan apa yang didapat. Tempat kotor, becek, Rusa nya pun kotor. Dan saya di tegur sama petugas karena bawa makanan ringan dan sedangkan yang lain juga bawa tapi gak di tegur. Maaf cukup sekali kesini (disini pun saya cuma 5 menit, jadi gak mood).",2026-01-03,0,22,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,100772871504152005309,Riska Resdiana,3,Saran untuk fto grafher nya jgn asal jepret kan kita ini bayar jdi hrus memuaskan hasilnya.. dan untuk abang pencetak foto nya knpa semua fto harus di ambil gak dipilih dulu krna mau fto jelek bgus ttp itu msuk nya bayar perfile itu 5ribu jdi rugi untuk kitanya dong.. jonas aja bisa milih masa ini gak bisa milih kan hrusnya kita pilih fto yg mau kita ambil yg jeleknya tak buang jgn pemaksaan gitu kasian ke pengunjung nya.. lain kali perbaiki pelayanan fto dan pencetaknya jgn asal2an. Jgn bikin kapok pengunjung mentang2 viral di manfatin,2025-11-08,0,11,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,107918671841942314671,BROTHER BOY,5,"Pagi dan sore sejuk. Area luas, ada camping ground, penangkaran rusa, petik strawberry, cafe, dan kuliner.",2025-12-31,0,177,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,115086678214663703906,irwan pribadi (awan),5,"destinasi wajib kalau ke ciwidey. dulu terakhir kesini tahun 2009, akhirnya bisa kesini lagi. udaranya dingin dengan sedikit aroma khas 😅 tiket masuk bisa bayar cash atau qris.",2025-12-23,0,216,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,109800551509015030713,Sani Ahmad Apandi,4,"Plus (+) - Udara segar dgn nuansa alam yg oke - Kids friendly, banyak wahana ( penangkaran rusa, kolam renang, outbond dll ), meskipun bbrp harus bayar lg sih hehe - Ada tempat camping nya jg - Admin nya informatif dan fast respon Minus ( - ) - Terkesan kok kyk serba di uangkan ya, dan harga nya mahal² - Beberapa akses jalan rusak, berlubang, di dalam jg sama, area parkiran bbrp masih batu, dan akses yg ke camp ground Savana bahkan bbrp masih ada yg tanah, kalau hujan becek dan menggenang airnya - wc/toilet terkesan kurang terawat, kotor ( semoga diperbanyak dan lebih terrawat ) - bbrp fasilitas bermain jg kurang terawat, banyak yg mulai rusak, dan tdk diperbaiki Overall oke, semoga kekurangan nya bisa menjadi masukan dan perbaikan kedepannya 🙏🏻",2025-10-21,0,3,False,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,114921056663965005928,Nur Kamilia,5,"seruuu banget main kesini brg mas pacar, pas juga sama suasana yg sepi karna kita main pas weekday",2026-01-31,0,9,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,106089344604346702202,Umiyati Umi,5,Seruuuu sekali. Rusanya jinak dan memakan wortel. Anak² juga riang. Cuaca cerah tp sejuk krn udara begitu dingin.,2025-10-12,0,90,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,110770292711359493626,Farah Norma Budi Lestari,3,"Saya kunjungan ke penangkaran rusa, untuk spot foronya saran lebih banyak lg buat ngasih tempat foto yg berbayar. Peminat banyak tp cuma ada 1 fotografernya dan ga ada batas waktu untuk foto itu yg ngebuat nunggu lama dan antrinya abu"". Terimakasih dan semoga bs diperbaiki lg kedepannya, sayang peminat banyak apalg yg dr luar kota",2025-12-28,0,7,False,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,100444578319587975217,Samuel Yogasara,1,"Chat admin untuk sewa tenda kurang lebih H-3 atau H-2 dan sudah konfirmasi akan pake area Savana. Begitu DP diproses, langsung info kalo ternyata Savana sudah dibooking oleh rombongin TNI yg mau latihan menembak. Akhirnya geser ke area Edelweis. Namun pas hari H, diinfo lagi kalo area Edelweis juga disewa full oleh rombongan lain dan kami digeser ke area Puspa. Kalo memang demikian, buat apa ada sistem booking untuk sewa tenda? Belum sampe situ, saat sampai camp area, beberapa lampu sekitar camp yg harusnya bisa menyala, juga tidak dinyalakan, jadi areanya sangat gelap. Pun juga tidak ada fasilitas listrik.. Admin dan petugas set up juga dichat tidak balas, padahal mau ada penyewaan alat lain (sudah konfirmasi kalau ada mau sewa alat tambahan dadakan). Esok harinya kami cukup terganggu dan kaget dengan suara tembakan dan mungkin granat dari latihan yg dilakukan TNI. Lalu toilet juga kurang terawat, terkesan seadanya. Semoga ada perbaikan menyeluruh terkait semuanya",2025-11-02,0,95,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,103669408549142256309,Sigit Goodman,5,"tempat camp paling syahdu yang pernah dikunjungin apalagi viewnya dari camp ground savanna itu bagus banget, cuman kalo musim hujan becek parah + rumputnya pada tinggi, overall salah satu tempat paling rekomen kalo ngecamp di ciwidey",2025-11-24,0,1,False,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,111295759629457034694,Yesti Anggraeni,5,"Udaranya sejuk banget camping estetik yang banyak banget spot hiburannya, dari penangkaran rusa, trak buat jalan pagi, areanya luas wc banyak, dengan harga segitu masih oke lah",2026-01-06,0,4,False,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,103480213360512203187,Hilma hasanatul Fadjrin,5,"Udara sejuk, dingin, suasana juga ramai tapi tentram, harga tiket masih bersahabat tapi pelayanan di loketnya lumayan lama dan agak lelet. Kemarin ke penangkapan rusa nya agak kasian kaya jarang di kasih makan rusa nya setiap ada yang bawa makanan langsung menyerbu seperti kelaparan tapi tidak tahu juga apakah memang tabiatnya seperti itu.",2025-08-20,0,209,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,110694041438650671314,Slank Isme,5,"Tempat yg cocok untuk camping sekeluarga dan juga teman teman, ada penangkaran rusa, kebun strawberry. Suhunya dingin disarankan bawa jaket tebal. Toilet dan mushola dekat dan banyak dan juga ada tempat buat cuci piring klo lg camping. Parkiran juga dekat Gk bakal nyesel deh camping bareng keluarga dan teman disini",2025-08-06,2,3,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,105112022050510555397,Abdul Mugni,5,"Cocok buat santai bareng keluarga, area campingnya luas, dan tersedia penyewaan tenda full set, atau penginapan dari mulai glamping, cabin dll.",2026-01-06,0,76,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,112158047200875500374,RAHMAT PURNAMA,5,"Great place for camping and feed a deer. Suasana sejuk dan menjadi tempat edukasi yang baik untuk anak dalam mengenal rusa. Punya lahan yang cukup luas untuk area camping, fasilitas cukup lengkap dengan resto, musholla dan toilet yang memadai. Jika hanya ingin berkunjung melihat rusa, idealnya pagi sampai siang hari. Jika terlalu sore, fotografer khusus yang ada di sana biasanya sudah tidak melayani foto karena keterbatasan waktu serta kondisi rusa. dan juga, ternyata area rusanya tidak terlalu luas. Overall cukup recomend untuk menjadi tujuan wisata keluarga.",2025-05-12,0,131,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,118321691080166305108,Wuri,5,"Camping disini pas cuaca nya bagus view nya indah banget. Aku camp di savana cakep guys. Bisa booking tenda Korea udh lengkap sama alat masak dan di buatkan api unggun malam hari nya. Jd camping nya berasa syahdu... Tempat nya kids friendly juga. Airnya bersih dan melimpah, kamar mandi banyak, suka nya tempat nya bersih gak bau bau sampah. Luas bgt udara pagi hari hangat dan sejuk guys...",2025-12-09,0,7,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,114591600185608751938,Rika Yulianingsih,5,Seru utk anak2.. bisa kasih makan rusa dan ikan2...,2025-12-24,0,79,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,107669873339536633629,B,2,"Tiket masuk untuk camping bebasnya terlalu mahal (per orang dan kendaraan). Utk yang mau camping bebas tidak sewa kavling lahannya banyak hanyaaaaaa lahannya banyak yang becek/tanah tidak rapih, jembatan2 kecilnya hanya pakai kayu sebesar ban mobil saja / ban motor jadi horor kalo mau ke kawasan tersebut, biaya listriknya mahal (100 ribu) begitu juga sewa kabelnya (100) ribu, toiletnya yg dijamin aktif 24 jam dan di terangi lampu ya yg sekitar mesjid padahal ada beberapa toilet yg bisa dipakai hanya saja jalannya gelap jadinya tidak terpakai dimalam hari selain itu hanya tanah saja dan becek/licin bila hujan tanpa dilapisi batu batuan dan sejenisnya. Jalanan. Sebaiknya bila turun hujan atau musim hujan ngga usah camping deh apalagi tipe camping yg bebas bukan yg sewa kavling (bayar 350 + tiket masuk org dan kendaraan kalau berempat kurleb 500 ribu). Kamar mandinya juga sedikit di 1 blok jadi hrs ngantriiii. Pernah sewa kavling camper van juga (ada titik listrik dan keran air ) tapi viebnya kaya kontrakan berjejer hanya dibatasi parkiran mobil sama tetangga sebelah😁 tendanya mestinya kecil berdasarkan pengalaman sewa kavling jadi kami memutuskan hanya camping biasa di bagian yg sepi dan bener2 alam keliling2 nyari 30 menitan tapiiiiii pokoknya Omg. Untung udaranya dingin setidaknya walaupun gelap ketika camping biasa setidaknya kami tidak kepanasan. Sampe lupa foto2 soalnya pengen buru2 pagi dan beres2 pindah ke cikole lembang bandung.",2026-01-25,0,193,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,113617443502218445494,Marlina Umar,5,"akuuu kesini kasi mam rusaa seruu banget asli gaakan nyesel klo kesini, rusanya baik baik aku kesini sama pacarkuuu yg ganteng",2026-01-19,0,12,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,103231785467591489682,FAIHA ANSORI,4,"Tempat camping paket lengkap, mau ngapain aja di sini ada. Gak ngebosenin, bikin betah dan selalu pengen ke sana lagi. Area camp banyak pilihan, mau yg reguler, campervan dll. Ada kolam rennag air hangat, rusa, onsen, sepeda dll. Bocil dijamin bakal anteng. Tiket camping per orang 44K Tiket Mobil Camp 38K Atv 176K Archery 39K Flying Fox 28K Petik strawberry 70K / kg Sepeda Listrik 66K/ 30 menit Kolam renang 25K Onsen reguler 31K Onsen VIP 330K/5 orang Campervan include tenda 583K Campervan tenda sendiri 275K Igloo 825K sd 1.045K Dan masih banyak lagi..",2025-07-03,2,439,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,109264826995361511790,Vadila Ade Fitria,5,kesini pas lg weekend. tiket masuk 11rb/org. pergi liat rusa free tp beli makanannya bayar ada yg 22rb n 11rb kl ga salah. ada wahana jugaa di taman kelinci (tiket masuk 11rb + flying fox 28rb/org) bagus guys. adem. bisa beli tiket ots,2025-06-29,0,5,False,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,105979103598418706170,Resi Oktavialis Syam,4,"Kayanya enak buat camp aja deh, soalnya kalau main doang kaya cuman liat rusa aja sih, . Tapi kalau bawa bocah pasti seru2 aja, ada buat campervan juga Tiket masuk berdua 60k Kalau camp tiketnya 44k Bisa foto didalam dekat rusa, cuman 5k/foto",2025-02-04,0,100,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,117700258350889923936,Meidha Audina,5,"Biasanya one day visit, weekend kemarin pertama kali ajak anak2 camping di sini. Niatnya mau di kawasan camper van supaya ada colokan listrik, tapi karena kami beki tiket on the spot, katanya kawasan camper van sudah fullbooked, jadi kami pilih camping di campsite rasamala yang bisa dimasuki mobil. Fasilitas lengkap dan banyak aktivitas buat anak2 main supaya ga bosen. Bisa kasih makan rusa dan ikan, sewa sepeda listrik, ada kolam renang air hangat, mushola dan kamar mandi bersih. Kami sempat trekking juga di healing forest, pas one day visit mah gaakan sempet trekking, jadi pengalaman pertama camping kami di sini cukup menyenangkan sampai2 anak2 mau diajak camping lagi. Minusnya sampai jam 10 malam lebih masih ada yg berisik karaoke, dan pas jam 12an malam, krn campsite kami paling dekat ke jalan raya, kedengerannya jam segitu ada yg balap liar jd lumayan berisik juga. Tapi overall ttp nice experience camping di sini",2025-07-31,0,37,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,100393754116065812260,Fiatun Hanifah Ramadhan,4,"kata temanku: ga sesuai ekspektasi tapi menurutku lucu aj si kesini, cocok buat anak2 mengenal binatang wkwk pilihan selain ke kebun binatang dan pergi ke alam wkwk",2025-12-03,0,151,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,104295509469636866650,Fany Afriliany,4,"Baru lagi jalan-jalan ke ciwidey saya memilih ranca upas untuk wisata keluarga. Sebelum gerbang pintu masuk ada petunjuk arah untuk ke onsen. Harga tiket masuk biasa per orang 28rb dan parkir mobil 18rb, tiket sudah termasuk ke penangkaran rusa. Di sana juga ada area camping dan glamping, kolam renang, taman kelinci, petik strawberry, outbound dan warung jajanan. Harga pakan rusa 11rb per ikat dan 22rb yg dikeranjang. Ada pakan ikan juga 10rb kalo ga salah ada kolam ikan sebelum naik tangga ke penangkaran rusa. Area penangkaran rusa lumayan ramai karena saat itu hari minggu.",2025-06-17,0,96,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,117262805798064966728,Ainan Taqarra,5,"Tempat wisata legend, ternyata skrg sudah lebih tertata, rusanya dipagar jadi bisa bawa anak2 sambil kasih makan tanpa takut diseruduk. Tapi nampaknya perlu pengawasan lebih ketat lagi, udah pake halo2 peringatan dilarang merokok ternyata kurang mempan buat para perokok batu ini, entah budeg juga atau gak ngerti bhs indonesia, kedengerannya bkn orang bandung/sunda juga. Kasian rusanya sambil dikasih makan sambil ngirup asep rokok. Sayang waktu ngebulnya gak kefoto",2025-11-02,0,25,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,103684688269725077787,Novi Tasari,5,"Masyaallah naik motor dari Bogor ke Ciwidey 7 jam, berangkat malam dan sampai pagi. Alhamdulillah Bandung gak gagal soal pemandangan, selama perjalanan terkesima dengan hamparan perbukitan dan lautan awan. Kebetulan aku camp, tiketnya 40rb/orang (include tiket masuk ke rusa) + parkir motor 19rban, titip helm 3rban. Ada tempat sewa alat camp, bahkan disetiap warung juga ada. Untuk harga ya lumayan mahal dari harga normal nya. Airnya dingin, ditambah dari siang hujan alhasil banyak tenda yg kebanjiran di area Savana, jalannya jadi becek, jeblok, dan rumputnya lumayan tinggi. Ada musolah yg kurang terawat aga iseng karena ada beberapa bangunan yg kosong didepannya dan musolah ini membelakangi area camp. Untuk harga makanan ya pasti aga mahal ya. Ada juga taman kelinci, ada petik stoberi 60/70rb perkilo.",2025-01-28,0,10,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,107102261353348166488,AFSI Familiy,5,Tempat yang cocok untuk camping keluarga 1. Suami pasang tenda langsung mancing 2 istri petik stroberi 3 anak-anak bisa ngasih makan rusa dan berenang air hangat Kekurangan hanya di toilet yang tidak memadai,2025-07-15,0,52,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,106470292177888533680,Mz. Alfayed,5,"Murah, warung 24 jam, air panas 24 jam, tenda 24 jam dan tidak terlalu dingin di malam hari. Minus nya cuma kalau siang di tenda panas, jd bawa kipas portable.",2025-10-16,0,46,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,116956504968717895950,Yakup Toni,5,"Ranca Upas, Ciwidey... Memberi makan rusa rusa dengan pemandangan hijau yang luas... tiket masuk dihitung per orang per mobil, masih worrh it ya dibanding kawah putih yabg tergolong mahal... Overall, 5⭐ for all the judges...",2025-08-15,0,482,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,110662258516386852907,yani afifadila,5,"Free masuk kepangkaran rusa karna nginap di bobocabinya suasana enak,tenang",2025-12-23,0,2,False,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,112903182839673893954,Umar basarahil,5,"Seru banget disini bisa camp dan ada sebagian hewan"" seperti rusa dan ikan. Untuk liburan keluarga whort it banget. Dan masuk juga terbilang murah",2025-10-20,0,14,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,115001682128264751069,Adrasa ID,5,"Selain penangmaran rusa, Ranca upas juga merupakan tempat kamping yang keren. Rekomendasi banget untuk yang sedang mencari tempat kemah yang aman dan nyaman. Serta bisa vancamp juga. Setelah itu kita bisa masuk ka area penangkaran rusa. Sambil berwisata memberi makan rusa.",2025-05-06,1,891,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,107017835448464479530,Raisa Salsabila,5,"Tempat nya keren,bisa camp bisa juga campervan ,htm nya juga terjangkau ,bisa liat sunrise 😍 Ada penangkaran rusa juga ,parkir motor aman ada penitipan helm juga",2025-08-15,0,2,False,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,116816358647796465993,manmancek,4,"bisa naik kuda juga keliling naik sepeda listrik d belakang ada archery, spot foto banyak cm toilet ama mushola minim",2025-07-09,0,98,True,dataset_cleaned_kabbandung.csv
Ranca Upas Ciwidey,112214553054019885092,ladystia ayu,5,"Tempat yang bagus untuk mengajak anak-anak berlibur Banyak fasilitas yang disediakan, salah satunya tempat penangkaran rusa Anak-anak bisa berinteraksi langsung dengan memberi makan rusa, untuk pakan rusa bisa langsung beli di tempat",2025-07-13,0,119,True,dataset_cleaned_kabbandung.csv
