location_id,location_name,category,multi_labels,avg_sentimen_skor,total_ulasan,sentimen_label_lokasi,latitude,longitude,price_min,price_max,jam_buka,jam_tutup,estimasi_durasi_menit,deskripsi_google,price_type,subcategory,tags_sintetis,jam_buka_weekday,jam_tutup_weekday,jam_buka_weekend,jam_tutup_weekend,sumber_deskripsi,sumber_jam,status_deskripsi,status_jam,catatan_jam,avg_rating,ulasan_positif,ulasan_negatif,primary_intent,core_labels,secondary_labels,avoid_labels,label_confidence,needs_manual_review,review_reason,label_reason,label_scores_json,label_source,review_status,manual_primary_intent,manual_core_labels,manual_secondary_labels,manual_avoid_labels,sentiment_score,sentiment_model_source,sentiment_model_version,sentiment_available
LOC-044,Jans Park (Jatinangor National Park),Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Wahana Ekstrem']",0.6981132075471698,53.0,Sangat Positif,-6.918795,107.769342,30000,100000,08:00,17:00,180,"Taman bunga florawisata terbesar di Sumedang yang mengusung konsep kastil ala negeri dongeng dengan rainbow slide, bianglala, serta pemandangan Gunung Manglayang.",Per Orang,Taman rekreasi tematik,"Keluarga, Anak-anak, Wahana, Seru",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.566037735849057,43.0,6.0,Keluarga,Keluarga;Ramah Anak;Alam,Santai/Healing;Spot Foto;Outdoor,Belanja,1.0,False,,"Keluarga: category=Rekreasi Keluarga (+4.5) | tags keyword: keluarga, anak, anak-anak, wahana (+4.2) || Ramah Anak: category=Rekreasi Keluarga (+2.5) | tags keyword: anak, anak-anak (+2.1) | old multi_labels=Ramah Anak (+1) || Alam: description keyword: gunung, pemandangan (+1.5) | old multi_labels=Alam (+1) | family attraction with explicit nature evidence (+2) || Santai/Healing: subcategory keyword: taman (+1.2) | description keyword: taman, pemandangan (+1.5) || Spot Foto: description keyword: pemandangan (+0.75) | old multi_labels=Spot Foto (+1) || Outdoor: subcategory keyword: taman (+1.2) | description keyword: taman, gunung (+1.5)","{""Alam"": 4.5, ""Belanja"": -2.0, ""Keluarga"": 8.7, ""Kuliner"": -1.25, ""Outdoor"": 2.7, ""Petualangan"": 0.25, ""Ramah Anak"": 5.6, ""Santai/Healing"": 2.7, ""Spot Foto"": 1.75}",auto_rule_v1,auto_approved,,,,,0.6981132075471698,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-045,Jendela Alam,Tempat Belajar,"['Alam', 'Ramah Anak', 'Edukasi', 'Kuliner', 'Wahana Ekstrem']",0.8536209553158706,649.0,Sangat Positif,-6.819371,107.596634,20000,20000,08:30,16:30,90,"Aktivitas pertanian adalah tema dari wisata belajar ini, yang ditujukan untuk dunia alam.",Per Orang,Edukasi alam,"Wisata, Umum, Menarik",08:30,16:30,08:30,16:30,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.562403697996919,579.0,25.0,Edukasi,Edukasi,Outdoor;Indoor,Belanja;Kuliner;Petualangan,1.0,False,,"Edukasi: category=Tempat Belajar (+5) | subcategory keyword: edukasi (+1.2) | description keyword: belajar, pertanian (+1.5) || Outdoor: subcategory keyword: alam (+1.2) | description keyword: alam (+0.75) | name keyword: alam (+0.6) || Indoor: category=Tempat Belajar (+2)","{""Alam"": 1.05, ""Belanja"": -2.0, ""Edukasi"": 8.7, ""Indoor"": 2.0, ""Keluarga"": 1.0, ""Kuliner"": -1.25, ""Outdoor"": 2.55, ""Petualangan"": 0.25, ""Ramah Anak"": 0.25}",auto_rule_v1,auto_approved,,,,,0.8536209553158706,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-046,Kampung Buyut Cipageran (Kabuci) Asih Putera,Desa Wisata,"['Alam', 'Ramah Anak', 'Kuliner', 'Santai/Healing']",0.8501026694045175,487.0,Sangat Positif,-6.8480317,107.5487982,10000,10000,08:00,22:00,90,"Kampung wisata adat dan konservasi tanaman langka di Cimahi Utara yang menyajikan suasana asri kebudayaan Sunda tradisional, saung bambu, dan edukasi pertanian.",Per Orang,Kampung wisata,"Wisata, Umum, Menarik",08:00,22:00,08:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.552361396303901,435.0,21.0,Budaya,Budaya;Edukasi,Keluarga;Alam;Malam,Belanja,0.824,False,,"Budaya: category=Desa Wisata (+3.5) | description keyword: adat, tradisional, sunda (+2.25) || Edukasi: category=Desa Wisata (+1.5) | description keyword: edukasi, pertanian (+1.5) || Keluarga: category=Desa Wisata (+2) || Alam: description keyword: asri (+0.75) | old multi_labels=Alam (+1) || Malam: opening hours support night visit (+1.5)","{""Alam"": 1.75, ""Belanja"": -2.0, ""Budaya"": 5.75, ""Edukasi"": 3.0, ""Keluarga"": 2.0, ""Kuliner"": 0.25, ""Malam"": 1.5, ""Outdoor"": 1.5, ""Ramah Anak"": 0.25, ""Santai/Healing"": 0.25}",auto_rule_v1,auto_approved,,,,,0.8501026694045175,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-047,Kampung Cireundeu,Desa Wisata,"['Alam', 'Edukasi', 'Kuliner', 'Wahana Ekstrem']",0.8888888888888888,54.0,Sangat Positif,-6.9142798,107.523423,0,0,08:00,17:00,90,Kampung adat Sunda Wiwitan di Cimahi Selatan yang terkenal karena kemandirian pangan warganya dengan mengonsumsi beras singkong (rasi) serta pelestarian hutan larangan.,Gratis,Kampung adat,"Wisata, Umum, Menarik",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.62962962962963,51.0,3.0,Budaya,Budaya;Gratis,Keluarga;Alam;Edukasi,Belanja,0.876,False,,"Budaya: category=Desa Wisata (+3.5) | subcategory keyword: adat (+1.2) | description keyword: adat, sunda (+1.5) || Gratis: price_type/price_max indicates free (+3) || Keluarga: category=Desa Wisata (+2) || Alam: description keyword: hutan (+0.75) | old multi_labels=Alam (+1) || Edukasi: category=Desa Wisata (+1.5) | old multi_labels=Edukasi (+0.25)","{""Alam"": 1.75, ""Belanja"": -2.0, ""Budaya"": 6.2, ""Edukasi"": 1.75, ""Gratis"": 3.0, ""Keluarga"": 2.0, ""Kuliner"": 0.25, ""Outdoor"": 2.25, ""Petualangan"": 0.25}",auto_rule_v1,auto_approved,,,,,0.8888888888888888,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-048,Kampung Karuhun Eco Green Park Sumedang,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Santai/Healing', 'Wahana Ekstrem']",0.5510204081632653,49.0,Positif,-6.892019,107.954774,15000,30000,08:00,18:00,180,"Kampung Karuhun Eco Green Park di Citengah, Sumedang memadukan konsep wisata alam pegunungan dengan wahana petualangan luar ruangan seperti river tubing, kolam renang, dan panggung seni budaya.",Per Orang,Eco park,"Keluarga, Anak-anak, Wahana, Seru",08:00,16:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",3.979591836734694,36.0,9.0,Keluarga,Keluarga;Alam;Petualangan,Ramah Anak;Budaya,Belanja,1.0,False,,"Keluarga: category=Rekreasi Keluarga (+4.5) | tags keyword: keluarga, anak, anak-anak, wahana (+4.2) | description keyword: wahana (+0.75) || Alam: description keyword: alam (+0.75) | old multi_labels=Alam (+1) | family attraction with explicit nature evidence (+2) || Petualangan: description keyword: petualangan (+0.75) | old multi_labels=Wahana Ekstrem (+1) | family attraction with adventure/outbound evidence (+1.5) || Ramah Anak: category=Rekreasi Keluarga (+2.5) | tags keyword: anak, anak-anak (+2.1) | old multi_labels=Ramah Anak (+1) || Budaya: description keyword: budaya, seni (+1.5)","{""Alam"": 3.75, ""Belanja"": -2.0, ""Budaya"": 1.5, ""Keluarga"": 9.45, ""Kuliner"": -1.25, ""Outdoor"": 0.75, ""Petualangan"": 3.25, ""Ramah Anak"": 5.6, ""Santai/Healing"": 0.25, ""Spot Foto"": 0.25}",auto_rule_v1,auto_approved,,,,,0.5510204081632653,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-049,Kampung Toga Villa & Resto,Tempat Kuliner,['Alam'],1.0,2.0,Sangat Positif,-6.8722,107.9119,10000,10000,11:00,22:00,90,"Kampung Toga Villa & Resto di Sukajaya, Sumedang Selatan, adalah kawasan agrowisata keluarga yang menyuguhkan pemandangan perbukitan asri, villa penginapan, kolam renang, serta arena olahraga paralayang.",Per Orang,Restoran wisata,"Kuliner, Nongkrong, Santai",08:00,21:00,08:00,21:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,5.0,2.0,0.0,Kuliner,Kuliner;Santai/Healing,Malam,Belanja;Petualangan;Religi;Sejarah,0.898,False,,"Kuliner: category=Tempat Kuliner (+5) | subcategory keyword: restoran (+1.2) | tags keyword: kuliner (+1.05) || Santai/Healing: category=Tempat Kuliner (+2) | tags keyword: santai, nongkrong (+2.1) | description keyword: pemandangan (+0.75) || Malam: opening hours support night visit (+1.5)","{""Alam"": 0.0, ""Belanja"": -2.0, ""Keluarga"": 0.75, ""Kuliner"": 7.25, ""Malam"": 1.5, ""Santai/Healing"": 4.85, ""Spot Foto"": 0.75}",auto_rule_v1,auto_approved,,,,,1.0,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-050,Kawah Putih,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Belanja']",0.8,200.0,Sangat Positif,-7.1661181,107.4022669,31000,31000,07:00,17:00,120,"Kawah Putih adalah danau kawah vulkanik eksotis yang terbentuk dari letusan Gunung Patuha di Ciwidey, terletak pada ketinggian 2.430 mdpl dengan air putih kehijauan yang menawan dan udara sejuk.",Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.49,173.0,13.0,Alam,Alam;Spot Foto;Santai/Healing,Outdoor,Belanja;Indoor;Religi,1.0,False,,"Alam: category=Wisata Alam (+4) | subcategory keyword: alam (+1.2) | tags keyword: alam, pemandangan (+2.1) || Spot Foto: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05) | old multi_labels=Spot Foto (+1) || Santai/Healing: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05) | description keyword: sejuk (+0.75) || Outdoor: category=Wisata Alam (+2.5) | subcategory keyword: alam (+1.2) | tags keyword: outdoor, alam (+2.1)","{""Alam"": 11.9, ""Belanja"": -1.75, ""Kuliner"": -1.25, ""Outdoor"": 7.3, ""Ramah Anak"": 0.25, ""Santai/Healing"": 3.3, ""Spot Foto"": 3.55}",auto_rule_v1,auto_approved,,,,,0.8,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-051,Kebun Begonia Lembang,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner']",0.8941684665226782,463.0,Sangat Positif,-6.8257237,107.6377442,30000,30000,08:00,17:00,120,Taman kecil populer ini dipenuhi berbagai bunga warna-warni dan menawarkan sayuran untuk dipetik.,Per Orang,Taman bunga,"Alam, Outdoor, Pemandangan, Udara Segar",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.578833693304536,425.0,11.0,Alam,Alam;Santai/Healing;Spot Foto,Outdoor,Belanja;Indoor;Religi,0.696,False,,"Alam: category=Wisata Alam (+4) | tags keyword: alam, pemandangan (+2.1) | old multi_labels=Alam (+1) || Santai/Healing: category=Wisata Alam (+1.5) | subcategory keyword: taman (+1.2) | tags keyword: pemandangan (+1.05) || Spot Foto: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05) | old multi_labels=Spot Foto (+1) || Outdoor: category=Wisata Alam (+2.5) | subcategory keyword: taman (+1.2) | tags keyword: outdoor, alam (+2.1)","{""Alam"": 7.1, ""Belanja"": -2.0, ""Kuliner"": -1.25, ""Outdoor"": 7.15, ""Ramah Anak"": 0.25, ""Santai/Healing"": 4.5, ""Spot Foto"": 3.55}",auto_rule_v1,auto_approved,,,,,0.8941684665226782,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-052,Kebun Binatang Bandung,Wisata Satwa,"['Alam', 'Ramah Anak', 'Spot Foto', 'Edukasi', 'Kuliner', 'Belanja', 'Santai/Healing', 'Wahana Ekstrem']",0.8967136150234741,213.0,Sangat Positif,-6.8911349,107.6069218,50000,50000,08:00,17:00,90,Kebun Binatang Bandung merupakan taman margasatwa seluas 14 hektar di Tamansari yang mengoleksi lebih dari 800 satwa dan berfungsi sebagai kawasan konservasi edukatif di tengah Kota Bandung.,Per Orang,Wisata satwa,"Wisata, Umum, Menarik",10:00,16:00,10:00,16:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.549295774647887,196.0,5.0,Edukasi,Edukasi;Ramah Anak;Keluarga,Santai/Healing;Outdoor,Belanja,0.589,True,confidence < 0.65; Ramah Anak lacks explicit evidence,"Edukasi: category=Wisata Satwa (+3) | description keyword: edukatif (+0.75) | old multi_labels=Edukasi (+1) || Ramah Anak: category=Wisata Satwa (+3) | old multi_labels=Ramah Anak (+1) || Keluarga: category=Wisata Satwa (+3.5) || Santai/Healing: description keyword: taman (+0.75) | old multi_labels=Santai/Healing (+1) || Outdoor: category=Wisata Satwa (+1.5) | description keyword: taman, kebun (+1.5) | name keyword: kebun (+0.6)","{""Alam"": 0.25, ""Belanja"": -1.75, ""Edukasi"": 4.75, ""Keluarga"": 3.5, ""Kuliner"": -1.25, ""Outdoor"": 3.6, ""Petualangan"": 0.25, ""Ramah Anak"": 4.0, ""Santai/Healing"": 1.75, ""Spot Foto"": 0.25}",auto_rule_v1,needs_review,,,,,0.8967136150234741,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-053,Lembang Park & Zoo,Wisata Satwa,"['Ramah Anak', 'Kuliner', 'Wahana Ekstrem']",0.9710982658959536,173.0,Sangat Positif,-6.8054528,107.5913571,65000,85000,09:00,17:00,90,"Kebun binatang kecil dengan harimau, reptil & kandang burung eksotis, plus taman hiburan & naik kuda poni.",Per Orang,Wisata satwa,"Wisata, Umum, Menarik",09:00,17:00,08:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.930635838150289,170.0,2.0,Ramah Anak,Ramah Anak;Keluarga;Edukasi,Outdoor,Belanja,0.517,True,confidence < 0.65; Ramah Anak lacks explicit evidence,"Ramah Anak: category=Wisata Satwa (+3) | old multi_labels=Ramah Anak (+1) || Keluarga: category=Wisata Satwa (+3.5) || Edukasi: category=Wisata Satwa (+3) || Outdoor: category=Wisata Satwa (+1.5) | description keyword: taman, kebun (+1.5)","{""Belanja"": -2.0, ""Edukasi"": 3.0, ""Keluarga"": 3.5, ""Kuliner"": -1.25, ""Outdoor"": 3.0, ""Petualangan"": 0.25, ""Ramah Anak"": 4.0, ""Santai/Healing"": 0.75}",auto_rule_v1,needs_review,,,,,0.9710982658959536,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-054,Lembang Wonderland,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner']",0.1571428571428571,210.0,Netral,-6.8172979,107.6121455,35000,35000,10:00,19:00,180,"Latar belakang fantasi seperti desa salju atau taman es krim untuk berfoto, serta pertunjukan, di taman tema.",Per Orang,Taman rekreasi tematik,"Keluarga, Anak-anak, Wahana, Seru",10:00,19:00,10:00,20:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",3.1142857142857143,111.0,78.0,Keluarga,Keluarga;Ramah Anak,Santai/Healing;Outdoor;Malam,Belanja,1.0,False,,"Keluarga: category=Rekreasi Keluarga (+4.5) | tags keyword: keluarga, anak, anak-anak, wahana (+4.2) || Ramah Anak: category=Rekreasi Keluarga (+2.5) | tags keyword: anak, anak-anak (+2.1) | old multi_labels=Ramah Anak (+1) || Santai/Healing: subcategory keyword: taman (+1.2) | description keyword: taman (+0.75) || Outdoor: subcategory keyword: taman (+1.2) | description keyword: taman (+0.75) || Malam: opening hours support night visit (+1.5)","{""Alam"": 0.25, ""Belanja"": -2.0, ""Keluarga"": 8.7, ""Kuliner"": -1.25, ""Malam"": 1.5, ""Outdoor"": 1.95, ""Ramah Anak"": 5.6, ""Santai/Healing"": 1.95, ""Spot Foto"": 0.25}",auto_rule_v1,auto_approved,,,,,0.1571428571428571,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-055,Maribaya Natural Hotspring Resort,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner']",0.6470588235294118,119.0,Sangat Positif,-6.8309841,107.6552157,45000,45000,07:00,17:00,120,"Maribaya Natural Hotspring Resort di Lembang menyajikan pemandian air panas alami berkhasiat kesehatan yang dikelilingi hutan pinus rindang, air terjun Cigulung, serta area bermain keluarga.",Per Orang,Air panas alami,"Alam, Outdoor, Pemandangan, Udara Segar",08:00,18:00,08:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.285714285714286,89.0,12.0,Alam,Alam;Spot Foto;Outdoor,Santai/Healing,Belanja;Indoor;Religi,1.0,False,,"Alam: category=Wisata Alam (+4) | tags keyword: alam, pemandangan (+2.1) | description keyword: air terjun, hutan, pemandian air panas (+2.25) || Spot Foto: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05) | old multi_labels=Spot Foto (+1) || Outdoor: category=Wisata Alam (+2.5) | tags keyword: outdoor, alam (+2.1) | description keyword: hutan (+0.75) || Santai/Healing: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05)","{""Alam"": 9.35, ""Belanja"": -2.0, ""Keluarga"": 0.75, ""Kuliner"": -1.25, ""Outdoor"": 5.35, ""Ramah Anak"": 0.25, ""Santai/Healing"": 2.55, ""Spot Foto"": 3.55}",auto_rule_v1,auto_approved,,,,,0.6470588235294118,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-056,Masjid Agung Bandung,Tempat Ibadah,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Santai/Healing']",0.55,200.0,Positif,-6.9218,107.6062,0,0,05:00,22:00,60,"Masjid luas yang didirikan pada abad ke-19 dengan atap kubah yang besar, dan menara kembar 81 m.",Gratis,Tempat ibadah,"Ruang Publik, Santai, Jalan-jalan",05:00,22:00,05:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.09,146.0,36.0,Religi,Religi;Santai/Healing;Gratis,Budaya;Malam,Alam;Belanja;Kuliner;Petualangan,0.969,False,,"Religi: category=Tempat Ibadah (+5) | subcategory keyword: ibadah (+1.2) | description keyword: masjid (+0.75) || Santai/Healing: tags keyword: santai, ruang publik (+2.1) | old multi_labels=Santai/Healing (+1) || Gratis: price_type/price_max indicates free (+3) || Budaya: category=Tempat Ibadah (+1.5) || Malam: opening hours support night visit (+1.5)","{""Alam"": -2.25, ""Belanja"": -2.0, ""Budaya"": 1.5, ""Gratis"": 3.0, ""Kuliner"": -1.25, ""Malam"": 1.5, ""Ramah Anak"": 0.25, ""Religi"": 7.55, ""Santai/Healing"": 3.1, ""Sejarah"": 1.0, ""Spot Foto"": 0.25}",auto_rule_v1,auto_approved,,,,,0.55,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-057,Masjid Agung Sumedang,Tempat Ibadah,"['Alam', 'Kuliner', 'Santai/Healing']",0.7241379310344828,58.0,Sangat Positif,-6.907497,107.647137,0,0,04:00,22:00,60,"Masjid bersejarah yang didirikan tahun 1850 di pusat kota Sumedang dengan arsitektur unik perpaduan gaya tradisional Sunda, ornamen Tionghoa, dan kolonial Belanda.",Gratis,Tempat ibadah,"Ruang Publik, Santai, Jalan-jalan",04:00,22:00,04:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.362068965517241,49.0,7.0,Religi,Religi;Santai/Healing;Budaya,Sejarah;Gratis;Malam,Alam;Belanja;Kuliner;Petualangan,0.969,False,,"Religi: category=Tempat Ibadah (+5) | subcategory keyword: ibadah (+1.2) | description keyword: masjid (+0.75) || Santai/Healing: tags keyword: santai, ruang publik (+2.1) | old multi_labels=Santai/Healing (+1) || Budaya: category=Tempat Ibadah (+1.5) | description keyword: tradisional, sunda (+1.5) || Sejarah: category=Tempat Ibadah (+1) | description keyword: bersejarah, kolonial (+1.5) || Gratis: price_type/price_max indicates free (+3) || Malam: opening hours support night visit (+1.5)","{""Alam"": -2.25, ""Belanja"": -2.0, ""Budaya"": 3.0, ""Gratis"": 3.0, ""Kuliner"": 0.25, ""Malam"": 1.5, ""Religi"": 7.55, ""Santai/Healing"": 3.1, ""Sejarah"": 2.5}",auto_rule_v1,auto_approved,,,,,0.7241379310344828,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-058,Masjid Jami' Al Baakhirah,Tempat Ibadah,"['Kuliner', 'Santai/Healing']",0.9166666666666666,48.0,Sangat Positif,-6.8901807,107.5373351,0,0,03:30,19:30,60,"Masjid unik di Kota Cimahi yang dirancang menyerupai kapal laut lengkap dengan jangkar, cerobong nakhoda, serta interior bernuansa geladak bahtera Nabi Nuh.",Gratis,Tempat ibadah,"Ruang Publik, Santai, Jalan-jalan",03:30,19:30,03:30,02:30,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.75,45.0,1.0,Religi,Religi;Santai/Healing;Gratis,Budaya;Malam,Alam;Belanja;Kuliner;Petualangan,0.969,False,,"Religi: category=Tempat Ibadah (+5) | subcategory keyword: ibadah (+1.2) | description keyword: masjid (+0.75) || Santai/Healing: tags keyword: santai, ruang publik (+2.1) | old multi_labels=Santai/Healing (+1) || Gratis: price_type/price_max indicates free (+3) || Budaya: category=Tempat Ibadah (+1.5) || Malam: opening hours support night visit (+1.5)","{""Alam"": -2.5, ""Belanja"": -2.0, ""Budaya"": 1.5, ""Gratis"": 3.0, ""Kuliner"": -1.25, ""Malam"": 1.5, ""Religi"": 7.55, ""Santai/Healing"": 3.1, ""Sejarah"": 1.0}",auto_rule_v1,auto_approved,,,,,0.9166666666666666,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-059,Mata Air Cikandung,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Belanja', 'Santai/Healing']",0.8947368421052632,19.0,Sangat Positif,-6.7911008,107.9241417,5000,5000,07:00,17:00,120,Destinasi pemandian alam asri di Sumedang dengan kolam mata air jernih dari Gunung Tampomas yang mengalir di antara hamparan persawahan hijau sejuk.,Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.631578947368421,17.0,0.0,Alam,Alam;Santai/Healing;Spot Foto,Outdoor,Belanja;Indoor;Religi,1.0,False,,"Alam: category=Wisata Alam (+4) | subcategory keyword: alam (+1.2) | tags keyword: alam, pemandangan (+2.1) || Santai/Healing: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05) | description keyword: sejuk (+0.75) || Spot Foto: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05) | old multi_labels=Spot Foto (+1) || Outdoor: category=Wisata Alam (+2.5) | subcategory keyword: alam (+1.2) | tags keyword: outdoor, alam (+2.1)","{""Alam"": 11.3, ""Belanja"": -1.75, ""Kuliner"": -1.25, ""Outdoor"": 7.3, ""Ramah Anak"": 0.25, ""Santai/Healing"": 4.3, ""Spot Foto"": 3.55}",auto_rule_v1,auto_approved,,,,,0.8947368421052632,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-060,Museum Geologi Bandung,Tempat Belajar,"['Alam', 'Ramah Anak', 'Spot Foto', 'Edukasi', 'Belanja', 'Wahana Ekstrem']",0.975,200.0,Sangat Positif,-6.9003424,107.620961,5000,5000,09:00,15:00,90,Museum 1928 dengan pameran batu & mineral hingga fosil invertebrata & vertebrata.,Per Orang,Tempat edukasi,"Wisata, Umum, Menarik",09:00,15:00,09:00,14:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.89,197.0,2.0,Edukasi,Edukasi;Indoor,,Alam;Belanja;Kuliner;Petualangan,1.0,False,,Edukasi: category=Tempat Belajar (+5) | subcategory keyword: edukasi (+1.2) | description keyword: museum (+0.75) || Indoor: category=Tempat Belajar (+2) | description keyword: museum (+0.75) | name keyword: museum (+0.6),"{""Alam"": -2.25, ""Belanja"": -1.75, ""Edukasi"": 9.15, ""Indoor"": 3.35, ""Keluarga"": 1.0, ""Kuliner"": -1.5, ""Petualangan"": 0.25, ""Ramah Anak"": 0.25, ""Spot Foto"": 0.25}",auto_rule_v1,auto_approved,,,,,0.975,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-061,Museum Konferensi Asia Afrika,Tempat Belajar,"['Alam', 'Ramah Anak', 'Spot Foto', 'Edukasi', 'Santai/Healing']",0.97,200.0,Sangat Positif,-6.9210729,107.6096452,0,0,09:00,15:00,90,"Museum yang didedikasikan untuk Konferensi negara Asia-Afrika yang baru merdeka, di Bandung tahun 1955.",Gratis,Tempat edukasi,"Wisata, Umum, Menarik",Tutup,Tutup,Tutup,Tutup,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.85,196.0,2.0,Edukasi,Edukasi;Indoor;Gratis,Sejarah,Alam;Belanja;Kuliner;Petualangan,1.0,False,,"Edukasi: category=Tempat Belajar (+5) | subcategory keyword: edukasi (+1.2) | description keyword: museum (+0.75) || Indoor: category=Tempat Belajar (+2) | description keyword: museum (+0.75) | name keyword: museum (+0.6) || Gratis: price_type/price_max indicates free (+3) || Sejarah: description keyword: konferensi, merdeka (+1.5) | name keyword: asia afrika, konferensi (+1.2)","{""Alam"": -2.25, ""Belanja"": -2.0, ""Edukasi"": 8.55, ""Gratis"": 3.0, ""Indoor"": 3.35, ""Keluarga"": 1.0, ""Kuliner"": -1.5, ""Ramah Anak"": 0.25, ""Santai/Healing"": 0.25, ""Sejarah"": 2.7, ""Spot Foto"": 0.25}",auto_rule_v1,auto_approved,,,,,0.97,tfidf_linearsvc,run_nlp_pipeline_v2,True
