target_no,json_file,penginapan_id,name,property_type_final_after_p3,latitude,longitude,overall_rating,reviews,data_quality_score,q,vacation_rentals,max_pages,note
59,059_LODGE-00343_the-cordyline-guesthouse.json,LODGE-00343,The Cordyline Guesthouse,guest_house,-6.8629441,107.563801,4.3,149.0,0.64,The Cordyline Guesthouse Cimahi Jawa Barat Indonesia,False,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
60,060_LODGE-00341_sukaraja-guest-house-bandung.json,LODGE-00341,Sukaraja Guest House Bandung,guest_house,-6.8917943,107.5694466,4.4,68.0,0.64,Sukaraja Guest House Bandung Cimahi Jawa Barat Indonesia,False,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
61,061_LODGE-00346_salsabila-guest-house.json,LODGE-00346,Salsabila Guest House,guest_house,-6.8871632,107.5223337,4.5,51.0,0.62,Salsabila Guest House Cimahi Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia,False,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
62,062_LODGE-00400_padasuka-kost-homestay.json,LODGE-00400,Padasuka Kost & Homestay,guest_house,-6.8759999,107.5251134,4.3,106.0,0.58,Padasuka Kost & Homestay Cimahi Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia,False,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
63,063_LODGE-00394_guest-house-jabu-rosmina.json,LODGE-00394,Guest House Jabu Rosmina,guest_house,-6.8658788,107.5383544,4.1,40.0,0.58,Guest House Jabu Rosmina Cimahi Jawa Barat Indonesia,False,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
64,064_LODGE-00397_light-home-kost.json,LODGE-00397,Light Home Kost,guest_house,-6.8892346,107.5798251,4.5,28.0,0.58,Light Home Kost Cimahi Jawa Barat Indonesia,False,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
65,065_LODGE-01634_my-family-guest-house.json,LODGE-01634,My Family Guest House,guest_house,-6.9021,107.6133,4.4,7.0,0.55,My Family Guest House Kota Bandung Jawa Barat Indonesia,False,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
66,066_LODGE-01632_kost-flores.json,LODGE-01632,Kost Flores,guest_house,-6.9082,107.618,5.0,6.0,0.55,Kost Flores Kota Bandung Jawa Barat Indonesia,False,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
67,067_LODGE-01633_kost-sakgan48.json,LODGE-01633,Kost Sakgan48,guest_house,-6.9262,107.61,4.8,4.0,0.55,Kost Sakgan48 Kota Bandung Jawa Barat Indonesia,False,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
68,068_LODGE-01646_javaretro-kost-31.json,LODGE-01646,Javaretro kost 31,guest_house,-6.8887677,107.5800253,4.0,5.0,0.48,Javaretro kost 31 Kota Bandung Jawa Barat Indonesia,False,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
69,069_LODGE-00442_kost-gerlong-hilir.json,LODGE-00442,Kost Gerlong Hilir,guest_house,-6.8676139,107.5795974,4.4,68.0,0.44,Kost Gerlong Hilir Cimahi Jawa Barat Indonesia,False,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
70,070_LODGE-00437_guest-house-teras-waruga-syariah.json,LODGE-00437,Guest House TERAS WARUGA SYARIAH,guest_house,-6.8614987,107.5765378,4.8,5.0,0.44,Guest House TERAS WARUGA SYARIAH Cimahi Jawa Barat Indonesia,False,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
71,071_LODGE-00447_regina-s-home-guesthouse.json,LODGE-00447,Regina's Home Guesthouse,guest_house,-6.8864523,107.5699031,5.0,5.0,0.44,Regina's Home Guesthouse Cimahi Jawa Barat Indonesia,False,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
72,072_LODGE-00433_alonica-guesthouse.json,LODGE-00433,ALONICA guesthouse,guest_house,-6.8569713,107.5745009,3.0,2.0,0.44,ALONICA guesthouse Cimahi Jawa Barat Indonesia,False,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
73,073_LODGE-00439_homestay.json,LODGE-00439,Homestay,guest_house,-6.8560156,107.5669553,5.0,1.0,0.44,Homestay Cimahi Jawa Barat Indonesia,False,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
74,074_LODGE-00347_villa-ouma-bandung.json,LODGE-00347,Villa Ouma Bandung,villa,-6.8908826,107.573884,4.7,35.0,0.62,Villa Ouma Bandung Cimahi Jawa Barat Indonesia,True,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
75,075_LODGE-01635_nuansa-villa-s-09a.json,LODGE-01635,Nuansa Villa S-09A,villa,-6.8214,107.5888,3.7,16.0,0.55,Nuansa Villa S-09A Kota Bandung Jawa Barat Indonesia,True,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
76,076_LODGE-00451_villa-roemi.json,LODGE-00451,Villa Roemi,villa,-6.8464644,107.5759225,4.2,12.0,0.44,Villa Roemi Cimahi Jawa Barat Indonesia,True,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
77,077_LODGE-00452_villa-rumah-hijau-syariah.json,LODGE-00452,Villa Rumah Hijau Syariah,villa,-6.8461427,107.578137,4.8,12.0,0.44,Villa Rumah Hijau Syariah Cimahi Jawa Barat Indonesia,True,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
78,078_LODGE-00453_villa-hegar-by-kavastay.json,LODGE-00453,Villa hegar by Kavastay,villa,-6.8693961,107.5700901,5.0,2.0,0.44,Villa hegar by Kavastay Cimahi Jawa Barat Indonesia,True,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
79,079_LODGE-00446_paras-yogya-with-private-pool-villa.json,LODGE-00446,Paras Yogya With Private Pool Villa,villa,-6.8770069,107.5676807,4.0,1.0,0.44,Paras Yogya With Private Pool Villa Cimahi Jawa Barat Indonesia,True,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
80,080_LODGE-00627_vila-kopi-ciwidey.json,LODGE-00627,Vila Kopi Ciwidey,vacation_rental,-7.1202,107.4415,4.5317,41.0,0.75,Vila Kopi Ciwidey Ciwidey Pangalengan Kabupaten Bandung Jawa Barat Indonesia,True,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
81,081_LODGE-00619_glamping-gunung-bangku-ciwidey.json,LODGE-00619,Glamping Gunung Bangku Ciwidey,vacation_rental,-7.1415,107.3797,3.75,26.0,0.75,Glamping Gunung Bangku Ciwidey Ciwidey Pangalengan Kabupaten Bandung Jawa Barat Indonesia,True,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
82,082_LODGE-00625_shakilla-house-syariah.json,LODGE-00625,Shakilla house Syariah,vacation_rental,-6.8283,107.132,4.4,21.0,0.75,Shakilla house Syariah Cimahi Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia,True,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
83,083_LODGE-00617_bumi-saddam-palayangan-cottage-1.json,LODGE-00617,Bumi Saddam Palayangan Cottage 1,vacation_rental,-7.1893,107.5485,4.5,2.0,0.75,Bumi Saddam Palayangan Cottage 1 Ciwidey Pangalengan Kabupaten Bandung Jawa Barat Indonesia,True,3,Targeted one-by-one Google Hotels query; validate name and coordinate before apply.
