penginapan_id,name,property_type_final_after_p3,latitude,longitude,region_validation_label,price_lowest,price_display,overall_rating,reviews,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_sentiment_label,amenities,primary_image_url,link,data_quality_score,primary_dedupe_status,primary_dedupe_merged_from_ids,data_focus_manual_decision,data_focus_manual_note,data_focus_merge_target_id,completion_priority_order,completion_priority_data_focus,completion_flags_data_focus,completion_route_data_focus,completion_score_data_focus,review_completion_rating_reviews_filled,review_completion_sentiment_filled,review_completion_price_candidate_available,review_completion_note
LODGE-00039,Javaretro Hotel & Suite,hotel,-6.8885,107.5773,bandung_raya_valid,391184.0,Rp 391.184,4.3,463.0,15,0.5885392628763026,Positif,Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Full-service laundry; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFPT_2OoZCSOnG_VFzlHhH_kC7JA6LwVD2nH5VLsiUTBbS7EQlb-wAM08cvldU1II_OXGyWC684Am22hPANedzEdE0ht4Mu4PdYg29pkavu59LFTSvzMbxiTE84_a7FMZNz4B-E=s10000,http://www.javaretrohotel.com/,1.0,unique_primary,,,,,99,OK_complete_enough,,ready_for_baseline,6,False,False,False,
LODGE-00042,Naomi Home Villa Bandung near Wahoo & Whoosh,villa,-6.8695,107.4571,bandung_raya_valid,1390000.0,Rp 1.390.000,4.6,6.0,0,,Belum tersedia,Ber-AC; Dapur; Microwave; Bebas asap rokok; Mesin cuci,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzOrjExaSrN8T5a4dm7tjSASCYQPBhB6a6hrgq79XfWPxMsN3ok31JnjeUnlo3NNAp2gnUVPUoQ9M0MIwEXbXX--xgR3rzyZcKEyRnm6yXA==.jpg,https://www.booking.com/hotel/id/naomi-home-near-wahoo-amp-whoosh.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-11214317&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-11214317_grp-1_gendate-20260524,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,
LODGE-00043,Natural Hill Cisarua,hotel,-6.8111,107.5704,bandung_raya_valid,483107.0,Rp 483.107,4.4,2178.0,16,0.6629271591971309,Positif,Breakfast ($); Free Wi-Fi; Free parking; Outdoor pool; Restaurant; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOA2VWCJBS_c-inKpHgxw1SYtlqkdsBgZ_THi81ikp1X3mnro8e1EwVo13n9EuvdftQfeZJd2AF6MDZ9k2GrOvsl98ElhkIR69Gx0bAG3QyrACs9trpEbBEGCv0mOamUxFl20sOw=s10000,http://www.naturalhill.id/,1.0,unique_primary,,,,,99,OK_complete_enough,,ready_for_baseline,6,False,False,False,
LODGE-00044,RedDoorz @ Amellia Pasteur Bandung,hotel,-6.8857,107.5785,bandung_raya_valid,134098.0,Rp 134.098,4.6,259.0,19,0.619022980551366,Positif,Free Wi-Fi; Free parking; Air conditioning; Restaurant; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFPLbWjUgIFU1RD-GLCE6PSBE05af9r3OoZJ2W0476ooWrOdphL1gQWV6teW-VcOYngnGVUo17qlOhs_tjhNj1o8_wQedm36CaGnDaN-O_QUCkdtDU2fo9BPnXWs9Y5qVTdXU2M=s10000,https://www.reddoorz.com/id-id/hotel/indonesia/bandung/sukajadi/sukawarna/reddoorz-near-setrasari-mall-2?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,1.0,unique_primary,,,,,99,OK_complete_enough,,ready_for_baseline,6,False,False,False,
LODGE-00045,RedDoorz near Setrasari mall 4,hotel,-6.8808,107.5792,bandung_raya_valid,130091.0,Rp 130.091,3.6,161.0,18,0.3736309501360407,Negatif,Breakfast; Wi-Fi; Free parking; Air conditioning; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcPRqaPyoK7V0t19jaRkCRnpgXWbPNCGO4kKJnVNAxFz56zO3PfRc8grf0pXdD5_pmTeDAWkuDPrFzH8O2_X3ucdf7YaAh092-l9Z5xZp86AyKJeQP_BICCcyeWkaCRfnMkyPs=s10000,https://www.reddoorz.com/id-id/hotel/indonesia/bandung/surya-sumantri/ji.-sutami/reddoorz-near-setrasari-mall-4?utm_source=google&utm_medium=mybusiness&utm_campaign=webclick,1.0,unique_primary,,,,,99,OK_complete_enough,,ready_for_baseline,6,False,False,False,
LODGE-00047,Rumah Kembar DI kawasan wisata lembang,vacation_rental,-6.8455,107.5451,bandung_raya_valid,750000.0,Rp 750.000,4.5,1.0,21,0.6715045516774317,Positif,Dapur; Kompor; Boleh bawa hewan peliharaan; Bebas asap rokok; TV Kabel; Mesin cuci,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzGnQMzAMaEfvMxiffs5Gn-F8oa2QgYWdArJ_mMdjggyKEpo_BsXx5NwDJ4zY-xBMuXiDpSAaJVR0Lv1A1aHTy_CZlyGy8qbsSYdOza-wvQ==.jpg,https://www.booking.com/hotel/id/rumah-kembar-di-kawasan-wisata-lembang.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-8998137&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-8998137_grp-1_gendate-20260524,1.0,unique_primary,,,,,99,OK_complete_enough,,ready_for_baseline,6,False,False,False,
LODGE-00048,Sans Hotel Skyland Pasteur Bandung,hotel,-6.8829,107.5794,bandung_raya_valid,143509.0,Rp 143.509,4.2,216.0,23,0.4611600361355655,Netral,Breakfast ($); Free Wi-Fi; Free parking; Indoor pool; Hot tub; Air conditioning; Spa; Bar; Restaurant; Room service; Kitchen in some rooms; Airport shuttle; Accessible; Smoke-free property,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFY6mgFFsSPZHBx4P3m_5TnU_jM-EC9xzoWAhRgy81AiHtyTzhXgvbKgTLN9SC6Meg-lVKtw9pbgdmvIkrdFabQo295VRx7j9AOtaf6D38KJp2nNFxU4sXR3TEmWyfuLfenfldG=s10000,https://www.sanshotels.com/id-id/hotel/indonesia/bandung/sukajadi/sukawarna/sans-hotel-dago-skyland?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,1.0,unique_primary,,,,,99,OK_complete_enough,,ready_for_baseline,6,False,False,False,
LODGE-00049,Twelve Stones at Wahoo KBP,vacation_rental,-6.8692,107.4562,bandung_raya_valid,2250001.0,Rp 2.250.001,4.65,3.0,0,,Belum tersedia,Ber-AC; Dapur; Bebas asap rokok,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzNMV2hr0HNyyd9Y-_We3hL4Uau4zQk3IGFCvo9zgq3cEIuLOr-y5vYd-MKLNoXGfdvUIWvoqq-FhyuB3KOwwJLmVJTymnSILzVn4ORHtHg==.jpg,https://www.booking.com/hotel/id/twelve-stones-at-wahoo-kbp.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-10895628&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-10895628_grp-0_gendate-20260524,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,
LODGE-00050,Valle Verde Villas,villa,-6.8189,107.5445,bandung_raya_valid,1997708.0,Rp 1.997.708,3.95,24.0,26,0.5372963029494777,Positif,Bebas asap rokok,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Z04Srsgo78XEFERqTV8NoxT2cl2HoMaqEpgPcJNL897GeCFZnprrdPGrpITF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sHrY9VmP2oVsLB5Ip-_d7po4WFPszFWsfHTvAe8RQru3cvBhUmHCUquEZUr_G51U7LhcjI31J7l0vTfh237-lIg,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D4785340%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,1.0,unique_primary,,,,,99,OK_complete_enough,,ready_for_baseline,6,False,False,False,
LODGE-00053,Valore Hotel Cimahi,hotel,-6.8977855,107.5370591,bandung_raya_valid,327472.0,Rp 327.472,4.0,2426.0,16,0.5315204738049208,Positif,"Breakfast, Free Wi-Fi, Parking, Outdoor pool, Air conditioning, Fitness center, Restaurant, Room service, Full-service laundry, Accessible, Kid-friendly",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFP084BKWqyLzkTcRhZp_D1RtfYGtZYE1MwtN65UZ4A_CmwWBo4W6x9U5_UBNUQAxmO1QA9gJ0XvTFMDeE7E6QqMBprHh4w134L0l2lNaViJiyMgRDnJqesxJ8e3NGyhXZ6vG4=s10000,http://valorebaros.com/,1.0,keep_primary_deduped,LODGE-00384,,,,99,OK_complete_enough,,ready_for_baseline,6,False,False,True,"ada price raw di review JSON, ditahan untuk verifikasi"
LODGE-00054,Villa Tibra,villa,-6.8251,107.5545,bandung_raya_valid,258646.0,Rp 258.646,4.7,1602.0,0,,Belum tersedia,Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Pet-friendly; Restaurant; Room service,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUR6QBBU-2crkHFP4NkY6sbkTtvexQGbg2ZcHKByXdDNU9qMQSjjy6X_ZZ3hRANfntlstl2nyg5wF0swLj9g_tUdO9FUi0s0-VpjGnHbzPHtZuMqZm0_7l3bR-ZepWMVQ9YQw8=s10000,https://hotels.cloudbeds.com/reservation/uV9L5S,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,
LODGE-00056,Andalucia Lodge & Brunch Bandung,hotel,-6.8926,107.5745,bandung_raya_valid,291751.0,Rp 291.751,4.7,238.0,19,0.6339514615117996,Positif,Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFVLuMP_CggPLodRb9H--j5KdJAHi7BbauPJeczku4lshYew3dTwp3OeXggb9iD_gqEGQLOQMUGDePjf8q1VbdOgGhBOMw-M8zjYIEYkqlKVxC2ORIUT_qychyKSVqJwMxYB0Tb=s10000,https://bookingku.bookandlink.com/booking-page.php?id=andalucia-lodge-brunch,0.95,unique_primary,,,,,99,OK_complete_enough,,ready_for_baseline,6,False,False,False,
LODGE-00060,HOTEL PARAHYANGAN,hotel,-6.9112,107.5785,bandung_raya_valid,155729.0,Rp 155.729,3.9,377.0,23,0.4630299912455884,Netral,Breakfast; Free Wi-Fi; Free parking; Pool; Full-service laundry,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4qmpXG8-R4KL-bWqvxPJSIFx5JOMt8KOjZ9D09RZRxgF9x0gMp3rHfuxOsMIhr8pspnUSTO-rAHJIdlyZKiwWQJyFHhp2KWuYyj11Mw-h57BA1a3r9Lya7uXFlvFMvW3NjHjF=s10000,https://instagram.com/hotelparahyanganbandung?igshid=YmMyMTA2M2Y=,0.95,unique_primary,,,,,99,OK_complete_enough,,ready_for_baseline,6,False,False,False,
LODGE-00064,Hotel Neo Kota Baru Parahyangan,hotel,-6.8566,107.4914,bandung_raya_valid,768565.0,Rp 768.565,5.0,1860.0,19,0.6831386559933115,Positif,Free breakfast; Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFwFhO6b5Q6KLC1c671TeyEmoVXn0BzAHji3Pxv2gJah6L7QLL8kVuiJZdDb1wLlcEGZTlyvjQW0yPm6VFicf45j9mpraow4X6Hbu3DX2Reo5TtdH1KzIc6SYpGanocOulkIgwMVny6osmk=s10000,https://parahyangan.neohotels.com/,0.95,unique_primary,,,,,99,OK_complete_enough,,ready_for_baseline,6,False,False,False,
LODGE-00066,Josh House KBP Villa,villa,-6.8694,107.4546,bandung_raya_valid,1431808.0,Rp 1.431.808,4.45,8.0,0,,Belum tersedia,Ber-AC; Dapur; Microwave; Teras; Boleh bawa hewan peliharaan; Bebas asap rokok; TV Kabel; Mesin cuci,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzDEa7icJ0LABBjviqPLvyCptGrZqA97QS5_iHWP_ds96IX74fu_F1e4VPV6hLTT1d3tIeJQbhb9sGuatXJw0rpyjDezzPbB8FDrb9cZqsQ==.jpg,https://www.booking.com/hotel/id/josh-house-kbp-villa.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14089039&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14089039_grp-3_gendate-20260524,0.95,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,
LODGE-00067,"Kyoto House - KBP with Onsen style pool, Warm water, Near Parahyangan Golf",vacation_rental,-6.8735,107.4698,bandung_raya_valid,3068160.0,Rp 3.068.160,4.85,10.0,0,,Belum tersedia,Ber-AC; Dapur; Bebas asap rokok; Mesin cuci,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlYG65CxyC0DxVg2mdvCTLG_QAnJsl2DRxS-tXQCYXjipwXIfHt-hvBOqKHaKDffJhEcYQonwJkdlMhCRxdmczHPxP0JM1pqwuKJY2QlFg3NTXdhYgIRKA==.jpg,https://www.booking.com/hotel/id/kyoto-house-kbp.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-13288412&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-13288412_grp-0_gendate-20260524,0.95,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,
LODGE-00069,"Manna Tatami House KBP Bandung near Wahoo, Whoosh & Parahyangan Golf",vacation_rental,-6.8689,107.4568,bandung_raya_valid,1363636.0,Rp 1.363.636,5.0,1.0,0,,Belum tersedia,Ber-AC; Microwave; Boleh bawa hewan peliharaan; Bebas asap rokok; TV Kabel; Mesin cuci; Dapat diakses pengguna kursi roda,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzPItXyJ26GPlNB3V9p2Kot8edcHpaBY-iTSSoOt_mpoSQRttwJoMXeM1d4tvWr7vXojxtAh-dzP9owrc6eSdlCLcv_vy_UkfqOAwOhqO_Q==.jpg,https://www.booking.com/hotel/id/manna-tatami-house-kota-baru-parahyangan-bandung.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14833406&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14833406_grp-2_gendate-20260524,0.95,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,
LODGE-00070,OYO 3463 Cimahi Guest House,guest_house,-6.8982,107.5613,bandung_raya_valid,130628.0,Rp 130.628,3.7,323.0,0,,Belum tersedia,Free Wi-Fi; Free parking; Air conditioning,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEB1NEb4X-DGKjkIq2KQnvM8mLhP5DquKHDxeggagqnHKdzGWzE4utQHTr-Vk62jyuuYYEP-r-nXuAtkHPP1tSp2W6qPizQ4BhsYYohSXYv4_EGTFPrlo_vU96YJt1lY_V4E83SvQ=s10000,https://www.oyorooms.com/ID/101591/,0.95,keep_primary_deduped,LODGE-00371,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,
LODGE-00072,Radio Backpacker Guesthouse RBG SYARIAH,guest_house,-6.8914,107.5665,bandung_raya_valid,139218.0,Rp 139.218,4.9,117.0,25,0.6723727726446729,Positif,Free Wi-Fi; Airport shuttle,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHkq7efQKsz21KTpit5Rs1LDNwxyjHD7giNatLMmJzYvKhd3dCQO6Od8RoKwQDDkRi5yQxuj6hlOfjFpTTUDXcqHGvw46lvaaNUaMgEllgVZJwqNAdAy4ZyiSfCiLnZ5GyorOxx1g=s10000,https://radiobackpackerguesthouse.com/,0.95,unique_primary,,,,,99,OK_complete_enough,,ready_for_baseline,6,False,False,False,
LODGE-00073,Rancho Topaz,hotel,-6.8631,107.5633,bandung_raya_valid,114865.0,Rp 114.865,4.1,117.0,12,0.6404218303045913,Positif,Free breakfast; Free Wi-Fi; Free parking; Restaurant,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0mDzkUmJ5DPSbOzpICM7nc0HMjvoiq3TW8ccLULOpYpXYdaCcOCWqJ8ZS57VWTM8vsRotZeWrJ6_7oJXi8gsOhoqTju1jrkypAu4X-evgvt_qUwQnytpdP_NG8dCmM4VM-C66=s10000,http://ranchotopaz.blogspot.com/,0.95,unique_primary,,,,,99,OK_complete_enough,,ready_for_baseline,6,False,False,False,
LODGE-00075,Villa Camp Forest by Little Bnb,villa,-6.8641,107.4574,bandung_raya_valid,3539999.0,Rp 3.539.999,4.5,2.0,16,0.667064976753218,Positif,Ber-AC; Ranjang bayi; Dapur,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzNVWnFWlu4_aSw0lpvpJB9SuQokV13ktkLYj2TfD4Oo6rHePNN9CuBJBIutnGDFhkBHbgJObQcNlSwwAwqFyrIOqsZMfJyA2-8QLjqXcbQ==.jpg,https://www.booking.com/hotel/id/villa-camp-forest-by-little-bnb.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-13197978&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-13197978_grp-2_gendate-20260524,0.95,unique_primary,,,,,99,OK_complete_enough,,ready_for_baseline,6,False,False,False,
LODGE-00076,"Villa with Jacuzzi, Damar Ningrum 4",villa,-6.8299,107.5538,bandung_raya_valid,1227273.0,Rp 1.227.273,5.0,1.0,0,,Belum tersedia,Ber-AC; Dapur,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlYG65CxyC0DxWpF1ZGPe8kSvzG0SX9XqDureBdsztKhEPon_Yvz5WY8_2JeRdVSMzE_i-cXi5fkcoGcx8XQoQ9XfA6OtejALrsSz8_cCMbZsds-VRu29w==.jpg,https://www.booking.com/hotel/id/villa-with-jacuzzi-damar-ningrum-4.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-15920659&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-15920659_grp-3_gendate-20260524,0.95,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,
LODGE-00077,"Wasabi House, Kota Baru Parahyangan",vacation_rental,-6.8667,107.4572,bandung_raya_valid,1530000.0,Rp 1.530.000,5.0,1.0,0,,Belum tersedia,Ber-AC; Dapur; Microwave; Kompor; Bebas asap rokok; Mesin cuci,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzO9biy-lmMLHtiwkDgR9J6oTVcSQ4qPIQxZKndOq3gJf-RuBIqMg1sVy6lzNHSTv_WD3Zas_76Fdb42b1fEMe1g2tJmsieAu2R1u_dko6g==.jpg,https://www.booking.com/hotel/id/wasabi-house-kota-baru-parahyangan.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14927688&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14927688_grp-0_gendate-20260524,0.95,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,
