penginapan_id,name,normalized_name,property_token,property_type,raw_type,is_room_level_listing,is_apartment_listing,is_villa_listing,is_budget_chain_listing,latitude,longitude,region_bucket,region_validation_label,region_validation_reason,distance_from_bandung_center_km,overall_rating,reviews,location_rating,price_lowest,price_before_taxes_fees,price_display,check_in_time,check_out_time,amenities,nearby_place_names,primary_image_url,image_count,link,rating_sentiment_score,adjusted_rating_sentiment_score,rating_sentiment_label,adjusted_rating_sentiment_label,review_confidence_label,rating_sentiment_source,data_quality_score,data_quality_label,dedupe_key,dedupe_group_size,dedupe_source_files,dedupe_source_queries,dedupe_raw_master_ids,source_system,generated_at,is_parent_master,final_child_count,has_final_child_listing,excluded_child_listing_count,name_looks_detail_listing,parent_penginapan_id,hotel_review_count_analyzed,hotel_sentiment_score,hotel_sentiment_confidence_mean,positive_review_count,neutral_review_count,negative_review_count,review_target_count,hotel_adjusted_sentiment_score,hotel_sentiment_label,hotel_adjusted_sentiment_label,hotel_review_confidence,hotel_review_confidence_label,hotel_sentiment_model_source,hotel_sentiment_model_version,hotel_sentiment_prior_score,hotel_sentiment_review_count_p95,hotel_sentiment_available,amenities_text_available,has_wifi,has_parking,has_ac,has_pool,has_kitchen,has_breakfast,has_laundry,kid_friendly,pet_friendly,wheelchair_accessible,smoke_free,has_gym,has_hot_tub,has_balcony_or_terrace,has_elevator,has_airport_shuttle,has_cable_tv,has_iron,has_heater_or_fireplace,amenity_boolean_count,amenity_boolean_source,price_available,price_bucket_global,price_bucket_by_type,price_bucket_by_type_q33,price_bucket_by_type_q66,price_confidence,price_is_estimated,price_bucket_method,bedroom_count_estimated,capacity_min_estimated,capacity_max_estimated,capacity_confidence,capacity_estimation_reason,capacity_is_estimated,capacity_source,attention_score,attention_level,attention_reasons,recommended_data_action,property_type_hint,property_type_hint_reason,refined_detail_listing_group,refined_detail_listing_action,refined_detail_listing_priority,refined_price_status,refined_price_action,refined_price_note,refined_low_quality_status,refined_low_quality_action,refined_low_quality_note,refined_overall_data_action,listing_policy_status,listing_policy_action,listing_policy_reason,primary_ranking_allowed,secondary_ranking_allowed,manual_validation_needed,manual_validation_topic,validator_priority,validator_question,allowed_manual_decisions,suggested_default_decision,same_name_count_in_dataset,manual_decision,manual_note,property_type_final,ranking_tier_after_p1,primary_ranking_allowed_after_p1,secondary_ranking_allowed_after_p1,drop_from_dataset_after_p1,manual_validation_needed_after_p1,manual_validation_topic_after_p1,p1_validation_applied,ranking_tier_after_p2,primary_ranking_allowed_after_p2,secondary_ranking_allowed_after_p2,drop_from_dataset_after_p2,manual_validation_needed_after_p2,manual_validation_topic_after_p2,p2_validation_applied,p2_decision,p2_note,property_type_final_after_p3,ranking_tier_after_p3,primary_ranking_allowed_after_p3,secondary_ranking_allowed_after_p3,drop_from_dataset_after_p3,manual_validation_needed_after_p3,manual_validation_topic_after_p3,p3_validation_applied,p3_decision,p3_note,candidate_parent_name,same_name_count_p3,primary_dedupe_status,primary_dedupe_group_size,primary_dedupe_group_max_distance_km,primary_dedupe_keep_id,primary_dedupe_merged_from_ids,primary_dedupe_note,primary_ranking_allowed_after_dedupe,drop_from_dataset_after_dedupe,far_duplicate_manual_decision,far_duplicate_merge_target_id,far_duplicate_resolution_note,far_duplicate_merged_from_ids,primary_ranking_allowed_after_far_resolution,drop_from_dataset_after_far_resolution,data_focus_manual_decision,data_focus_manual_note,data_focus_merge_target_id,primary_ranking_allowed_data_focus,drop_from_dataset_data_focus
LODGE-00369,Nabila Syar'i Guest House,nabila syar i guest house,CgsI1c2wpoyt8antARAB,guest_house,,False,False,False,False,-6.8654,107.5183,cimahi_baros_pasteur,bandung_raya_valid,rough_coordinate_bucket,12.546,4.8,100.0,,,,Rp 294.798,,,Free parking; Parking,,,0,https://www.google.com/aclk?sa=l&ai=DChsSEwi45Leq3eeUAxWNhVoFHTg1BogYACICCAEQCxoCdnU&co=1&ase=2&gclid=EAIaIQobChMIuOS3qt3nlAMVjYVaBR04NQaIEA0YCSABEgKXLvD_BwE&cid=CAASugHkaBDuOMAIatyLAgffK9cK1AkUjQW9LH4orDZ0O9H0sQfncHsU8OSHv8_e018ioU6vazqdYUagu8GGTWzzR8mE4IIKo3req7BqnBtigUECn7743azfksMf0SspbaCP634pmulAhw01Dy3DHj_gLsNEQ2zV_Q9fgUOL_SpvEh08lieKOC4pYwq5XPs81eGR-kyPdR0YEkOMeWhX-yIYHZ3uIO9vrMSIZIpNz3fkNbkpGReNH99jid5R1Nw&category=acrcp_v1_48&sig=AOD64_1icQE8WrZKOZk5FVMf5Ihdd-4Byg&adurl=,0.9,0.8359,Sangat Positif,Sangat Positif,medium_review_confidence,overall_rating_fallback,0.6,medium,token::CgsI1c2wpoyt8antARAB,3,dataset_google-hotels-search-scraper_2026-06-02_04-35-05-199.json; dataset_google-hotels-search-scraper_2026-06-02_04-57-17-734.json; dataset_google-hotels-search-scraper_2026-06-02_06-09-56-864.json,"Cikalongwetan, Kabupaten Bandung Barat; Padalarang, Kabupaten Bandung Barat; Saguling, Kabupaten Bandung Barat",HRAW-01298; HRAW-01904; HRAW-02268,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,LODGE-00369,19,0.8836391317161896,0.9278795450388028,19.0,0.0,0.0,1.0,0.6704656126792938,Positif,Positif,0.7945271180731653,high_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.39999999999986,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,amenities_text_rule_v1,False,unknown,unknown,206199.96,394935.0,missing_price,False,missing_price,,1,2,low_capacity_confidence,guest_house_default_per_room,True,name_and_property_type_rule_v1,6,medium,missing_price|missing_image|property_type_maybe_needs_review,verify_property_type,vacation_rental,name_contains_other_property_type_keyword,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,3,,,guest_house,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,guest_house,primary_candidate,True,True,False,False,,False,,,,1,manual_resolved_drop_duplicate,3,1.0052,LODGE-00096,,Nama sama tetapi koordinat cukup jauh; tidak dihapus otomatis.,True,False,drop_duplicate,LODGE-00096,Duplikat LODGE-00096 dengan perbedaan digit koordinat minor dan harga kosong.,,False,True,,,,False,True
LODGE-00370,OYO 2183 Cibeureum Residence,oyo 2183 cibeureum residence,CgoI3av3642LprtDEAE,hotel,,False,False,False,True,-6.9106,107.5689,cimahi_baros_pasteur,bandung_raya_valid,rough_coordinate_bucket,5.596,3.7,199.0,,,,Rp 166.761,,,Parking; Free Wi-Fi,,,0,https://www.google.com/aclk?sa=l&ai=DChsSEwi316if4ueUAxVEicIIHT_8KpEYACICCAEQCRoCamY&co=1&ase=2&gclid=EAIaIQobChMIt9eon-LnlAMVRInCCB0__CqREA0YByABEgJklPD_BwE&cid=CAASugHkaEZtj3GSb4cBhFvRxJBK4rwP45OmHgh5g1CEFiMS-KByhPcxpNzell3JsrRiFm-yAYHqthBWYbPZgQTCK2U4rT2xZV7p3BcXE7KS68ETBXbNJiZtsQ5gN5wEh_z3qOIPc3LffvreUzX54dAZEYqY5shRm53fDj81KFGBxwAWCd5qJ7b8d1uV83G6m-IpqaLwO2bqYXFHw2MEcA5oufoNf18Ylp-NIsEQ_WAS1Movy88A54aqtsrNyxg&category=acrcp_v1_48&sig=AOD64_04fTk5JFEnLXxNkpP3ovn98-bETQ&adurl=,0.35,0.4219,Positif,Positif,medium_review_confidence,overall_rating_fallback,0.6,medium,token::CgoI3av3642LprtDEAE,1,dataset_google-hotels-search-scraper_2026-06-02_04-57-17-734.json,"Padalarang, Kabupaten Bandung Barat",HRAW-01905,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,amenities_text_rule_v1,False,unknown,unknown,203790.32,344226.44,missing_price,False,missing_price,,1,2,low_capacity_confidence,hotel_default_per_room,True,name_and_property_type_rule_v1,4,medium,missing_price|missing_image,no_action_or_low_priority,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,2,,,hotel,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,hotel,primary_candidate,True,True,False,False,,False,,,,1,drop_primary_exact_duplicate,2,0.0009,LODGE-00138,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,False,True,,,,,False,True,,,,False,True
LODGE-00371,OYO 3463 Cimahi Guest House,oyo 3463 cimahi guest house,CgsIwOnKrKfGhY2aARAB,guest_house,,False,False,False,True,-6.8982,107.5613,cimahi_baros_pasteur,bandung_raya_valid,rough_coordinate_bucket,6.733,3.7,323.0,,,,Rp 139.286,,,Free parking; Parking; Free Wi-Fi,,,0,https://www.google.com/aclk?sa=l&ai=DChsSEwi316if4ueUAxVEicIIHT_8KpEYACICCAEQBRoCamY&co=1&ase=2&gclid=EAIaIQobChMIt9eon-LnlAMVRInCCB0__CqREA0YCCABEgLcUfD_BwE&cid=CAASugHkaEZtj3GSb4cBhFvRxJBK4rwP45OmHgh5g1CEFiMS-KByhPcxpNzell3JsrRiFm-yAYHqthBWYbPZgQTCK2U4rT2xZV7p3BcXE7KS68ETBXbNJiZtsQ5gN5wEh_z3qOIPc3LffvreUzX54dAZEYqY5shRm53fDj81KFGBxwAWCd5qJ7b8d1uV83G6m-IpqaLwO2bqYXFHw2MEcA5oufoNf18Ylp-NIsEQ_WAS1Movy88A54aqtsrNyxg&category=acrcp_v1_48&sig=AOD64_198Qgo9U-N69j84uTI0Cq3nnS7og&adurl=,0.35,0.398,Positif,Positif,high_review_confidence,overall_rating_fallback,0.6,medium,token::CgsIwOnKrKfGhY2aARAB,1,dataset_google-hotels-search-scraper_2026-06-02_04-57-17-734.json,"Padalarang, Kabupaten Bandung Barat",HRAW-01906,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,amenities_text_rule_v1,False,unknown,unknown,206199.96,394935.0,missing_price,False,missing_price,,1,2,low_capacity_confidence,guest_house_default_per_room,True,name_and_property_type_rule_v1,6,medium,missing_price|missing_image|property_type_maybe_needs_review,verify_property_type,vacation_rental|hotel,name_contains_other_property_type_keyword,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,2,,,guest_house,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,guest_house,primary_candidate,True,True,False,False,,False,,,,1,drop_primary_exact_duplicate,2,0.0,LODGE-00070,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,False,True,,,,,False,True,,,,False,True
LODGE-00382,The Cluster Harris,the cluster harris,CgsI_r-itfLm_86iARAB,hotel,,False,False,False,False,-6.8948,107.5397,cimahi_baros_pasteur,bandung_raya_valid,rough_coordinate_bucket,9.122,4.6,61.0,,,,Rp 282.726,,,Free parking; Parking; Free Wi-Fi; Free breakfast,,,0,https://www.google.com/aclk?sa=l&ai=DChsSEwi316if4ueUAxVEicIIHT_8KpEYACICCAEQAxoCamY&co=1&ase=2&gclid=EAIaIQobChMIt9eon-LnlAMVRInCCB0__CqREA0YAyABEgJnSvD_BwE&cid=CAASugHkaEZtj3GSb4cBhFvRxJBK4rwP45OmHgh5g1CEFiMS-KByhPcxpNzell3JsrRiFm-yAYHqthBWYbPZgQTCK2U4rT2xZV7p3BcXE7KS68ETBXbNJiZtsQ5gN5wEh_z3qOIPc3LffvreUzX54dAZEYqY5shRm53fDj81KFGBxwAWCd5qJ7b8d1uV83G6m-IpqaLwO2bqYXFHw2MEcA5oufoNf18Ylp-NIsEQ_WAS1Movy88A54aqtsrNyxg&category=acrcp_v1_48&sig=AOD64_0Ehj6WzNP6Ph2vHaDEsR4CDiS8vw&adurl=,0.8,0.7585,Sangat Positif,Sangat Positif,medium_review_confidence,overall_rating_fallback,0.6,medium,token::CgsI_r-itfLm_86iARAB,1,dataset_google-hotels-search-scraper_2026-06-02_04-57-17-734.json,"Padalarang, Kabupaten Bandung Barat",HRAW-01901,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,LODGE-00382,16,0.5060663265390472,0.8952647905134408,12.0,1.0,3.0,1.0,0.5692431060134611,Positif,Positif,0.7514239015988126,high_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.39999999999986,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3,amenities_text_rule_v1,False,unknown,unknown,203790.32,344226.44,missing_price,False,missing_price,,1,2,low_capacity_confidence,hotel_default_per_room,True,name_and_property_type_rule_v1,4,medium,missing_price|missing_image,no_action_or_low_priority,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,3,,,hotel,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,hotel,primary_candidate,True,True,False,False,,False,,,,1,manual_resolved_drop_duplicate,3,1.0722,LODGE-00139,,Nama sama tetapi koordinat cukup jauh; tidak dihapus otomatis.,True,False,drop_duplicate,LODGE-00139,Duplikat LODGE-00139; lokasi sama namun harga kosong.,,False,True,,,,False,True
LODGE-00384,Valore Hotel Cimahi,valore hotel cimahi,CgsIhpbLk4319qOQARAB,hotel,,False,False,False,False,-6.8978,107.5371,cimahi_baros_pasteur,bandung_raya_valid,rough_coordinate_bucket,9.315,4.0,2435.0,,,,Rp 367.272,,,Pool; Parking; Fitness center; Free Wi-Fi; Outdoor pool; Free breakfast,,,0,https://www.google.com/aclk?sa=l&ai=DChsSEwi45Leq3eeUAxWNhVoFHTg1BogYACICCAEQCRoCdnU&co=1&ase=2&gclid=EAIaIQobChMIuOS3qt3nlAMVjYVaBR04NQaIEA0YByABEgIfTvD_BwE&cid=CAASugHkaBDuOMAIatyLAgffK9cK1AkUjQW9LH4orDZ0O9H0sQfncHsU8OSHv8_e018ioU6vazqdYUagu8GGTWzzR8mE4IIKo3req7BqnBtigUECn7743azfksMf0SspbaCP634pmulAhw01Dy3DHj_gLsNEQ2zV_Q9fgUOL_SpvEh08lieKOC4pYwq5XPs81eGR-kyPdR0YEkOMeWhX-yIYHZ3uIO9vrMSIZIpNz3fkNbkpGReNH99jid5R1Nw&category=acrcp_v1_48&sig=AOD64_0QjD02zr0oYR5DNXB6MNUlfRhQ-w&adurl=,0.5,0.5042,Positif,Positif,high_review_confidence,overall_rating_fallback,0.6,medium,token::CgsIhpbLk4319qOQARAB,2,dataset_google-hotels-search-scraper_2026-06-02_04-35-05-199.json; dataset_google-hotels-search-scraper_2026-06-02_04-42-37-525.json,"Cipongkor, Kabupaten Bandung Barat; Saguling, Kabupaten Bandung Barat",HRAW-01296; HRAW-01380,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,True,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,5,amenities_text_rule_v1,False,unknown,unknown,203790.32,344226.44,missing_price,False,missing_price,,1,2,low_capacity_confidence,hotel_default_per_room,True,name_and_property_type_rule_v1,4,medium,missing_price|missing_image,no_action_or_low_priority,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,2,,,hotel,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,hotel,primary_candidate,True,True,False,False,,False,,,,1,drop_primary_exact_duplicate,2,0.0048,LODGE-00053,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,False,True,,,,,False,True,,,,False,True
LODGE-00411,Pakuhaji Highland Eco-Resort,pakuhaji highland eco resort,ChoQiYOtl-TJl5q2ARoNL2cvMTFuYnp6anE1MxAC,vacation_rental,vacation rental,False,False,False,False,-6.8274,107.5405,cimahi_baros_pasteur,bandung_raya_valid,rough_coordinate_bucket,13.253,,,,,,,14.0,12.0,Ber-AC; Jemputan bandara; Balkon; Cocok untuk anak; Ranjang bayi; Elevator; Dapur; Kolam renang luar; Bebas asap rokok; TV Kabel; Parkir gratis; Wi-Fi gratis,,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/652300864.jpg?k=a30c9578655499745ebc89e1d7c1e99599a2c28ee70fcd3e9ea9128d1043c94b&o=&a=1538557,9,,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,unavailable,0.55,medium,token::ChoQiYOtl-TJl5q2ARoNL2cvMTFuYnp6anE1MxAC,1,dataset_google-hotels-search-scraper_2026-06-02_06-07-02-077.json,"Cipeundeuy, Kabupaten Bandung Barat",HRAW-02185,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,True,True,True,True,True,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,11,amenities_text_rule_v1,False,unknown,unknown,523875.0,1259833.4,missing_price,False,missing_price,,4,8,low_capacity_confidence,villa_or_rental_default_no_capacity_source,True,name_and_property_type_rule_v1,8,high,missing_rating_and_price|missing_any_sentiment|missing_source_link|capacity_low_confidence_for_unit_property,manual_or_source_completion,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,2,,,vacation_rental,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,vacation_rental,primary_candidate,True,True,False,False,,False,,,,1,drop_primary_exact_duplicate,2,0.011,LODGE-00170,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,False,True,,,,,False,True,,,,False,True
LODGE-00431,Pakuhaji Highland Eco Resort,pakuhaji highland eco resort,ChoQoZKv5f2SvJrHARoNL2cvMTFuanI2bHZ5aBAC,vacation_rental,vacation rental,False,False,False,False,-6.8274,107.5405,cimahi_baros_pasteur,bandung_raya_valid,rough_coordinate_bucket,13.253,,,,,,,,,,,https://dimg04.c-ctrip.com/images//0221512000isf5amf9825_Mtrip_D.jpg,9,https://www.trip.com/hotels/detail/?hotelid=114852054&Allianceid=1318093&sid=269617419&utm_medium=vr&utm_campaign=vrwebsite&utm_source=googlevr&trip_sub1=googlevrwebsite,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,unavailable,0.45,medium,token::ChoQoZKv5f2SvJrHARoNL2cvMTFuanI2bHZ5aBAC,2,dataset_google-hotels-search-scraper_2026-06-02_06-07-02-077.json; dataset_google-hotels-search-scraper_2026-06-02_06-09-56-864.json,"Cikalongwetan, Kabupaten Bandung Barat; Cipeundeuy, Kabupaten Bandung Barat",HRAW-02182; HRAW-02344,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,missing_amenities_text,False,unknown,unknown,523875.0,1259833.4,missing_price,False,missing_price,,4,8,low_capacity_confidence,villa_or_rental_default_no_capacity_source,True,name_and_property_type_rule_v1,9,high,missing_rating_and_price|missing_any_sentiment|missing_amenities|capacity_low_confidence_for_unit_property,manual_or_source_completion,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,1,,,vacation_rental,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,vacation_rental,primary_candidate,True,True,False,False,,False,,,,1,manual_resolved_drop_duplicate_data_focus,1,0.0,,,Tidak termasuk duplicate exact-name primary.,True,False,,,,,True,False,drop_duplicate,"Duplikat Pakuhaji; koordinat hampir sama, tetapi harga/rating/review kosong.",LODGE-00170,False,True
LODGE-00468,Sewa Apartemen Bandung,sewa apartemen bandung,ChoI4dyc857b0P-4ARoNL2cvMTFsNnJjczAxehAB,apartment,hotel,False,True,False,False,-6.8911488,107.5665687,cimahi_baros_pasteur,bandung_raya_valid,rough_coordinate_bucket,6.498,,,3.1,,,,,,,,https://lh5.googleusercontent.com/p/qE2h2B6quRkovGK9HlnpjA=s10000,1,,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,unavailable,0.26,low,token::ChoI4dyc857b0P-4ARoNL2cvMTFsNnJjczAxehAB,1,HOTEL_CANONICAL_CIMAHI_2026-05-29.csv,existing_canonical_cimahi_2026_05_29,EXISTING-CANONICAL-0065,existing_canonical_cimahi,2026-06-05T08:01:21.260751Z,True,0,False,54,False,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,missing_amenities_text,False,unknown,unknown,352697.0,506700.16,missing_price,False,missing_price,,2,4,low_capacity_confidence,apartment_default_no_capacity_source,True,name_and_property_type_rule_v1,14,high,low_data_quality|missing_rating_and_price|missing_any_sentiment|missing_amenities|missing_source_link|capacity_low_confidence_for_unit_property,manual_or_source_completion,,,,,,,,,hold_until_source_available,manual_source_completion,"rating, harga, dan sumber lemah; jangan jadi prioritas",manual_core_completion_before_primary_ranking,hold_low_quality_manual_completion,hold_from_primary_until_core_fields_completed,field inti atau sumber masih lemah,False,False,True,low_quality_core_completion,P2,Apakah rating/harga/source bisa dilengkapi dari sumber tepercaya?,complete_fields|hold_low_quality|drop_if_invalid,hold_low_quality,1,,,apartment,hold_low_quality_manual_completion,False,False,False,True,low_quality_core_completion,False,dropped_low_quality_generic_name,False,False,True,False,,True,drop_low_quality_generic_name,Nama terlalu umum: Sewa Apartemen Bandung; core fields kosong.,apartment,dropped_low_quality_generic_name,False,False,True,False,,False,,,,1,,1,0.0,,,,False,True,,,,,False,True,,,,False,True
LODGE-00470,OYO 93923 Gateway Pasteur Apartment By,oyo 93923 gateway pasteur apartment,ChoI2IL7rrC55qSnARoNL2cvMTF5NG5mNXM0aBAB,apartment,hotel,False,True,False,True,-6.8898271,107.5660289,cimahi_baros_pasteur,bandung_raya_valid,rough_coordinate_bucket,6.618,,,3.1,,,,,,,,,0,,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,unavailable,0.12,low,token::ChoI2IL7rrC55qSnARoNL2cvMTF5NG5mNXM0aBAB,1,HOTEL_CANONICAL_CIMAHI_2026-05-29.csv,existing_canonical_cimahi_2026_05_29,EXISTING-CANONICAL-0133,existing_canonical_cimahi,2026-06-05T08:01:21.260751Z,True,0,False,54,False,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,missing_amenities_text,False,unknown,unknown,352697.0,506700.16,missing_price,False,missing_price,,2,4,low_capacity_confidence,apartment_default_no_capacity_source,True,name_and_property_type_rule_v1,18,high,low_data_quality|missing_rating_and_price|missing_any_sentiment|missing_amenities|missing_image|missing_source_link|property_type_maybe_needs_review|capacity_low_confidence_for_unit_property,manual_or_source_completion,hotel,name_contains_other_property_type_keyword,,,,,,,hold_until_source_available,manual_source_completion,"rating, harga, dan sumber lemah; jangan jadi prioritas",manual_core_completion_before_primary_ranking,hold_low_quality_manual_completion,hold_from_primary_until_core_fields_completed,field inti atau sumber masih lemah,False,False,True,low_quality_core_completion,P2,Apakah rating/harga/source bisa dilengkapi dari sumber tepercaya?,complete_fields|hold_low_quality|drop_if_invalid,hold_low_quality,1,,,apartment,hold_low_quality_manual_completion,False,False,False,True,low_quality_core_completion,False,dropped_low_quality_incomplete_name,False,False,True,False,,True,drop_low_quality_incomplete_name,Nama tidak lengkap dan core fields kosong.,apartment,dropped_low_quality_incomplete_name,False,False,True,False,,False,,,,1,,1,0.0,,,,False,True,,,,,False,True,,,,False,True
LODGE-00478,Taman Wisata Bougenville by Kozystay,taman wisata bougenville kozystay,ChoQwPjJx8aa6s-TARoNL2cvMTFrajVwdG05ZBAC,vacation_rental,vacation rental,False,False,False,False,-7.1108,107.602,kbb_selatan_baratdaya,bandung_raya_valid,rough_coordinate_bucket,21.581,,,2.6,2440708.0,2440708.0,Rp 2.440.708,,,Ber-AC; Cocok untuk anak; Papan setrika; Dapur; Bebas asap rokok; TV Kabel; Parkir gratis; Wi-Fi gratis,Bandar Udara Internasional Jawa Barat Kertajati; Tepi Sungai Resto Pasirjambu,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/746064219.jpg?k=201d730059f1f8ea67feabb0d88e532f35d087186ec9ece8046e0877d7804d0a&o=,9,https://www.bluepillow.com/search/5b62704f7c00cb1cd0575c5b?dest=bkng&cat=&p_id=589de4257c00cb10c8d9309f&language=en,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,unavailable,0.8,high,token::ChoQwPjJx8aa6s-TARoNL2cvMTFrajVwdG05ZBAC,1,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,Kabupaten Bandung,HRAW-01037,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,LODGE-00478,16,0.8811439901383189,0.9115501917398644,16.0,0.0,0.0,1.0,0.6601710244617693,Positif,Positif,0.7514239015988126,high_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.39999999999986,True,True,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,8,amenities_text_rule_v1,True,premium_1m_3m,premium_by_type,523875.0,1259833.4,high_price_confidence,True,global_idr_threshold_v1_and_property_type_quantile_v1,,4,8,low_capacity_confidence,villa_or_rental_default_no_capacity_source,True,name_and_property_type_rule_v1,3,low,missing_rating_or_reviews|capacity_low_confidence_for_unit_property,no_action_or_low_priority,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,3,,,vacation_rental,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,vacation_rental,primary_candidate,True,True,False,False,,False,,,,1,drop_primary_exact_duplicate,3,0.0248,LODGE-00477,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,False,True,,,,,False,True,,,,False,True
