review_target_id,penginapan_id,name,property_type,latitude,longitude,overall_rating,reviews_existing,review_confidence_label,review_scrape_priority,data_quality_score,has_final_child_listing,final_child_count,name_looks_detail_listing,target_review_note,google_maps_search_query,google_maps_search_url,source_dataset,flag_group,flag_reason,suggested_action,split_status,split_reason,manual_decision,manual_note,final_target_status,final_exclusion_group,final_exclusion_reason,parent_candidate_id,parent_candidate_name,parent_candidate_property_type,parent_candidate_distance_km,parent_candidate_name_ratio,parent_candidate_token_score,parent_candidate_score,audit_recommendation,audit_reason,decision_group,decision_status,decision_reason,review_group_for_claude,claude_decision,claude_evidence_url,claude_reason,final_decision,final_group,final_reason,final_decision_source
PHREV-20260605-0594,LODGE-00532,Ciwidey Jungle Villa - Villa with Garden View,villa,,,,,,,,,,,,"Ciwidey Jungle Villa - Villa with Garden View -7.1261,107.5146",https://www.google.com/maps/search/?api=1&query=Ciwidey%20Jungle%20Villa%20-%20Villa%20with%20Garden%20View%20-7.1261%2C107.5146,,review_villa_or_house_unit,,,,,,,excluded,final_29_child_parent,"Keputusan final 29 data: masuk child-parent, bukan target parent.",LODGE-00770,Ciwidey Jungle Camp,hotel,0.0157,0.8485,0.6667,0.8152,candidate_child_to_parent,,child_parent_candidate,prepare_child_parent_relation,Kandidat parent cukup kuat dari nama dan koordinat.,accepted_by_rule_candidate,,,,accept_as_child,child_parent_relation,Diterima sebagai child/detail dari parent kandidat.,claude_review_plus_user_decision
PHREV-20260605-1163,LODGE-00409,Lovina Nature House - pet friendly - Villa with Garden View,villa,,,,,,,,,,,,"Lovina Nature House - pet friendly - Villa with Garden View -6.825,107.5553",https://www.google.com/maps/search/?api=1&query=Lovina%20Nature%20House%20-%20pet%20friendly%20-%20Villa%20with%20Garden%20View%20-6.825%2C107.5553,,review_villa_or_house_unit,,,,,,,excluded,final_29_child_parent,"Keputusan final 29 data: masuk child-parent, bukan target parent.",LODGE-00305,Lovina Nature House 701,vacation_rental,0.0494,0.8667,0.6667,0.8233,candidate_child_to_parent,,child_parent_candidate,prepare_child_parent_relation,Kandidat parent cukup kuat dari nama dan koordinat.,accepted_by_rule_candidate,,,,accept_as_child,child_parent_relation,Diterima sebagai child/detail dari parent kandidat.,claude_review_plus_user_decision
PHREV-20260605-1216,LODGE-00412,Pakuhaji Highland Eco-Resort - Standard Villa,villa,,,,,,,,,,,,"Pakuhaji Highland Eco-Resort - Standard Villa -6.8274,107.5405",https://www.google.com/maps/search/?api=1&query=Pakuhaji%20Highland%20Eco-Resort%20-%20Standard%20Villa%20-6.8274%2C107.5405,,review_villa_or_house_unit,,,,,,,excluded,final_29_child_parent,"Keputusan final 29 data: masuk child-parent, bukan target parent.",LODGE-00170,Pakuhaji Highland Eco-Resort,hotel,0.011,1.0,1.0,1.0,candidate_child_to_parent,,child_parent_candidate,prepare_child_parent_relation,Kandidat parent cukup kuat dari nama dan koordinat.,accepted_by_rule_candidate,,,,accept_as_child,child_parent_relation,Diterima sebagai child/detail dari parent kandidat.,claude_review_plus_user_decision
PHREV-20260605-1234,LODGE-00539,Princess Villa - Villa,villa,,,,,,,,,,,,"Princess Villa - Villa -7.0791,107.4549",https://www.google.com/maps/search/?api=1&query=Princess%20Villa%20-%20Villa%20-7.0791%2C107.4549,,review_villa_or_house_unit,,,,,,,excluded,final_29_child_parent,"Keputusan final 29 data: masuk child-parent, bukan target parent.",LODGE-00511,Princess Villa,villa,0.0,1.0,1.0,1.0,candidate_child_to_parent,,child_parent_candidate,prepare_child_parent_relation,Kandidat parent cukup kuat dari nama dan koordinat.,accepted_by_rule_candidate,,,,accept_as_child,child_parent_relation,Diterima sebagai child/detail dari parent kandidat.,claude_review_plus_user_decision
PHREV-20260605-1356,LODGE-00479,Taman Wisata Bougenville by Kozystay - Forest House Villa,villa,,,,,,,,,,,,"Taman Wisata Bougenville by Kozystay - Forest House Villa -7.1108,107.602",https://www.google.com/maps/search/?api=1&query=Taman%20Wisata%20Bougenville%20by%20Kozystay%20-%20Forest%20House%20Villa%20-7.1108%2C107.602,,review_villa_or_house_unit,,,,,,,excluded,final_29_child_parent,"Keputusan final 29 data: masuk child-parent, bukan target parent.",LODGE-00477,Taman Wisata Bougenville by Kozystay,vacation_rental,0.0248,1.0,1.0,1.0,candidate_child_to_parent,,child_parent_candidate,prepare_child_parent_relation,Kandidat parent cukup kuat dari nama dan koordinat.,accepted_by_rule_candidate,,,,accept_as_child,child_parent_relation,Diterima sebagai child/detail dari parent kandidat.,claude_review_plus_user_decision
PHREV-20260605-1426,LODGE-00652,Villa Haposan - Villa,villa,,,,,,,,,,,,"Villa Haposan - Villa -7.1229,107.4329",https://www.google.com/maps/search/?api=1&query=Villa%20Haposan%20-%20Villa%20-7.1229%2C107.4329,,review_villa_or_house_unit,,,,,,,excluded,final_29_child_parent,"Keputusan final 29 data: masuk child-parent, bukan target parent.",LODGE-00601,Villa Haposan,villa,0.0,1.0,1.0,1.0,candidate_child_to_parent,,child_parent_candidate,prepare_child_parent_relation,Kandidat parent cukup kuat dari nama dan koordinat.,accepted_by_rule_candidate,,,,accept_as_child,child_parent_relation,Diterima sebagai child/detail dari parent kandidat.,claude_review_plus_user_decision
PHREV-20260605-1456,LODGE-00552,Villa Sakinah Ciwidey - Villa,villa,,,,,,,,,,,,"Villa Sakinah Ciwidey - Villa -7.1143,107.4458",https://www.google.com/maps/search/?api=1&query=Villa%20Sakinah%20Ciwidey%20-%20Villa%20-7.1143%2C107.4458,,review_villa_or_house_unit,,,,,,,excluded,final_29_child_parent,"Keputusan final 29 data: masuk child-parent, bukan target parent.",LODGE-00605,Villa Sakinah Ciwidey,villa,0.0,1.0,1.0,1.0,candidate_child_to_parent,,child_parent_candidate,prepare_child_parent_relation,Kandidat parent cukup kuat dari nama dan koordinat.,accepted_by_rule_candidate,,,,accept_as_child,child_parent_relation,Diterima sebagai child/detail dari parent kandidat.,claude_review_plus_user_decision
PHREV-20260605-1459,LODGE-00747,Villa Situ Patenggang - Standard Villa,villa,,,,,,,,,,,,"Villa Situ Patenggang - Standard Villa -7.1637,107.3577",https://www.google.com/maps/search/?api=1&query=Villa%20Situ%20Patenggang%20-%20Standard%20Villa%20-7.1637%2C107.3577,,review_villa_or_house_unit,,,,,,,excluded,final_29_child_parent,"Keputusan final 29 data: masuk child-parent, bukan target parent.",LODGE-00606,Villa Situ Patenggang,villa,0.0,1.0,1.0,1.0,candidate_child_to_parent,,child_parent_candidate,prepare_child_parent_relation,Kandidat parent cukup kuat dari nama dan koordinat.,accepted_by_rule_candidate,,,,accept_as_child,child_parent_relation,Diterima sebagai child/detail dari parent kandidat.,claude_review_plus_user_decision
PHREV-20260605-0414,LODGE-01084,Yama Onsen Villa - Villa,villa,,,,,,,,,,,,"Yama Onsen Villa - Villa -6.8759,107.6236",https://www.google.com/maps/search/?api=1&query=Yama%20Onsen%20Villa%20-%20Villa%20-6.8759%2C107.6236,,review_villa_or_house_unit,,,,,,,excluded,final_29_child_parent,"Keputusan final 29 data: masuk child-parent, bukan target parent.",LODGE-01409,Yama Onsen Villa,villa,0.0,1.0,1.0,1.0,candidate_child_to_parent,,child_parent_candidate,prepare_child_parent_relation,Kandidat parent cukup kuat dari nama dan koordinat.,accepted_by_rule_candidate,,,,accept_as_child,child_parent_relation,Diterima sebagai child/detail dari parent kandidat.,claude_review_plus_user_decision
PHREV-20260605-1361,LODGE-00323,The Edge Baros 1 BR,apartment,,,,,,,,,,,,"The Edge Baros 1 BR -6.8974,107.5369",https://www.google.com/maps/search/?api=1&query=The%20Edge%20Baros%201%20BR%20-6.8974%2C107.5369,,review_other_detail_name,,,,,,,excluded,final_29_held_drop,Keputusan final 29 data: dikeluarkan dari jalur utama.,LODGE-00101,Apartemen The Edge Baros - Kamarku,apartment,0.0606,0.6512,0.75,0.7555,candidate_child_to_parent,,child_parent_candidate,prepare_child_parent_relation,Kandidat parent cukup kuat dari nama dan koordinat.,accepted_by_rule_candidate,,,,drop_from_main_flow,held_drop,Keputusan manual: dikeluarkan dari jalur utama karena kurang layak dipakai.,claude_review_plus_user_decision
PHREV-20260605-0689,LODGE-01097,1BR Parahyangan Residences W Pool,apartment,-6.877,107.6032,4.4,19,low_review_confidence,low_review_confidence,0.95,False,0,True,check_name_match_first,"1BR Parahyangan Residences W Pool -6.877,107.6032",https://www.google.com/maps/search/?api=1&query=1BR%20Parahyangan%20Residences%20W%20Pool%20-6.877%2C107.6032,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0415,LODGE-01098,2 BR Elegant Apartment - 5 Minutes Walk from Braga,apartment,-6.9162,107.6105,4.75,2,low_review_confidence,low_review_confidence,0.95,False,0,True,check_name_match_first,"2 BR Elegant Apartment - 5 Minutes Walk from Braga -6.9162,107.6105",https://www.google.com/maps/search/?api=1&query=2%20BR%20Elegant%20Apartment%20-%205%20Minutes%20Walk%20from%20Braga%20-6.9162%2C107.6105,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0687,LODGE-01100,2BR Apartement Sudirman Bandung,apartment,-6.9179,107.581,4.15,18,low_review_confidence,low_review_confidence,0.95,False,0,True,check_name_match_first,"2BR Apartement Sudirman Bandung -6.9179,107.581",https://www.google.com/maps/search/?api=1&query=2BR%20Apartement%20Sudirman%20Bandung%20-6.9179%2C107.581,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0345,LODGE-00852,2BR Apartement Sudirman Bandung - Two-Bedroom Apartment,apartment,-6.9179,107.581,5,1,low_review_confidence,low_review_confidence,1.0,False,0,True,check_name_match_first,"2BR Apartement Sudirman Bandung - Two-Bedroom Apartment -6.9179,107.581",https://www.google.com/maps/search/?api=1&query=2BR%20Apartement%20Sudirman%20Bandung%20-%20Two-Bedroom%20Apartment%20-6.9179%2C107.581,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0346,LODGE-01101,"2BR+, Apartement Sudirman Bandung - Two-Bedroom Apartment",apartment,-6.9178,107.5813,5,1,low_review_confidence,low_review_confidence,0.95,False,0,True,check_name_match_first,"2BR+, Apartement Sudirman Bandung - Two-Bedroom Apartment -6.9178,107.5813",https://www.google.com/maps/search/?api=1&query=2BR%2B%2C%20Apartement%20Sudirman%20Bandung%20-%20Two-Bedroom%20Apartment%20-6.9178%2C107.5813,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0920,LODGE-00272,2Bedroom Seventeen - The EDGE Apartment,apartment,-6.8974,107.5372,,,missing_review_confidence,missing_rating_or_review,0.65,False,0,True,check_name_match_first,"2Bedroom Seventeen - The EDGE Apartment -6.8974,107.5372",https://www.google.com/maps/search/?api=1&query=2Bedroom%20Seventeen%20-%20The%20EDGE%20Apartment%20-6.8974%2C107.5372,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0921,LODGE-00348,3Bedroom Seventeen - The EDGE Apartment,apartment,-6.8973,107.5372,,,missing_review_confidence,missing_rating_or_review,0.6,False,0,True,check_name_match_first,"3Bedroom Seventeen - The EDGE Apartment -6.8973,107.5372",https://www.google.com/maps/search/?api=1&query=3Bedroom%20Seventeen%20-%20The%20EDGE%20Apartment%20-6.8973%2C107.5372,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0927,LODGE-01412,APARTEMEN GATEWAY 2BR DOUBLE BY MGM,apartment,-6.907,107.6449,,,missing_review_confidence,missing_rating_or_review,0.8,False,0,True,check_name_match_first,"APARTEMEN GATEWAY 2BR DOUBLE BY MGM -6.907,107.6449",https://www.google.com/maps/search/?api=1&query=APARTEMEN%20GATEWAY%202BR%20DOUBLE%20BY%20MGM%20-6.907%2C107.6449,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0555,LODGE-01102,APARTEMEN MURAH DAN UNIK - Two-Bedroom Apartment,apartment,-6.9238,107.6184,2.1,6,low_review_confidence,low_review_confidence,0.95,False,0,True,check_name_match_first,"APARTEMEN MURAH DAN UNIK - Two-Bedroom Apartment -6.9238,107.6184",https://www.google.com/maps/search/?api=1&query=APARTEMEN%20MURAH%20DAN%20UNIK%20-%20Two-Bedroom%20Apartment%20-6.9238%2C107.6184,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0932,LODGE-01337,Alesha Property - Studio Apartment,apartment,-6.9073,107.6451,,,missing_review_confidence,missing_rating_or_review,0.85,False,0,True,check_name_match_first,"Alesha Property - Studio Apartment -6.9073,107.6451",https://www.google.com/maps/search/?api=1&query=Alesha%20Property%20-%20Studio%20Apartment%20-6.9073%2C107.6451,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0939,LODGE-01415,Apartemen 2br m-squere Cibaduyut,apartment,-6.9559,107.5931,,,missing_review_confidence,missing_rating_or_review,0.8,False,0,True,check_name_match_first,"Apartemen 2br m-squere Cibaduyut -6.9559,107.5931",https://www.google.com/maps/search/?api=1&query=Apartemen%202br%20m-squere%20Cibaduyut%20-6.9559%2C107.5931,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0556,LODGE-00860,Apartemen 2br m-squere cibaduyut,apartment,-6.956,107.593,1.65,6,low_review_confidence,low_review_confidence,1.0,False,0,True,check_name_match_first,"Apartemen 2br m-squere cibaduyut -6.956,107.593",https://www.google.com/maps/search/?api=1&query=Apartemen%202br%20m-squere%20cibaduyut%20-6.956%2C107.593,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
