penginapan_id,name,normalized_name,property_token,property_type,raw_type,is_room_level_listing,is_apartment_listing,is_villa_listing,is_budget_chain_listing,latitude,longitude,region_bucket,region_validation_label,region_validation_reason,distance_from_bandung_center_km,overall_rating,reviews,location_rating,price_lowest,price_before_taxes_fees,price_display,check_in_time,check_out_time,amenities,nearby_place_names,primary_image_url,image_count,link,rating_sentiment_score,adjusted_rating_sentiment_score,rating_sentiment_label,adjusted_rating_sentiment_label,review_confidence_label,rating_sentiment_source,data_quality_score,data_quality_label,dedupe_key,dedupe_group_size,dedupe_source_files,dedupe_source_queries,dedupe_raw_master_ids,source_system,generated_at,is_parent_master,final_child_count,has_final_child_listing,excluded_child_listing_count,name_looks_detail_listing,parent_penginapan_id,hotel_review_count_analyzed,hotel_sentiment_score,hotel_sentiment_confidence_mean,positive_review_count,neutral_review_count,negative_review_count,review_target_count,hotel_adjusted_sentiment_score,hotel_sentiment_label,hotel_adjusted_sentiment_label,hotel_review_confidence,hotel_review_confidence_label,hotel_sentiment_model_source,hotel_sentiment_model_version,hotel_sentiment_prior_score,hotel_sentiment_review_count_p95,hotel_sentiment_available,amenities_text_available,has_wifi,has_parking,has_ac,has_pool,has_kitchen,has_breakfast,has_laundry,kid_friendly,pet_friendly,wheelchair_accessible,smoke_free,has_gym,has_hot_tub,has_balcony_or_terrace,has_elevator,has_airport_shuttle,has_cable_tv,has_iron,has_heater_or_fireplace,amenity_boolean_count,amenity_boolean_source,price_available,price_bucket_global,price_bucket_by_type,price_bucket_by_type_q33,price_bucket_by_type_q66,price_confidence,price_is_estimated,price_bucket_method,bedroom_count_estimated,capacity_min_estimated,capacity_max_estimated,capacity_confidence,capacity_estimation_reason,capacity_is_estimated,capacity_source,attention_score,attention_level,attention_reasons,recommended_data_action,property_type_hint,property_type_hint_reason,refined_detail_listing_group,refined_detail_listing_action,refined_detail_listing_priority,refined_price_status,refined_price_action,refined_price_note,refined_low_quality_status,refined_low_quality_action,refined_low_quality_note,refined_overall_data_action,listing_policy_status,listing_policy_action,listing_policy_reason,primary_ranking_allowed,secondary_ranking_allowed,manual_validation_needed,manual_validation_topic,validator_priority,validator_question,allowed_manual_decisions,suggested_default_decision,same_name_count_in_dataset,manual_decision,manual_note,property_type_final,ranking_tier_after_p1,primary_ranking_allowed_after_p1,secondary_ranking_allowed_after_p1,drop_from_dataset_after_p1,manual_validation_needed_after_p1,manual_validation_topic_after_p1,p1_validation_applied,ranking_tier_after_p2,primary_ranking_allowed_after_p2,secondary_ranking_allowed_after_p2,drop_from_dataset_after_p2,manual_validation_needed_after_p2,manual_validation_topic_after_p2,p2_validation_applied,p2_decision,p2_note,property_type_final_after_p3,ranking_tier_after_p3,primary_ranking_allowed_after_p3,secondary_ranking_allowed_after_p3,drop_from_dataset_after_p3,manual_validation_needed_after_p3,manual_validation_topic_after_p3,p3_validation_applied,p3_decision,p3_note,candidate_parent_name,same_name_count_p3
LODGE-00700,Khaira Shakilla House 3 Syariah Limbangansari,khaira shakilla house 3 syariah limbangansari,ChoQ6cC5oMisquCkARoNL2cvMTF6Nm0yd3I5eBAC,vacation_rental,vacation rental,False,False,False,False,-6.8235,107.1219,kbb_tengah_barat,bandung_raya_valid,rough_coordinate_bucket,55.877,,,,,,,14.0,12.0,Ber-AC; Dapur,,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzGR3RXtHsHKABe-ZH3dg97HUZEsj1-jm9j64pEfaOuKx5U7wfPEce4uSJ_nW64sd-s6ioQn2_8wGjy90wy8y2IAE5yTvRKDEBkO2LUDS1A==.jpg,8,https://www.booking.com/hotel/id/khaira-shakilla-house-3-syariah-limbangansari.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14794051&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14794051_grp-3_gendate-20260524,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,unavailable,0.65,medium,token::ChoQ6cC5oMisquCkARoNL2cvMTF6Nm0yd3I5eBAC,1,dataset_google-hotels-search-scraper_2026-06-02_04-47-56-242.json,"Rongga, Kabupaten Bandung Barat",HRAW-01722,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,amenities_text_rule_v1,False,unknown,unknown,523875.0,1259833.4,missing_price,False,missing_price,,4,8,low_capacity_confidence,villa_or_rental_default_no_capacity_source,True,name_and_property_type_rule_v1,7,high,missing_rating_and_price|missing_any_sentiment|capacity_low_confidence_for_unit_property,manual_or_source_completion,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,1,,,vacation_rental,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,vacation_rental,primary_candidate,True,True,False,False,,False,,,,1
LODGE-00701,Kota Bunga A,kota bunga a,ChoQiIWIsoGwha-wARoNL2cvMTF5dHAxY3BrbRAC,vacation_rental,vacation rental,False,False,False,False,-6.8118,107.1454,kbb_tengah_barat,bandung_raya_valid,rough_coordinate_bucket,53.602,,,3.9,,,,,,Balkon; Dapur; Pemanggang luar ruang; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis,Bandar Udara Internasional Soekarno–Hatta; Alam Sunda Tugu Tauco,https://pix8.agoda.net/hotelImages/3652422/0/fc03444d70b057b6858059607564b802.jpg?ce=0,9,https://www.agoda.com/villa-kota-bunga-santibis-a_2/hotel/puncak-id.html,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,unavailable,0.65,medium,token::ChoQiIWIsoGwha-wARoNL2cvMTF5dHAxY3BrbRAC,1,dataset_google-hotels-search-scraper_2026-06-02_04-47-56-242.json,"Rongga, Kabupaten Bandung Barat",HRAW-01757,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,5,amenities_text_rule_v1,False,unknown,unknown,523875.0,1259833.4,missing_price,False,missing_price,,4,8,low_capacity_confidence,villa_or_rental_default_no_capacity_source,True,name_and_property_type_rule_v1,7,high,missing_rating_and_price|missing_any_sentiment|capacity_low_confidence_for_unit_property,manual_or_source_completion,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,1,,,vacation_rental,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,vacation_rental,primary_candidate,True,True,False,False,,False,,,,1
LODGE-00702,Layung Rancabali,layung rancabali,ChkQ_p_p3LL57eNPGg0vZy8xMXo2d3F0enczEAI,vacation_rental,vacation rental,False,False,False,False,-7.1466,107.3819,kbb_tengah_barat,bandung_raya_valid,rough_coordinate_bucket,36.531,3.85,10.0,,,,,14.0,12.0,,,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZiJOQlh4X0FoYJBG-f5hQsizqsXCOG4-7ii_NcbLLtruyTCpj6qzHMkvifjF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csYWt6dZQ5HrU9YH_Mi1sOBJIp-_VR0o0tdfMtAxxDIiyYD4BSyNiZqAt1xXDKjOEhYqjEzXNlZvlZr2Ik4rzZqKJibFyCisC4h7-DTktP9tNbouiPaQZ4OCFwEhjRY-A8ePJ9Uldy4T87SVhJaCmoaWk-_3XmyoPAZE8kPHeod_SAAmf4E-CeBPDhsV0zjwUDu5-t5UVY5R_5RRfFEiFjkRkZ1hssNTJxnW7seAgnzFLoxBd46R-wtatAN5Fx_MhlutqkgGoTJ3HY4rCF5GmTyBSpyDTmx4vNIRDBhYBT82ew73bgcmH_t8RuMpKRG_D_ID4oEkvkaw_XbdLV0xlyIxA4h4oHdd9BHB5NegyH,9,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D117472553%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.425,0.6607,Positif,Sangat Positif,low_review_confidence,overall_rating_fallback,0.65,medium,token::ChkQ_p_p3LL57eNPGg0vZy8xMXo2d3F0enczEAI,1,dataset_google-hotels-search-scraper_2026-06-02_04-45-15-161.json,"Gununghalu, Kabupaten Bandung Barat",HRAW-01493,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,missing_amenities_text,False,unknown,unknown,523875.0,1259833.4,missing_price,False,missing_price,,4,8,low_capacity_confidence,villa_or_rental_default_no_capacity_source,True,name_and_property_type_rule_v1,5,medium,missing_price|missing_amenities|capacity_low_confidence_for_unit_property,complete_amenities_if_needed,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,1,,,vacation_rental,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,vacation_rental,primary_candidate,True,True,False,False,,False,,,,1
LODGE-00703,Lovely private room for 2 persons,lovely for 2 persons,ChkQ-LHY4L6gjPFzGg0vZy8xMW45Y2JtM2I2EAI,vacation_rental,vacation rental,False,False,False,False,-6.8179,107.1432,kbb_tengah_barat,bandung_raya_valid,rough_coordinate_bucket,53.694,,,3.9,,,,,,TV Kabel,Bandar Udara Internasional Soekarno–Hatta; Dimsum Bos Cianjur,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZqcC0oRkD7icoESeRT4QX8SrcpFKMPrqYujycdqP3-5K5TEtF1KffKULJDzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sALYtMGbOtVcUBJIp5cwO044tS5R3FWkPPxbHUphSye2VvSZ5wnK64_oOYdja2loFKPtwxFwwz572qJtEMlyG64Wt4qOMdXZE-OhXuqmYe1R9OxdwBVSISekXIXfGmCkh3kF85unOB4klZQ,4,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D135844654%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,unavailable,0.65,medium,token::ChkQ-LHY4L6gjPFzGg0vZy8xMW45Y2JtM2I2EAI,1,dataset_google-hotels-search-scraper_2026-06-02_04-47-56-242.json,"Rongga, Kabupaten Bandung Barat",HRAW-01653,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,amenities_text_rule_v1,False,unknown,unknown,523875.0,1259833.4,missing_price,False,missing_price,,4,8,low_capacity_confidence,villa_or_rental_default_no_capacity_source,True,name_and_property_type_rule_v1,7,high,missing_rating_and_price|missing_any_sentiment|capacity_low_confidence_for_unit_property,manual_or_source_completion,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,1,,,vacation_rental,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,vacation_rental,primary_candidate,True,True,False,False,,False,,,,1
LODGE-00704,Mila's Homestay,mila s homestay,ChoQ0u-OnIrVhNbaARoNL2cvMTFzc2djdGtsdBAC,guest_house,vacation rental,False,False,False,False,-6.7979,107.1674,kbb_tengah_barat,bandung_raya_valid,rough_coordinate_bucket,51.612,,,2.7,,,,,,Jemputan bandara,Bandar Udara Internasional Soekarno–Hatta; RM Empat Dara,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Z26Kmkyh28S4-Gw61eptJ2zDkiELaB5KeiTzOda_09r27KC5l0p_eFHjtdjF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sHrY9VmP2oVsLB5Ip-_d7po4WFPszFWsfHTvud8FTru3ZvzZImnCUquEZUr_G51U7NKkP-EYxNDJtzFSD7XQ8sg,4,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D4265823%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,unavailable,0.65,medium,token::ChoQ0u-OnIrVhNbaARoNL2cvMTFzc2djdGtsdBAC,1,dataset_google-hotels-search-scraper_2026-06-02_04-47-56-242.json,"Rongga, Kabupaten Bandung Barat",HRAW-01687,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,LODGE-00704,155,0.6665036050023326,0.9193590973257004,132.0,0.0,23.0,1.0,0.6477124026713426,Positif,Positif,1.0,high_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.39999999999986,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,amenities_text_rule_v1,False,unknown,unknown,206199.96,394935.0,missing_price,False,missing_price,,1,2,low_capacity_confidence,guest_house_default_per_room,True,name_and_property_type_rule_v1,6,medium,missing_rating_and_price|property_type_maybe_needs_review,manual_or_source_completion,vacation_rental,name_contains_other_property_type_keyword,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,1,,,guest_house,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,guest_house,primary_candidate,True,True,False,False,,False,,,,1
LODGE-00705,Nakula,nakula,ChoQg4GEzOKU95ewARoNL2cvMTF5dG5udmpfMRAC,vacation_rental,vacation rental,False,False,False,False,-7.1114,107.4968,kbb_tengah_barat,bandung_raya_valid,rough_coordinate_bucket,25.442,,,2.4,,,,,12.0,Balkon; Gym; Pemanggang luar ruang; Kolam renang luar; Parkir gratis; Wi-Fi gratis,Bandar Udara Internasional Jawa Barat Kertajati; Tepi Sungai Resto Pasirjambu,https://pix8.agoda.net/hotelImages/50601949/0/9eee09d4eecd03b3b4cc4e46e49749b6.jpg?ce=0,8,https://www.agoda.com/nakula/hotel/bandung-id.html,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,unavailable,0.65,medium,token::ChoQg4GEzOKU95ewARoNL2cvMTF5dG5udmpfMRAC,1,dataset_google-hotels-search-scraper_2026-06-02_06-13-36-364.json,"Pasirjambu, Kabupaten Bandung",HRAW-02606,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,5,amenities_text_rule_v1,False,unknown,unknown,523875.0,1259833.4,missing_price,False,missing_price,,4,8,low_capacity_confidence,villa_or_rental_default_no_capacity_source,True,name_and_property_type_rule_v1,7,high,missing_rating_and_price|missing_any_sentiment|capacity_low_confidence_for_unit_property,manual_or_source_completion,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,2,,,vacation_rental,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,vacation_rental,primary_candidate,True,True,False,False,,False,,,,1
LODGE-00706,Nakula,nakula,ChoQjp2c5-ffpff5ARoNL2cvMTF5Y2t3dnBzdhAC,vacation_rental,vacation rental,False,False,False,False,-7.111,107.4971,kbb_tengah_barat,bandung_raya_valid,rough_coordinate_bucket,25.386,,,2.4,,,,,,TV Kabel; Parkir gratis,Bandar Udara Internasional Jawa Barat Kertajati,https://pix8.agoda.net/hotelImages/50601949/0/a7592c6b73c6c762d43b02dffce5206b.jpg?ce=0&s=312x,1,https://www.bluepillow.com/search/65e2333493553be8f557ddbe?dest=ago&cat=Vacation+rental+(other)&lat=-7.11101&lng=107.49707&language=en,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,unavailable,0.65,medium,token::ChoQjp2c5-ffpff5ARoNL2cvMTF5Y2t3dnBzdhAC,3,dataset_google-hotels-search-scraper_2026-06-02_04-53-48-525.json; dataset_google-hotels-search-scraper_2026-06-02_06-13-36-364.json,"Pasirjambu, Kabupaten Bandung; Sindangkerta, Kabupaten Bandung Barat",HRAW-01812; HRAW-01854; HRAW-02565,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,amenities_text_rule_v1,False,unknown,unknown,523875.0,1259833.4,missing_price,False,missing_price,,4,8,low_capacity_confidence,villa_or_rental_default_no_capacity_source,True,name_and_property_type_rule_v1,7,high,missing_rating_and_price|missing_any_sentiment|capacity_low_confidence_for_unit_property,manual_or_source_completion,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,2,,,vacation_rental,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,vacation_rental,primary_candidate,True,True,False,False,,False,,,,1
LODGE-00707,OYO 3339 Rawabango Costel,oyo 3339 rawabango costel,ChoQ3MXt7efD--mnARoNL2cvMTF4a2dua3Y3axAC,hotel,vacation rental,False,False,False,True,-6.8046,107.1756,kbb_tengah_barat,bandung_raya_valid,rough_coordinate_bucket,50.547,1.0,1.0,2.8,,,,,,,Bandar Udara Internasional Soekarno–Hatta; Ikan Bakar Rawabango Cabang 2,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZuJ3plSs182IFbzi0GLdG7w74hSP1OqG_-zfgPIWgtY-fSRcWqLrKGQ_kJTF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sHrY9VmP2oVsLB5Ip-_d7po4WFPszFWsfHTvAXcFTgN-XvCZQm3CUquEZUr_G51U7AC_LqLq-dlq6oAYlvoptsQ,9,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D5194592%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,-1.0,0.6743,Sangat Negatif,Sangat Positif,low_review_confidence,overall_rating_fallback,0.65,medium,token::ChoQ3MXt7efD--mnARoNL2cvMTF4a2dua3Y3axAC,2,dataset_google-hotels-search-scraper_2026-06-02_04-47-56-242.json; dataset_google-hotels-search-scraper_2026-06-02_06-07-02-077.json,"Cipeundeuy, Kabupaten Bandung Barat; Rongga, Kabupaten Bandung Barat",HRAW-01675; HRAW-02162,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,LODGE-00707,7,0.4802623908902309,0.7349409319284169,6.0,0.0,1.0,1.0,0.5760494826051804,Positif,Positif,0.551508794660226,medium_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.39999999999986,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,missing_amenities_text,False,unknown,unknown,203790.32,344226.44,missing_price,False,missing_price,,1,2,low_capacity_confidence,hotel_default_per_room,True,name_and_property_type_rule_v1,4,medium,missing_price|missing_amenities,complete_amenities_if_needed,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,1,,,hotel,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,hotel,primary_candidate,True,True,False,False,,False,,,,1
LODGE-00708,Patuha Resort,patuha resort,ChkQoqu-puOLgLtqGg0vZy8xMXc3a3Q3cV9wEAI,vacation_rental,vacation rental,False,False,False,False,-7.1339,107.4091,kbb_tengah_barat,bandung_raya_valid,rough_coordinate_bucket,33.413,,,3.2,,,,,,Kolam renang luar; Boleh bawa hewan peliharaan; TV Kabel; Wi-Fi Berbayar,Bandar Udara Internasional Jawa Barat Kertajati; Tepi Sungai Resto Pasirjambu,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZvMK7h3cZ8yATHTOtHMRb4j7vh3DpWpCouSOYNNTTm5SYNRFq--rFVHzBKTF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sHrY9VmP2oVsLB5Ip-_d7po4WFPszFWsfHTvuc45TrtOUvAhAnXCUquEZUr_G51U7Y1d3wfJb_oB7PyUQmIYo9w,5,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D2226941%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,unavailable,0.65,medium,token::ChkQoqu-puOLgLtqGg0vZy8xMXc3a3Q3cV9wEAI,2,dataset_google-hotels-search-scraper_2026-06-02_04-45-15-161.json; dataset_google-hotels-search-scraper_2026-06-02_04-47-56-242.json,"Gununghalu, Kabupaten Bandung Barat; Rongga, Kabupaten Bandung Barat",HRAW-01497; HRAW-01661,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,LODGE-00708,16,0.8343950948875244,0.9016044235536652,15.0,1.0,0.0,1.0,0.6488379589464252,Positif,Positif,0.7514239015988126,high_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.39999999999986,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4,amenities_text_rule_v1,False,unknown,unknown,523875.0,1259833.4,missing_price,False,missing_price,,4,8,low_capacity_confidence,villa_or_rental_default_no_capacity_source,True,name_and_property_type_rule_v1,5,medium,missing_rating_and_price|capacity_low_confidence_for_unit_property,manual_or_source_completion,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,1,,,vacation_rental,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,vacation_rental,primary_candidate,True,True,False,False,,False,,,,1
LODGE-00709,"Penginapan Ciwidey luas 20m2, 2 kasur, 1 k.mandi,",penginapan ciwidey luas 20m2 2 kasur 1 k mandi,ChkQx5qZ2J3TxsQiGg0vZy8xMXg2bHluOGdnEAI,vacation_rental,vacation rental,False,False,False,False,-7.1208,107.4305,kbb_tengah_barat,bandung_raya_valid,rough_coordinate_bucket,30.733,,,3.6,,,,,,Balkon; Dapur; Parkir gratis,Bandar Udara Internasional Jawa Barat Kertajati; Saung Katineung,https://pix8.agoda.net/geo/poi/32542/2_32542_02.jpg?ca=6&ce=1,9,https://www.agoda.com/penginapan-ciwidey-h19080994/hotel/bandung-id.html,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,unavailable,0.65,medium,token::ChkQx5qZ2J3TxsQiGg0vZy8xMXg2bHluOGdnEAI,3,dataset_google-hotels-search-scraper_2026-06-02_04-45-15-161.json; dataset_google-hotels-search-scraper_2026-06-02_04-47-56-242.json; dataset_google-hotels-search-scraper_2026-06-02_04-53-48-525.json,"Gununghalu, Kabupaten Bandung Barat; Rongga, Kabupaten Bandung Barat; Sindangkerta, Kabupaten Bandung Barat",HRAW-01512; HRAW-01678; HRAW-01835,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3,amenities_text_rule_v1,False,unknown,unknown,523875.0,1259833.4,missing_price,False,missing_price,,4,8,low_capacity_confidence,villa_or_rental_default_no_capacity_source,True,name_and_property_type_rule_v1,7,high,missing_rating_and_price|missing_any_sentiment|capacity_low_confidence_for_unit_property,manual_or_source_completion,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,1,,,vacation_rental,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,vacation_rental,primary_candidate,True,True,False,False,,False,,,,1
LODGE-00710,PinkHomestay Ciwidey - Two-Bedroom House,pinkhomestay ciwidey house,ChoQgfiW94mfs4mSARoNL2cvMTF2eV9meG5jdxAC,apartment,vacation rental,False,True,False,False,-7.1458,107.3896,kbb_tengah_barat,bandung_raya_valid,rough_coordinate_bucket,35.864,,,3.4,,,,,,Cocok untuk anak; Boleh bawa hewan peliharaan; Bebas asap rokok; TV Kabel; Parkir gratis,Bandar Udara Internasional Husein Sastranegara; Cafe Cimanggu Forest,https://static.cupid.travel/hotels/333382656.jpg,8,https://www.bluepillow.com/search/68e3d394f93025efada44f86?dest=nuit&cat=Holiday+village+rental&lat=-7.14581&lng=107.38962&language=en,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,unavailable,0.65,medium,token::ChoQgfiW94mfs4mSARoNL2cvMTF2eV9meG5jdxAC,1,dataset_google-hotels-search-scraper_2026-06-02_04-45-15-161.json,"Gununghalu, Kabupaten Bandung Barat",HRAW-01492,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,True,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,5,amenities_text_rule_v1,False,unknown,unknown,352697.0,506700.16,missing_price,False,missing_price,2.0,3,4,high_capacity_confidence,bedroom_count_name_pattern,True,name_and_property_type_rule_v1,11,high,missing_rating_and_price|missing_any_sentiment|looks_like_detail_or_unit_listing|property_type_maybe_needs_review,review_parent_child_or_mark_secondary,guest_house|vacation_rental,name_contains_other_property_type_keyword,villa_or_house_detail,review_parent_child_status,high_attention,,,,,,,review_parent_child_status,needs_parent_child_validation,hold_from_primary_until_parent_child_checked,"nama terlihat detail/unit, perlu cek apakah punya parent",False,False,True,parent_child_validation,P3,"Apakah listing ini properti utama, child/unit, atau duplikat parent?",accept_as_parent|hold_as_child|map_to_parent|drop_if_invalid,hold_as_child,1,,,apartment,needs_parent_child_validation,False,False,False,True,parent_child_validation,False,needs_parent_child_validation,False,False,False,True,parent_child_validation,False,,,vacation_rental,secondary_house_or_cabin_unit,False,True,False,False,,True,secondary_house_or_cabin_unit,House/cabin/homestay lebih cocok sebagai secondary unit/properti rombongan.,PinkHomestay Ciwidey,1
