penginapan_id,name,property_type,property_type_final_after_p3,latitude,longitude,region_bucket,overall_rating,reviews,price_lowest,price_display,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_adjusted_sentiment_label,hotel_review_confidence_label,amenities,primary_image_url,link,data_quality_score,data_quality_label,completion_score,completion_priority,completion_flags,recommended_completion_actions,completion_route,scrape_ready,manual_check_needed,completion_note,primary_exact_name_duplicate_count,primary_exact_name_duplicate_flag
LODGE-01424,Bandung Scenic View W Pool,vacation_rental,vacation_rental,-6.8837,107.5811,kota_bandung,,,314182.0,Rp 314.182,0,,Belum tersedia,missing_review_confidence,Ber-AC; Papan setrika; Dapur; TV Kabel; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/637021355.jpg?k=18f72f0ab80e58a65244c26063d6df28e1025d6dbb34f29653e832a072398642&o=&s=312x,https://www.bluepillow.com/search/67a24412905c444f2d0d9a3f?dest=ago&cat=Vacation+rental+(other)&lat=-6.8837&lng=107.58113&language=en,0.8,high,0.714,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_or_verify_place_rating|scrape_google_maps_reviews_for_sentiment,scrape_place_profile,True,False,Rating/review kosong; perlu profile tempat dulu.,2,True
LODGE-00283,Bumi Castle Luxury Living di Kota Baru Parahyangan,vacation_rental,vacation_rental,-6.8678,107.4542,cimahi_baros_pasteur,,,,,0,,Belum tersedia,missing_review_confidence,Ber-AC; Papan setrika; Dapur; TV Kabel; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/601714401.jpg?k=e3f7de1a2e1cddaba478606cf6db2be2fa463f1a35731267ef508e4de5d88e01&o=&s=312x,https://www.bluepillow.com/search/67a24118905c444f2d0a98c5?dest=ago&cat=Vacation+rental+(other)&lat=-6.86777&lng=107.45422&language=en,0.65,medium,0.571,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,2,True
LODGE-00284,Bumi Castle Luxury Living di Kota Baru Parahyangan,vacation_rental,vacation_rental,-6.8681,107.4545,cimahi_baros_pasteur,,,,,0,,Belum tersedia,missing_review_confidence,Ber-AC; Dapur; Microwave; Kompor; Bebas asap rokok,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlYG65CxyC0DxRRyvo7Jt9zce_W4HaQl1L5wf_JF4vYG9vZzIImfe6fF6tU4gjWcJi0AHV3eFM9sKYdkO9pX-MYcEwAIUwsIfFBdJ5FxzxGhis77DjAthQ==.jpg,https://www.booking.com/hotel/id/bumi-castle-luxury-living-di-kota-baru-parahyangan.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-12885276&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-12885276_grp-0_gendate-20260524,0.65,medium,0.571,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,2,True
LODGE-00635,Camping hutan pinus singkur rahong - Tent,vacation_rental,vacation_rental,-7.1848,107.5474,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,Cocok untuk anak; Perapian; Bebas asap rokok; Parkir gratis,https://static.cupid.travel/hotels/545443034.jpg,https://www.bluepillow.com/search/662643944338d48a8fc77edc?dest=bkng&cat=House&lat=-7.18484&lng=107.54742&language=en,0.7,medium,0.571,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,2,True
LODGE-00679,Camping hutan pinus singkur rahong - Tent,vacation_rental,vacation_rental,-7.1854,107.5475,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,Cocok untuk anak; Bebas asap rokok,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/rooms-large-pictures/545443034.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,https://www.freecancellations.com/search/F2cjQQEGSnYHV1BVXlkEEggLD0w1RAZF?lat=-7.18537&lng=107.54753&language=en,0.65,medium,0.571,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,2,True
LODGE-00896,Cozy Room @ Hallo Tidur by Tio,hotel,hotel,-6.892,107.6053,kota_bandung,3.1,9.0,194509.0,Rp 194.509,0,,Belum tersedia,missing_review_confidence,Outdoor pool; Air conditioning; Kitchen; Smoke-free property,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE9pklkDPfoUh6pGRM2Vt9ReuJ7N_13Kwi1FIh6jz_0_HrSG5eLjh_wvIIhrKIdM-E6e4lcjEicNy4zp2m56b4YnnzRY_tCOAuurilcnlJcIvUEfRk3YVl4yHXhu54QKVDYMec=s10000,http://cozyroomathallotidurbytio.zoombookdirect.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=google_my_business,1.0,high,0.857,P2_sentiment_missing,missing_sentiment,scrape_google_maps_reviews_for_sentiment,scrape_reviews_for_sentiment,True,False,"Rating/harga cukup, tetapi sentiment review belum tersedia.",2,True
LODGE-01241,Cozy Room @ Hallo Tidur by Tio,vacation_rental,vacation_rental,-6.892,107.6053,kota_bandung,2.5131,257.0,245533.0,Rp 245.533,0,,Belum tersedia,missing_review_confidence,Ber-AC; Elevator; Dapur; Kolam renang luar; Bebas asap rokok; TV Kabel,https://images.trvl-media.com/lodging/94000000/93480000/93473100/93473052/4467bdb8_z.jpg,,0.9,high,0.714,P2_sentiment_missing,missing_sentiment|missing_source_link,scrape_google_maps_reviews_for_sentiment|add_source_link,scrape_reviews_for_sentiment,True,True,"Rating/harga cukup, tetapi sentiment review belum tersedia.",2,True
LODGE-00565,Datar Pinus Cabin Mezzanine 18-1,vacation_rental,vacation_rental,-7.1855,107.55,kbb_tengah_barat,,,634604.0,Rp 634.604,0,,Belum tersedia,missing_review_confidence,TV Kabel; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/62943434/0/1821da38bbe97ca8cbe7b551bfb68e7c.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a241fe905c444f2d0b6b3b?dest=ago&cat=Vacation+rental+(other)&lat=-7.18547&lng=107.55004&language=en,0.8,high,0.714,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_or_verify_place_rating|scrape_google_maps_reviews_for_sentiment,scrape_place_profile,True,False,Rating/review kosong; perlu profile tempat dulu.,2,True
LODGE-00687,Datar Pinus Cabin Mezzanine 18-1,vacation_rental,vacation_rental,-7.1854,107.5498,kbb_tengah_barat,,,,,22,0.6469663868167073,Positif,high_review_confidence,Balkon; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/62943434/0/1821da38bbe97ca8cbe7b551bfb68e7c.jpg?ce=0,https://www.agoda.com/datar-pinus-cabin-mezzanine-18-1/hotel/palayangan-id.html,0.65,medium,0.714,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,2,True
LODGE-00290,Dayang Arum Glamping,vacation_rental,vacation_rental,-6.8035,107.5484,cimahi_baros_pasteur,,,,,0,,Belum tersedia,missing_review_confidence,Ber-AC; Dapur; TV Kabel; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/62548031/0/21b81e2b6929861e7f3f5ac098346e84.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a241cc905c444f2d0b4c5c?dest=ago&cat=Vacation+rental+(other)&lat=-6.80355&lng=107.54845&language=en,0.65,medium,0.571,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,2,True
LODGE-00291,Dayang Arum Glamping,vacation_rental,vacation_rental,-6.8036,107.5482,cimahi_baros_pasteur,,,,,0,,Belum tersedia,missing_review_confidence,Balkon; Bak air panas; Pemanggang luar ruang; Parkir gratis,https://pix8.agoda.net/hotelImages/62548031/0/e63622fd4eed673323d7285d021d0c55.jpg?ce=0,https://www.agoda.com/dayang-arum-glamping/hotel/pasirlangu-id.html,0.65,medium,0.571,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,2,True
LODGE-01091,de Java Hotel,hotel,hotel,-6.8889,107.5971,kota_bandung,4.4,4348.0,510866.0,Rp 510.866,17,0.478980013862298,Positif,high_review_confidence,Breakfast; Free Wi-Fi; Free parking; Indoor pool; Air conditioning; Fitness center; Spa; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Business center; Kid-friendly,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/5f/4e/1c/de-java-hotel.jpg?w=2100&h=1400&s=1,http://www.dejavahotel.com/,1.0,high,1.0,OK_complete_enough,,,no_action,True,False,Data primary cukup lengkap untuk baseline.,2,True
LODGE-01630,de Java Hotel,hotel,hotel,-6.8889,107.5971,kota_bandung,4.4,4348.0,,Rp 568.669,0,,Belum tersedia,missing_review_confidence,Spa; Pool; Kid-friendly; Restaurant; Free parking; Room service; Airport shuttle; Fitness center; Free Wi-Fi; Air conditioning,,https://www.google.com/aclk?sa=l&ai=DChsSEwias5mIluWUAxXLLtQBHWkVDu0YACICCAEQBRoCb2E&co=1&gclid=EAIaIQobChMImrOZiJbllAMVyy7UAR1pFQ7tEA0YBiABEgLHZPD_BwE&cid=CAASugHkaA9G-YpBHdfk6sOXZO6crxW1XtxhbnVSyF8f-EXzZUwIgpP-bcV17lobjN4sgWGHSIaR4C2oVKmwfLqfYojGj-gOx3A8O-fitHs37sLb-rr-snRh8Kwu6wuyk6jBBalhEzVYP4WRjfWpJu2_VBmO2tVl0-ihAp0f80XA_y6FXAn-d6XGB2Xqk3nJdxHRF661D8suIsq9FDXyaIzjDp0nSZccXZQ2bnwh1UuTcdCwIx1fyZvcWfWd20g&sig=AOD64_3frWKvI7K7kO8Ed7G1UFqkeMpY2Q&adurl=,0.6,medium,0.571,P1_price_missing,missing_price|missing_sentiment|missing_image,scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|complete_primary_image,scrape_price_or_manual_price,True,False,Harga kosong; filter budget belum kuat.,2,True
LODGE-00006,Desaku Indah Home-stay,vacation_rental,vacation_rental,-6.8002,107.0624,bandung_raya_other,,,302781.0,Rp 302.781,0,,Belum tersedia,missing_review_confidence,Papan setrika; TV Kabel; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/31669633/0/6355306d6278fec78c246dd4447e222c.jpg?ca=29&ce=0&s=312x,https://www.bluepillow.com/search/62de8c21de4e4eebed151a65?dest=ago&cat=Apartment&lat=-6.80023&lng=107.0624&language=en,0.8,high,0.714,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_or_verify_place_rating|scrape_google_maps_reviews_for_sentiment,scrape_place_profile,True,False,Rating/review kosong; perlu profile tempat dulu.,5,True
LODGE-00566,Desaku Indah Home-Stay,vacation_rental,vacation_rental,-6.8118,107.1451,kbb_tengah_barat,,,298686.0,Rp 298.686,0,,Belum tersedia,missing_review_confidence,Cocok untuk anak; Papan setrika; Boleh bawa hewan peliharaan; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/13342511/0/e48ddb31a381c0dcda6940c834ccd311.jpg?ca=29&ce=0&s=312x,https://www.bluepillow.com/search/618288949e3163a56a251afd?dest=ago&cat=Apartment&lat=-6.81177&lng=107.14506&language=en,0.8,high,0.714,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_or_verify_place_rating|scrape_google_maps_reviews_for_sentiment,scrape_place_profile,True,False,Rating/review kosong; perlu profile tempat dulu.,5,True
LODGE-00014,Desaku Indah Home-stay,vacation_rental,vacation_rental,-6.8,107.0623,bandung_raya_other,,,,,0,,Belum tersedia,missing_review_confidence,Balkon; Bak air panas; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/31669633/0/b125874824a51f84461f62300d9ca706.jpg?ca=29&ce=0,https://www.agoda.com/semi-queen-fit-3-or-more/hotel/puncak-id.html,0.65,medium,0.571,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,5,True
LODGE-00689,Desaku Indah Home-Stay,vacation_rental,vacation_rental,-6.8118,107.1454,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,Bak air panas; Boleh bawa hewan peliharaan; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/13342511/0/d7eefe30861004fea16d42e6a2791e05.jpg?ce=0,https://www.agoda.com/beautiful-mountain-view/hotel/cianjur-id.html,0.65,medium,0.571,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,5,True
LODGE-00690,Desaku Indah Home-Stay,vacation_rental,vacation_rental,-6.8118,107.1454,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,Balkon; Bak air panas; Boleh bawa hewan peliharaan; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/13333086/0/de3cea162f14e82b25420a2aca21c6c3.jpg?ca=29&ce=0,https://www.agoda.com/great-home-stay-for-you-who-love-hills-mountain/hotel/cianjur-id.html,0.65,medium,0.571,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,5,True
LODGE-00567,Gede pangrango resort n cafe,vacation_rental,vacation_rental,-6.8115,107.1456,kbb_tengah_barat,,,504301.0,Rp 504.301,21,0.6737579027211446,Positif,high_review_confidence,Dapur; TV Kabel; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/35674737/0/a1bc1766df098c81dbcc1e601863f53e.jpg?ce=0&s=312x,https://www.bluepillow.com/search/639a1b87df5d94a879febbe4?dest=ago&cat=Villa&lat=-6.81153&lng=107.14558&language=en,0.8,high,0.857,P1_rating_reviews_missing,missing_rating_reviews,scrape_or_verify_place_rating,scrape_place_profile,True,False,Rating/review kosong; perlu profile tempat dulu.,2,True
LODGE-00692,Gede pangrango resort n cafe,vacation_rental,vacation_rental,-6.8118,107.1454,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,Balkon; Dapur; Pemanggang luar ruang; Kolam renang luar; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/35674737/0/b6de56413117ecb2ea5bde2ee1f91918.jpg?ce=0,https://www.agoda.com/unnamed-property/hotel/cianjur-id.html,0.65,medium,0.571,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,2,True
LODGE-01252,Grand Sovia Hotel,hotel,hotel,-6.9124,107.6028,kota_bandung,4.2,4356.0,332000.0,Rp 332.000,23,0.6143571800829575,Positif,high_review_confidence,Breakfast; Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Spa; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGsTduDtDY9sB25gOsaTj2YoDTsRjk6Rtc5xsCJuyS3wd4uz8hoS2jnjc9OpX2Z7a3N7bAbpTnXReIOk4Jo9HqF_CT6YS8CkCvslboXQuPg_wu5Ti6TmqbF22wjNUFgvj4XdnON=s10000,,0.9,high,0.857,P3_source_link_missing,missing_source_link,add_source_link,source_link_completion,True,True,"Data cukup, tetapi sumber link perlu dirapikan.",2,True
