penginapan_id,name,property_type,property_type_final_after_p3,latitude,longitude,region_bucket,overall_rating,reviews,price_lowest,price_display,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_adjusted_sentiment_label,hotel_review_confidence_label,amenities,primary_image_url,link,data_quality_score,data_quality_label,completion_score,completion_priority,completion_flags,recommended_completion_actions,completion_route,scrape_ready,manual_check_needed,completion_note,primary_exact_name_duplicate_count,primary_exact_name_duplicate_flag
LODGE-00631,Alma Strawberry ( Home stay ),guest_house,guest_house,-7.1323,107.4169,kbb_tengah_barat,,,732067.0,Rp 732.067,0,,Belum tersedia,missing_review_confidence,Dapur; TV Kabel,https://pix8.agoda.net/hotelImages/64309806/0/cfdaf06afa989a1f6c1b3b113bc4c289.jpg?ce=0,,0.7,medium,0.571,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment|missing_source_link,scrape_or_verify_place_rating|scrape_google_maps_reviews_for_sentiment|add_source_link,scrape_place_profile,True,True,Rating/review kosong; perlu profile tempat dulu.,1,False
LODGE-01575,Kost harian/penginapan peri,guest_house,guest_house,-6.9446,107.5953,kota_bandung,,,142648.0,Rp 142.648,0,,Belum tersedia,missing_review_confidence,Ber-AC; Balkon; TV Kabel; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/geo/poi/141593/2e5d52196bc3ad684899f68bf2a94d2e.jpg?ca=19&ce=1,,0.7,medium,0.571,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment|missing_source_link,scrape_or_verify_place_rating|scrape_google_maps_reviews_for_sentiment|add_source_link,scrape_place_profile,True,True,Rating/review kosong; perlu profile tempat dulu.,1,False
LODGE-01533,Easton Park Naffi Rooms by Mustika,vacation_rental,vacation_rental,-6.936,107.7651,kota_bandung,,,238044.0,Rp 238.044,259,0.6642383551320543,Positif,high_review_confidence,Ber-AC; Kolam renang di dalam ruangan; Mesin cuci; Wi-Fi gratis,https://images.trvl-media.com/lodging/126000000/125170000/125161800/125161763/d8b45dfa_z.jpg,,0.75,high,0.714,P1_rating_reviews_missing,missing_rating_reviews|missing_source_link,scrape_or_verify_place_rating|add_source_link,scrape_place_profile,True,True,Rating/review kosong; perlu profile tempat dulu.,1,False
LODGE-00618,Giri Home & Travel,vacation_rental,vacation_rental,-7.0921,107.4742,kbb_tengah_barat,,,612000.0,Rp 612.000,3,0.6085876439005449,Positif,low_review_confidence,Jemputan bandara; Balkon; Cocok untuk anak; Ranjang bayi; Kolam renang di dalam ruangan; Papan setrika; Dapur; Bebas asap rokok; TV Kabel; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZqJWdtioy1WAqJyvQSsRPwBnzpyLpJ4H6-yyRI7fEnK2zLSp1qpqiIFK_KTF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csYWt6dZQ5HrU9YH_Mi1sOBJIp-_VR0o0tdfMtAxxDIiyYD4BSyNiZqAt1xXDKjOEhYqjEzXNlZvlZr3EwuOHUh4hANmGSisC4h7-DTktP9tNbouiPaQZ4OCFwEhjRY-A8ePJ9Uldy4T87SVhJaCmoaWk-_3XmyoPAZE8kPHeod_SAAmf4E-CeBPDhsV0zjwUDu5-t5UVY5R_5RRfFEiFjkRkZ1hssNTJxnW7sewgFzFLSxQV5-jW3o4VUOpFfwspylPTolWohIHKQ2--S9EjJyBStyyKD0NLZHz3fkbpX8WS37C3jBHX4t8RuMpKRG_D_ID4oEkvkaw_XbdLV0xlmQ6n49De6lX2jmoeDpF9R,,0.75,high,0.714,P1_rating_reviews_missing,missing_rating_reviews|missing_source_link,scrape_or_verify_place_rating|add_source_link,scrape_place_profile,True,True,Rating/review kosong; perlu profile tempat dulu.,1,False
LODGE-00621,OZ Cabin by Farmstay Managel,vacation_rental,vacation_rental,-6.7861,107.1329,kbb_tengah_barat,,,450173.0,Rp 450.173,0,,Belum tersedia,missing_review_confidence,Jemputan bandara; Sarapan gratis; Pemanggang luar ruang; Kolam renang luar; Boleh bawa hewan peliharaan; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://images.trvl-media.com/lodging/124000000/123820000/123814000/123813940/255afb68_z.jpg,,0.75,high,0.571,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment|missing_source_link,scrape_or_verify_place_rating|scrape_google_maps_reviews_for_sentiment|add_source_link,scrape_place_profile,True,True,Rating/review kosong; perlu profile tempat dulu.,2,True
LODGE-00011,Rice Field View,vacation_rental,vacation_rental,-6.837,107.085,bandung_raya_other,,,1339800.0,Rp 1.339.800,0,,Belum tersedia,missing_review_confidence,Balkon; Dapur; Kompor; Boleh bawa hewan peliharaan; Mesin cuci; Parkir gratis,https://images.trvl-media.com/lodging/65000000/64740000/64738200/64738112/a0e85469_z.jpg,,0.75,high,0.571,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment|missing_source_link,scrape_or_verify_place_rating|scrape_google_maps_reviews_for_sentiment|add_source_link,scrape_place_profile,True,True,Rating/review kosong; perlu profile tempat dulu.,2,True
LODGE-00626,Shine River Ciwidey,vacation_rental,vacation_rental,-7.098,107.4822,kbb_tengah_barat,,,729209.0,Rp 729.209,0,,Belum tersedia,missing_review_confidence,Dapur; Pemanggang luar ruang; Kolam renang luar; Parkir gratis; Wi-Fi gratis,https://media.vrbo.com/lodging/97000000/96140000/96137500/96137413/b8c06f03.jpg,,0.75,high,0.571,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment|missing_source_link,scrape_or_verify_place_rating|scrape_google_maps_reviews_for_sentiment|add_source_link,scrape_place_profile,True,True,Rating/review kosong; perlu profile tempat dulu.,3,True
LODGE-00483,Taman Wisata Bougenville by Kozystay,vacation_rental,vacation_rental,-7.111,107.6019,kbb_selatan_baratdaya,,,3602977.0,Rp 3.602.977,0,,Belum tersedia,missing_review_confidence,Kolam renang luar; Bebas asap rokok; Parkir gratis; Wi-Fi gratis,https://images.trvl-media.com/lodging/121000000/120100000/120091300/120091278/5600a19c_z.jpg,,0.75,high,0.571,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment|missing_source_link,scrape_or_verify_place_rating|scrape_google_maps_reviews_for_sentiment|add_source_link,scrape_place_profile,True,True,Rating/review kosong; perlu profile tempat dulu.,3,True
LODGE-00632,Baladewa,vacation_rental,vacation_rental,-7.1114,107.4969,kbb_tengah_barat,,,591120.0,Rp 591.120,0,,Belum tersedia,missing_review_confidence,Balkon; Dapur; Pemanggang luar ruang; Kolam renang luar; TV Kabel; Parkir gratis,https://pix8.agoda.net/hotelImages/55769750/0/7f9f3a594b578fc1549d4500e84c8bb4.jpg?ce=0,,0.7,medium,0.571,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment|missing_source_link,scrape_or_verify_place_rating|scrape_google_maps_reviews_for_sentiment|add_source_link,scrape_place_profile,True,True,Rating/review kosong; perlu profile tempat dulu.,1,False
LODGE-00648,Subali,vacation_rental,vacation_rental,-7.1113,107.4965,kbb_tengah_barat,,,317622.0,Rp 317.622,18,0.6186049006018969,Positif,high_review_confidence,Balkon; Pemanggang luar ruang; Kolam renang luar; TV Kabel; Parkir gratis,https://pix8.agoda.net/hotelImages/55648897/0/221aa01068ffe83c0a0eeebd10c72778.jpg?ce=0&s=312x,,0.7,medium,0.714,P1_rating_reviews_missing,missing_rating_reviews|missing_source_link,scrape_or_verify_place_rating|add_source_link,scrape_place_profile,True,True,Rating/review kosong; perlu profile tempat dulu.,1,False
LODGE-00839,Villa Bumisoka,villa,villa,-6.7124,107.5322,kbb_utara_lembang_parongpong_cisarua,,,1181818.0,Rp 1.181.818,3,0.6094801674228741,Positif,low_review_confidence,Dapur; Kompor; Teras; Bebas asap rokok; TV Kabel; Parkir gratis,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/hotels/499723385.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,,0.75,high,0.714,P1_rating_reviews_missing,missing_rating_reviews|missing_source_link,scrape_or_verify_place_rating|add_source_link,scrape_place_profile,True,True,Rating/review kosong; perlu profile tempat dulu.,1,False
LODGE-00629,Villa Feridys,villa,villa,-7.0896,107.5548,kbb_tengah_barat,,,2384183.0,Rp 2.384.183,34,0.6398921208783861,Positif,high_review_confidence,Papan setrika; Dapur; Microwave; Kompor; Boleh bawa hewan peliharaan; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis,https://images.trvl-media.com/lodging/126000000/125430000/125421800/125421729/e836c51b_z.jpg,,0.75,high,0.714,P1_rating_reviews_missing,missing_rating_reviews|missing_source_link,scrape_or_verify_place_rating|add_source_link,scrape_place_profile,True,True,Rating/review kosong; perlu profile tempat dulu.,3,True
LODGE-00630,Villa Situ Patenggang BKSDA,villa,villa,-7.1637,107.3577,kbb_tengah_barat,,,332270.0,Rp 332.270,0,,Belum tersedia,missing_review_confidence,Dapur; Pemanggang luar ruang; Bebas asap rokok; TV Kabel; Parkir gratis,https://media.vrbo.com/lodging/122000000/121700000/121696300/121696246/93e4c30d.jpg,,0.75,high,0.571,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment|missing_source_link,scrape_or_verify_place_rating|scrape_google_maps_reviews_for_sentiment|add_source_link,scrape_place_profile,True,True,Rating/review kosong; perlu profile tempat dulu.,3,True
LODGE-00661,dr stable villa,villa,villa,-6.8118,107.1451,kbb_tengah_barat,,,593978.0,Rp 593.978,0,,Belum tersedia,missing_review_confidence,Balkon; Cocok untuk anak; Papan setrika; Dapur; Pemanggang luar ruang; Kolam renang luar; TV Kabel; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/62518054/0/042e5e7c69d4e4be70d9d3a8ff487989.jpg?ce=0,,0.7,medium,0.571,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment|missing_source_link,scrape_or_verify_place_rating|scrape_google_maps_reviews_for_sentiment|add_source_link,scrape_place_profile,True,True,Rating/review kosong; perlu profile tempat dulu.,1,False
LODGE-00199,Cluster Harris Home Stay & Kos,guest_house,guest_house,-6.8953136,107.538659,cimahi_baros_pasteur,4.3,349.0,,,0,,Belum tersedia,missing_review_confidence,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Kid-friendly",https://cdn.worldota.net/t/1024x768/content/8c/c6/8cc6292874246a8d7afc21f5ca97f8676a831840.jpeg,,0.76,high,0.571,P1_price_missing,missing_price|missing_sentiment|missing_source_link,scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|add_source_link,scrape_price_or_manual_price,True,True,Harga kosong; filter budget belum kuat.,1,False
LODGE-01540,Hotel Sepuluh Candrawulan @ Guest House,guest_house,guest_house,-6.9446,107.6346,kota_bandung,4.2,75.0,,,13,0.6560958418355545,Positif,medium_review_confidence,Air conditioning,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7zI3h7loaQC4D5yS7Imp1YhYNZZ4RoFwxvJd_4CNNYGvV_NiVusZGXQX--DfAkUVRC4ujfQFwnVb_WE3nydNg7seolyj8sRThEHcvDZQI66O7NpXUkdu94A7S3aXHqMrLUyo=s10000,,0.75,high,0.714,P1_price_missing,missing_price|missing_source_link,scrape_google_hotels_or_manual_price|add_source_link,scrape_price_or_manual_price,True,True,Harga kosong; filter budget belum kuat.,1,False
LODGE-01594,Zatarana Guest House Syariah,guest_house,guest_house,-6.8956,107.6198,kota_bandung,4.1,76.0,,,17,0.5088774631293486,Positif,high_review_confidence,Free Wi-Fi; Free parking; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKyMBZ0CLthKxbAbecbwI3rie1uD2DK2U2k-Dwpo3Y512-5xlQfRwafRliOIiDCORbd-tOwaXmRim8TAqlr63k5ySgTwoNgoCJbF45NXFoiRlV4ZGN17z5mn0CRkPkamc5ftrt=s10000,,0.7,medium,0.714,P1_price_missing,missing_price|missing_source_link,scrape_google_hotels_or_manual_price|add_source_link,scrape_price_or_manual_price,True,True,Harga kosong; filter budget belum kuat.,1,False
LODGE-01582,Rumah Nenekoe Guest House,guest_house,guest_house,-6.9345,107.6213,kota_bandung,4.6,68.0,,,16,0.6694373088086286,Positif,high_review_confidence,Free Wi-Fi; Free parking,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFO0PB-6o9Kqf5a5_-t7vz4N71KM1nuprzfxQG5dVNOpitFpkBfyARvWu5OYiqnqDkDoNXUdArQgYhK2p6iKmHVFsJ33tVpX5aSZ70DtY3vmJXpRq35z_cz8o5lxSXSrhEWC_XHaQ=s10000,,0.7,medium,0.714,P1_price_missing,missing_price|missing_source_link,scrape_google_hotels_or_manual_price|add_source_link,scrape_price_or_manual_price,True,True,Harga kosong; filter budget belum kuat.,1,False
LODGE-01567,Guest House Panyawangan,guest_house,guest_house,-6.9312,107.6244,kota_bandung,4.2,43.0,,,14,0.5216832578789768,Positif,medium_review_confidence,Kid-friendly,https://cdn.worldota.net/t/1024x768/content/9c/f4/9cf483b1a07981c9e9f9c882aecb9b8e79f070d9.jpeg,,0.7,medium,0.714,P1_price_missing,missing_price|missing_source_link,scrape_google_hotels_or_manual_price|add_source_link,scrape_price_or_manual_price,True,True,Harga kosong; filter budget belum kuat.,1,False
LODGE-01568,Guest House Rumah Tawa 2,guest_house,guest_house,-6.9304,107.6219,kota_bandung,4.5,34.0,,,18,0.6644478327691097,Positif,high_review_confidence,Free Wi-Fi; Free parking; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOZuodPFqB5UEk6-OrXb3kT93dZNhhIlLrvmS7VVyElipUbfQBRBxTsQKjfur41P5NZOCZUnpaxvTyb7m90PV8YHAT7fnGHZbkPuefW6AJjVbGYYjphNV-1wb9oWPUCYEiK-i9=s10000,,0.7,medium,0.714,P1_price_missing,missing_price|missing_source_link,scrape_google_hotels_or_manual_price|add_source_link,scrape_price_or_manual_price,True,True,Harga kosong; filter budget belum kuat.,1,False
LODGE-00343,The Cordyline Guesthouse,guest_house,guest_house,-6.8629441,107.563801,cimahi_baros_pasteur,4.3,149.0,,,14,0.5809986297799359,Positif,medium_review_confidence,"Free Wi-Fi, Free parking, Accessible, Smoke-free property",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFT92l-D7Div_7PC0K1RMTV_ZjeX8LaIZYHIK-J6z9SUfbXqIPzRp9KyReVqLOHwdTSOPsP1fov33RWfLFr0yKEPA_bZtzdDv0qZ_uV3JuHOse6zAP0Aw_EGdPXlMkQf9PeUKRVMQ=s10000,,0.64,medium,0.714,P1_price_missing,missing_price|missing_source_link,scrape_google_hotels_or_manual_price|add_source_link,scrape_price_or_manual_price,True,True,Harga kosong; filter budget belum kuat.,1,False
LODGE-00341,Sukaraja Guest House Bandung,guest_house,guest_house,-6.8917943,107.5694466,cimahi_baros_pasteur,4.4,68.0,,,16,0.614392454224134,Positif,high_review_confidence,"Free Wi-Fi, Free parking, Accessible, Smoke-free property",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcv00fP2HSRi6NfLPx9ZLR_elNpEn4YwPZSzUt2ngjb-gyOfnWNsScu1MsKnn7gBEZVURQ2v4-W_jwMrhCh1bwFFuFP8h68MPJdzBAS1KsX6XdiyRdlCvSd5ArvCL8tif_3cC9=s10000,,0.64,medium,0.714,P1_price_missing,missing_price|missing_source_link,scrape_google_hotels_or_manual_price|add_source_link,scrape_price_or_manual_price,True,True,Harga kosong; filter budget belum kuat.,1,False
LODGE-00346,Salsabila Guest House,guest_house,guest_house,-6.8871632,107.5223337,cimahi_baros_pasteur,4.5,51.0,,,15,0.5619374412361974,Positif,medium_review_confidence,Air conditioning,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtzwIirl0PehO0HJdbrp7GczdtxCm3nRkeEzfgCBLoAjl9cpomfTKxBLoE0HnuqBtu_NXHre4r_LOpxm_ZeLEzYIVfG-C-Cq3ijVRjyUlte4e1pj4Xm6_TQDKK6N0YynOFDEaS=s10000,,0.62,medium,0.714,P1_price_missing,missing_price|missing_source_link,scrape_google_hotels_or_manual_price|add_source_link,scrape_price_or_manual_price,True,True,Harga kosong; filter budget belum kuat.,1,False
LODGE-00400,Padasuka Kost & Homestay,guest_house,guest_house,-6.8759999,107.5251134,cimahi_baros_pasteur,4.3,106.0,,,13,0.6230549948776898,Positif,medium_review_confidence,"Wi-Fi, Free parking, Air conditioning",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGFSPpHd3SkEQG6NqFj_LQUm7l-FDutIakTJkLB63kpmRIzwIwXnqv9Ayg9xpGbkbGOf6N2WMlGUEw6tAsQmp8rGbA9kztf4b9qdQqlgowdjz_Yc8_WUM3DYlE5jgXk9UItSj92=s10000,,0.58,medium,0.714,P1_price_missing,missing_price|missing_source_link,scrape_google_hotels_or_manual_price|add_source_link,scrape_price_or_manual_price,True,True,Harga kosong; filter budget belum kuat.,1,False
LODGE-00394,Guest House Jabu Rosmina,guest_house,guest_house,-6.8658788,107.5383544,cimahi_baros_pasteur,4.1,40.0,,,13,0.5591927281640686,Positif,medium_review_confidence,Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEpAuAw8IozX5NVFlixu72XJuqKgELmKgN5LHYeoB00Ryowugu8oA9iULHSD8cV0e6S3nIqjw57fh1DYRbaKySFF04PM23DOkMS4xW9mIwotpnrFxzUVdbdolCzfR0QnANUnz8B=s10000,,0.58,medium,0.714,P1_price_missing,missing_price|missing_source_link,scrape_google_hotels_or_manual_price|add_source_link,scrape_price_or_manual_price,True,True,Harga kosong; filter budget belum kuat.,1,False
LODGE-00397,Light Home Kost,guest_house,guest_house,-6.8892346,107.5798251,cimahi_baros_pasteur,4.5,28.0,,,14,0.656067244478423,Positif,medium_review_confidence,"Free Wi-Fi, Free parking, Smoke-free property",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGrpd0iMWq32UoPK0cQF-SlMfIUqVeeKJzEmUSn7xXWu0hPmCacZ1eTXSMB4Jo8v5W9eV0QPB8exlduU7tEDex7y7-a6zXTf6CDfhmCHWgTbese4PpdQgeyy3idQSS1q0vf4nXxgA=s10000,,0.58,medium,0.714,P1_price_missing,missing_price|missing_source_link,scrape_google_hotels_or_manual_price|add_source_link,scrape_price_or_manual_price,True,True,Harga kosong; filter budget belum kuat.,1,False
LODGE-01634,My Family Guest House,guest_house,guest_house,-6.9021,107.6133,kota_bandung,4.4,7.0,,,0,,Belum tersedia,missing_review_confidence,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqnjqHwSYXqhxRx_NfkQV4XDsTmupOXezXQxYRTSW3_OSz60sxSTRrwIex1KUgvH9URUiU95r9pICroTir6hgq2jz0rQVRFrwxdiGmoKq5vyo7NnBiXdeO6wX_rax0lo6F_uhkFN6x70Q=s10000,,0.55,medium,0.429,P1_price_missing,missing_price|missing_sentiment|missing_amenities|missing_source_link,scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|complete_amenities|add_source_link,scrape_price_or_manual_price,True,True,Harga kosong; filter budget belum kuat.,1,False
LODGE-01632,Kost Flores,guest_house,guest_house,-6.9082,107.618,kota_bandung,5.0,6.0,,,0,,Belum tersedia,missing_review_confidence,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAESYr9ef9xguI7amuIxEjrE5PfEiN7VfvNtupXi6sIp_dkNpAICt11PKYOD65URGQWIYTMO8t8x55UsFvMT3gHOuoRlM9Ep7ctVmisZKj6iim3P0dnDPnkKoSfeyTwaJr0feRZ9Xw=s10000,,0.55,medium,0.429,P1_price_missing,missing_price|missing_sentiment|missing_amenities|missing_source_link,scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|complete_amenities|add_source_link,scrape_price_or_manual_price,True,True,Harga kosong; filter budget belum kuat.,1,False
LODGE-01633,Kost Sakgan48,guest_house,guest_house,-6.9262,107.61,kota_bandung,4.8,4.0,,,2,0.6014091126765337,Positif,low_review_confidence,,https://lh5.googleusercontent.com/p/4bKGRyn61bSVTQsPGATm4A=s10000,,0.55,medium,0.571,P1_price_missing,missing_price|missing_amenities|missing_source_link,scrape_google_hotels_or_manual_price|complete_amenities|add_source_link,scrape_price_or_manual_price,True,True,Harga kosong; filter budget belum kuat.,1,False
