hotel_training_id,property_token,duplicate_occurrence_count,source_pages,source_file,source_page_number,search_timestamp,query,gl,hl,currency,check_in_date,check_out_date,adults,children,vacation_rentals_search,search_total_results,search_properties_count,search_pages_processed,raw_type,property_segment,name,latitude,longitude,coordinate_available,link,check_in_time,check_out_time,price_lowest,price_before_taxes_fees,total_price_lowest,total_price_before_taxes_fees,price_source_count,price_sources,overall_rating,reviews,location_rating,rating_sentiment_score,adjusted_rating_sentiment_score,rating_sentiment_label,adjusted_rating_sentiment_label,review_confidence_label,review_count_p95,rating_sentiment_source,rating_sentiment_model_version,rating_sentiment_prior_score,rating_sentiment_shrinkage_strength,amenities,amenities_count,excluded_amenities,excluded_amenities_count,essential_info,essential_info_count,nearby_place_names,nearby_places_count,primary_image_url,image_count,coordinate_available_flag,rating_available,price_available,amenities_available,image_available,source_link_available,checkin_checkout_available,nearby_places_available,data_quality_score,prices_json,nearby_places_json,health_and_safety_json,generated_at
HTRAIN-0107,ChkQzsOYlsaJivUkGg0vZy8xMXo3bXR3eDNxEAI,1,7,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,7,2026-06-01T15:03:04.670720,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,villa,Chamomile Hill View Villa 6 bedrooms with a private swimming pool and movie room - Villa with Private Pool,-6.866,107.6359,True,,14.00,12.00,9573643,9573643,9573643,9573643,1,freecancellations.com,5,2,,1.0,0.4914,Sangat Positif,Positif,low_review_confidence,131.0,overall_rating_fallback,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Ber-AC; Cocok untuk anak; Ranjang bayi; Elevator; Gym; Papan setrika; Dapur; Microwave; Kolam renang luar; Kompor; TV Kabel; Mesin cuci; Parkir gratis,13,Tidak menyediakan jemputan bandara; Tidak ada kolam renang di dalam ruangan; Tidak ada Wi-Fi,3,Seluruh vila; 12 orang; 6 kamar tidur; 6 kamar mandi; 6 tempat tidur,5,,0,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/hotels/568945801.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,9,True,True,True,True,True,False,True,False,0.85,"[{""source"":""freecancellations.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/13148659453950554256.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 9.573.643"",""extracted_lowest"":9573643}}]",,"{""groups"":[{""title"":""Minimized contact"",""list"":[{""title"":""No-contact check-in and check-out"",""available"":true}]}]}",2026-06-02T03:19:26.009893Z
HTRAIN-0108,ChkQudTf-KqQ0b4VGg0vZy8xMXR4cW10cm05EAI,1,7,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,7,2026-06-01T15:03:04.670720,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,apartment,Cozy 2BR Apartment @ Newton Residence By Travelio,-6.95,107.6365,True,,14.00,12.00,537070,504974,537070,504974,1,Vio.com,3.475,2,3.6,0.2375,0.4621,Positif,Positif,low_review_confidence,131.0,overall_rating_fallback,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Ber-AC; Ranjang bayi; Dapur; Kompor; Bebas asap rokok; TV Kabel; Parkir gratis; Wi-Fi Berbayar,8,Tidak menyediakan jemputan bandara; Tidak memiliki akses ke pantai; Tidak ada lift; Tidak memiliki perapian; Tidak memiliki gym; Tak ada bak air panas; Tidak ada microwave; Tidak boleh membawa hewan; Tidak dapat diakses pengguna kursi roda,9,Apartemen lengkap; 3 orang; 2 kamar tidur; 1 kamar mandi; 3 tempat tidur,5,Swadharma BNI; Bandar Udara Internasional Jawa Barat Kertajati; Bijan Restoran Nusantara,3,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Z0rHyriAOqm9rNhGfH6dX7jXHtSX-I6GgrT34C5XngZiXTBx21q3VNA3jFzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4zevBhQ3nG9m-EOZqme2GQVKPhO30Ezy-itqptPakq_68O59snXY1hqsf1XvqubfAc7FBNoATSIY-U-eZE9Rgh64AZ_KQd1YCKf1OkgjSFbGZuMnA3NVgOR,9,True,True,True,True,True,False,True,True,0.9,"[{""source"":""Vio.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/4215705592604686762.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 537.070"",""extracted_lowest"":537070,""before_taxes_fees"":""Rp 504.974"",""extracted_before_taxes_fees"":504974}}]","[{""name"":""Swadharma BNI"",""transportations"":[{""type"":""Walking"",""duration"":""3 mnt""}]},{""name"":""Bandar Udara Internasional Jawa Barat Kertajati"",""transportations"":[{""type"":""Taxi"",""duration"":""1 j 21 mnt""},{""type"":""Public transport"",""duration"":""4 j 11 mnt""}]},{""name"":""Bijan Restoran Nusantara""}]",,2026-06-02T03:19:26.009893Z
HTRAIN-0109,ChoQ6Pb6lv_84fnWARoNL2cvMTFuaHhtZzd4MhAC,1,7,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,7,2026-06-01T15:03:04.670720,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,guest_house,Dagope Homestay,-6.8266,107.6715,True,,14.00,11.00,213615,194180,213615,194180,1,Expedia.dk,5,1,,1.0,0.4815,Sangat Positif,Positif,low_review_confidence,131.0,overall_rating_fallback,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Bebas asap rokok; Parkir gratis; Wi-Fi gratis,3,Tidak ber-AC; Tidak menyediakan jemputan bandara; Tidak memiliki akses ke pantai; Tidak ada lift; Tidak memiliki perapian; Tidak memiliki gym; Tak ada bak air panas; Tidak ada kolam renang di dalam ruangan; Tidak ada dapur; Tidak ada microwave; Tidak ada kolam renang di luar ruangan; Tidak boleh membawa hewan; Tidak ada TV kabel; Tidak dapat diakses pengguna kursi roda,14,Seluruh vila; 2 orang; 1 kamar tidur; 4 kamar mandi; 1 tempat tidur,5,,0,https://images.trvl-media.com/lodging/129000000/128860000/128859500/128859421/a11df9f1_z.jpg,9,True,True,True,True,True,False,True,False,0.85,"[{""source"":""Expedia.dk"",""logo"":""https://www.gstatic.com/travel-hotels/branding/12590129945800583137.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 213.615"",""extracted_lowest"":213615,""before_taxes_fees"":""Rp 194.180"",""extracted_before_taxes_fees"":194180}}]",,,2026-06-02T03:19:26.009893Z
HTRAIN-0110,ChoQ--Ovy-_C0d3fARoNL2cvMTF5cV85ZzVmMBAC,1,7,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,7,2026-06-01T15:03:04.670720,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,apartment,High Livin Apartment Asia Afrika,-6.9239,107.6177,True,,14.00,11.00,197033,197033,197033,197033,1,Bluepillow.com,3.8,810,4.8,0.4,0.4196,Positif,Positif,high_review_confidence,131.0,overall_rating_fallback,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Ber-AC; Elevator; Dapur; Kolam renang luar; Bebas asap rokok; TV Kabel; Parkir gratis,7,Tidak menyediakan jemputan bandara; Tidak memiliki akses ke pantai; Tidak memiliki perapian; Tidak memiliki gym; Tak ada bak air panas; Tidak ada kolam renang di dalam ruangan; Tidak ada microwave; Tidak boleh membawa hewan; Tidak dapat diakses pengguna kursi roda; Tidak ada Wi-Fi,10,Apartemen lengkap; 2 orang; 1 kamar tidur; 2 kamar mandi; 1 tempat tidur,5,Karapitan - Lengkong Kecil; Bandar Udara Internasional Jawa Barat Kertajati; Hidden Gem Lengkong Alit,3,https://static.cupid.travel/hotels/ex_9c7e7f86_z.jpg,9,True,True,True,True,True,False,True,True,0.9,"[{""source"":""Bluepillow.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/190ff319-d0fd-4c45-bfc8-bad6f5f395f2.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 197.033"",""extracted_lowest"":197033},""free_cancellation"":true,""free_cancellation_until_date"":""18 Jun""}]","[{""name"":""Karapitan - Lengkong Kecil"",""transportations"":[{""type"":""Walking"",""duration"":""5 mnt""}]},{""name"":""Bandar Udara Internasional Jawa Barat Kertajati"",""transportations"":[{""type"":""Taxi"",""duration"":""1 j 40 mnt""},{""type"":""Public transport"",""duration"":""3 j 20 mnt""}]},{""name"":""Hidden Gem Lengkong Alit"",""transportations"":[{""type"":""Walking"",""duration"":""10 mnt""}]}]","{""groups"":[{""title"":""Enhanced cleaning"",""list"":[{""title"":""Disinfectant used to clean the property"",""available"":true}]}]}",2026-06-02T03:19:26.009893Z
HTRAIN-0111,ChkQj5e0vN_F579bGg0vZy8xMXk1emN5NV84EAI,1,7,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,7,2026-06-01T15:03:04.670720,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,apartment,Homey 3Br Apartment At Braga City Walk,-6.9177,107.6093,True,,14.00,12.00,1070487,968892,1070487,968892,1,freecancellations.com,5,26,4.8,1.0,0.652,Sangat Positif,Sangat Positif,low_review_confidence,131.0,overall_rating_fallback,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Elevator; Dapur; Kompor; Bebas asap rokok; Wi-Fi gratis,5,Tidak ber-AC; Tidak menyediakan jemputan bandara; Tidak memiliki akses ke pantai; Tidak memiliki perapian; Tidak memiliki gym; Tak ada bak air panas; Tidak ada kolam renang di dalam ruangan; Tidak ada microwave; Tidak ada kolam renang di luar ruangan; Tidak boleh membawa hewan; Tidak ada TV kabel; Tidak dapat diakses pengguna kursi roda; Tanpa parkir,13,Apartemen lengkap; 5 orang; 3 kamar tidur; 2 kamar mandi; 3 tempat tidur; 8 m²,6,Jalan Braga Gang Cikapundung; Bandar Udara Internasional Jawa Barat Kertajati; Braga Permai Bandung,3,https://pix8.agoda.net/hotelImages/38345978/0/77c7093a7a4a5fac9a143fca4547645a.jpeg?ce=0,9,True,True,True,True,True,False,True,True,0.9,"[{""source"":""freecancellations.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/13148659453950554256.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 1.891.513"",""extracted_lowest"":1891513}}]","[{""name"":""Jalan Braga Gang Cikapundung"",""transportations"":[{""type"":""Walking"",""duration"":""5 mnt""}]},{""name"":""Bandar Udara Internasional Jawa Barat Kertajati"",""transportations"":[{""type"":""Taxi"",""duration"":""1 j 40 mnt""},{""type"":""Public transport"",""duration"":""3 j 20 mnt""}]},{""name"":""Braga Permai Bandung"",""transportations"":[{""type"":""Walking"",""duration"":""5 mnt""}]}]","{""groups"":[{""title"":""Enhanced cleaning"",""list"":[{""title"":""Disinfectant used to clean the property"",""available"":true}]}]}",2026-06-02T03:19:26.009893Z
HTRAIN-0112,ChoQl6X1-u6bzODzARoNL2cvMTFuYm1wcDY2eBAC,1,7,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,7,2026-06-01T15:03:04.670720,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,villa,Kirei Villa - Villa Mewah Dago,-6.8674,107.6396,True,,15.00,12.00,1818182,1636364,1818182,1636364,1,Booking.com,4.3,37,,0.65,0.5472,Sangat Positif,Positif,medium_review_confidence,131.0,overall_rating_fallback,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Ber-AC; Balkon; Cocok untuk anak; Bak air panas; Papan setrika; Dapur; Microwave; Pemanggang luar ruang; Kompor; Boleh bawa hewan peliharaan; Bebas asap rokok; TV Kabel; Mesin cuci; Parkir gratis; Wi-Fi gratis,15,Tidak menyediakan jemputan bandara; Tidak ada ranjang bayi; Tidak ada lift; Tidak memiliki gym; Tidak ada penghangat; Tidak ada kolam renang di dalam ruangan; Tidak ada kolam renang di luar ruangan; Tidak ada teras; Tidak dapat diakses pengguna kursi roda,9,Seluruh vila; 10 orang; 3 kamar tidur; 4 kamar mandi; 5 tempat tidur; 400 m²,6,,0,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzHeFE2XdDjE8kXrCnCN9jfI--BvdFMACe5geAjzuvn9cdsEyXwWCND6Tljd2aar7kQAH2MmDmvo6T8MjekgiopJa0n6Wc0de0z6BD-AHMQ==.jpg,9,True,True,True,True,True,False,True,False,0.85,"[{""source"":""Booking.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/61aadbe1-e141-4d2e-a831-b6a18727e130.png"",""num_guests"":10,""rate_per_night"":{""lowest"":""Rp 1.818.182"",""extracted_lowest"":1818182,""before_taxes_fees"":""Rp 1.636.364"",""extracted_before_taxes_fees"":1636364}}]",,,2026-06-02T03:19:26.009893Z
HTRAIN-0113,ChkQ28X7gK3PpMJCGg0vZy8xMXo2YmNrZGxxEAI,2,7;24,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,7,2026-06-01T15:03:04.670720,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,room_level_listing,Little Mykonos - Standard Queen Room,-6.9111,107.6059,True,https://www.bluepillow.com/search/65cabbdb671b07d23c6f6b63/922067704?dest=bkng&cat=House&lat=-6.91109&lng=107.60589&language=en,15.00,12.00,529046,529046,529046,529046,1,Bluepillow.com,4.5,8,,0.75,0.5096,Sangat Positif,Positif,low_review_confidence,131.0,overall_rating_fallback,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Ber-AC; Ranjang bayi; Elevator; Gym; Papan setrika; Dapur; Bebas asap rokok; TV Kabel; Mesin cuci; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis,12,Tidak menyediakan jemputan bandara,1,Rumah lengkap; 2 orang; 1 kamar tidur; 1 kamar mandi; 1 tempat tidur,5,,0,https://static.cupid.travel/hotels/407770707.jpg,9,True,True,True,True,True,True,True,False,0.95,"[{""source"":""Bluepillow.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/190ff319-d0fd-4c45-bfc8-bad6f5f395f2.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 529.046"",""extracted_lowest"":529046},""free_cancellation"":true,""free_cancellation_until_date"":""29 Jun"",""free_cancellation_until_time"":""16.59""}]",,,2026-06-02T03:19:26.009893Z
HTRAIN-0114,ChoQ66XisKzwhayEARoNL2cvMTFuYnpzbjJiMBAC,1,7,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,7,2026-06-01T15:03:04.670720,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,villa,Nata Villa Syariah close to Telkom,-7.0024,107.6523,True,,14.00,11.00,650000,585000,650000,585000,1,Booking.com,4.4357,7,,0.7178,0.5014,Sangat Positif,Positif,low_review_confidence,131.0,overall_rating_fallback,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Ber-AC; Cocok untuk anak; Papan setrika; Dapur; Microwave; Kompor; Boleh bawa hewan peliharaan; Bebas asap rokok; TV Kabel; Mesin cuci; Parkir gratis,11,Tidak menyediakan jemputan bandara; Tidak ada ranjang bayi; Tidak ada lift; Tidak memiliki gym; Tidak ada penghangat; Tidak ada alat panggang luar ruangan; Tidak ada teras; Tidak dapat diakses pengguna kursi roda; Tidak ada Wi-Fi,9,Seluruh cottage; 4 orang; 2 kamar tidur; 2 kamar mandi; 4 tempat tidur; 60 m²,6,,0,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzDh28qyvk6009AyW3r0q-djD-xxImXuquX1hFEPoSKdYTyAO9KGtvFvroAy6GQ0MGJWeh14h54iXaQtO6vU9H4_oBg4AesHquk9UF-cCuQ==.jpg,9,True,True,True,True,True,False,True,False,0.85,"[{""source"":""Booking.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/61aadbe1-e141-4d2e-a831-b6a18727e130.png"",""num_guests"":4,""rate_per_night"":{""lowest"":""Rp 650.000"",""extracted_lowest"":650000,""before_taxes_fees"":""Rp 585.000"",""extracted_before_taxes_fees"":585000},""free_cancellation"":true,""free_cancellation_until_date"":""26 Jun"",""free_cancellation_until_time"":""23.59""}]",,,2026-06-02T03:19:26.009893Z
HTRAIN-0115,ChkQuf_Fppe9h9lGGg0vZy8xMXo0c2M3cG5nEAI,1,7,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,7,2026-06-01T15:03:04.670720,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,guest_house,Radio Backpacker Guesthouse Syariah - Deluxe Room,-6.8913,107.5666,True,https://www.bluepillow.com/search/68e3de0ef93025efadadfe36?dest=nuit&cat=&lat=-6.89131&lng=107.56661&language=en,,,112514,112514,112514,112514,1,Bluepillow.com,,,,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,131.0,unavailable,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Ber-AC; Cocok untuk anak; Dapur; Bebas asap rokok; Parkir gratis; Wi-Fi gratis,6,Tidak menyediakan jemputan bandara,1,Rumah lengkap; 2 orang; 5 kamar tidur; 1 kamar mandi; 1 tempat tidur,5,,0,https://static.cupid.travel/hotels/622051199.jpg,9,True,False,True,True,True,True,False,False,0.75,"[{""source"":""Bluepillow.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/190ff319-d0fd-4c45-bfc8-bad6f5f395f2.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 112.514"",""extracted_lowest"":112514},""free_cancellation"":true,""free_cancellation_until_date"":""27 Jun""}]",,,2026-06-02T03:19:26.009893Z
HTRAIN-0116,ChkQgN_ug_q8oOxfGg0vZy8xMW5oZmRxNnQ5EAI,1,7,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,7,2026-06-01T15:03:04.670720,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,vacation_rental,Rehat at Paskal Pelangi,-6.9099,107.598,True,https://www.bluepillow.com/search/68115fd3a74f8eb5bd2a63f1?dest=bpex&cat=&lat=-6.90988&lng=107.59799&language=en,,,161727,161727,161727,161727,1,Bluepillow.com,,,,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,131.0,unavailable,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Ber-AC,1,Tanpa parkir; Tidak ada Wi-Fi,2,Rumah lengkap; 2 orang; 1 kamar tidur; 1 kamar mandi; 1 tempat tidur,5,,0,https://images.trvl-media.com/lodging/115000000/114180000/114176000/114175986/f5e75070.jpg?impolicy=ccrop&w=1000&h=666&q=medium,9,True,False,True,True,True,True,False,False,0.75,"[{""source"":""Bluepillow.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/190ff319-d0fd-4c45-bfc8-bad6f5f395f2.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 161.727"",""extracted_lowest"":161727},""free_cancellation"":true,""free_cancellation_until_date"":""1 Jul"",""free_cancellation_until_time"":""18.00""}]",,,2026-06-02T03:19:26.009893Z
HTRAIN-0117,ChoQsPGCiu_F_t7SARoNL2cvMTFtc3RuczFqcRAC,1,7,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,7,2026-06-01T15:03:04.670720,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,apartment,Studio Gateway Pasteur By Kevin Property Topaz A,-6.8893,107.5664,True,https://www.agoda.com/gateway-pasteur-apartment-by-kevin-h9522952/hotel/bandung-id.html,14.00,12.00,292204,265640,292204,265640,1,Agoda,,,3.1,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,131.0,unavailable,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Balkon; Elevator; Dapur; Kolam renang luar; Mesin cuci; Parkir berbayar; Wi-Fi gratis,7,Tidak ada kolam renang di dalam ruangan,1,Apartemen lengkap; 2 orang; 1 kamar tidur; 1 kamar mandi; 1 tempat tidur; 3 m²,6,Bandar Udara Internasional Jawa Barat Kertajati; Pincuk Daun Resto,2,https://pix8.agoda.net/hotelImages/9522952/0/dd49757ae139d1091e11146d0c0a5770.jpg?ce=0,9,True,False,True,True,True,True,True,True,0.85,"[{""source"":""Agoda"",""logo"":""https://www.gstatic.com/travel-hotels/branding/e89db943-92ad-48bd-9bd7-da844fa32f2d.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 292.204"",""extracted_lowest"":292204,""before_taxes_fees"":""Rp 265.640"",""extracted_before_taxes_fees"":265640},""free_cancellation"":true,""free_cancellation_until_date"":""28 Jun"",""free_cancellation_until_time"":""23.59""}]","[{""name"":""Bandar Udara Internasional Jawa Barat Kertajati"",""transportations"":[{""type"":""Taxi"",""duration"":""1 j 45 mnt""},{""type"":""Public transport"",""duration"":""4 j 25 mnt""}]},{""name"":""Pincuk Daun Resto"",""transportations"":[{""type"":""Walking"",""duration"":""5 mnt""}]}]",,2026-06-02T03:19:26.009893Z
HTRAIN-0118,ChoQuue9z_SQzuXsARoNL2cvMTF6NXh2eXNiNRAC,1,7,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,7,2026-06-01T15:03:04.670720,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,vacation_rental,Wisma 812 Khusus Putra for Male Only - Budget Single Room,-6.8944,107.6392,True,https://www.bluepillow.com/search/695e60d6ac408a6eb70a7517?dest=bkng&cat=House&lat=-6.89438&lng=107.63922&language=en,14.00,12.00,150315,150315,150315,150315,1,Bluepillow.com,,,,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,131.0,unavailable,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Ranjang bayi; Kolam renang di dalam ruangan; Bebas asap rokok; Parkir gratis,4,Tidak menyediakan jemputan bandara; Tidak ada kolam renang di luar ruangan; Tidak ada Wi-Fi,3,Rumah lengkap; 2 orang; 1 kamar tidur; 1 kamar mandi; 1 tempat tidur,5,,0,https://static.cupid.travel/hotels/562748859.jpg,9,True,False,True,True,True,True,True,False,0.8,"[{""source"":""Bluepillow.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/190ff319-d0fd-4c45-bfc8-bad6f5f395f2.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 150.315"",""extracted_lowest"":150315},""free_cancellation"":true,""free_cancellation_until_date"":""30 Jun"",""free_cancellation_until_time"":""16.59""}]",,,2026-06-02T03:19:26.009893Z
HTRAIN-0119,ChkQsPKkysepnv4oGg0vZy8xMXd3cGswd2MwEAI,1,8,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,8,2026-06-01T15:03:04.870992,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,villa,6 BR Hill View Villa with a private pool 1,-6.866,107.6358,True,,14.00,12.00,20987090,20987090,20987090,20987090,1,Vrbo.com,4,2,4.1,0.5,0.4722,Positif,Positif,low_review_confidence,131.0,overall_rating_fallback,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Ber-AC; Balkon; Papan setrika; Dapur; Microwave; Teras; Bebas asap rokok; TV Kabel; Mesin cuci; Parkir gratis; Wi-Fi gratis,11,Tidak ada kolam renang di dalam ruangan; Tidak ada kolam renang di luar ruangan; Tidak boleh membawa hewan,3,Seluruh vila; 12 orang; 6 kamar tidur; 6 tempat tidur; 600 m²,5,Bandar Udara Internasional Jawa Barat Kertajati; Bijan Restoran Nusantara,2,https://images.trvl-media.com/lodging/37000000/36480000/36471700/36471688/2f65a277_z.jpg,9,True,True,True,True,True,False,True,True,0.9,"[{""source"":""Vrbo.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/icon_1850600648__vrbo.com%2528ROW%2529.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 20.987.090"",""extracted_lowest"":20987090}}]","[{""name"":""Bandar Udara Internasional Jawa Barat Kertajati"",""transportations"":[{""type"":""Taxi"",""duration"":""2 j""},{""type"":""Public transport"",""duration"":""3 j 30 mnt""}]},{""name"":""Bijan Restoran Nusantara""}]",,2026-06-02T03:19:26.009893Z
HTRAIN-0120,ChkQtKnar_OCw70-Gg0vZy8xMXl6OTdyZDd3EAI,1,8,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,8,2026-06-01T15:03:04.870992,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,apartment,Apartemen Mekarwangi Square 12 A 2 BR Max 6 orang - One-Bedroom Apartment,-6.956,107.593,True,https://www.bluepillow.com/search/695ea00fac408a6eb70c80a8?dest=bkng&cat=Apartment&lat=-6.95602&lng=107.593&language=en,14.00,14.00,430797,430797,430797,430797,1,Bluepillow.com,,,3,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,131.0,unavailable,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Ber-AC; Ranjang bayi; Elevator; Papan setrika; Dapur; Kompor; Teras; TV Kabel; Dapat diakses pengguna kursi roda; Parkir gratis,10,Tidak menyediakan jemputan bandara; Tidak ada Wi-Fi,2,Apartemen lengkap; 6 orang; 1 kamar mandi; 3 tempat tidur,4,Klinik Utama Cibaduyut; Bandar Udara Internasional Jawa Barat Kertajati; JASS (Ja singgasana),3,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/784790132.jpg?k=990aa4786dcc1dfb8b73608ce08ddec8f7d3bf0a4d25021de01fbc32b81236ea&o=&a=1538557,7,True,False,True,True,True,True,True,True,0.85,"[{""source"":""Bluepillow.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/190ff319-d0fd-4c45-bfc8-bad6f5f395f2.png"",""num_guests"":3,""rate_per_night"":{""lowest"":""Rp 430.797"",""extracted_lowest"":430797}}]","[{""name"":""Klinik Utama Cibaduyut"",""transportations"":[{""type"":""Walking"",""duration"":""4 mnt""}]},{""name"":""Bandar Udara Internasional Jawa Barat Kertajati"",""transportations"":[{""type"":""Taxi"",""duration"":""1 j 28 mnt""},{""type"":""Public transport"",""duration"":""5 j 13 mnt""}]},{""name"":""JASS (Ja singgasana)"",""transportations"":[{""type"":""Walking"",""duration"":""8 mnt""}]}]",,2026-06-02T03:19:26.009893Z
