source_file,query,vacation_rentals_query,page_number,raw_type,name,name_norm,description,property_token,latitude,longitude,price_lowest,price_display,price_before_taxes_fees,total_price_lowest,total_price_display,overall_rating,reviews,hotel_class,extracted_hotel_class,check_in_time,check_out_time,link,price_source_count,price_sources,amenities,amenities_count,primary_image_url,images_count
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,1,hotel,Sentra Inn Bandung,sentra inn bandung,"Hotel simpel di pusat kota yang menawarkan Wi-Fi, lounge di lobi & sarapan.",ChoIocPy-oPtjfLnARoNL2cvMTFieGR2a2o2bBAB,-6.9251708999999995,107.6191496,235334.0,Rp 235.334,194490.0,470667.0,Rp 470.667,4.3,439.0,Hotel bintang 3,3.0,12.00,14.00,http://www.rehat.co.id/,0,,Free Wi-Fi; Free parking; Air conditioning,3,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,1,hotel,éL Hotel Bandung,l hotel bandung,"Kamar kelas atas di hotel bergaya art deco dengan restoran, spa, dan kolam renang dengan bar olahraga.",ChkIt_OxzobQofPZARoML2cvMWhmOTFienM4EAE,-6.9161169,107.61061939999999,768873.0,Rp 768.873,629708.0,1537746.0,Rp 1.537.746,4.6,20593.0,Hotel bintang 4,4.0,15.00,12.00,https://bandung.el-hotels.com/,0,,Breakfast; Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Fitness center; Spa; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Business center; Kid-friendly,14,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,1,hotel,d'best Hotel,d best hotel,"Kamar cerah di hotel santai yang menawarkan bistro dengan suasana hangat dan santai, dan kolam renang outdoor.",ChoI9drVkYvk5bO0ARoNL2cvMTFiNmRwdjljeRAB,-6.9297711,107.60332749999999,387175.0,Rp 387.175,317097.0,774350.0,Rp 774.350,4.2,2070.0,Hotel bintang 3,3.0,14.00,12.00,http://www.dbesthotel.com/,0,,Breakfast; Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Restaurant; Room service; Airport shuttle; Full-service laundry; Kid-friendly,10,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,1,hotel,Amaroossa Hotel Bandung,amaroossa hotel bandung,"Kamar & suite mewah di hotel kelas atas yang menyediakan restoran berkelas, kolam renang outdoor & spa.",ChgI3tD-1LvbvJWMARoLL2cvMXRkajZqN3oQAQ,-6.908499,107.61848020000001,460000.0,Rp 460.000,418182.0,920000.0,Rp 920.000,4.3,4465.0,Hotel bintang 4,4.0,14.00,12.00,,0,,Breakfast; Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Fitness center; Spa; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Kid-friendly,13,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,1,hotel,Tebu Hotel Bandung,tebu hotel bandung,"Hotel bujet dan simpel dengan kamar nyaman dan sarapan, serta teras di rooftop dengan pemandangan kota.",ChoI56LWicfIz8nAARoNL2cvMTFiNzVoc2tqchAB,-6.9062357,107.6202873,504118.0,Rp 504.118,458289.0,1008235.0,Rp 1.008.235,4.4,4489.0,Hotel bintang 4,4.0,14.00,12.00,,0,,Free breakfast; Free Wi-Fi; Free parking; Indoor pool; Air conditioning; Fitness center; Spa; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Kid-friendly,13,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,1,hotel,Summer Hills Hotel & Villas Bandung,summer hills hotel villas bandung,"Kamar sederhana, beberapa dengan balkon, di hotel santai yang menawarkan restoran dan kolam renang.",ChgIw7DHubv6jc5fGgwvZy8xMXhqMjg3d3kQAQ,-6.8706429,107.58589049999999,325941.0,Rp 325.941,266946.0,651882.0,Rp 651.882,4.3,2857.0,Hotel bintang 3,3.0,15.00,12.00,https://www.summerhills.co.id/,0,,Free breakfast; Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Restaurant; Room service; Airport shuttle; Full-service laundry; Kid-friendly,10,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,1,hotel,Hotel Aston Tropicana Bandung,hotel aston tropicana bandung,"Kamar elegan dan suite di penginapan kontemporer dengan restoran, kafe, dan kolam renang outdoor.",ChkI98i8mpOUy6vpARoML2cvMXltODJzZ3I4EAE,-6.896163,107.60361669999999,757520.0,Rp 757.520,626049.0,1515039.0,Rp 1.515.039,4.8,25437.0,Hotel bintang 4,4.0,14.00,12.00,http://tropicana.astonhotelsinternational.com/,0,,Breakfast; Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Fitness center; Spa; Bar; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Business center; Kid-friendly,15,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,1,hotel,Grand Sovia Hotel,grand sovia hotel,"Kamar terang di hotel modern dengan restoran mewah, lounge modis & kolam renang di atap.",ChoI8frDxOi5nN7HARoNL2cvMTFiNzN3dnc0NhAB,-6.9123731,107.6027986,342173.0,Rp 342.173,280240.0,684346.0,Rp 684.346,4.2,4360.0,Hotel bintang 3,3.0,14.00,12.00,,0,,Breakfast; Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Spa; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Kid-friendly,12,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,hotel,RedDoorz Plus @ Karapitan Street,reddoorz plus karapitan street,,ChoIkeS5_6aS-bbhARoNL2cvMTFxcGp4c3NwNRAB,-6.9292811,107.616149,204383.0,Rp 204.383,190190.0,408766.0,Rp 408.766,4.6,243.0,Hotel bintang 3,3.0,14.00,12.00,https://www.sanshotels.com/id-id/hotel/indonesia/bandung/lengkong/cikawao/reddoorz-plus-karapitan-street?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,0,,Free Wi-Fi; Free parking; Air conditioning,3,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,hotel,Tama Boutique Hotel,tama boutique hotel,"Kamar tenang, beberapa dengan balkon, di hotel trendi yang menawarkan teras dan sarapan gratis.",ChkIgvT1heP2u79vGg0vZy8xMWJ4ZHloa21jEAE,-6.9038264,107.59853079999999,699300.0,Rp 699.300,577934.0,1398600.0,Rp 1.398.600,4.5,1195.0,Hotel bintang 3,3.0,14.00,12.00,http://tama-boutique.com/,0,,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Kid-friendly,10,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,hotel,Hotel Santika Pasirkaliki - Bandung,hotel santika pasirkaliki bandung,,ChkImo_Bzbm4v-YvGg0vZy8xMXNmN3cyMHAzEAE,-6.9102084999999995,107.59799009999999,722373.0,Rp 722.373,658723.0,1444746.0,Rp 1.444.746,4.7,829.0,Hotel bintang 3,3.0,14.00,12.00,https://www.mysantika.com/indonesia/bandung/hotel-santika-pasir-kaliki,0,,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Full-service laundry,7,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,hotel,Best Western Premier La Grande,best western premier la grande,"Hotel kosmopolitan dengan kamar bernuansa hangat dan suite, resto modern, spa, dan kolam renang air hangat.",ChkIzPW9hrTw7sB6Gg0vZy8xMWJ3MmcxNnJoEAE,-6.9092534,107.60987970000001,789586.0,Rp 789.586,652550.0,1579172.0,Rp 1.579.172,4.6,8931.0,Hotel bintang 4,4.0,14.00,12.00,https://www.bestwestern.com/en_US.html,0,,Breakfast; Free Wi-Fi; Free parking; Pools; Air conditioning; Fitness center; Spa; Bar; Restaurant; Room service; Kitchen in some rooms; Airport shuttle; Full-service laundry; Accessible; Business center; Kid-friendly,16,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,hotel,Hotel Santika Pasir Koja,hotel santika pasir koja,Kamar bernuansa cerah di hotel santai dengan restoran luas dan kolam renang outdoor.,ChoItLLUoruu947wARoNL2cvMTFoNTFjNXBzeBAB,-6.9328993,107.59047290000001,700728.0,Rp 700.728,630655.0,1401455.0,Rp 1.401.455,4.7,2400.0,Hotel bintang 3,3.0,14.00,12.00,https://mysantika.com/indonesia/bandung/hotel-santika-pasir-koja,0,,Breakfast; Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Restaurant; Room service; Airport shuttle; Full-service laundry,9,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,hotel,Sukajadi Hotel and Gallery,sukajadi hotel and gallery,"Hotel sederhana yang dilengkapi dengan restoran internasional dan galeri seni, serta kolam renang outdoor.",ChcI6bWnv8KjzehYGgsvZy8xdGY1NF8zMRAB,-6.8856388,107.5969927,415502.0,Rp 415.502,415502.0,831005.0,Rp 831.005,4.3,3489.0,Hotel bintang 3,3.0,14.00,12.00,https://www.sukajadihotel.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,0,,Breakfast ($); Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Fitness center; Kitchen in some rooms; Airport shuttle; Accessible; Kid-friendly,10,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,hotel,Atlantic City Hotel Bandung,atlantic city hotel bandung,Kamar sederhana di hotel santai yang menawarkan restoran dan kafe di atap.,ChoIoKC2hcC0huygARoNL2cvMTFieGMzeDJzMxAB,-6.9069134,107.5980764,431393.0,Rp 431.393,353311.0,862785.0,Rp 862.785,4.3,3369.0,Hotel bintang 3,3.0,14.00,12.00,http://www.atlanticcityhotelbandung.com/,0,,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Full-service laundry; Accessible; Kid-friendly,9,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,hotel,Promenade Hotel Bandung,promenade hotel bandung,"Kamar-kamar simpel di hotel santai yang memiliki area spa, ruang Karaoke, & Wi-Fi gratis.",ChkIlYr2ho-f9LC3ARoML2cvMTF4cXpnNG15EAE,-6.896901499999999,107.6036867,193823.0,Rp 193.823,176203.0,387645.0,Rp 387.645,3.9,1724.0,Hotel bintang 3,3.0,14.00,12.00,https://www.oyorooms.com/ID/80657/,0,,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Kid-friendly,10,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,hotel,Vio Hotel Pasteur,vio hotel pasteur,"Kamar-kamar berperabot sederhana di hotel kasual yang menawarkan ruang acara, Wi-Fi & sarapan.",ChkIqK-Dhr3Q4_HEARoML2cvMTF4OXAxNTdoEAE,-6.8920637,107.58221680000001,324722.0,Rp 324.722,265947.0,649443.0,Rp 649.443,4.3,3822.0,Hotel bintang 3,3.0,14.00,12.00,https://viohotel.com/vio-pasteur,0,,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Kid-friendly,10,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,hotel,Vio Hotel Cimanuk,vio hotel cimanuk,"Hotel kasual yang menawarkan kamar-kamar berperabotan nyaman, beberapa di antaranya memiliki balkon, plus sarapan.",ChgI8b-Aj7u01-OSARoLL2cvMXRjeW5ia2wQAQ,-6.903083499999999,107.6212425,300014.0,Rp 300.014,245712.0,600028.0,Rp 600.028,4.2,1391.0,Hotel bintang 3,3.0,14.00,12.00,https://viohotel.com/vio-cimanuk,0,,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Kid-friendly,10,,8
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,hotel,Gandasari Hotel,gandasari hotel,,ChcI95_mj8ew15B2GgsvZy8xdGx2NDlobhAB,-6.9080239,107.61297760000001,246563.0,Rp 246.563,201935.0,493125.0,Rp 493.125,4.1,842.0,Hotel bintang 3,3.0,14.00,12.00,,0,,Breakfast ($); Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Full-service laundry; Accessible; Kid-friendly,9,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,hotel,Noor Hotel,noor hotel,Hotel pilihan bernuansa Islami yang menawarkan fasilitas salat dalam kamar dan bar mini bebas alkohol.,ChoIxszt-O7Dyti2ARoNL2cvMTFiNmhsaF90NRAB,-6.9070209,107.61918670000001,898204.0,Rp 898.204,748503.0,1796407.0,Rp 1.796.407,4.6,2149.0,Hotel bintang 3,3.0,15.00,01.00,http://noorhotels.com/,0,,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Kid-friendly,10,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,hotel,Meize City Center Hotel Bandung,meize city center hotel bandung,Kamar terang di properti sederhana yang menawarkan taman & parkir gratis.,ChoIuI_K6Zfb06b0ARoNL2cvMTFiYnljcTlseRAB,-6.9148013,107.6177944,339885.0,Rp 339.885,278366.0,679770.0,Rp 679.770,4.2,3760.0,Hotel bintang 3,3.0,14.00,12.00,https://m.meizebandung.com/,0,,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Spa; Restaurant; Room service; Accessible; Kid-friendly,9,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,hotel,The Dago Highland Resort,the dago highland resort,,ChcIi6yx5NWH84lUGgsvZy8xdGhuN3RwehAB,-6.8619145,107.63770729999999,345911.0,Rp 345.911,314465.0,691821.0,Rp 691.821,4.2,2269.0,Hotel bintang 3,3.0,14.00,12.00,http://dagohighland.com/,0,,Free breakfast; Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Restaurant; Room service; Accessible; Kid-friendly,9,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,hotel,Grand Dafam Braga Bandung,grand dafam braga bandung,"Hotel santai yang dilengkapi restoran & kedai kopi, serta kolam renang rooftop, gym & sarapan.",ChkI1N7kqLTWrKFmGg0vZy8xMXFxZjY2N3FiEAE,-6.9168414,107.6089598,869322.0,Rp 869.322,711976.0,1738643.0,Rp 1.738.643,4.8,4564.0,Hotel bintang 4,4.0,14.00,12.00,https://granddafambraga.com/,0,,Free breakfast; Free Wi-Fi; Free parking; Outdoor pool; Hot tub; Air conditioning; Fitness center; Spa; Bar; Restaurant; Room service; Kitchen in some rooms; Airport shuttle; Full-service laundry; Business center,15,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,hotel,Kedaton Hotel Bandung,kedaton hotel bandung,"Kamar dan suite sederhana, dilengkapi bar karaoke, kedai kopi, dan pusat kebugaran dengan kolam renang.",ChoIgY3X05LAjdi9ARoNL2cvMTFiNmQyMzZqZBAB,-6.915509,107.60784969999999,414436.0,Rp 414.436,377099.0,828871.0,Rp 828.871,4.3,3269.0,Hotel bintang 3,3.0,14.00,12.00,https://kedatonhotel.com/,0,,Breakfast; Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Fitness center; Spa; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Business center; Kid-friendly,14,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,hotel,Sans Hotel Skyland Pasteur Bandung,sans hotel skyland pasteur bandung,,ChoIieOMh4K6yq3_ARoNL2cvMTFzcnh4d3JkZxAB,-6.8828529,107.5794329,134569.0,Rp 134.569,110212.0,269138.0,Rp 269.138,4.3,242.0,,,14.00,12.00,https://www.sanshotels.com/id-id/hotel/indonesia/bandung/sukajadi/sukawarna/sans-hotel-dago-skyland?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,0,,Breakfast ($); Free Wi-Fi; Free parking; Indoor pool; Hot tub; Air conditioning; Spa; Bar; Restaurant; Room service; Kitchen in some rooms; Airport shuttle; Accessible; Smoke-free property,14,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,hotel,éL Hotel Bandung,l hotel bandung,"Kamar kelas atas di hotel bergaya art deco dengan restoran, spa, dan kolam renang dengan bar olahraga.",ChkIt_OxzobQofPZARoML2cvMWhmOTFienM4EAE,-6.9161169,107.61061939999999,768873.0,Rp 768.873,629708.0,1537746.0,Rp 1.537.746,4.6,20592.0,Hotel bintang 4,4.0,15.00,12.00,https://bandung.el-hotels.com/,0,,Breakfast; Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Fitness center; Spa; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Business center; Kid-friendly,14,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,vacation rental,The Suite Metro Apartment by King Official - Two-Bedroom Apartment,the suite metro apartment by king official two bedroom apartment,,ChoQ-9bez6L5pK_LARoNL2cvMTF4a3h5c2ZiNRAC,-6.939159870147705,107.6590576171875,326784.0,Rp 326.784,326784.0,653567.0,Rp 653.567,,,,,14.00,12.00,,1,Bluepillow.com,Ber-AC; Ranjang bayi; Elevator; Dapur; Kolam renang luar; Bebas asap rokok; TV Kabel; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis,10,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,2,vacation rental,The Jarrdin by Bethania Pro - Executive Suite,the jarrdin by bethania pro executive suite,,ChoQi6e1l8HagqKmARoNL2cvMTF6NXd0YnIxeRAC,-6.906320095062256,107.60475158691406,445994.0,Rp 445.994,445994.0,891988.0,Rp 891.988,4.4,4.0,,,14.00,12.00,,1,Bluepillow.com,Ber-AC; Dapur; Kolam renang luar; Bebas asap rokok; TV Kabel; Mesin cuci; Parkir gratis; Wi-Fi gratis,8,,9
dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,"hotel in Kota Bandung, Jawa Barat",False,3,hotel,Promenade Hotel Bandung,promenade hotel bandung,"Kamar-kamar simpel di hotel santai yang memiliki area spa, ruang Karaoke, & Wi-Fi gratis.",ChkIlYr2ho-f9LC3ARoML2cvMTF4cXpnNG15EAE,-6.896901499999999,107.6036867,193823.0,Rp 193.823,176203.0,387645.0,Rp 387.645,3.9,1724.0,Hotel bintang 3,3.0,14.00,12.00,https://www.oyorooms.com/ID/80657/,0,,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Kid-friendly,10,,9
