penginapan_id,name,property_type,property_type_final_after_p3,latitude,longitude,region_bucket,overall_rating,reviews,price_lowest,price_display,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_adjusted_sentiment_label,hotel_review_confidence_label,amenities,primary_image_url,link,data_quality_score,data_quality_label,completion_score,completion_priority,completion_flags,recommended_completion_actions,completion_route,scrape_ready,manual_check_needed,completion_note,primary_exact_name_duplicate_count,primary_exact_name_duplicate_flag
LODGE-00795,Glamping Taman Love,vacation_rental,vacation_rental,-7.045,107.5039,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Zo6u8kxgky1JqHQuRWcAa0zTxqGXQOre94z_aFL_SvL-3Ql9-57bYGk_3fjF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csYWt6dZQ5HrU9YH_Mi1sOBJIp-_VR0o0tdfMtAxxDIiyYD4BSyNiZqAt1xXDKjOEhYqjEzXNlZvlZrgQo3or2gYtLaEuSisC4h7-DTktP9tNbouiPaQZ4OCFwEhjRY-A8ePJ9Uldy4T87SVhJaCmoaWk-_3XmyoPAZE8kPHeod_SAAmf4E-CeBPDhsV0zjwUDu5-t5UVY5R_5RRfFEiFjkRkZ1hssNTJxnW7sewgFzFDSxQd46RuwoZVyf5FhzZZlhNKrgWk2fnLY-viRyleQyASmlyOQz47NDBjMkZdL9mSJwXb3XG20t8RuMpKRG_D_ID4oEkvkaw_XbdLV0xkBcUhmBA_u04F2ZfjOl6xa,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D117454248%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.55,medium,0.429,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|complete_amenities,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,1,False
LODGE-00408,Heavenly 2 Private Glamping,vacation_rental,vacation_rental,-6.8041,107.5483,cimahi_baros_pasteur,,,,,0,,Belum tersedia,missing_review_confidence,,https://pix8.agoda.net/property/66502114/0/7b98fac3e1f486d6ca8cee80b5e16525.jpeg?ce=0,https://www.agoda.com/heavenly-2-private-glamping/hotel/bandung-id.html,0.55,medium,0.429,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|complete_amenities,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,1,False
LODGE-00796,Kuleum Camp And Cabin By ARBA,vacation_rental,vacation_rental,-7.1414,107.3969,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,,https://media.staticontent.com/media/pictures/b69531ca-10ce-44d5-aacd-0e3d101505c3,https://www.us.despegar.com/hotels/h-6813851,0.55,medium,0.429,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|complete_amenities,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,3,True
LODGE-00797,OZ Cabin by Farmstay Managel,vacation_rental,vacation_rental,-6.7861,107.1329,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,,https://media.staticontent.com/media/pictures/b0ba278e-85dd-4d70-92b4-47a1e1fd4721,https://www.us.despegar.com/hotels/h-6932280,0.55,medium,0.429,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|complete_amenities,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,2,True
LODGE-00799,Regan Luxcamp by Digihub Hospitality,vacation_rental,vacation_rental,-7.1844,107.5469,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,,https://media.staticontent.com/media/pictures/f2a9eb86-561d-4a8d-9c07-7b096ebb017f,https://www.us.despegar.com/hotels/h-6501848,0.55,medium,0.429,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|complete_amenities,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,2,True
LODGE-00024,Rice Field View,vacation_rental,vacation_rental,-6.8374,107.0847,bandung_raya_other,,,,,0,,Belum tersedia,missing_review_confidence,,https://media.staticontent.com/media/pictures/d10b5eb4-32bb-44e2-a2f2-241f9f02a50a,https://www.us.despegar.com/hotels/h-6753697,0.55,medium,0.429,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|complete_amenities,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,2,True
LODGE-00801,Shine River Ciwidey,vacation_rental,vacation_rental,-7.098,107.4822,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,,https://media.staticontent.com/media/pictures/a69279ff-9321-496d-b4fe-22fe4fae8373,https://www.us.despegar.com/hotels/h-5117973,0.55,medium,0.429,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|complete_amenities,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,3,True
LODGE-00851,EXPRESS O 90954 Penginapan Daun Salam,vacation_rental,vacation_rental,-6.6733,107.5004,kbb_utara_lembang_parongpong_cisarua,,,,,0,,Belum tersedia,missing_review_confidence,,https://pix8.agoda.net/hotelImages/30979311/-1/5dbb057c7fed55d5e0e88dd682d402f9.jpg?ca=28&ce=0&s=312x,https://www.bluepillow.com/search/6551f4e51811a9820ebe1b8f?dest=ago&cat=Apartment&lat=-6.67332&lng=107.50036&language=en,0.5,medium,0.429,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|complete_amenities,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,1,False
LODGE-01643,Orange Home Syariah,vacation_rental,vacation_rental,-6.8891,107.5834,kota_bandung,,,,,18,0.6640705657663037,Positif,high_review_confidence,,https://dimg04.c-ctrip.com/images//1mc0o12000dd2v206B22C_Mtrip_D.jpg,https://www.trip.com/hotels/detail/?hotelid=3394641&Allianceid=1318093&sid=269617419&utm_medium=vr&utm_campaign=vrwebsite&utm_source=googlevr&trip_sub1=googlevrwebsite,0.5,medium,0.571,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_amenities,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|complete_amenities,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,1,False
LODGE-00809,Penginapan nuansa Riung gunung,vacation_rental,vacation_rental,-7.1689,107.5249,kbb_tengah_barat,,,,,14,0.664424581620906,Positif,medium_review_confidence,,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/525361955.jpg?k=cef1afb0d679dfbb8fa7b4520eaf3794e4e48941db3245c33b56c91d4aed63f4&o=&s=312x,https://www.bluepillow.com/search/65e2335993553be8f557f880?dest=ago&cat=Vacation+rental+(other)&lat=-7.16887&lng=107.52486&language=en,0.5,medium,0.571,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_amenities,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|complete_amenities,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,1,False
LODGE-00431,Pakuhaji Highland Eco Resort,vacation_rental,vacation_rental,-6.8274,107.5405,cimahi_baros_pasteur,,,,,0,,Belum tersedia,missing_review_confidence,,https://dimg04.c-ctrip.com/images//0221512000isf5amf9825_Mtrip_D.jpg,https://www.trip.com/hotels/detail/?hotelid=114852054&Allianceid=1318093&sid=269617419&utm_medium=vr&utm_campaign=vrwebsite&utm_source=googlevr&trip_sub1=googlevrwebsite,0.45,medium,0.429,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|complete_amenities,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,1,False
LODGE-00816,"Tenda Sederhana, Soreang River Side Ciwidey",vacation_rental,vacation_rental,-7.0222,107.5003,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/597266182.jpg?k=a56e72b900e7d61e3b6070904bf495e5607fd1e26d0ba675f38d7f99e40943ed&o=&s=312x,https://www.bluepillow.com/search/67a240a4905c444f2d0a1c82?dest=ago&cat=Vacation+rental+(other)&lat=-7.02221&lng=107.50026&language=en,0.45,medium,0.429,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|complete_amenities,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,1,False
LODGE-00805,Villa Situ Patenggang BKSDA,villa,villa,-7.1637,107.3577,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,,https://media.staticontent.com/media/pictures/4ff89254-63ef-4ed6-b470-b055445928c9,https://www.us.despegar.com/hotels/h-6849599,0.55,medium,0.429,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|complete_amenities,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,3,True
LODGE-00811,Villa Argapuri Resort K.10,villa,villa,-7.1307,107.5121,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZpZSxgipz3SI-H0yDSsRVzBj-tnThG--O_VTyJ66lhY_hOFJU26z-J3TkfjF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csYWt6dZQ5HrU9YH_Mi1sOBJIp-_VR0o0tdfMtAxxDIiyYD4BSyNiZqAt1xXDKjOEhYqjEzXNlZvlZr2cv3Z2svP5qC0uSisC4h7-DTktP9tNbouiPaQZ4OCFwEhjRY-A8ePJ9Uldy4T87SVhJaCmoaWk-_3XmyoPAZE8kPHeod_SAAmf4E-CeBPDhsV0zjwUDu5-t5UVY5R_5RRfFEiFjkRkZ1hssNTJxnW7seAgnhVHoxBVsxDn-ovNTJpFPxoJyhNbugXoxJXGA_raG2mGX3imY2SCuwNbZNgSGkYBH8nOn6CzjXEe6t8RuMpKRG_D_ID4oEkvkaw_XbdLV0xns1kPMdy39FwbZn4PmY3AZ,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D117192633%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.5,medium,0.429,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|complete_amenities,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,1,False
LODGE-00812,Villa Feridys,villa,villa,-7.0896,107.5548,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,,https://media.staticontent.com/media/pictures/3119c509-4757-4648-be98-ace852aded51,https://www.us.despegar.com/hotels/h-7024247,0.5,medium,0.429,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|complete_amenities,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,3,True
LODGE-00027,Villa Soli Deo Gloria,villa,villa,-6.6295,107.5543,bandung_raya_other,,,,,0,,Belum tersedia,missing_review_confidence,,https://dimg04.c-ctrip.com/images//0224g12000do5bhelEB9A_Mtrip_D.jpg,https://www.trip.com/hotels/detail/?hotelid=97396229&Allianceid=1318093&sid=269617419&utm_medium=vr&utm_campaign=vrwebsite&utm_source=googlevr&trip_sub1=googlevrwebsite,0.5,medium,0.429,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|complete_amenities,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,2,True
LODGE-00813,Villa rian,villa,villa,-7.131,107.5132,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZvYelkwMm6SYgMBaRGrtXtTPgl077P4mOvxj9Mo6m_umSFyQJxqj4DFLrHzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sHrY9VmP2oVsLB5Ip-_d7po4WFPszFWsfHTvQf8BTkOHfvAh6nHCUquEZUr_G51U7tKBfFqWbEZXGe726WsfUBg,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D23402347%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.5,medium,0.429,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|complete_amenities,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,1,False
LODGE-00817,Villa Situ Patenggang Bksda,villa,villa,-7.1637,107.3577,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,,https://dimg04.c-ctrip.com/images//0223r12000pwktbxh749A_Mtrip_D.jpg,https://www.trip.com/hotels/detail/?hotelid=114557934&Allianceid=1318093&sid=269617419&utm_medium=vr&utm_campaign=vrwebsite&utm_source=googlevr&trip_sub1=googlevrwebsite,0.45,medium,0.429,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_or_verify_place_rating|scrape_google_hotels_or_manual_price|scrape_google_maps_reviews_for_sentiment|complete_amenities,scrape_rating_price_first,True,True,Rating/review dan harga sama-sama kosong; ini prioritas completion utama.,3,True
LODGE-00730,VV&V HomeStay,guest_house,guest_house,-7.131,107.4208,kbb_tengah_barat,,,900000.0,Rp 900.000,0,,Belum tersedia,missing_review_confidence,,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzGGGMlMy1N-IJ0fLMXNOKfg6IKMF9Z0ke9idkDeSoFNLLlNtXmQVyWR-efJQO-IQq1Xnz1u6hWcA8gakGrrfwBgMt2atWLW5LvHznrImKg==.jpg,https://www.booking.com/hotel/id/vv-amp-v-homestay.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14791791&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14791791_grp-3_gendate-20260524,0.65,medium,0.571,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment|missing_amenities,scrape_or_verify_place_rating|scrape_google_maps_reviews_for_sentiment|complete_amenities,scrape_place_profile,True,False,Rating/review kosong; perlu profile tempat dulu.,1,False
