hotel_id,source_property_token,source_page_number,name,raw_type,property_segment,is_room_level_listing,is_apartment_listing,is_budget_chain_listing,latitude,longitude,coordinate_available,description,source_link,check_in_time,check_out_time,price_lowest,price_before_taxes_fees,price_display,hotel_class,hotel_class_label,overall_rating,reviews,location_rating,star_5_count,star_4_count,star_3_count,star_2_count,star_1_count,rating_distribution_total,positive_rating_ratio,neutral_rating_ratio,negative_rating_ratio,rating_sentiment_score,adjusted_rating_sentiment_score,rating_sentiment_label,review_confidence_label,review_count_p95,rating_sentiment_source,rating_sentiment_model_version,amenities,primary_image_url,image_count,nearby_places_count,review_breakdown_aspect_count,review_breakdown_positive,review_breakdown_negative,review_breakdown_neutral,review_breakdown_top_aspects,image_available,rating_available,price_available,amenities_available,description_available,source_link_available,checkin_checkout_available,hotel_class_available,reviews_breakdown_available,has_wifi,has_parking,has_pool,has_air_conditioning,has_restaurant,has_room_service,has_laundry,wheelchair_accessible,kid_friendly,pet_friendly,smoke_free,kitchen_available,data_quality_score,canonical_source,generated_at,rating_sentiment_prior_score,rating_sentiment_shrinkage_strength,adjusted_rating_sentiment_label
HOTEL-011,ChgIuPSCyrXq22oaDS9nLzExc2pkX2d6dGMQAQ,1,CIMAHI GUEST HOUSE,hotel,guest_house,False,False,False,-6.8982028,107.561256,True,,,14,12,121328,110192,Rp 121.328,,,4.6,68,3.0,55,4,5,0,4,68,0.8676470588235294,0.07352941176470588,0.058823529411764705,0.8088235294117647,0.7363,Sangat Positif,medium_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Free Wi-Fi, Parking ($), Air conditioning, Room service",https://cdn.worldota.net/t/1024x768/content/73/f9/73f9fd1d0fb3977b5496b8779f35995e9b4ae889.jpeg,5,3,0,0,0,0,,True,True,True,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,0.78,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.486390Z,0.6377,50.0,Sangat Positif
HOTEL-012,ChkI88O9m5ne-u9wGg0vZy8xMWMxeGZoNDZtEAE,1,Javaretro Hotel & Suite,hotel,hotel,False,False,False,-6.88849,107.577326,True,Kamar dan suite santai di hotel santai yang menawarkan teras dan pusat kebugaran.,http://www.javaretrohotel.com/,13,12,,,,,,4.3,461,3.7,265,112,54,11,19,461,0.8177874186550976,0.11713665943600868,0.0650759219088937,0.752711496746204,0.7415,Sangat Positif,high_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly",https://lh3.googleusercontent.com/gps-cs-s/APNQkAELfr-BsLXw2z5EVDWB8T-kYS4y4FCO96Uw1EDUqUtcuxu1IQyt6qcGd3vq00xhk2_Ct2B7z_-ONc5XsyE5Wa5J1AfdTkIjGTul8HA9xDPiymm6FMYY2Gfc8XxL3GgnX2R-gDJC=s10000,9,4,5,32,8,3,Properti; Sarapan; Restoran; Kamar Mandi; Layanan,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,0.82,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.486640Z,0.6377,50.0,Sangat Positif
HOTEL-013,ChkI1vz6mqqxgIg2Gg0vZy8xMWJ6cTQ3YmZqEAE,1,Saloka Guest House dan Residence,hotel,guest_house,False,False,False,-6.8673691,107.560356,True,Kamar-kamar sederhana di wisma sederhana yang menawarkan dapur bersama & teras.,,14,12,187032,170024,Rp 187.032,3,Hotel bintang 3,4.3,407,2.7,250,82,54,6,15,407,0.8157248157248157,0.13267813267813267,0.051597051597051594,0.7641277641277641,0.7503,Sangat Positif,high_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Free Wi-Fi, Free parking, Air conditioning",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtJ6JiIVA6yXtgUWii9L5Wfern0-kXBoKuOF8b08NPWzoEEhfEDgsWEzDRaWIMFGyooqjtsVPF_w8ydE5-KCmrhWF1WLlSZkDmZfbIWaaPtznAw827MMHaIk0U1GXkCef6J8LEqQ=s10000,9,2,0,0,0,0,,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,0.9,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.486859Z,0.6377,50.0,Sangat Positif
HOTEL-014,ChkIl6fOk6C-p_wKGg0vZy8xMWpseXpxazk4EAE,1,High Livin Apartment Baros,hotel,apartment,False,True,False,-6.8974765,107.5369822,True,,,14,12,,,,3,Hotel bintang 3,3.2,121,3.7,46,14,14,7,40,121,0.49586776859504134,0.11570247933884298,0.3884297520661157,0.10743801652892565,0.2625,Netral,medium_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Wi-Fi ($), Parking, Outdoor pool, Air conditioning, Fitness center, Restaurant, Full-service laundry, Accessible",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHu0vPxhwOJy2Ku1QoY0F4NOzorYvcYSuOUiRlxbqxUKRLvJkfnt1U6RY6LhH4O9wJgCa6qehA_beaNZi9-2N4jBZV4pKcD7Z3Y5O7edgR6G2AbFkm-5-B1OskyS4951JmCDWCGFM4HMi2B=s10000,9,3,0,0,0,0,,True,True,False,True,False,False,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,0.68,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.487076Z,0.6377,50.0,Positif
HOTEL-015,ChkIy5ijmue31ZBPGg0vZy8xMXJqMDE2MnpyEAE,1,The Banyu House,hotel,hotel,False,False,False,-6.8772299,107.5735529,True,,https://linktr.ee/banyuhouse,15,,,,,,,4.9,154,3.3,145,8,0,0,1,154,0.9935064935064936,0.0,0.006493506493506494,0.9870129870129871,0.9014,Sangat Positif,medium_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0tXUQPU8m8Gq38Z9zXWZPfmuo5308XmOudhcvRkf8OcG-2VB5Xl3Tmu5Xlta3f84DY8Ax5YPTggn0L9xlAtuRxgMLBUatgW_uWwnVhXI_okBgf8Q_Wfofaw27p0CO_nB0gI9R=s10000,9,3,3,50,0,0,Properti; Layanan; Kebersihan,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.54,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.487317Z,0.6377,50.0,Sangat Positif
HOTEL-016,ChkI7buhhOudwsFGGg0vZy8xMWgyamIwYl96EAE,1,Seven Homestay,hotel,guest_house,False,False,False,-6.8567287,107.5718447,True,,,,,,,,,,4.8,40,2.9,35,2,2,0,1,40,0.925,0.05,0.025,0.9,0.7543,Sangat Positif,medium_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOMH7fiq1m9DB_i7zgMoQ6q9P273acFmMd0_Rhxza21PIlu3Qhh_pEVXGqkobkCQSNkH2Yt8SczXOdD3Fg5ULGou1WbchibUxBtpM3JTtBiGbtEFeJv2v-rssyO0K5dQsKnwIS=s10000,9,2,0,0,0,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.487534Z,0.6377,50.0,Sangat Positif
HOTEL-017,ChoI3IaXyPnTxemWARoNL2cvMTF2aHNkM3czYxAB,1,Ouma Gateway Pasteur Apartment,hotel,apartment,False,True,False,-6.8911488,107.5665687,True,,https://abnb.me/Gy9cAVDGoEb,,11,,,,,,5.0,35,3.0,35,0,0,0,0,35,1.0,0.0,0.0,1.0,0.7869,Sangat Positif,medium_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Free Wi-Fi, Pool, Air conditioning",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGeYgZRQOysfg4dfy5kssRStT6L8cCmgO4M8vy6RijTxMZxM3wo75ZVU57NOKI5zeXFDszuSohdVB4Wnx0z0B_GWbyXlqwglpmXYjECU3HvYYWEvtfd3Od-qCwsckTVBKHTD7LCNw=s10000,9,2,0,0,0,0,,True,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,0.64,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.487759Z,0.6377,50.0,Sangat Positif
HOTEL-018,ChoIrIPuncXegO7ZARoNL2cvMTFieXlyODJxOBAB,1,Lembur Kiwari Setra Duta RedPartner,hotel,hotel,False,False,False,-6.8664655,107.5665694,True,,https://www.reddoorz.com/id-id/hotel/indonesia/bandung/setrawangi/lembur-kiwari?utm_source=google&utm_medium=mybusiness&utm_campaign=webclick,14,12,171680,140600,Rp 171.680,2,Hotel bintang 2,4.3,147,2.9,89,31,15,2,10,147,0.8163265306122449,0.10204081632653061,0.08163265306122448,0.7346938775510204,0.7101,Sangat Positif,medium_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Free Wi-Fi, Free parking, Pool, Air conditioning, Full-service laundry, Kid-friendly",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHOsqm4886lDHFrUxOxQTvxbOyTvt7Z8OvFGLUPYcTHKFHtBiKuMvXcd6Q0v0tUSha2uLtHf2aFsA1OLP0y0nAFAb1wvIWNTgooy4dk0489kKT0rU79Fd0T919239lyZvbw15XugQ=s10000,8,3,0,0,0,0,,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,0.88,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.487990Z,0.6377,50.0,Sangat Positif
HOTEL-019,ChkQhKiaj-KJ0ugnGg0vZy8xMXo1cV9wX213EAI,1,OYO 2088 Grha Blue Sky Syariah - Standard Double Room,vacation rental,room_level_listing,True,False,True,-6.884300232,107.5780792,True,,https://www.bluepillow.com/search/67d16617a21d9499fe8fc21e?dest=nuit&cat=apartment&lat=-6.8843&lng=107.57808&language=en,,,133227,133227,Rp 133.227,,,,,,0,0,0,0,0,,,,,,,Tidak Tersedia,missing_review_confidence,582.2,unavailable,hotel_rating_sentiment_v1,"Ber-AC, Cocok untuk anak, Bebas asap rokok, Parkir gratis, Wi-Fi gratis",https://static.cupid.travel/hotels/ex_a26442ec_z.jpg,9,0,0,0,0,0,,True,False,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,0.6,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.488189Z,0.6377,50.0,Tidak Tersedia
HOTEL-020,ChkQ7oXUnuvxyZwbGg0vZy8xMXo0Y25sbHFjEAI,1,Mountain View at The Edge - Two-Bedroom Apartment,vacation rental,apartment,False,True,False,-6.89741993,107.5370789,True,,,15,12,276960,276960,Rp 276.960,,,,,,0,0,0,0,0,,,,,,,Tidak Tersedia,missing_review_confidence,582.2,unavailable,hotel_rating_sentiment_v1,"Ber-AC, Jemputan bandara, Cocok untuk anak, Ranjang bayi, Elevator, Dapur, Kolam renang luar, Kompor, Bebas asap rokok, TV Kabel, Dapat diakses pengguna kursi roda, Parkir gratis",https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/810100264.jpg?k=eda69047ecec6032ad34fc50302a50cf7c9b5ece0eb979b811ce3d8a0f849289&o=&a=1538557,9,0,0,0,0,0,,True,False,True,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,0.6,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.488387Z,0.6377,50.0,Tidak Tersedia
HOTEL-021,ChkIrqS03fXe_ZskGg0vZy8xMWJfM2g3NnNwEAE,2,LN9 Bandung Guest House,hotel,guest_house,False,False,False,-6.8823948,107.5793923,True,"Kamar simpel, beberapa memiliki balkon, di hotel bujet minimalis dengan restoran santai.",,14,12,154062,127323,Rp 154.062,2,Hotel bintang 2,4.3,585,4.5,379,101,46,11,48,585,0.8205128205128205,0.07863247863247863,0.10085470085470086,0.7196581196581197,0.7132,Sangat Positif,high_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Full-service laundry, Kid-friendly, Smoke-free property",https://lh3.googleusercontent.com/gps-cs-s/APNQkAH0ukW0sahK6TzBAfk_nvMU7rKBk5Q6hqJzfVy7U75FRc7UyEB8tDQel8Fu_R3CGlgg1QNNG6qbDljDFdHHfoN8rXwCp4V3uQBEeSsYam_xJ4Vrt8yxpXTRadKUpQ9ko58tREDq=s10000,9,4,6,42,9,5,Hewan Peliharaan; Kebersihan; Properti; Kamar; Tidur; Layanan,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,True,False,0.94,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.488666Z,0.6377,50.0,Sangat Positif
HOTEL-022,ChoIgfL0tPS-nvSFARoNL2cvMTFidnQzcnM4NBAB,2,Grand Amellia Hotel,hotel,hotel,False,False,False,-6.8677554,107.577439,True,,,14,12,191363,156727,Rp 191.363,,,4.3,308,3.3,176,74,36,12,10,308,0.8116883116883117,0.11688311688311688,0.07142857142857142,0.7402597402597403,0.7259,Sangat Positif,high_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Kid-friendly",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQpfycTG5MBVnQ6qCTBHWPleJDp8Oi4AsGwJtmyeZTEXM0Gf_ZhGE_xL3w1Mus-SXiZYJQQVQW9_94IiYY-cKqoGEiBsWuAo2lHbAPWDmNdwNTtwFGLr8QVjEP7IfFmUItav2F=s10000,9,3,0,0,0,0,,True,True,True,True,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,0.78,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.488891Z,0.6377,50.0,Sangat Positif
