penginapan_id,name,property_type_final_after_p3,latitude,longitude,region_validation_label,price_lowest,price_display,overall_rating,reviews,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_sentiment_label,amenities,primary_image_url,link,data_quality_score,primary_dedupe_status,primary_dedupe_merged_from_ids,data_focus_manual_decision,data_focus_manual_note,data_focus_merge_target_id,completion_priority_order,completion_priority_data_focus,completion_flags_data_focus,completion_route_data_focus,completion_score_data_focus,review_completion_rating_reviews_filled,review_completion_sentiment_filled,review_completion_price_candidate_available,review_completion_note,google_hotels_price_apply_status,google_hotels_price_apply_note,google_hotels_price_source_query,google_hotels_price_source_file,google_hotels_price_property_token
LODGE-00341,Sukaraja Guest House Bandung,guest_house,-6.8917943,107.5694466,bandung_raya_valid,,,4.4,68.0,16,0.614392454224134,Positif,"Free Wi-Fi, Free parking, Accessible, Smoke-free property",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcv00fP2HSRi6NfLPx9ZLR_elNpEn4YwPZSzUt2ngjb-gyOfnWNsScu1MsKnn7gBEZVURQ2v4-W_jwMrhCh1bwFFuFP8h68MPJdzBAS1KsX6XdiyRdlCvSd5ArvCL8tif_3cC9=s10000,,0.64,unique_primary,,,,,1,P1_price_missing,missing_price|missing_source_link,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-00346,Salsabila Guest House,guest_house,-6.8871632,107.5223337,bandung_raya_valid,,,4.5,51.0,15,0.5619374412361974,Positif,Air conditioning,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtzwIirl0PehO0HJdbrp7GczdtxCm3nRkeEzfgCBLoAjl9cpomfTKxBLoE0HnuqBtu_NXHre4r_LOpxm_ZeLEzYIVfG-C-Cq3ijVRjyUlte4e1pj4Xm6_TQDKK6N0YynOFDEaS=s10000,,0.62,unique_primary,,,,,1,P1_price_missing,missing_price|missing_source_link,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-00361,Kostel Syariah @House,guest_house,-6.8833958,107.5503171,bandung_raya_valid,,,4.2,185.0,17,0.5664192306610192,Positif,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHO62s_4RiSEgf8vG_2nkwImHE5b2iha8sV2Tv6bM60Ft9GyyiQLlgRd6fRrbvJPeYgpAxjl8vH3kIv2guCDja40JRN1LCY9ah8n2Z-XWeCnqzQ86xxZSxmtXlH7wcsdhRflXgf9w=s10000,https://www.oyorooms.com/99085/,0.6,unique_primary,,,,,1,P1_price_missing,missing_price|missing_amenities,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-00372,OYO 92726 Geulis Guest House Syariah,guest_house,-6.8637,107.5021,bandung_raya_valid,,Rp 96.108,2.8,25.0,17,0.3603064183670513,Negatif,Free parking; Free Wi-Fi,,https://www.google.com/aclk?sa=l&ai=DChsSEwi45Leq3eeUAxWNhVoFHTg1BogYACICCAEQARoCdnU&co=1&ase=2&gclid=EAIaIQobChMIuOS3qt3nlAMVjYVaBR04NQaIEA0YBCABEgJQS_D_BwE&cid=CAASugHkaBDuOMAIatyLAgffK9cK1AkUjQW9LH4orDZ0O9H0sQfncHsU8OSHv8_e018ioU6vazqdYUagu8GGTWzzR8mE4IIKo3req7BqnBtigUECn7743azfksMf0SspbaCP634pmulAhw01Dy3DHj_gLsNEQ2zV_Q9fgUOL_SpvEh08lieKOC4pYwq5XPs81eGR-kyPdR0YEkOMeWhX-yIYHZ3uIO9vrMSIZIpNz3fkNbkpGReNH99jid5R1Nw&category=acrcp_v1_48&sig=AOD64_1mJnsoc4EEfgPRzHnXTxWgHms2vA&adurl=,0.6,unique_primary,,,,,1,P1_price_missing,missing_price|missing_image,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-00400,Padasuka Kost & Homestay,guest_house,-6.8759999,107.5251134,bandung_raya_valid,,,4.3,106.0,13,0.6230549948776898,Positif,"Wi-Fi, Free parking, Air conditioning",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGFSPpHd3SkEQG6NqFj_LQUm7l-FDutIakTJkLB63kpmRIzwIwXnqv9Ayg9xpGbkbGOf6N2WMlGUEw6tAsQmp8rGbA9kztf4b9qdQqlgowdjz_Yc8_WUM3DYlE5jgXk9UItSj92=s10000,,0.58,unique_primary,,,,,1,P1_price_missing,missing_price|missing_source_link,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-00394,Guest House Jabu Rosmina,guest_house,-6.8658788,107.5383544,bandung_raya_valid,,,4.1,40.0,13,0.5591927281640686,Positif,Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEpAuAw8IozX5NVFlixu72XJuqKgELmKgN5LHYeoB00Ryowugu8oA9iULHSD8cV0e6S3nIqjw57fh1DYRbaKySFF04PM23DOkMS4xW9mIwotpnrFxzUVdbdolCzfR0QnANUnz8B=s10000,,0.58,unique_primary,,,,,1,P1_price_missing,missing_price|missing_source_link,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-00397,Light Home Kost,guest_house,-6.8892346,107.5798251,bandung_raya_valid,,,4.5,28.0,14,0.656067244478423,Positif,"Free Wi-Fi, Free parking, Smoke-free property",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGrpd0iMWq32UoPK0cQF-SlMfIUqVeeKJzEmUSn7xXWu0hPmCacZ1eTXSMB4Jo8v5W9eV0QPB8exlduU7tEDex7y7-a6zXTf6CDfhmCHWgTbese4PpdQgeyy3idQSS1q0vf4nXxgA=s10000,,0.58,unique_primary,,,,,1,P1_price_missing,missing_price|missing_source_link,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-01634,My Family Guest House,guest_house,-6.9021,107.6133,bandung_raya_valid,,,4.4,7.0,0,,Belum tersedia,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqnjqHwSYXqhxRx_NfkQV4XDsTmupOXezXQxYRTSW3_OSz60sxSTRrwIex1KUgvH9URUiU95r9pICroTir6hgq2jz0rQVRFrwxdiGmoKq5vyo7NnBiXdeO6wX_rax0lo6F_uhkFN6x70Q=s10000,,0.55,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment|missing_source_link|missing_amenities,scrape_or_manual_price,2,False,False,False,,,,,,
LODGE-01632,Kost Flores,guest_house,-6.9082,107.618,bandung_raya_valid,,,5.0,6.0,0,,Belum tersedia,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAESYr9ef9xguI7amuIxEjrE5PfEiN7VfvNtupXi6sIp_dkNpAICt11PKYOD65URGQWIYTMO8t8x55UsFvMT3gHOuoRlM9Ep7ctVmisZKj6iim3P0dnDPnkKoSfeyTwaJr0feRZ9Xw=s10000,,0.55,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment|missing_source_link|missing_amenities,scrape_or_manual_price,2,False,False,False,,,,,,
LODGE-01633,Kost Sakgan48,guest_house,-6.9262,107.61,bandung_raya_valid,,,4.8,4.0,2,0.6014091126765337,Positif,,https://lh5.googleusercontent.com/p/4bKGRyn61bSVTQsPGATm4A=s10000,,0.55,unique_primary,,,,,1,P1_price_missing,missing_price|missing_source_link|missing_amenities,scrape_or_manual_price,3,False,False,False,,,,,,
LODGE-00419,Frank House Guest House Korean Style,guest_house,-6.8769236,107.5668186,bandung_raya_valid,,,4.4,79.0,42,0.3603875506813885,Netral,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHY1Yyi1YsjcTOzYeeEHQOb044_2UuFZSvoGQdiLyI_PmY_bkqrNP_nOUCnnqDbmtanQNCrT1i_FCI-ShSILNPz4lFZyIyDm7PROp7kPfg_TJyAklGfN2iuBoqBm4R2IPYfM6n4jKkGambL=s10000,http://www.instagram.com/frankhouse.bandung,0.5,unique_primary,,,,,1,P1_price_missing,missing_price|missing_amenities,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-00423,OYO 94118 Homestayque Syariah,guest_house,-6.8723355,107.5332578,bandung_raya_valid,,,2.2,10.0,6,0.4441290515555621,Negatif,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHsXw_kAG9CxJQpNr0CeDOVv0Nzo5yUtnHe_KFMN58U7kRz4E92_qdHekKq414cC1Rb-k6m-R0wN1ZapHVh-wzGdLQvq3ey5H_LTD00H_7wSmEzMQ4islhG-cihE9V3r4PIQ7Pb6A=s10000,https://www.oyorooms.com/h/245154?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_CMI019&latitude=-6.87234&longitude=107.5333&locale=id,0.5,unique_primary,,,,,1,P1_price_missing,missing_price|missing_amenities,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-00421,OYO 2442 Windrisari Homestay,guest_house,-6.8588681,107.5777343,bandung_raya_valid,,,4.0,5.0,0,,Belum tersedia,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFY756zMv-8rELxuI-taSGBUZaGC7XSVOvVJlx1a40gjaGmifmGKpCkggZ1gSvGWShFe-zqFv1tuJp2qLBKFRfmAgDw7NFX2auQJPpJQcKUBx810HKTGG-2ElF8BQ1tJgmPM6U=s10000,https://www.oyorooms.com/h/90704?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_JPA002&latitude=-5.88044&longitude=110.4371&locale=id,0.5,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment|missing_amenities,scrape_or_manual_price,3,False,False,False,,,,,,
LODGE-00422,OYO 90815 Guest House Putri Sariwangi Syariah,guest_house,-6.861946,107.5763083,bandung_raya_valid,,,3.0,1.0,1,0.5779461682313306,Netral,,https://lh5.googleusercontent.com/p/zEoaugW9T7RrnD-VJovVSg=s10000,https://www.oyorooms.com/163512/,0.5,unique_primary,,,,,1,P1_price_missing,missing_price|missing_amenities,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-01646,Javaretro kost 31,guest_house,-6.8887677,107.5800253,bandung_raya_valid,,,4.0,5.0,0,,Belum tersedia,,https://lh5.googleusercontent.com/p/LH4DpezHLJW-qMzQJU1UiA=s10000,,0.48,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment|missing_source_link|missing_amenities,scrape_or_manual_price,2,False,False,False,,,,,,
LODGE-00442,Kost Gerlong Hilir,guest_house,-6.8676139,107.5795974,bandung_raya_valid,,,4.4,68.0,13,0.6230068843268317,Positif,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUXmY6CEPGHMutMuKyKOD3gfnHdneWrLaHHHqykRK3Z2Aac892BNrhx95NhgocJvQB0dTdcz-0gJ7i_H8nGYmdPx5EDX23hrqYbMH0xHIBVq3TwR_BZvH6vZuqcM50RRbIO6gvQA=s10000,,0.44,unique_primary,,,,,1,P1_price_missing,missing_price|missing_source_link|missing_amenities,scrape_or_manual_price,3,False,False,False,,,,,,
LODGE-00437,Guest House TERAS WARUGA SYARIAH,guest_house,-6.8614987,107.5765378,bandung_raya_valid,,,4.8,5.0,1,0.5974597920924052,Positif,,https://cdn.worldota.net/t/1024x768/content/6b/ba/6bba7801dfed8b1ee9be0f91dde199ff84312b3e.JPEG,,0.44,unique_primary,,,,,1,P1_price_missing,missing_price|missing_source_link|missing_amenities,scrape_or_manual_price,3,False,False,False,,,,,,
LODGE-00447,Regina's Home Guesthouse,guest_house,-6.8864523,107.5699031,bandung_raya_valid,,,5.0,5.0,1,0.596285743871576,Positif,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEITDMohUubUr859lRHRZsmwxvycrK6ql7DX7LlZfWuPXEapwl9yRBi4K7LyoAxJ5VRswvmsaIzCtx5U5y6IMjMaA7rnJU3GKVRt1wXe42wt8VBzKcndBtn0oU6jNIiPSmiJs55=s10000,,0.44,unique_primary,,,,,1,P1_price_missing,missing_price|missing_source_link|missing_amenities,scrape_or_manual_price,3,False,False,False,,,,,,
LODGE-00433,ALONICA guesthouse,guest_house,-6.8569713,107.5745009,bandung_raya_valid,,,3.0,2.0,0,,Belum tersedia,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFhXK4RjWYD-onQM1pSaeZzRU-0HEqY-6v9N93lz6iPYMq6-JLgLMTT1kGO7KHMf9EvTQbGR2ysnxV2cJUy2O8F7KDh7ycsJDvnbXmGs3i3JXaWFgFv314B1EtAMSg7Jq7kkUdD=s10000,,0.44,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment|missing_source_link|missing_amenities,scrape_or_manual_price,2,False,False,False,,,,,,
LODGE-00439,Homestay,guest_house,-6.8560156,107.5669553,bandung_raya_valid,,,5.0,1.0,2,0.6024622361871446,Positif,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEqaOcPdwXQ7OCZegZeXTVxnAU1_YD7RnmePX56PR4BjzVuympYr-YLwIrsD297ElfqakxDJ7IM9F4Bq7ddl159iPX398agfFIHmD6K6NQrkpvVUI0LUVtNIf3DXOnUozOiIsE4=s10000,,0.44,unique_primary,,,,,1,P1_price_missing,missing_price|missing_source_link|missing_amenities,scrape_or_manual_price,3,False,False,False,,,,,,
LODGE-00104,Collection O 818 Micasa Residence,hotel,-6.889249,107.5793864,bandung_raya_valid,,,3.5,751.0,0,,Belum tersedia,"Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Kid-friendly",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAkZNwYuBRVEurq_8OuOlmMEVAcs3YXwnQsHBk-_c6rLRxGguR4vB3gUgn1VxdWyG56M0X1H3xZ054XU0HgeHeizTWbfqcAq4j_DHIiMYXmSK2j6yAzQUWipZHHDLgZDBH0MixbA=s10000,https://www.oyorooms.com/ID/56529/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_BDG055&latitude=-6.8892579&longitude=107.5794187&locale=id,0.86,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-01354,FOX HARRIS Hotel City Center,hotel,-6.9145,107.6129,bandung_raya_valid,,,4.4,4323.0,14,0.586162,Positif,Breakfast ($); Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Spa; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Business center; Kid-friendly; Smoke-free property,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGvluqJJ92NiEdzW9vhAjmLqDt_zL6IFy6xiuOw5ne3U8L8rmSd1t2Hd4axIaLSuLHavK5qt_C-UUtnemt3v5VBaZymW2dk0mnb8TQ-HARsZNLzDbanPozQRtwDWKXmQfBwNlUP=s10000,https://www.discoverasr.com/en/fox-hotels/indonesia/fox-harris-hotel-city-center-bandung?utm_source=google&utm_medium=gmb&utm_campaign=-google-gmb-alwayson-20220101-all-en-id-id-FCCB--&utm_content=--,0.85,unique_primary,,,,,1,P1_price_missing,missing_price,scrape_or_manual_price,5,False,True,False,sentiment diisi dari review valid dan model lokal,,,,,
LODGE-01369,Idea's Hotel,hotel,-6.9423,107.6417,bandung_raya_valid,,,4.2,1886.0,20,0.5327538959291132,Positif,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Airport shuttle; Full-service laundry; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHKuTTpoXFmzCbfdF9koQtismnsWhhmYWCHIzazttTdaM3HhfnDfQsynlF32ry06IdQHPf_gZMyt08ajBRfSsVnU5SU6nf9lMoVPnOOpAarch0I4chL3GtKpH_Nrl7hznHOfea3sj78dcaW=s10000,http://ideashotels.com/,0.85,unique_primary,,,,,1,P1_price_missing,missing_price,scrape_or_manual_price,5,False,False,False,,,,,,
LODGE-01390,Poin Phila Hotel,hotel,-6.9061,107.6047,bandung_raya_valid,,,4.4,567.0,15,0.533767369687856,Positif,Free Wi-Fi; Free parking; Air conditioning; Room service; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGcpDn8TiyobsxB-HtsmxUKBDe1NHOJ5o6Ms-Dc1ePgyNmQeOHKJKbDneUWYRlwQjTEAPbSIFGeCILUfcuqhssxjsOfQ26DrGYG45ZVYubKovZ4sgsYFO96Y7HbMumKDV7GBrlM=s10000,https://posproperti.co.id/hotel,0.85,unique_primary,,,,,1,P1_price_missing,missing_price,scrape_or_manual_price,5,False,False,False,,,,,,
LODGE-01366,Hotel Bandung Permai,hotel,-6.914,107.6339,bandung_raya_valid,,,3.6,555.0,30,0.5157050234665489,Positif,Free breakfast; Free Wi-Fi; Free parking; Hot tub; Air conditioning; Pet-friendly; Room service; Kid-friendly; Smoke-free property,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWD1voa2-iI_5O60rLEMGyh3nKPhnsWb0v_KiBpSDFxqt5ZFWRekBNvCQwqiguSUZyapfh4etUeX_XILPIFKtWyiRkht0WmDpgqRPqgDNpdLn_gdEBhyUp7gSTxwFSpkWN_zI=s10000,http://hotelbandungpermai.zoombookdirect.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=google_my_business,0.85,unique_primary,,,,,1,P1_price_missing,missing_price,scrape_or_manual_price,5,False,False,False,,,,,,
LODGE-01368,Hotel Setiabudhi Indah,hotel,-6.8616,107.5957,bandung_raya_valid,,,4.3,433.0,8,0.6134279954728928,Positif,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Full-service laundry; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGBwOfc1pUVkNSXsGBzBtYyABESS_-qKvLkHffdJfw2dEqooUjXCObEtavYowcoZiGTsaCTTJHCFhMUbmXbFcUnppXcKFJR9hm6R89hfgDCcbNvvrc0t78Y4h_kfVm3jhw4THQI=s10000,https://www.oyorooms.com/80953/,0.85,unique_primary,,,,,1,P1_price_missing,missing_price,scrape_or_manual_price,5,False,False,False,,,,,,
