"address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","countryCode","fid","hotelStars","imageUrl","isAdvertisement","isLocalGuide","kgmid","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Aktivitas di sekitar","reviewContext/Area piknik","reviewContext/Area untuk berjalan kaki","reviewContext/Detail penting","reviewContext/Grup perjalanan","reviewContext/Jenis perjalanan","reviewContext/Kamar","reviewContext/Keamanan","reviewContext/Kesesuaian untuk anjing","reviewContext/Makanan & minuman","reviewContext/Sebaiknya buat reservasi","reviewContext/Sorotan hotel","reviewContext/Taman Bermain","reviewContext/Toilet","reviewContext/Waktu antrean","reviewContext/Waktu kunjungan","reviewDetailedRating/Kamar","reviewDetailedRating/Layanan","reviewDetailedRating/Lokasi","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewImageUrls/31","reviewImageUrls/32","reviewImageUrls/33","reviewImageUrls/34","reviewImageUrls/35","reviewImageUrls/36","reviewImageUrls/37","reviewImageUrls/38","reviewImageUrls/39","reviewImageUrls/40","reviewImageUrls/41","reviewImageUrls/42","reviewImageUrls/43","reviewImageUrls/44","reviewImageUrls/45","reviewImageUrls/46","reviewImageUrls/47","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11, Ciburial, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198, Indonesia","Vila",,,,,,,,,,"Vila","948256201363817308","Kabupaten Bandung","ID","0x2e68e7a0bb8d040f:0xd28e1fdb65a035c","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6S6LIGtRgAGEXFxR1hZoN0sAtxNiuIRNdRgYMCAyM3L2ofJc3Lj1NUx2YFCWehEAJnk5F1zOUS260vrJGsalQZzQIaFbnsOoQ_Zy_DzfNz_FUd9O9-u4GsI4g9FdXJOQUBuiETg=w408-h306-k-no","false","false","/g/11tg44mynb","id","0","-6.8546875","107.6493125","Rafi Akbar","Ciburial, Kecamatan Cimenyan",,"false","ChIJDwSNu6DnaC4RXANatv3hKA0","40198",,"setahun lalu","2024-11-24T08:26:46.358Z",,"2024-11-24T11:39:37.000Z","Terima kasih pak Rafi. Ditunggu staycation berikut di Double R ya pak.",,,,,,,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNQOW9yc2RBEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNQOW9yc2RBEAE!2m1!1s0x0:0xd28e1fdb65a035c!3m1!1s2@1:CIHM0ogKEICAgICP9orsdA%7C%7C?hl=id","105990388497622430332","4","https://lh3.googleusercontent.com/a/ACg8ocJ2SI1u6UVQt3lGOXwKaJsl_TOaLFWn3TmXGCbCHsWXEJrKkQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105990388497622430332?hl=id","102","2026-06-06T06:44:28.361Z","Double R Villa F11 Dago Village - Villa -6.8547,107.6494","5","Jawa Barat","Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11","false",,,"Double R villa Dago Village","4.9",,"https://www.google.com/maps/search/?api=1&query=Double%20R%20villa%20Dago%20Village&query_place_id=ChIJDwSNu6DnaC4RXANatv3hKA0",
"Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11, Ciburial, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198, Indonesia","Vila",,,,,,,,,,"Vila","948256201363817308","Kabupaten Bandung","ID","0x2e68e7a0bb8d040f:0xd28e1fdb65a035c","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6S6LIGtRgAGEXFxR1hZoN0sAtxNiuIRNdRgYMCAyM3L2ofJc3Lj1NUx2YFCWehEAJnk5F1zOUS260vrJGsalQZzQIaFbnsOoQ_Zy_DzfNz_FUd9O9-u4GsI4g9FdXJOQUBuiETg=w408-h306-k-no","false","true","/g/11tg44mynb","id","1","-6.8546875","107.6493125","Nasron A.Mufti","Ciburial, Kecamatan Cimenyan","id","false","ChIJDwSNu6DnaC4RXANatv3hKA0","40198",,"setahun lalu","2024-10-26T08:05:40.701Z",,"2024-11-24T11:40:56.000Z","Terima kasih pak Nasron. Semoga staycation di Double R lagi ya pak.",,,,,"Keluarga","Liburan",,,,,,"Mewah, Pemandangan yang indah, Romantis, Tenang, Cocok untuk anak-anak, Harga terbaik",,,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnSURYbXJXR2RREAE","https://lh3.googleusercontent.com/grass-cs/ANxoTn0dsNF9bGryMqRu0olADxY0HZFkjBFM5SpII_1euAr6TD2tILh03bqu15WKE1zBRKjbeCkenvTBXwpDTdO6NLVl6FYbYp8HFTyr1wvFdNv8uOd6Syynj1Ee1XfqijHdYd8hFEnojA=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1k6C7TP94TA8LljM7okaN3w6FqXCu0qJW7sHcDemAL5VkHZq_iHYw9vRHu-HfJ2gNeZ0Y-ZoRqwpJKzq0YOXkUMw26mieYxhru7wnLAFm324LU-T0P5rQSX0Ib4N1-N2aZ8ZzG=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0Eci7w8SMIOYgKUnZ7eRXoFoQZljRPjzwaY329CZN3N_cFnH0doRy9qZTeqVdmGiGbVyvs9XozZmqnvmES6ve8bbAmSu4yiVbls6t8h5C6agyQxypsYH-y_2c9BJV35w5Ne2RZ=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURYbXJXR2RREAE!2m1!1s0x0:0xd28e1fdb65a035c!3m1!1s2@1:CIHM0ogKEICAgIDXmrWGdQ%7C%7C?hl=id","115733703747349387549","15","https://lh3.googleusercontent.com/a-/ALV-UjVQ1VH-rmvK59MSln9kOVBxOpd1iCPKGQgG1B69UYXjot7CP44R=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/115733703747349387549?hl=id","102","2026-06-06T06:44:28.361Z","Double R Villa F11 Dago Village - Villa -6.8547,107.6494","5","Jawa Barat","Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11","false","Villa yang sangat cocok untuk keluarga, kamar bersih standard hotel pas masuk harumnya sangat homy, fasilitas tidak diragukan, lansia friendly dan service nya dari owner dan villa keeper pun Sangat memuaskann.very very recommended....👍",,"Double R villa Dago Village","4.9",,"https://www.google.com/maps/search/?api=1&query=Double%20R%20villa%20Dago%20Village&query_place_id=ChIJDwSNu6DnaC4RXANatv3hKA0",
"Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11, Ciburial, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198, Indonesia","Vila",,,,,,,,,,"Vila","948256201363817308","Kabupaten Bandung","ID","0x2e68e7a0bb8d040f:0xd28e1fdb65a035c","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6S6LIGtRgAGEXFxR1hZoN0sAtxNiuIRNdRgYMCAyM3L2ofJc3Lj1NUx2YFCWehEAJnk5F1zOUS260vrJGsalQZzQIaFbnsOoQ_Zy_DzfNz_FUd9O9-u4GsI4g9FdXJOQUBuiETg=w408-h306-k-no","false","false","/g/11tg44mynb","id","0","-6.8546875","107.6493125","Keisha Andara Qolbia","Ciburial, Kecamatan Cimenyan","id","false","ChIJDwSNu6DnaC4RXANatv3hKA0","40198",,"setahun lalu","2024-09-21T13:01:18.885Z",,"2024-09-23T05:14:49.000Z","Terima kasih kak Devia, ditunggu staycation lagi di Double R ya kak.",,,,,"Keluarga","Liburan",,,,,,"Mewah, Pemandangan yang indah, Tenang, Cocok untuk anak-anak, Harga terbaik",,,,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSURIXzhPejl3RRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURIXzhPejl3RRAB!2m1!1s0x0:0xd28e1fdb65a035c!3m1!1s2@1:CIHM0ogKEICAgIDH_8Oz9wE%7C%7C?hl=id","117314367138386488458","1","https://lh3.googleusercontent.com/a/ACg8ocLu_kHMqKSMNTLtL8tdBoZu4yKJJoDv4pWAeuIpzzXhZpMZPw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/117314367138386488458?hl=id","102","2026-06-06T06:44:28.361Z","Double R Villa F11 Dago Village - Villa -6.8547,107.6494","5","Jawa Barat","Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11","false","Tempatnya nyaman,luas,bnyak fasilitasnya smpe ga kesempet kepake smua. Ownernya ramah,house keepernya jg. Salah satu tempat staycation favorit keluarga.",,"Double R villa Dago Village","4.9",,"https://www.google.com/maps/search/?api=1&query=Double%20R%20villa%20Dago%20Village&query_place_id=ChIJDwSNu6DnaC4RXANatv3hKA0",
"Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11, Ciburial, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198, Indonesia","Vila",,,,,,,,,,"Vila","948256201363817308","Kabupaten Bandung","ID","0x2e68e7a0bb8d040f:0xd28e1fdb65a035c","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6S6LIGtRgAGEXFxR1hZoN0sAtxNiuIRNdRgYMCAyM3L2ofJc3Lj1NUx2YFCWehEAJnk5F1zOUS260vrJGsalQZzQIaFbnsOoQ_Zy_DzfNz_FUd9O9-u4GsI4g9FdXJOQUBuiETg=w408-h306-k-no","false","false","/g/11tg44mynb","id","0","-6.8546875","107.6493125","iwan tan","Ciburial, Kecamatan Cimenyan",,"false","ChIJDwSNu6DnaC4RXANatv3hKA0","40198",,"setahun lalu","2024-08-30T09:59:37.722Z",,"2024-09-23T05:15:08.000Z","Terima kasih kak",,,,,,,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUQ3MzVMdm1RRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ3MzVMdm1RRRAB!2m1!1s0x0:0xd28e1fdb65a035c!3m1!1s2@1:CIHM0ogKEICAgID735LvmQE%7C%7C?hl=id","103076574587431734785","0","https://lh3.googleusercontent.com/a/ACg8ocIF99XkP5rkrmWRqBQcYar6fPXUWad7IJHRFdz9oQ38seaoxw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/103076574587431734785?hl=id","102","2026-06-06T06:44:28.361Z","Double R Villa F11 Dago Village - Villa -6.8547,107.6494","4","Jawa Barat","Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11","false",,,"Double R villa Dago Village","4.9",,"https://www.google.com/maps/search/?api=1&query=Double%20R%20villa%20Dago%20Village&query_place_id=ChIJDwSNu6DnaC4RXANatv3hKA0",
"Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11, Ciburial, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198, Indonesia","Vila",,,,,,,,,,"Vila","948256201363817308","Kabupaten Bandung","ID","0x2e68e7a0bb8d040f:0xd28e1fdb65a035c","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6S6LIGtRgAGEXFxR1hZoN0sAtxNiuIRNdRgYMCAyM3L2ofJc3Lj1NUx2YFCWehEAJnk5F1zOUS260vrJGsalQZzQIaFbnsOoQ_Zy_DzfNz_FUd9O9-u4GsI4g9FdXJOQUBuiETg=w408-h306-k-no","false","true","/g/11tg44mynb","id","0","-6.8546875","107.6493125","Umy Dzikri","Ciburial, Kecamatan Cimenyan","id","false","ChIJDwSNu6DnaC4RXANatv3hKA0","40198",,"setahun lalu","2024-08-29T12:10:49.075Z",,"2024-08-29T14:01:17.000Z","Terima kasih kak! Ditunggu stay cation kembali di Double R ya kak",,,,,"Teman","Liburan",,,,,,"Mewah, Pemandangan yang indah",,,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnSUQ3NTl6VWZREAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ3NTl6VWZREAE!2m1!1s0x0:0xd28e1fdb65a035c!3m1!1s2@1:CIHM0ogKEICAgID759zUfQ%7C%7C?hl=id","116722838918708896881","6","https://lh3.googleusercontent.com/a/ACg8ocLccBIHwy9-v5NBgM5_12c5MjSeHiM0240sloXRkPL80RPrKg=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/116722838918708896881?hl=id","102","2026-06-06T06:44:28.361Z","Double R Villa F11 Dago Village - Villa -6.8547,107.6494","5","Jawa Barat","Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11","false","Villa nya bagus, bersih, rapih, fasilitasnya lengkap, pokoknya mantap, keren.",,"Double R villa Dago Village","4.9",,"https://www.google.com/maps/search/?api=1&query=Double%20R%20villa%20Dago%20Village&query_place_id=ChIJDwSNu6DnaC4RXANatv3hKA0",
"Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11, Ciburial, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198, Indonesia","Vila",,,,,,,,,,"Vila","948256201363817308","Kabupaten Bandung","ID","0x2e68e7a0bb8d040f:0xd28e1fdb65a035c","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6S6LIGtRgAGEXFxR1hZoN0sAtxNiuIRNdRgYMCAyM3L2ofJc3Lj1NUx2YFCWehEAJnk5F1zOUS260vrJGsalQZzQIaFbnsOoQ_Zy_DzfNz_FUd9O9-u4GsI4g9FdXJOQUBuiETg=w408-h306-k-no","false","true","/g/11tg44mynb","id","0","-6.8546875","107.6493125","Ali Mustofa","Ciburial, Kecamatan Cimenyan","id","false","ChIJDwSNu6DnaC4RXANatv3hKA0","40198",,"setahun lalu","2024-08-09T08:28:58.568Z",,"2024-08-09T14:07:57.000Z","Terima kasih kak! Ditunggu staycation berikutnya di Double R",,,,,,"Liburan",,,,,,,,,,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSURiczUtSW1BRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn2uXWXTARcxmMUP6Qts1cluBCW0uanm2wDRy9vl3Noxzs4hr--vNS9d1C-PoE5LRmWtrBshbUgylOk1_2DgpZjckAOaqCF2Pjai20fmMThr712gmbdJeV9tPHRDl8g0zQRgY4Zj6w=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURiczUtSW1BRRAB!2m1!1s0x0:0xd28e1fdb65a035c!3m1!1s2@1:CIHM0ogKEICAgIDbs5-ImAE%7C%7C?hl=id","105560640376739216802","28","https://lh3.googleusercontent.com/a-/ALV-UjW7yuF-BCrxeSGsMFrmGxDachhWIAujNyRG5B4-CRDm1MpvhLrX=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/105560640376739216802?hl=id","102","2026-06-06T06:44:28.361Z","Double R Villa F11 Dago Village - Villa -6.8547,107.6494","5","Jawa Barat","Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11","false","Villa ter nyaman yg ada di sekitaran dago, mantabe 👍",,"Double R villa Dago Village","4.9",,"https://www.google.com/maps/search/?api=1&query=Double%20R%20villa%20Dago%20Village&query_place_id=ChIJDwSNu6DnaC4RXANatv3hKA0",
"Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11, Ciburial, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198, Indonesia","Vila",,,,,,,,,,"Vila","948256201363817308","Kabupaten Bandung","ID","0x2e68e7a0bb8d040f:0xd28e1fdb65a035c","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6S6LIGtRgAGEXFxR1hZoN0sAtxNiuIRNdRgYMCAyM3L2ofJc3Lj1NUx2YFCWehEAJnk5F1zOUS260vrJGsalQZzQIaFbnsOoQ_Zy_DzfNz_FUd9O9-u4GsI4g9FdXJOQUBuiETg=w408-h306-k-no","false","false","/g/11tg44mynb","id","0","-6.8546875","107.6493125","maria wirawan","Ciburial, Kecamatan Cimenyan",,"false","ChIJDwSNu6DnaC4RXANatv3hKA0","40198",,"setahun lalu","2024-08-01T00:12:58.234Z",,"2024-08-01T05:24:24.000Z","Terima kasih kak untuk five starnya. Ditunggu ya kak di Double R untuk staycation mendatang",,,,,,,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURib0ktaS1RRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURib0ktaS1RRRAB!2m1!1s0x0:0xd28e1fdb65a035c!3m1!1s2@1:CIHM0ogKEICAgIDboI-i-QE%7C%7C?hl=id","104600239902257044839","6","https://lh3.googleusercontent.com/a/ACg8ocLSPA5VsQ0icdBrmWwHM3KBhR90-E5ZDKkitCPNaa-7BGep6Q=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/104600239902257044839?hl=id","102","2026-06-06T06:44:28.361Z","Double R Villa F11 Dago Village - Villa -6.8547,107.6494","5","Jawa Barat","Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11","false",,,"Double R villa Dago Village","4.9",,"https://www.google.com/maps/search/?api=1&query=Double%20R%20villa%20Dago%20Village&query_place_id=ChIJDwSNu6DnaC4RXANatv3hKA0",
"Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11, Ciburial, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198, Indonesia","Vila",,,,,,,,,,"Vila","948256201363817308","Kabupaten Bandung","ID","0x2e68e7a0bb8d040f:0xd28e1fdb65a035c","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6S6LIGtRgAGEXFxR1hZoN0sAtxNiuIRNdRgYMCAyM3L2ofJc3Lj1NUx2YFCWehEAJnk5F1zOUS260vrJGsalQZzQIaFbnsOoQ_Zy_DzfNz_FUd9O9-u4GsI4g9FdXJOQUBuiETg=w408-h306-k-no","false","false","/g/11tg44mynb","id","0","-6.8546875","107.6493125","felicia franceline Lewi ch","Ciburial, Kecamatan Cimenyan",,"false","ChIJDwSNu6DnaC4RXANatv3hKA0","40198",,"setahun lalu","2024-07-22T10:23:17.507Z",,"2024-07-22T10:34:53.000Z","Terima kasih kakak Felicia. Kami tunggu kakak staycation lagi di Double R. ",,,,,,,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNiMEpETFpREAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNiMEpETFpREAE!2m1!1s0x0:0xd28e1fdb65a035c!3m1!1s2@1:CIHM0ogKEICAgICb0JDLZQ%7C%7C?hl=id","102348666264641318803","0","https://lh3.googleusercontent.com/a/ACg8ocJ7S-yckLzrsKIA9TtK_fO5SEH7rlo91UJTwHES05WvtDr9ow=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/102348666264641318803?hl=id","102","2026-06-06T06:44:28.361Z","Double R Villa F11 Dago Village - Villa -6.8547,107.6494","5","Jawa Barat","Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11","false",,,"Double R villa Dago Village","4.9",,"https://www.google.com/maps/search/?api=1&query=Double%20R%20villa%20Dago%20Village&query_place_id=ChIJDwSNu6DnaC4RXANatv3hKA0",
"Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11, Ciburial, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198, Indonesia","Vila",,,,,,,,,,"Vila","948256201363817308","Kabupaten Bandung","ID","0x2e68e7a0bb8d040f:0xd28e1fdb65a035c","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6S6LIGtRgAGEXFxR1hZoN0sAtxNiuIRNdRgYMCAyM3L2ofJc3Lj1NUx2YFCWehEAJnk5F1zOUS260vrJGsalQZzQIaFbnsOoQ_Zy_DzfNz_FUd9O9-u4GsI4g9FdXJOQUBuiETg=w408-h306-k-no","false","false","/g/11tg44mynb","id","0","-6.8546875","107.6493125","Dwi Winastuti","Ciburial, Kecamatan Cimenyan",,"false","ChIJDwSNu6DnaC4RXANatv3hKA0","40198",,"2 tahun lalu","2024-02-28T06:35:24.109Z",,"2024-02-28T06:45:54.000Z","Terima kasih kak Dwi",,,,,"Teman","Liburan",,,,,,"Mewah, Pemandangan yang indah, Cocok untuk anak-anak, Harga terbaik, Berteknologi tinggi",,,,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSURkNTdtMTR3RRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURkNTdtMTR3RRAB!2m1!1s0x0:0xd28e1fdb65a035c!3m1!1s2@1:CIHM0ogKEICAgIDd57m14wE%7C%7C?hl=id","104950215571255097954","3","https://lh3.googleusercontent.com/a/ACg8ocLTv1Ic3EwljU9eDLjebIyi33aCWeSmUSj_y8EopterEdryXw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/104950215571255097954?hl=id","102","2026-06-06T06:44:28.361Z","Double R Villa F11 Dago Village - Villa -6.8547,107.6494","5","Jawa Barat","Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11","false",,,"Double R villa Dago Village","4.9",,"https://www.google.com/maps/search/?api=1&query=Double%20R%20villa%20Dago%20Village&query_place_id=ChIJDwSNu6DnaC4RXANatv3hKA0",
"Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11, Ciburial, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198, Indonesia","Vila",,,,,,,,,,"Vila","948256201363817308","Kabupaten Bandung","ID","0x2e68e7a0bb8d040f:0xd28e1fdb65a035c","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6S6LIGtRgAGEXFxR1hZoN0sAtxNiuIRNdRgYMCAyM3L2ofJc3Lj1NUx2YFCWehEAJnk5F1zOUS260vrJGsalQZzQIaFbnsOoQ_Zy_DzfNz_FUd9O9-u4GsI4g9FdXJOQUBuiETg=w408-h306-k-no","false","false","/g/11tg44mynb","id","0","-6.8546875","107.6493125","Tami Inmas","Ciburial, Kecamatan Cimenyan",,"false","ChIJDwSNu6DnaC4RXANatv3hKA0","40198",,"2 tahun lalu","2024-02-28T02:15:04.462Z",,"2024-02-28T02:25:30.000Z","Terima kasih kak",,,,,"Teman","Liburan",,,,,,"Pemandangan yang indah",,,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnSURkeDhTNU5BEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURkeDhTNU5BEAE!2m1!1s0x0:0xd28e1fdb65a035c!3m1!1s2@1:CIHM0ogKEICAgIDdx8S5NA%7C%7C?hl=id","112146386538550722260","4","https://lh3.googleusercontent.com/a/ACg8ocJjTpmSV4urr1_OrL-ag-CDf99vrTd7or1MG6ouJoyDiIikPg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/112146386538550722260?hl=id","102","2026-06-06T06:44:28.361Z","Double R Villa F11 Dago Village - Villa -6.8547,107.6494","5","Jawa Barat","Double R Villa F11 Dago Village - Villa, Jl. Bukit Pakar Timur Blok B Unit F 11","false",,,"Double R villa Dago Village","4.9",,"https://www.google.com/maps/search/?api=1&query=Double%20R%20villa%20Dago%20Village&query_place_id=ChIJDwSNu6DnaC4RXANatv3hKA0",
