"address","categories/0","categories/1","categories/2","categories/3","categories/4","categoryName","cid","city","countryCode","fid","hotelStars","imageUrl","isAdvertisement","isLocalGuide","kgmid","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Aktivitas di sekitar","reviewContext/Area untuk berjalan kaki","reviewContext/Detail penting","reviewContext/Grup perjalanan","reviewContext/Jenis perjalanan","reviewContext/Kamar","reviewContext/Keamanan","reviewContext/Makanan & minuman","reviewContext/Sorotan hotel","reviewDetailedRating/Kamar","reviewDetailedRating/Layanan","reviewDetailedRating/Lokasi","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Jl. Cibogo Atas No.97, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164, Indonesia","Hotel",,,,,"Hotel","10214191741217681741","Kota Bandung","ID","0x2e68e6816d2f8ee9:0x8dc019458302314d","Hotel","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_jB_x7LP_pXO8uAyyWrC83yOyHQE6ECUz6oSaSs0Pw0pPIiyUQsa5-J6uIfHqULrIUvhzFCTOPWImJDyNJ2lmDs-pMFSlyDUUf30Mz4YDfOnHZqfox7ZFto2zc9XOhIr2P7oBbQ=w426-h240-k-no","false","false","/g/11dymnjbp6","id","0","-6.8843554","107.5780626","Nenden Makmoer","Sukawarna, Kecamatan Sukajadi","id","false","ChIJ6Y4vbYHmaC4RTTECg0UZwI0","40164","US$7","2 bulan lalu","2026-03-24T11:51:46.539Z",,,,,,,,,,,,,"1","3","2","Ci9DQUlRQUNvZENodHljRjlvT2tGbldIVkNiMkp3UVdOcFVIaG5jWGxPVGpaeWVFRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tGbldIVkNiMkp3UVdOcFVIaG5jWGxPVGpaeWVFRRAB!2m1!1s0x0:0x8dc019458302314d!3m1!1s2@1:CAIQACodChtycF9oOkFnWHVCb2JwQWNpUHhncXlOTjZyeEE%7C%7C?hl=id","103556816018824004666","1","https://lh3.googleusercontent.com/a-/ALV-UjVfc-AU7TUTZp2yi02ILm_jK--H7nvLCLuvj1GZQ1cxy8jTiqo=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/103556816018824004666?hl=id","188","2026-06-06T05:44:01.897Z","Grha Blue Sky -6.8843554,107.5780626","1","Jawa Barat","Jl. Cibogo Atas No.97","false","Kurang nyaman ...big no no deh unt balik lg ...hanya salutnya pecinta kucing",,"Grha Blue Sky","3.9",,"https://www.google.com/maps/search/?api=1&query=Grha%20Blue%20Sky&query_place_id=ChIJ6Y4vbYHmaC4RTTECg0UZwI0",
"Jl. Cibogo Atas No.97, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164, Indonesia","Hotel",,,,,"Hotel","10214191741217681741","Kota Bandung","ID","0x2e68e6816d2f8ee9:0x8dc019458302314d","Hotel","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_jB_x7LP_pXO8uAyyWrC83yOyHQE6ECUz6oSaSs0Pw0pPIiyUQsa5-J6uIfHqULrIUvhzFCTOPWImJDyNJ2lmDs-pMFSlyDUUf30Mz4YDfOnHZqfox7ZFto2zc9XOhIr2P7oBbQ=w426-h240-k-no","false","false","/g/11dymnjbp6","id","0","-6.8843554","107.5780626","Saefur rahman","Sukawarna, Kecamatan Sukajadi",,"false","ChIJ6Y4vbYHmaC4RTTECg0UZwI0","40164","US$7","6 bulan lalu","2025-11-30T16:01:26.822Z",,,,,,,,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT25GVVNHWjNPRUo1Yms5cmNIWklkRWhwUlhJdFYzYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25GVVNHWjNPRUo1Yms5cmNIWklkRWhwUlhJdFYzYxAB!2m1!1s0x0:0x8dc019458302314d!3m1!1s2@1:CAIQACodChtycF9oOnFUSGZ3OEJ5bk9rcHZIdEhpRXItV3c%7C%7C?hl=id","108703672485962379911","3","https://lh3.googleusercontent.com/a/ACg8ocJGUFH6VXCWACSExXW_TF4ppTn43UWxilWfQaHbg91p_vxuKg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108703672485962379911?hl=id","188","2026-06-06T05:44:01.897Z","Grha Blue Sky -6.8843554,107.5780626","5","Jawa Barat","Jl. Cibogo Atas No.97","false",,,"Grha Blue Sky","3.9",,"https://www.google.com/maps/search/?api=1&query=Grha%20Blue%20Sky&query_place_id=ChIJ6Y4vbYHmaC4RTTECg0UZwI0",
"Jl. Cibogo Atas No.97, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164, Indonesia","Hotel",,,,,"Hotel","10214191741217681741","Kota Bandung","ID","0x2e68e6816d2f8ee9:0x8dc019458302314d","Hotel","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_jB_x7LP_pXO8uAyyWrC83yOyHQE6ECUz6oSaSs0Pw0pPIiyUQsa5-J6uIfHqULrIUvhzFCTOPWImJDyNJ2lmDs-pMFSlyDUUf30Mz4YDfOnHZqfox7ZFto2zc9XOhIr2P7oBbQ=w426-h240-k-no","false","false","/g/11dymnjbp6","id","0","-6.8843554","107.5780626","Winda","Sukawarna, Kecamatan Sukajadi","id","false","ChIJ6Y4vbYHmaC4RTTECg0UZwI0","40164","US$7","Diedit 6 bulan lalu","2025-11-17T02:33:58.347Z",,,,,,,,,,,,,"1","1",,"ChZDSUhNMG9nS0VJQ0FnSURod3VDZEtnEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURod3VDZEtnEAE!2m1!1s0x0:0x8dc019458302314d!3m1!1s2@1:CIHM0ogKEICAgIDhwuCdKg%7C%7C?hl=id","110109024984676714350","1","https://lh3.googleusercontent.com/a/ACg8ocIRdduRPNCCr7_AQNQClAcTVRZe-M0LZrJy7LpYmUk7Jsj8tQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/110109024984676714350?hl=id","188","2026-06-06T05:44:01.897Z","Grha Blue Sky -6.8843554,107.5780626","1","Jawa Barat","Jl. Cibogo Atas No.97","false","udah booking tapi pas nyampe sana jam 10 malem udah penuh katanya padahal saya udah konfirmasi via wa, di chat sih bilangnya ""iya asalkan ada konfirmasi 🙏"", jauh jauh dari luar kota niat istirahat karna capek tapi malah dikasih ke yg lain room nya. KOCAK SEKALI BELIAU INI YAGESYA",,"Grha Blue Sky","3.9",,"https://www.google.com/maps/search/?api=1&query=Grha%20Blue%20Sky&query_place_id=ChIJ6Y4vbYHmaC4RTTECg0UZwI0",
"Jl. Cibogo Atas No.97, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164, Indonesia","Hotel",,,,,"Hotel","10214191741217681741","Kota Bandung","ID","0x2e68e6816d2f8ee9:0x8dc019458302314d","Hotel","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_jB_x7LP_pXO8uAyyWrC83yOyHQE6ECUz6oSaSs0Pw0pPIiyUQsa5-J6uIfHqULrIUvhzFCTOPWImJDyNJ2lmDs-pMFSlyDUUf30Mz4YDfOnHZqfox7ZFto2zc9XOhIr2P7oBbQ=w426-h240-k-no","false","true","/g/11dymnjbp6","id","0","-6.8843554","107.5780626","Ahmed Dairoby 1707","Sukawarna, Kecamatan Sukajadi","id","false","ChIJ6Y4vbYHmaC4RTTECg0UZwI0","40164","US$7","Diedit 7 bulan lalu","2025-11-04T13:38:23.667Z",,,,,,,,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT21nNFgyOXJVMVJvVUVVd2IyZGtObTAwYW01dmJYYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21nNFgyOXJVMVJvVUVVd2IyZGtObTAwYW01dmJYYxAB!2m1!1s0x0:0x8dc019458302314d!3m1!1s2@1:CAIQACodChtycF9oOmg4X29rU1RoUEUwb2dkNm00am5vbXc%7C%7C?hl=id","112660029718864774908","22","https://lh3.googleusercontent.com/a-/ALV-UjUdF9z4h2tpY-JQGqoEclX1TXDqYUqjT7g_NJ80LxHwuD2RHl0=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/112660029718864774908?hl=id","188","2026-06-06T05:44:01.897Z","Grha Blue Sky -6.8843554,107.5780626","5","Jawa Barat","Jl. Cibogo Atas No.97","false","Penginapan yang worth it dan juga pemiliknya juga ramah",,"Grha Blue Sky","3.9",,"https://www.google.com/maps/search/?api=1&query=Grha%20Blue%20Sky&query_place_id=ChIJ6Y4vbYHmaC4RTTECg0UZwI0",
"Jl. Cibogo Atas No.97, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164, Indonesia","Hotel",,,,,"Hotel","10214191741217681741","Kota Bandung","ID","0x2e68e6816d2f8ee9:0x8dc019458302314d","Hotel","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_jB_x7LP_pXO8uAyyWrC83yOyHQE6ECUz6oSaSs0Pw0pPIiyUQsa5-J6uIfHqULrIUvhzFCTOPWImJDyNJ2lmDs-pMFSlyDUUf30Mz4YDfOnHZqfox7ZFto2zc9XOhIr2P7oBbQ=w426-h240-k-no","false","false","/g/11dymnjbp6","id","0","-6.8843554","107.5780626","Jaleesa Bordelon","Sukawarna, Kecamatan Sukajadi","id","false","ChIJ6Y4vbYHmaC4RTTECg0UZwI0","40164","US$7","7 bulan lalu","2025-10-24T10:59:51.842Z",,,,,,,"Keluarga",,,,,"Tenang","5","5","5","Ci9DQUlRQUNvZENodHljRjlvT21oM1FXNXZSazgwUzB0bFMyWkJPRlJtYUZJME9HYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21oM1FXNXZSazgwUzB0bFMyWkJPRlJtYUZJME9HYxAB!2m1!1s0x0:0x8dc019458302314d!3m1!1s2@1:CAIQACodChtycF9oOmh3QW5vRk80S0tlS2ZBOFRmaFI0OGc%7C%7C?hl=id","111465075258141578366","5","https://lh3.googleusercontent.com/a-/ALV-UjVuyQGJVc2GIVd3BkIHhCflcJ_1YGTs2zjLSpuWwQBswoVTQWXG=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/111465075258141578366?hl=id","188","2026-06-06T05:44:01.897Z","Grha Blue Sky -6.8843554,107.5780626","5","Jawa Barat","Jl. Cibogo Atas No.97","false","Langganan disini, pelayanannya ramah. Terus juga ada kucing resque di dekat parkiran yang ngebuat pecinta kucing kayak aku jadi lebih enjoy istirahat disini. Kucingnya enggak dilepasin dari kandang kokkk, jadi kalo mau liat kucing langsung ke parkirannya aja.

Pelayanan bagus, kamar bagus, sesuai dengan harga bahkan dengan harga semurmer ini pelayanan, fasilitas, room, bed, bath room, air minum gratis(ambil sendiri), air panas berjalan sebagaimana mestinya, bahkan dapet juga sabun mandi+wifi gratiss...

Disebrang hotel ini pun ada Alfamart, jualan kalo lima juga banyak, mantap dehh pokoknyaaa✨",,"Grha Blue Sky","3.9",,"https://www.google.com/maps/search/?api=1&query=Grha%20Blue%20Sky&query_place_id=ChIJ6Y4vbYHmaC4RTTECg0UZwI0",
"Jl. Cibogo Atas No.97, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164, Indonesia","Hotel",,,,,"Hotel","10214191741217681741","Kota Bandung","ID","0x2e68e6816d2f8ee9:0x8dc019458302314d","Hotel","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_jB_x7LP_pXO8uAyyWrC83yOyHQE6ECUz6oSaSs0Pw0pPIiyUQsa5-J6uIfHqULrIUvhzFCTOPWImJDyNJ2lmDs-pMFSlyDUUf30Mz4YDfOnHZqfox7ZFto2zc9XOhIr2P7oBbQ=w426-h240-k-no","false","false","/g/11dymnjbp6","id","0","-6.8843554","107.5780626","dr.zulaikah.asamedika","Sukawarna, Kecamatan Sukajadi","id","false","ChIJ6Y4vbYHmaC4RTTECg0UZwI0","40164","US$7","8 bulan lalu","2025-09-09T20:37:35.037Z",,,,"Berisik","Tidak ada akses jalan kaki","Kurang nyaman untuk keluarga atau bermalam.","Keluarga","Liburan","Sempit","Kurang nyaman",,,"2","4","2","Ci9DQUlRQUNvZENodHljRjlvT2tKa2REWmtWWEl0VGxZMlJscENTeTFGWjBGZmVXYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tKa2REWmtWWEl0VGxZMlJscENTeTFGWjBGZmVXYxAB!2m1!1s0x0:0x8dc019458302314d!3m1!1s2@1:CAIQACodChtycF9oOkJkdDZkVXItTlY2RlpCSy1FZ0FfeWc%7C%7C?hl=id","111767763302172936589","6","https://lh3.googleusercontent.com/a/ACg8ocIMWqkQaDSfom-0_pppwUTFybOf_Oh3DMbd_ar2zDQ04b0wVg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/111767763302172936589?hl=id","188","2026-06-06T05:44:01.897Z","Grha Blue Sky -6.8843554,107.5780626","3","Jawa Barat","Jl. Cibogo Atas No.97","false","Kamar sempit, KM sangat sempit, tidak ada tempat parkir mobil, suara pintu dibuka sangat berisik, lokasi mepet jln raya. Harga mahal, mungkin karena pas weekend.",,"Grha Blue Sky","3.9",,"https://www.google.com/maps/search/?api=1&query=Grha%20Blue%20Sky&query_place_id=ChIJ6Y4vbYHmaC4RTTECg0UZwI0",
"Jl. Cibogo Atas No.97, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164, Indonesia","Hotel",,,,,"Hotel","10214191741217681741","Kota Bandung","ID","0x2e68e6816d2f8ee9:0x8dc019458302314d","Hotel","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_jB_x7LP_pXO8uAyyWrC83yOyHQE6ECUz6oSaSs0Pw0pPIiyUQsa5-J6uIfHqULrIUvhzFCTOPWImJDyNJ2lmDs-pMFSlyDUUf30Mz4YDfOnHZqfox7ZFto2zc9XOhIr2P7oBbQ=w426-h240-k-no","false","false","/g/11dymnjbp6","id","0","-6.8843554","107.5780626","pika pitriani","Sukawarna, Kecamatan Sukajadi",,"false","ChIJ6Y4vbYHmaC4RTTECg0UZwI0","40164","US$7","10 bulan lalu","2025-07-31T14:12:04.452Z",,,,,,,,,,,,,"4","4","5","Ci9DQUlRQUNvZENodHljRjlvT2pBMlpVVjNVVXBWY21STU1uYzJSbTB5WDJ4WVNuYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pBMlpVVjNVVXBWY21STU1uYzJSbTB5WDJ4WVNuYxAB!2m1!1s0x0:0x8dc019458302314d!3m1!1s2@1:CAIQACodChtycF9oOjA2ZUV3UUpVcmRMMnc2Rm0yX2xYSnc%7C%7C?hl=id","109315104730980958191","1","https://lh3.googleusercontent.com/a/ACg8ocLFX_Tedn4C4Sqi-v_ZqMwcOrFTc-2CRaKsEnGYJXDzAi_iSg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109315104730980958191?hl=id","188","2026-06-06T05:44:01.897Z","Grha Blue Sky -6.8843554,107.5780626","5","Jawa Barat","Jl. Cibogo Atas No.97","false",,,"Grha Blue Sky","3.9",,"https://www.google.com/maps/search/?api=1&query=Grha%20Blue%20Sky&query_place_id=ChIJ6Y4vbYHmaC4RTTECg0UZwI0",
"Jl. Cibogo Atas No.97, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164, Indonesia","Hotel",,,,,"Hotel","10214191741217681741","Kota Bandung","ID","0x2e68e6816d2f8ee9:0x8dc019458302314d","Hotel","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_jB_x7LP_pXO8uAyyWrC83yOyHQE6ECUz6oSaSs0Pw0pPIiyUQsa5-J6uIfHqULrIUvhzFCTOPWImJDyNJ2lmDs-pMFSlyDUUf30Mz4YDfOnHZqfox7ZFto2zc9XOhIr2P7oBbQ=w426-h240-k-no","false","false","/g/11dymnjbp6","id","0","-6.8843554","107.5780626","Widia Ningsih","Sukawarna, Kecamatan Sukajadi","id","false","ChIJ6Y4vbYHmaC4RTTECg0UZwI0","40164","US$7","11 bulan lalu","2025-07-01T02:43:21.420Z",,,,"Terlalu berisik kaya lagi nginep dirumah warga","Ramai","Kalo salah ya salah aja bisa bisanya ktp ketuker sama tamu lain",,,"Bersih tapi sempit","Kurang aman","Tidak ada makanan minuman malah kaya nginep di selter kucing",,"1","1","1","Ci9DQUlRQUNvZENodHljRjlvT214YWQxVkNhbXBGUm1OVFNrTnNNemxLUjFadGRIYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT214YWQxVkNhbXBGUm1OVFNrTnNNemxLUjFadGRIYxAB!2m1!1s0x0:0x8dc019458302314d!3m1!1s2@1:CAIQACodChtycF9oOmxad1VCampFRmNTSkNsMzlKR1ZtdHc%7C%7C?hl=id","113629530643663114047","1","https://lh3.googleusercontent.com/a/ACg8ocJwFqDg5b1MAB4KHDUxeQD2ZwpfIPi6TPJEqVx_rgEy692e2Q=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113629530643663114047?hl=id","188","2026-06-06T05:44:01.897Z","Grha Blue Sky -6.8843554,107.5780626","1","Jawa Barat","Jl. Cibogo Atas No.97","false","Bisa bisa ktp cust ketuker dan dia nyuruh kita sabar . Padahal udh 2 hari kita sabar nunggu ktp itu kan penting, enak banget nyuruh orng sabar sabar dia nya nyantai nyatai tanpa mikirin kita juga butuh ktp , kesalahan di dia kita yang harus nanggu biaya pengiriman gojek dari retur ktp yang salah dia kasiin ke tamu lain . Sinting Mana mahal banget kamar begitu doang 500rb naikin harga ga kira kira ,",,"Grha Blue Sky","3.9",,"https://www.google.com/maps/search/?api=1&query=Grha%20Blue%20Sky&query_place_id=ChIJ6Y4vbYHmaC4RTTECg0UZwI0",
"Jl. Cibogo Atas No.97, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164, Indonesia","Hotel",,,,,"Hotel","10214191741217681741","Kota Bandung","ID","0x2e68e6816d2f8ee9:0x8dc019458302314d","Hotel","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_jB_x7LP_pXO8uAyyWrC83yOyHQE6ECUz6oSaSs0Pw0pPIiyUQsa5-J6uIfHqULrIUvhzFCTOPWImJDyNJ2lmDs-pMFSlyDUUf30Mz4YDfOnHZqfox7ZFto2zc9XOhIr2P7oBbQ=w426-h240-k-no","false","true","/g/11dymnjbp6","id","0","-6.8843554","107.5780626","Asep Dimyati","Sukawarna, Kecamatan Sukajadi",,"false","ChIJ6Y4vbYHmaC4RTTECg0UZwI0","40164","US$7","setahun lalu","2025-05-11T15:32:25.687Z",,,,,,,"Teman","Bisnis",,,,,"5","5","5","ChZDSUhNMG9nS0VMRGJwNktKbl9mQVhBEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VMRGJwNktKbl9mQVhBEAE!2m1!1s0x0:0x8dc019458302314d!3m1!1s2@1:CIHM0ogKELDbp6KJn_fAXA%7C%7C?hl=id","106890874366553521175","161","https://lh3.googleusercontent.com/a-/ALV-UjUSu4XkvPbFX3lKei-ZPLElKnTrZzuBukrPf0OETZCFSEr6JIY=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/106890874366553521175?hl=id","188","2026-06-06T05:44:01.897Z","Grha Blue Sky -6.8843554,107.5780626","5","Jawa Barat","Jl. Cibogo Atas No.97","false",,,"Grha Blue Sky","3.9",,"https://www.google.com/maps/search/?api=1&query=Grha%20Blue%20Sky&query_place_id=ChIJ6Y4vbYHmaC4RTTECg0UZwI0",
"Jl. Cibogo Atas No.97, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164, Indonesia","Hotel",,,,,"Hotel","10214191741217681741","Kota Bandung","ID","0x2e68e6816d2f8ee9:0x8dc019458302314d","Hotel","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_jB_x7LP_pXO8uAyyWrC83yOyHQE6ECUz6oSaSs0Pw0pPIiyUQsa5-J6uIfHqULrIUvhzFCTOPWImJDyNJ2lmDs-pMFSlyDUUf30Mz4YDfOnHZqfox7ZFto2zc9XOhIr2P7oBbQ=w426-h240-k-no","false","true","/g/11dymnjbp6","id","0","-6.8843554","107.5780626","Irnanda Mas Putri","Sukawarna, Kecamatan Sukajadi","id","false","ChIJ6Y4vbYHmaC4RTTECg0UZwI0","40164","US$7","setahun lalu","2025-04-11T06:48:26.227Z",,,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnTURJNmJQb25nRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn00-s3b13A82uZeFFstUhzdJsaAbEj85QgelyadR9G3Y6k42jn_D42tvA_HaUCI4e4Inz19O2X0_C7CvL_-Gdbt8RBmpAVgFYCtfK3dzv1VhI6U4SuXPz1GRsV4_4VkqO681KOP=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1BKIr2cb-CLKWNYD8sFK_KpSR5xI3-nqkVkgBcyvGt7y4TepW6tnIsiIxeDcVkGvtYpLHnKf0kGYmVvrayCq2AuVDM0G61yG8XKae5Mc17OF3tJrYQOHBqjw1eDX3us0JBlv0ESw=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3QmjMgFM1C8rzw1bZHSEM4omSShXVXS3r2MNBzfu3D3yXXXdgkqBDOQxmmgaXmupsetX7pMeGy_XvBF49-ibRUl3SqfDddw1tfuxXRU0zbrKgHiwiqaZFUXQ5yaE3AM1u5J6yL=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3nHTB7KeB0o_2aV6fRbkBc7n1y_NvS6MNJvAu3qP1WPWQrhzuNtClB3OixEruthSAqflc9DC7qxToKyBLsIGWrVjxoNg5yjcYzDq4LkwzvuidWbjNl4BfeFAH9W5JqSjmcilVO2A=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3SCzg-dd9-pipKYjOM0rt6URxIBfT86K5h2RTGK5Lnif3xaKm77x_BTz56LGQvzNNx9ZoRydQ4XsswLxSe2Ckc3Ao220I_iwGMspWVGVfUfblC4hqF4W3F7-ttoygsODNVfb7_=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0fI6LwcFdLnfbLSzkYNVJGX8ZM1Zjw1Vd3Ar61fNJAtloOkH3YXDUHGzeTdJCP5yrHKCtkuorAAbsacvj3wS3HNOJid5ZXhh63PezpITfTqLMzsdse7g9Tn3L7tfEQjmFRhpjQ=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURJNmJQb25nRRAB!2m1!1s0x0:0x8dc019458302314d!3m1!1s2@1:CIHM0ogKEICAgMDI6bPongE%7C%7C?hl=id","103444637152395685095","78","https://lh3.googleusercontent.com/a/ACg8ocL1nOr3F0TVBOb99tTTR5v_LvRustsdQKI799QUV-NijPXaILY=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/103444637152395685095?hl=id","188","2026-06-06T05:44:01.897Z","Grha Blue Sky -6.8843554,107.5780626","4","Jawa Barat","Jl. Cibogo Atas No.97","false","Dari luar agak spooky ya. Pas masuk tangganya sampe pintunya jg agak kaget 😅 pas masuk kamarnya ya Alhamdulillah nyaman. Gak bau rokok. Kamar mandi aman. Cm kamar 209 keknya gak bs water heaternya 😅 bersih ko. Cm mapsnya keknya nyasar deh. Oiya kalau tangga menuju ke kamar agak kotor sih. Tp kamarnya aman Alhamdulillah. Btw kl ksini prepare minum tisur sajadah ya. Krn di kamar gak provide. Sabun sama handuk dapat, sorei bersih",,"Grha Blue Sky","3.9",,"https://www.google.com/maps/search/?api=1&query=Grha%20Blue%20Sky&query_place_id=ChIJ6Y4vbYHmaC4RTTECg0UZwI0",
"Jl. Cibogo Atas No.97, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164, Indonesia","Hotel",,,,,"Hotel","10214191741217681741","Kota Bandung","ID","0x2e68e6816d2f8ee9:0x8dc019458302314d","Hotel","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_jB_x7LP_pXO8uAyyWrC83yOyHQE6ECUz6oSaSs0Pw0pPIiyUQsa5-J6uIfHqULrIUvhzFCTOPWImJDyNJ2lmDs-pMFSlyDUUf30Mz4YDfOnHZqfox7ZFto2zc9XOhIr2P7oBbQ=w426-h240-k-no","false","true","/g/11dymnjbp6","id","0","-6.8843554","107.5780626","aton sendok","Sukawarna, Kecamatan Sukajadi",,"false","ChIJ6Y4vbYHmaC4RTTECg0UZwI0","40164","US$7","setahun lalu","2025-04-10T13:22:54.592Z",,,,,,,,,,,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnTURJb2FTY2NBEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURJb2FTY2NBEAE!2m1!1s0x0:0x8dc019458302314d!3m1!1s2@1:CIHM0ogKEICAgMDIoaSccA%7C%7C?hl=id","105488676446196661287","22","https://lh3.googleusercontent.com/a-/ALV-UjUoilRiXWGIfltfdprAjIFzx4DX-S62MIGWz2N24Bjde_OXzY4x=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/105488676446196661287?hl=id","188","2026-06-06T05:44:01.897Z","Grha Blue Sky -6.8843554,107.5780626","5","Jawa Barat","Jl. Cibogo Atas No.97","false",,,"Grha Blue Sky","3.9",,"https://www.google.com/maps/search/?api=1&query=Grha%20Blue%20Sky&query_place_id=ChIJ6Y4vbYHmaC4RTTECg0UZwI0",
