"address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categoryName","cid","city","countryCode","fid","hotelStars","imageUrl","isAdvertisement","isLocalGuide","kgmid","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Aktivitas di sekitar","reviewContext/Area untuk berjalan kaki","reviewContext/Detail penting","reviewContext/Gaya yang diminta","reviewContext/Grup perjalanan","reviewContext/Harga","reviewContext/Jenis perjalanan","reviewContext/Kamar","reviewContext/Keamanan","reviewContext/Layanan","reviewContext/Makanan & minuman","reviewContext/Positif","reviewContext/Sorotan hotel","reviewContext/Tarif per orang","reviewContext/Tingkat kebisingan","reviewContext/Ukuran grup","reviewContext/Waktu tunggu","reviewDetailedRating/Kamar","reviewDetailedRating/Layanan","reviewDetailedRating/Lokasi","reviewDetailedRating/Makanan","reviewDetailedRating/Suasana","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewImageUrls/31","reviewImageUrls/32","reviewImageUrls/33","reviewImageUrls/34","reviewImageUrls/35","reviewImageUrls/36","reviewImageUrls/37","reviewImageUrls/38","reviewImageUrls/39","reviewImageUrls/40","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"GBA 3 Blok P 11 No. 10, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40288, Indonesia","Guest house",,,,,,,"Guest house","15076959418562308597","Kabupaten Bandung","ID","0x2e68e9384be3cea9:0xd13c1eb5c462e9f5","Guest house","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQ_uYyag0jsNydL9YA-dJWh_cYKfQBtMp-2ylVPUBjX1p0LGD2Q1uCH_EIkPZZUFTKzuJFUD2KZDyBj0m1gIuPHutQeBHLDLIz4jkOG6uopYpxnjmEllQcf1a_t-OW2UINKXAdrIldniKn=w520-h240-k-no","false","false","/g/11wjnyxy19","id","0","-6.9688611","107.6579482","irawati jamilah","Cipagalo, Kecamatan Bojongsoang","id","false","ChIJqc7jSzjpaC4R9elixLUePNE","40288",,"4 bulan lalu","2026-01-15T07:27:28.751Z",,,,,,,,"Keluarga",,"Liburan",,,,,,"Tenang, Cocok untuk anak-anak, Harga terbaik, Berteknologi tinggi",,,,,"5","5","5",,,"Ci9DQUlRQUNvZENodHljRjlvT2pSbmEwVk5hSEJoTjFwQk1IRlZhVnBUWTNkS1VWRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pSbmEwVk5hSEJoTjFwQk1IRlZhVnBUWTNkS1VWRRAB!2m1!1s0x0:0xd13c1eb5c462e9f5!3m1!1s2@1:CAIQACodChtycF9oOjRna0VNaHBhN1pBMHFVaVpTY3dKUVE%7C%7C?hl=id","101586812639244866842","1","https://lh3.googleusercontent.com/a/ACg8ocIMPRNkc02hAn8-4Q4nyjUVfCvSJcCO6Gc2DBncPEk5mPiTMQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/101586812639244866842?hl=id","126","2026-06-06T05:26:13.178Z","Grania Homestay Syariah 2 Superior 208 AC -6.974,107.6516","5","Jawa Barat","GBA 3 Blok P 11 No. 10","false","Homestaynya bikin betah sprti di rumah sendiri. Kamarnya luas, bersih. Owner-nya  ramah banget.",,"Grania Homestay 1: Penginapan Harian Syariah di Bandung","4.9",,"https://www.google.com/maps/search/?api=1&query=Grania%20Homestay%201%3A%20Penginapan%20Harian%20Syariah%20di%20Bandung&query_place_id=ChIJqc7jSzjpaC4R9elixLUePNE",
"GBA 3 Blok P 11 No. 10, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40288, Indonesia","Guest house",,,,,,,"Guest house","15076959418562308597","Kabupaten Bandung","ID","0x2e68e9384be3cea9:0xd13c1eb5c462e9f5","Guest house","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQ_uYyag0jsNydL9YA-dJWh_cYKfQBtMp-2ylVPUBjX1p0LGD2Q1uCH_EIkPZZUFTKzuJFUD2KZDyBj0m1gIuPHutQeBHLDLIz4jkOG6uopYpxnjmEllQcf1a_t-OW2UINKXAdrIldniKn=w520-h240-k-no","false","false","/g/11wjnyxy19","id","0","-6.9688611","107.6579482","kristian ningsih","Cipagalo, Kecamatan Bojongsoang",,"false","ChIJqc7jSzjpaC4R9elixLUePNE","40288",,"4 bulan lalu","2026-01-14T05:16:52.799Z",,,,,,,,,,,,,,,,,,,,,"5","5","5",,,"Ci9DQUlRQUNvZENodHljRjlvT205Q2EyMWxWSGhJY1haMWJWSm9USGd6ZEdaSGIxRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT205Q2EyMWxWSGhJY1haMWJWSm9USGd6ZEdaSGIxRRAB!2m1!1s0x0:0xd13c1eb5c462e9f5!3m1!1s2@1:CAIQACodChtycF9oOm9Ca21lVHhIcXZ1bVJoTHgzdGZHb1E%7C%7C?hl=id","116100138908278468341","0","https://lh3.googleusercontent.com/a/ACg8ocIc6anW5sUuN3JwgPLjs5R3Isnbd4KQsGEkUHZQwIqcBAAkRQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116100138908278468341?hl=id","126","2026-06-06T05:26:13.178Z","Grania Homestay Syariah 2 Superior 208 AC -6.974,107.6516","5","Jawa Barat","GBA 3 Blok P 11 No. 10","false",,,"Grania Homestay 1: Penginapan Harian Syariah di Bandung","4.9",,"https://www.google.com/maps/search/?api=1&query=Grania%20Homestay%201%3A%20Penginapan%20Harian%20Syariah%20di%20Bandung&query_place_id=ChIJqc7jSzjpaC4R9elixLUePNE",
"GBA 3 Blok P 11 No. 10, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40288, Indonesia","Guest house",,,,,,,"Guest house","15076959418562308597","Kabupaten Bandung","ID","0x2e68e9384be3cea9:0xd13c1eb5c462e9f5","Guest house","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQ_uYyag0jsNydL9YA-dJWh_cYKfQBtMp-2ylVPUBjX1p0LGD2Q1uCH_EIkPZZUFTKzuJFUD2KZDyBj0m1gIuPHutQeBHLDLIz4jkOG6uopYpxnjmEllQcf1a_t-OW2UINKXAdrIldniKn=w520-h240-k-no","false","false","/g/11wjnyxy19","id","0","-6.9688611","107.6579482","Husnulispedia","Cipagalo, Kecamatan Bojongsoang",,"false","ChIJqc7jSzjpaC4R9elixLUePNE","40288",,"5 bulan lalu","2025-12-31T08:44:03.242Z",,,,,,,,"Teman",,"Liburan",,,,,,,,,,,"5","5",,,,"Ci9DQUlRQUNvZENodHljRjlvT2xOeGFIbDFSMUpLYlRsUGEwbFBXVGwzVGxobFFrRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xOeGFIbDFSMUpLYlRsUGEwbFBXVGwzVGxobFFrRRAB!2m1!1s0x0:0xd13c1eb5c462e9f5!3m1!1s2@1:CAIQACodChtycF9oOlNxaHl1R1JKbTlPa0lPWTl3TlhlQkE%7C%7C?hl=id","100168697766148581722","1","https://lh3.googleusercontent.com/a-/ALV-UjXKsIv7KThL5oKc47iopK8ashPDJQ84lJZAj7OwuzA_jgSmx30=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/100168697766148581722?hl=id","126","2026-06-06T05:26:13.178Z","Grania Homestay Syariah 2 Superior 208 AC -6.974,107.6516","5","Jawa Barat","GBA 3 Blok P 11 No. 10","false",,,"Grania Homestay 1: Penginapan Harian Syariah di Bandung","4.9",,"https://www.google.com/maps/search/?api=1&query=Grania%20Homestay%201%3A%20Penginapan%20Harian%20Syariah%20di%20Bandung&query_place_id=ChIJqc7jSzjpaC4R9elixLUePNE",
"GBA 3 Blok P 11 No. 10, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40288, Indonesia","Guest house",,,,,,,"Guest house","15076959418562308597","Kabupaten Bandung","ID","0x2e68e9384be3cea9:0xd13c1eb5c462e9f5","Guest house","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQ_uYyag0jsNydL9YA-dJWh_cYKfQBtMp-2ylVPUBjX1p0LGD2Q1uCH_EIkPZZUFTKzuJFUD2KZDyBj0m1gIuPHutQeBHLDLIz4jkOG6uopYpxnjmEllQcf1a_t-OW2UINKXAdrIldniKn=w520-h240-k-no","false","false","/g/11wjnyxy19","id","0","-6.9688611","107.6579482","cicitra","Cipagalo, Kecamatan Bojongsoang","id","false","ChIJqc7jSzjpaC4R9elixLUePNE","40288",,"5 bulan lalu","2025-12-31T08:37:38.281Z",,,,,,,,,,,,,,,,,,,,,"5","5","5",,,"Ci9DQUlRQUNvZENodHljRjlvT2tVNVlsaE5XRWxIVkdrNVUzWkNUMEo0U3pkMGExRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tVNVlsaE5XRWxIVkdrNVUzWkNUMEo0U3pkMGExRRAB!2m1!1s0x0:0xd13c1eb5c462e9f5!3m1!1s2@1:CAIQACodChtycF9oOkU5YlhNWElHVGk5U3ZCT0J4Szd0a1E%7C%7C?hl=id","111781699383376633007","1","https://lh3.googleusercontent.com/a/ACg8ocKbBb4BL0XTJN2jnjeATFNA6OAv6pWJXg03kvlLdHeTnvM0ug=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/111781699383376633007?hl=id","126","2026-06-06T05:26:13.178Z","Grania Homestay Syariah 2 Superior 208 AC -6.974,107.6516","5","Jawa Barat","GBA 3 Blok P 11 No. 10","false","homestay-nya nyaman banget, bersih, dan rapi. Suasananya enak, bikin betah. teteh nya ramah & fast respon. Lokasi juga oke, gampang ke mana-mana. Fasilitas sesuai sama foto. Overall puas banget, recommended ❤️‍🔥",,"Grania Homestay 1: Penginapan Harian Syariah di Bandung","4.9",,"https://www.google.com/maps/search/?api=1&query=Grania%20Homestay%201%3A%20Penginapan%20Harian%20Syariah%20di%20Bandung&query_place_id=ChIJqc7jSzjpaC4R9elixLUePNE",
"GBA 3 Blok P 11 No. 10, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40288, Indonesia","Guest house",,,,,,,"Guest house","15076959418562308597","Kabupaten Bandung","ID","0x2e68e9384be3cea9:0xd13c1eb5c462e9f5","Guest house","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQ_uYyag0jsNydL9YA-dJWh_cYKfQBtMp-2ylVPUBjX1p0LGD2Q1uCH_EIkPZZUFTKzuJFUD2KZDyBj0m1gIuPHutQeBHLDLIz4jkOG6uopYpxnjmEllQcf1a_t-OW2UINKXAdrIldniKn=w520-h240-k-no","false","false","/g/11wjnyxy19","id","0","-6.9688611","107.6579482","Az-Zahra Aulia Ramadhani","Cipagalo, Kecamatan Bojongsoang",,"false","ChIJqc7jSzjpaC4R9elixLUePNE","40288",,"5 bulan lalu","2025-12-20T14:35:59.736Z",,,,,,,,,,,,,,,,,,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT21GSE4xZzRWRkV6WlVJM2JYZGpaSFpoYUdwRVlsRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21GSE4xZzRWRkV6WlVJM2JYZGpaSFpoYUdwRVlsRRAB!2m1!1s0x0:0xd13c1eb5c462e9f5!3m1!1s2@1:CAIQACodChtycF9oOmFHN1g4VFEzZUI3bXdjZHZhaGpEYlE%7C%7C?hl=id","103700387189082463508","0","https://lh3.googleusercontent.com/a-/ALV-UjUhIxyQ8uIFy0nomWy7PL8EZeNZJM7cdn7ofOkWmuRP61UHt9qp=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/103700387189082463508?hl=id","126","2026-06-06T05:26:13.178Z","Grania Homestay Syariah 2 Superior 208 AC -6.974,107.6516","5","Jawa Barat","GBA 3 Blok P 11 No. 10","false",,,"Grania Homestay 1: Penginapan Harian Syariah di Bandung","4.9",,"https://www.google.com/maps/search/?api=1&query=Grania%20Homestay%201%3A%20Penginapan%20Harian%20Syariah%20di%20Bandung&query_place_id=ChIJqc7jSzjpaC4R9elixLUePNE",
"GBA 3 Blok P 11 No. 10, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40288, Indonesia","Guest house",,,,,,,"Guest house","15076959418562308597","Kabupaten Bandung","ID","0x2e68e9384be3cea9:0xd13c1eb5c462e9f5","Guest house","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQ_uYyag0jsNydL9YA-dJWh_cYKfQBtMp-2ylVPUBjX1p0LGD2Q1uCH_EIkPZZUFTKzuJFUD2KZDyBj0m1gIuPHutQeBHLDLIz4jkOG6uopYpxnjmEllQcf1a_t-OW2UINKXAdrIldniKn=w520-h240-k-no","false","true","/g/11wjnyxy19","id","0","-6.9688611","107.6579482","Hery Setiyo Utomo","Cipagalo, Kecamatan Bojongsoang","id","false","ChIJqc7jSzjpaC4R9elixLUePNE","40288",,"5 bulan lalu","2025-12-11T04:19:05.586Z",,,,"Dekat tempat ibadah","Bagus","Bisa pinjam motor kalau mau keluar cari makan atau keperluan lain",,"Teman",,"Bisnis","Standar tapi nyaman","Insyaalloh aman",,"Dekat dengan tempat cari makan",,"Tenang",,,,,"5","5","5",,,"Ci9DQUlRQUNvZENodHljRjlvT2pORlRWODNlbnBPTjE5WVVtNTZMVWQzVVhoME4yYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pORlRWODNlbnBPTjE5WVVtNTZMVWQzVVhoME4yYxAB!2m1!1s0x0:0xd13c1eb5c462e9f5!3m1!1s2@1:CAIQACodChtycF9oOjNFTV83enpON19YUm56LUd3UXh0N2c%7C%7C?hl=id","115264995536745308725","95","https://lh3.googleusercontent.com/a-/ALV-UjXMX9MV60_c-y97QgINtpaJXNvS-h_5X2Kznmj2hILZHTCGS5Y=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/115264995536745308725?hl=id","126","2026-06-06T05:26:13.178Z","Grania Homestay Syariah 2 Superior 208 AC -6.974,107.6516","5","Jawa Barat","GBA 3 Blok P 11 No. 10","false","Untuk yang ke 2x nya stay disini,,pelayanan mantab,pemiliknya ramah²,dekat tempat ibadah,dekat tempat cari makanan,keluar masuk mobil dikawal sama pemiliknya,Recommended banget,..",,"Grania Homestay 1: Penginapan Harian Syariah di Bandung","4.9",,"https://www.google.com/maps/search/?api=1&query=Grania%20Homestay%201%3A%20Penginapan%20Harian%20Syariah%20di%20Bandung&query_place_id=ChIJqc7jSzjpaC4R9elixLUePNE",
"GBA 3 Blok P 11 No. 10, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40288, Indonesia","Guest house",,,,,,,"Guest house","15076959418562308597","Kabupaten Bandung","ID","0x2e68e9384be3cea9:0xd13c1eb5c462e9f5","Guest house","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQ_uYyag0jsNydL9YA-dJWh_cYKfQBtMp-2ylVPUBjX1p0LGD2Q1uCH_EIkPZZUFTKzuJFUD2KZDyBj0m1gIuPHutQeBHLDLIz4jkOG6uopYpxnjmEllQcf1a_t-OW2UINKXAdrIldniKn=w520-h240-k-no","false","false","/g/11wjnyxy19","id","0","-6.9688611","107.6579482","Jejen Ahmad","Cipagalo, Kecamatan Bojongsoang",,"false","ChIJqc7jSzjpaC4R9elixLUePNE","40288",,"6 bulan lalu","2025-11-20T02:23:15.564Z",,,,,,,,,,,,,,,,"Romantis, Tenang, Cocok untuk anak-anak, Harga terbaik",,,,,"5","5","5",,,"Ci9DQUlRQUNvZENodHljRjlvT25kNlpXNXZjR0p3V2pKV1NYZDNSMWhzTjJGWWFGRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25kNlpXNXZjR0p3V2pKV1NYZDNSMWhzTjJGWWFGRRAB!2m1!1s0x0:0xd13c1eb5c462e9f5!3m1!1s2@1:CAIQACodChtycF9oOnd6ZW5vcGJwWjJWSXd3R1hsN2FYaFE%7C%7C?hl=id","101822201482794042929","1","https://lh3.googleusercontent.com/a/ACg8ocKLLlDO1lEgB9KiElHYl5Y_-qsFJEXo8Em4Ffz3Y85Z_8GWsw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/101822201482794042929?hl=id","126","2026-06-06T05:26:13.178Z","Grania Homestay Syariah 2 Superior 208 AC -6.974,107.6516","5","Jawa Barat","GBA 3 Blok P 11 No. 10","false",,,"Grania Homestay 1: Penginapan Harian Syariah di Bandung","4.9",,"https://www.google.com/maps/search/?api=1&query=Grania%20Homestay%201%3A%20Penginapan%20Harian%20Syariah%20di%20Bandung&query_place_id=ChIJqc7jSzjpaC4R9elixLUePNE",
"GBA 3 Blok P 11 No. 10, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40288, Indonesia","Guest house",,,,,,,"Guest house","15076959418562308597","Kabupaten Bandung","ID","0x2e68e9384be3cea9:0xd13c1eb5c462e9f5","Guest house","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQ_uYyag0jsNydL9YA-dJWh_cYKfQBtMp-2ylVPUBjX1p0LGD2Q1uCH_EIkPZZUFTKzuJFUD2KZDyBj0m1gIuPHutQeBHLDLIz4jkOG6uopYpxnjmEllQcf1a_t-OW2UINKXAdrIldniKn=w520-h240-k-no","false","false","/g/11wjnyxy19","id","0","-6.9688611","107.6579482","Ahmad Rohendi","Cipagalo, Kecamatan Bojongsoang",,"false","ChIJqc7jSzjpaC4R9elixLUePNE","40288",,"6 bulan lalu","2025-11-20T02:20:48.801Z",,,,,,,,,,,,,,,,,,,,,"5","5","5",,,"Ci9DQUlRQUNvZENodHljRjlvT21sc2JWcENaREJpVjNkclFuWkVablZTTkVSS1prRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21sc2JWcENaREJpVjNkclFuWkVablZTTkVSS1prRRAB!2m1!1s0x0:0xd13c1eb5c462e9f5!3m1!1s2@1:CAIQACodChtycF9oOmlsbVpCZDBiV3drQnZEZnVSNERKZkE%7C%7C?hl=id","108065995960994117384","0","https://lh3.googleusercontent.com/a-/ALV-UjUqvsEpxqjtSsFzElhZRTj5Q8Mz4bSA0PsVDKVNy9g3TvZHVSk=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108065995960994117384?hl=id","126","2026-06-06T05:26:13.178Z","Grania Homestay Syariah 2 Superior 208 AC -6.974,107.6516","5","Jawa Barat","GBA 3 Blok P 11 No. 10","false",,,"Grania Homestay 1: Penginapan Harian Syariah di Bandung","4.9",,"https://www.google.com/maps/search/?api=1&query=Grania%20Homestay%201%3A%20Penginapan%20Harian%20Syariah%20di%20Bandung&query_place_id=ChIJqc7jSzjpaC4R9elixLUePNE",
"GBA 3 Blok P 11 No. 10, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40288, Indonesia","Guest house",,,,,,,"Guest house","15076959418562308597","Kabupaten Bandung","ID","0x2e68e9384be3cea9:0xd13c1eb5c462e9f5","Guest house","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQ_uYyag0jsNydL9YA-dJWh_cYKfQBtMp-2ylVPUBjX1p0LGD2Q1uCH_EIkPZZUFTKzuJFUD2KZDyBj0m1gIuPHutQeBHLDLIz4jkOG6uopYpxnjmEllQcf1a_t-OW2UINKXAdrIldniKn=w520-h240-k-no","false","false","/g/11wjnyxy19","id","0","-6.9688611","107.6579482","Mamad Muhammad","Cipagalo, Kecamatan Bojongsoang","id","false","ChIJqc7jSzjpaC4R9elixLUePNE","40288",,"6 bulan lalu","2025-11-11T07:33:06.772Z",,,,,,,,,,,,,,,,,,,,,"5","5","5",,,"Ci9DQUlRQUNvZENodHljRjlvT2pCRlZHTmFNWFpTVm14bVZFdFRYMWhRVWw5Q0xWRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pCRlZHTmFNWFpTVm14bVZFdFRYMWhRVWw5Q0xWRRAB!2m1!1s0x0:0xd13c1eb5c462e9f5!3m1!1s2@1:CAIQACodChtycF9oOjBFVGNaMXZSVmxmVEtTX1hQUl9CLVE%7C%7C?hl=id","109168267253300711643","1","https://lh3.googleusercontent.com/a-/ALV-UjUBOTOH5vD8UqUAdLHLmFCLNsUBdEzW_OI1QjjzpwB4g_FD59km7A=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109168267253300711643?hl=id","126","2026-06-06T05:26:13.178Z","Grania Homestay Syariah 2 Superior 208 AC -6.974,107.6516","5","Jawa Barat","GBA 3 Blok P 11 No. 10","false","Memuaskan, kamar nya bersih, orang nya ramah, baik, pokok nya recomended👍👍👍",,"Grania Homestay 1: Penginapan Harian Syariah di Bandung","4.9",,"https://www.google.com/maps/search/?api=1&query=Grania%20Homestay%201%3A%20Penginapan%20Harian%20Syariah%20di%20Bandung&query_place_id=ChIJqc7jSzjpaC4R9elixLUePNE",
"GBA 3 Blok P 11 No. 10, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40288, Indonesia","Guest house",,,,,,,"Guest house","15076959418562308597","Kabupaten Bandung","ID","0x2e68e9384be3cea9:0xd13c1eb5c462e9f5","Guest house","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQ_uYyag0jsNydL9YA-dJWh_cYKfQBtMp-2ylVPUBjX1p0LGD2Q1uCH_EIkPZZUFTKzuJFUD2KZDyBj0m1gIuPHutQeBHLDLIz4jkOG6uopYpxnjmEllQcf1a_t-OW2UINKXAdrIldniKn=w520-h240-k-no","false","false","/g/11wjnyxy19","id","0","-6.9688611","107.6579482","icank lesoan","Cipagalo, Kecamatan Bojongsoang",,"false","ChIJqc7jSzjpaC4R9elixLUePNE","40288",,"6 bulan lalu","2025-11-11T05:02:42.787Z",,,,,,,,,,,,,,,,,,,,,"5","5","5",,,"Ci9DQUlRQUNvZENodHljRjlvT2w5TWNEWlpXR0pIYmpaTlEyNW9OSFZHUTJkdlQzYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2w5TWNEWlpXR0pIYmpaTlEyNW9OSFZHUTJkdlQzYxAB!2m1!1s0x0:0xd13c1eb5c462e9f5!3m1!1s2@1:CAIQACodChtycF9oOl9McDZZWGJHbjZNQ25oNHVGQ2dvT3c%7C%7C?hl=id","102038091840067707356","0","https://lh3.googleusercontent.com/a-/ALV-UjWwBaSpvU8nT_G4M-rJEZxiyatlNHakk5dNrPA78cQH51w1YXg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/102038091840067707356?hl=id","126","2026-06-06T05:26:13.178Z","Grania Homestay Syariah 2 Superior 208 AC -6.974,107.6516","5","Jawa Barat","GBA 3 Blok P 11 No. 10","false",,,"Grania Homestay 1: Penginapan Harian Syariah di Bandung","4.9",,"https://www.google.com/maps/search/?api=1&query=Grania%20Homestay%201%3A%20Penginapan%20Harian%20Syariah%20di%20Bandung&query_place_id=ChIJqc7jSzjpaC4R9elixLUePNE",
"GBA 3 Blok P 11 No. 10, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40288, Indonesia","Guest house",,,,,,,"Guest house","15076959418562308597","Kabupaten Bandung","ID","0x2e68e9384be3cea9:0xd13c1eb5c462e9f5","Guest house","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQ_uYyag0jsNydL9YA-dJWh_cYKfQBtMp-2ylVPUBjX1p0LGD2Q1uCH_EIkPZZUFTKzuJFUD2KZDyBj0m1gIuPHutQeBHLDLIz4jkOG6uopYpxnjmEllQcf1a_t-OW2UINKXAdrIldniKn=w520-h240-k-no","false","true","/g/11wjnyxy19","id","0","-6.9688611","107.6579482","teuku bramulia","Cipagalo, Kecamatan Bojongsoang","id","false","ChIJqc7jSzjpaC4R9elixLUePNE","40288",,"6 bulan lalu","2025-11-08T13:14:57.044Z",,,,,,,,"Teman",,"Liburan",,,,,,"Harga terbaik",,,,,"5","5","5",,,"Ci9DQUlRQUNvZENodHljRjlvT21jMlJEaHJUMnh2WVcxUFJUTnhTM0ZFWm5kTVZFRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21jMlJEaHJUMnh2WVcxUFJUTnhTM0ZFWm5kTVZFRRAB!2m1!1s0x0:0xd13c1eb5c462e9f5!3m1!1s2@1:CAIQACodChtycF9oOmc2RDhrT2xvYW1PRTNxS3FEZndMVEE%7C%7C?hl=id","117191702457816449877","6","https://lh3.googleusercontent.com/a/ACg8ocLMTIEpsT-XMwS7orR1LMGz7pTrZVUvxs9GaEsenMGRvjDbkA=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/117191702457816449877?hl=id","126","2026-06-06T05:26:13.178Z","Grania Homestay Syariah 2 Superior 208 AC -6.974,107.6516","5","Jawa Barat","GBA 3 Blok P 11 No. 10","false","Saya di rekomendasi sama Devin temen saya & ternyata bener bagus serta nyaman

Infonya Raisa & Hamish belum pernah nginep disini 🤩🥳",,"Grania Homestay 1: Penginapan Harian Syariah di Bandung","4.9",,"https://www.google.com/maps/search/?api=1&query=Grania%20Homestay%201%3A%20Penginapan%20Harian%20Syariah%20di%20Bandung&query_place_id=ChIJqc7jSzjpaC4R9elixLUePNE",
