"imageUrl","title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGC_93zMINxBu5cXJVkpxqycMo6CcncmXhDaX4h4BBReHkjg6UkuAyAuC8ZRONhG66XrbD64oUvHkrqF6guLSIhYF4yKY33ciXCUqy2UlgDzJszlywY6s6Aus92l4LWaFIREzFLLQ=w408-h306-k-no","Mata Air Cikandung","4.4","744",,"Kabupaten Sumedang","Jawa Barat","ID",,"","Kolam Renang Umum","https://www.google.com/maps/search/?api=1&query=Mata%20Air%20Cikandung&query_place_id=ChIJF566MV_WaC4R1qY3bY8QGOw"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGR24FQAiFGeNKXdYKTicEVpSqrS04wQpGunIU1FfU0xEKG7Vmty4DZokWlC-txCphzQwDmwp1N0EbShr1riJw-6KJF3wjxHD7PimK5Z6CMKEPNgGBdu_ol_lTN96gWyVCVpyx4lg=w426-h240-k-no","Museum Sri Baduga","4.5","4676","Jl. BKR No.185","Kota Bandung","Jawa Barat","ID","http://sribaduga.jabarprov.go.id/","+62 813-2187-1980","Museum","https://www.google.com/maps/search/?api=1&query=Museum%20Sri%20Baduga&query_place_id=ChIJfQ4b9JnoaC4RrCP9RrE4r8Y"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcUJiIx3IwGQzDgSCoAA0k_pk5KarZAn8q37KgjN0KWOjbcA-oauiI676cVf6zkXBOjv6smZv-tnAJa-jEZL7QpD6_EHEYxnhb9ox5aPZDb65AQxfuY97_sJPQyrqq3__WOWpHBQ=w408-h306-k-no","NIMO Highland","4.4","7832","Jl. Gn. Cupu","Kabupaten Bandung","Jawa Barat","ID","https://www.nimoland.com/","+62 851-5861-3533","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=NIMO%20Highland&query_place_id=ChIJo7zTkaSXaC4R8ysl1smnMVA"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2kNy6uYZpCu2KObHJRS0eUBn_IGHz5n7SIkMQBREfDGm0_-BRkwkjsQUoA-L-FHT3uuPI3bYSubXoE_L0F3fjR3fyC6qoj5FLkJCWtMDNLn2qAoV0herNdxmcbTPyfkZAvfrkCA=w408-h306-k-no","Museum Pos Indonesia","4.6","1355","Jl. Cilaki No.73","Kota Bandung","Jawa Barat","ID","http://asosiasimuseumindonesia.org/","+62 22 4206195","Museum","https://www.google.com/maps/search/?api=1&query=Museum%20Pos%20Indonesia&query_place_id=ChIJ68r-WkvmaC4RQbTWCZM8uRI"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGe731Zc_R4tUKjqEwGw-n3fzcs1ioax2JpFAFCF0IPG-6hcI_mhs8eBpN9SR_AUvbj5WW08nLuTe_JOLwm1WElM5aJUDds63aqnXewtZc5SP5laAm7MD_gLTTeyMxqldfSutB0=w408-h272-k-no","Pandiga Educreation Sports","4.4","3859","Jl. Sirnarasa No.11","Kota Cimahi","Jawa Barat","ID","http://www.pandiga-educreation.com/","+62 22 6654273","Kompleks Olahraga","https://www.google.com/maps/search/?api=1&query=Pandiga%20Educreation%20Sports&query_place_id=ChIJ9_jNcTnkaC4RS3p5dhgPahU"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFev-KAPnQlQgY1rjXRnsYANsGeiIWXKlYpmZdIEydJEg1pF_tmL8Cczv5Go98CiVS8RCKVozG6cEymfcN-eYcPveWQSN2ViVNw0CI9WKF9BMFqS2TetrG3eFVkB0oh-0H0U6w=w426-h240-k-no","Orchid Forest Cikole","4.6","33944","Genteng","Kabupaten Bandung Barat","Jawa Barat","ID","https://www.instagram.com/orchidforestcikole","+62 811-2221-284","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Orchid%20Forest%20Cikole&query_place_id=ChIJBxan4TjgaC4RYi4ejXdY-Hk"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFx06hTgyc-K_wvLUBgyAhDsdelrlCVvu61Mp5XesTTYE8eAEZHpRaE3cveg3RkTJW5yOY7N5DhEc2k23-qIjrKsdbAUpCJ8KOgWHpuV9RjLbar9E-kKHJzZiI2bUVkR-W8Q8pE=w408-h272-k-no","Pasar Cimindi","4.1","4134","Jl. Mahar Martanegara No.65","Kota Cimahi","Jawa Barat","ID","https://app.bayurizki.my.id/","+62 851-1741-7083","Pasar","https://www.google.com/maps/search/?api=1&query=Pasar%20Cimindi&query_place_id=ChIJ_ZYRy8jlaC4RPaMxHmIuSbE"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSSfdxci2afE3Ks0_1ugK0jABkxx9-qJDO9BHti-lO-DIQvqE1kR84XFxSU0LObwH85wORFYRyi4rhKZMMu43U-GI7Pp6vHqQMFpxGAfl3NZ-zM3T0BlM-HToRzC1Fk3KHmKkBhA=w408-h306-k-no","Puncak Eurad","4.4","1165","6M5J+V8H","Kabupaten Bandung Barat","Jawa Barat","ID",,"","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Puncak%20Eurad&query_place_id=ChIJ5_6aW8XfaC4RrtKR92P_PC4"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5DnFRrLz9-VrqLZETNBNKiMbMpNNLkbm8fnVv1rvfr7BcqKQHjxeieOufbcUB3Q10vKF-QX1NxkkDNw7AIZ7gVEqZxV4IAjfj6ByRcziAz0Z2hdueH5hGgN-D2dQOx_l-Gd3xXg=w426-h240-k-no","Pemandian Cipanas Cileungsing","4.1","1265",,"Kabupaten Sumedang","Jawa Barat","ID",,"+62 821-1669-9998","Pemandian Umum","https://www.google.com/maps/search/?api=1&query=Pemandian%20Cipanas%20Cileungsing&query_place_id=ChIJm3yMWj8qaS4RdQaLMvAJa8k"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHCzAjxAAkhYPaYi1eHwVCy1RxrzeMVqZUseCCEmgr_TytbDEPmYoRp_OgrrsiAvZxyeOiDxOZ9IrPPSnCkpal5OsiRqmQaVYEVAEiB-O6-jv9jj8A6jOXWyvV8EcL3ruCBXs3f9A=w408-h725-k-no","Puncak Bukit Kujang Gunung Bohong","4.9","151","Suka Maju No.11","Kota Cimahi","Jawa Barat","ID",,"","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Puncak%20Bukit%20Kujang%20Gunung%20Bohong&query_place_id=ChIJpalhFPHlaC4R_5WE_LUF0Bw"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFYzkpwbohY10bcpzs3xuUAfjR0i6ctFV4dXaN3MM-T4gawiY1Vmbq-sbMaX6u6DUH1WnWCSyZLiKXjiOwJVH3ZhFnK4_-s3zlicnQLzzamm2lCSSd7Y6RScPdVyvmH22oUBy7Q=w408-h269-k-no","Penangkaran Rusa Ranca Upas","4.5","6255",,"Kabupaten Bandung","Jawa Barat","ID","http://www.kampungcai.com/","","Organisasi Perlindungan Hewan","https://www.google.com/maps/search/?api=1&query=Penangkaran%20Rusa%20Ranca%20Upas&query_place_id=ChIJlyTtJoSMaC4RTwHcCq_vgBI"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJE4kWG_YrST63JcNV9Eh5NFJ2FsUQR7T9fyq65FxPPX5zTXcSdL0BXQRmNBWwZ2FB0avSWMM8ZN43Fhau_vZN_K0P55Q3FkjpM65nko98J56njQj6qHpTE6zpN15AUfAk0R3y8i5undfE=w408-h541-k-no","Paris Van Java Resort Lifestyle Place","4.6","95602","Jl. Sukajadi No.131-139","Kota Bandung","Jawa Barat","ID","http://www.parisvanjava.id/","+62 813-2193-9192","Pusat Perbelanjaan","https://www.google.com/maps/search/?api=1&query=Paris%20Van%20Java%20Resort%20Lifestyle%20Place&query_place_id=ChIJCYpAP2DmaC4RshB4KjZqULA"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEM_Bqwp41iicZ_TM24Y9FIh-4c4GWBugxM8cChtzO5_HhPjRInLQYUfPzd8P4rjSsVQtgjFkip16zktQKFoygJWHXnHRUce_WDJmtVgMHYom_yE-hSL3Wg99_sXPH1KMpn-AQ8=w426-h240-k-no","Sanghyang Heuleut","4.4","1168","Kp, Cipanas","Kabupaten Bandung Barat","Jawa Barat","ID",,"+62 821-1711-5619","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Sanghyang%20Heuleut&query_place_id=ChIJhZQ93yH5aC4RvQf1HVZ3tzc"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFMeu7uJLY-9Go-ZaqD2iR-SVNsZGbPwiuUeYBDRmN_aNb4AfohFt44ygMejrnwONblGWREWJUFotUhhga685jfabwJz2r2NTb8tByfSSFd0ABElFI-EEp8xYkLMjX2CojgYqIf=w426-h240-k-no","Rumah Makan Sangu Liwet Ibu Ika Pasirjambu Ciwidey","4.1","1150","Raya Soreang- Km 25, Cukanggenteng, Pasir Jambu","Kabupaten Bandung","Jawa Barat","ID","http://sanguliwetbuika.blogspot.co.id/","+62 812-3133-1676","Restoran Sunda","https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Sangu%20Liwet%20Ibu%20Ika%20Pasirjambu%20Ciwidey&query_place_id=ChIJW8r6bmbtaC4Rkich2i85QXI"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_fwH2SFErBftyxXjVWV0wmDxMUQ5bWfn9wBXPKQEa9NnRR_2YbAN73Nc9sMZRGpsNN533n94-jmOIsNNhPflJBRTdELVJn0QqCRWmEZ_pwuL4wcWwimoxE-QEFs3fHJW-bxzo=w408-h273-k-no","Curug Tilu Leuwi Opat","4.5","1978","Jl. Ciwangun Indah Camp","Kabupaten Bandung Barat","Jawa Barat","ID",,"+62 812-2224-6821","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Curug%20Tilu%20Leuwi%20Opat&query_place_id=ChIJBWTDg47haC4R8_hEkSFeJ3I"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHI8Dpo8mvt-cGyUMAppcvAaA5XPHetc3sIbMviCx66mvoqZ1WHGgcVR-Miyyl5fw4eEnJUa0zQjcC2Pe6jZ6S72jH3FnvUvm6xiTppefH9d2-aHoG8sQ7bGvdTprMumZo30NI=w408-h360-k-no","Danau Biru Situ Cilembang","4.4","492","7WV5+FQF","Kabupaten Sumedang","Jawa Barat","ID",,"","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Danau%20Biru%20Situ%20Cilembang&query_place_id=ChIJr7Ui1wMpaS4ReC3J1weOj6c"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAE1J2NG3PCRYN7Kld4PMTBgu6EsaSeU3KKmNuyQp5VNjm1Zm8oa_MDSfld7Vmmk2rL8y9sDVCCShTrLbqTanq0Sxo02Ptrqji9DInCuW6toj16Zls9A_mwMN7GH-ALw_DRquKPN9A=w408-h306-k-no","Dusun Bambu Lembang",,,,,,,,"",,"https://www.google.com/maps/search/?api=1&query=Dusun%20Bambu%20Lembang&query_place_id=ChIJb0cs8IvhaC4RTzpMGHCBpHQ"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFG5dzAlMLitbyIp5JNTLp7K7a4CFg8igifOrpd_Hn_eNKuiKP-c0E7-TWo0j-Dy_HSXXqKs-_Ha4Hto_xz5oeIm7UPzmRXsTesf8wnavowHqgrAFwz8HccbToACG9Vy0gjiRkrr80rd9uc=w408-h272-k-no","Dago Dreampark","4.2","19812","Mekarwangi, Jl. Dago Giri No.Km. 2.2","Kabupaten Bandung Barat","Jawa Barat","ID","https://www.dagodreampark.com/","+62 812-2230-068","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Dago%20Dreampark&query_place_id=ChIJeUGDdCvnaC4RX24Dt0esfD4"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_yJ3R0PM_Qb1fmShgLSPlt8LmBDj9OGOqiHC-polld51evtIMoupKClYZi5JX6koU3av4dHa1MwF3zcKc9RdkxyDuYBXmDgYtqyk7DzYxqMEaaExbg6RwX5ZxOuAtHxmCejIxw7-ohUv-=w408-h544-k-no","Floating Market Lembang","4.5","55818","Jl. Grand Hotel No.33E","Kabupaten Bandung Barat","Jawa Barat","ID",,"+62 878-2388-4888","Pasar Apung","https://www.google.com/maps/search/?api=1&query=Floating%20Market%20Lembang&query_place_id=ChIJ5SedShzhaC4RVU8QCM4azXs"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHORgk-G9ceDzygngJRl-JOxiyboHyE9yjOdi0Qx0P1sOnrlz_2AyUIbG71lhXhk8Fih515jPHPku7Oe68rWHH6aaqKUJY66j5hUTD8_ECcr5zoXj231IHexB66bf14wf_7n0iq=w471-h240-k-no","Gantolle Paralayang Singajaya Cihampelas","4.5","1583","Singajaya","Kabupaten Bandung Barat","Jawa Barat","ID",,"+62 877-1522-7171","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Gantolle%20Paralayang%20Singajaya%20Cihampelas&query_place_id=ChIJSybkhSPwaC4RxsRybOEfmbw"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1f35OZOJBadNWLoW_FDFiZG_umeOb1bEPKO1gXWky0L36jsqo6R0Uhd6MM039ciJ7Bjm95WPNbqKt0yx6RdKbFmv1F3Vd-hlZjogdrTr7jpBVCaR7iVC2bESxO4uQF6Dr4l-P=w408-h306-k-no","Gedung Merdeka","4.8","404","Jl. Asia Afrika No.65","Kota Bandung","Jawa Barat","ID",,"","Bangunan Bersejarah","https://www.google.com/maps/search/?api=1&query=Gedung%20Merdeka&query_place_id=ChIJEQaYcq3naC4RnFn8HGDTl7Y"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFg84_vzYJW4kLVDnVoJfsSJf7b-XBdImTauDpk8CkVWTq1dknxJH3ODIGZ4WU86AvytVHgghZ9al5QqvLv8THZGiRbhMpni3wIXFNBH1nRrDdfeJX314o05Mk_PfUL5V40YAIJ=w408-h326-k-no","Ranca Upas Ciwidey","4.6","3043","Jl. Camp Ranca Upas","Kabupaten Bandung","Jawa Barat","ID","https://www.rancaupas.id/","+62 813-5956-9984","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Ranca%20Upas%20Ciwidey&query_place_id=ChIJsd2qQbGNaC4Rrz24GOGYKGw"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH6t8yojK9KvM2rTJfJ7EYDaMU6-SIhjxhW9uyNdmK-frpTVgJeez6oM4CM2kwE_8A6gvbU5wLVWtG2LT7rFTUqEYQze9JSwnvepRSCkcolXcp9FtJwf5or7fDkCmYxptHHNsLalg=w408-h306-k-no","Gedung Sate","4.7","8516","Jl. Diponegoro No.22","Kota Bandung","Jawa Barat","ID","https://jabarprov.go.id/","+62 22 4224852","Bangunan Bersejarah","https://www.google.com/maps/search/?api=1&query=Gedung%20Sate&query_place_id=ChIJ5WaIXkzmaC4R7fd11cl6vjc"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDBVHFzryr0EOoSqhDCZaC5J5NHtM70UyQhK9lXpMe4cMJC0Mrn8WVbS0X6PshAXjCaG9fAtpzP9eME9Efst1lBi9EsiMjAS9cma0N_ig6_i1ZQhdf16EC5usM02I2WoGEtByMiw=w408-h306-k-no","Farm House Susu Lembang","4.4","67566","Jl. Raya Lembang No.108","Kabupaten Bandung Barat","Jawa Barat","ID","https://wa.me/6281312234583?text=Hallo,%20dengan%20Farmhouse%20susu%20lembang?","+62 822-4020-7230","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Farm%20House%20Susu%20Lembang&query_place_id=ChIJia31vjvhaC4RcSMrAu3razU"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFe2l-LkP0EkHuKvdIjHtlVCCFgIekoweU7jRHEuek0hP09o7wY9ckxtLVol7O7Vu0peuVgdPEE7n0Cab1JLVDf56rUf82tA-6RaMH93g9ZASWhQ9QgWPBJc2YCXrzLDeEPHDXEMg=w408-h544-k-no","Gn. Bohong","4.6","138",,,,,,"","Puncak Gunung","https://www.google.com/maps/search/?api=1&query=Gn.%20Bohong&query_place_id=ChIJ9ZQXP_HkaC4RRRkqgETnj8k"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0wrBEhjJnaslLNi2WDS42m3KDWAXlxGVo_HNvpChIsCz6NlbgIGsLIKhaoThbUplXb_cdYqc7jVKQ3Qqn9iT3vRzKh7CC5FsdDA2ioy1oyvG7welxqLniOrQln-D8KEeUfOzwKSZ0rwmE=w408-h543-k-no","Gereja Katedral Bandung, Santo Petrus","4.8","5271","Jl. Merdeka No.14","Kota Bandung","Jawa Barat","ID","http://www.katedralbandung.org/","+62 22 4235537","Katedral Katolik","https://www.google.com/maps/search/?api=1&query=Gereja%20Katedral%20Bandung%2C%20Santo%20Petrus&query_place_id=ChIJ1TufmjDmaC4Rcpfrt-gbdVk"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtX4Rs_F3_1cSYo75zozog-ZGGhztNaORQuT-zn96XypHjAWO2s2KG261cTRdjTHDcf82-hNUmRyrnq3kizsPNgurgxLAksXllAWjk4bRvQT4CXDJztDu8GXDNXbbKOhWKbUUYdA=w408-h306-k-no","Gn. Tangkuban Parahu","4.5","7686",,,,,,"","Gunung berapi","https://www.google.com/maps/search/?api=1&query=Gn.%20Tangkuban%20Parahu&query_place_id=ChIJ2xOXxd3haC4R3P4oNLeWHKA"
"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/f5/2f/88/lakeside-glamping-resort.jpg?w=1900&h=1400&s=1","Glamping Lakeside Rancabali","4.5","18615","Jalan Raya Ciwidey No.Km, RW.39","Kabupaten Bandung","Jawa Barat","ID","https://bit.ly/3SnCRZe","+62 821-1600-3334","Hotel Resor","https://www.google.com/maps/search/?api=1&query=Glamping%20Lakeside%20Rancabali&query_place_id=ChIJaXgMw5aLaC4Rp5o2DTJlPcw"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFk3qI9evwjlmFWH_dE94ChYC4GAWvRBDcs5EK04LPxj-8mFAZTR3Uce8Lk63XyutiiksfQFs6l6LiK-bspx1vmugeXba8l94B6y1fGH3Acj0LjhbQzHeFmfmhDh6-lpJ8qZQlbCg=w408-h306-k-no","Guha Pawon","4.5","737","Kp. Cibukur","Kabupaten Bandung Barat","Jawa Barat","ID","https://g.co/kgs/pcRfTFu","+62 831-7724-6012","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Guha%20Pawon&query_place_id=ChIJwTWk5_b8aC4RFlVjqfhHils"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAG9IyuSKgn9JPGbkbMIH4VVv_Wfvm-Nh3naONnqa7TuGFLkuFwM8AQ2mh8Tea8dOMdBWnL4MaHuyLzzu9bIqBkaLWNVup8Vo9rDJv6lEVM_wba9ty4IOtHE9dBNRzxfwaOC_O_X=w408-h306-k-no","Gunung Puntang","4.5","989",,,,,,"","Puncak Gunung","https://www.google.com/maps/search/?api=1&query=Gunung%20Puntang&query_place_id=ChIJJZTFhuKUaC4RdwdeZbxhvZ0"
,"Jl. Gn. Tampomas",,,,,,,,"",,"https://www.google.com/maps/search/?api=1&query=Jl.%20Gn.%20Tampomas&query_place_id=ChIJaePvzC7kaC4RLbEO2yTjqiw"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHND3OGkmxmH9IxjT55GR3WkiQqBdpnzM0LP4daB5u1_P-DUID8mzB82OtE2uGCyK7MQlR-9sqpnO5fObNfU1B2-e4crp5FR4jMyEH1MDXCoEpfHQe1-joKFlb_JDH2HpHjkNoZ=w408-h544-k-no","Oleh Oleh Happy Farm","5","3","Jl. Raya Ciwidey - Rancabali No.28","Kabupaten Bandung","Jawa Barat","ID",,"","Restoran","https://www.google.com/maps/search/?api=1&query=Oleh%20Oleh%20Happy%20Farm&query_place_id=ChIJ_0WiHayNaC4RQdmmY8BwOHQ"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmUCng1qwRXIiEhquXKAin18hQlYZUtBvpwc61HJ7t_UeqLaMn2hNgKgJj9lswbSBVbWwfsULwedminn6HuYK8jr4wzu5ahPosa95IR3xOlQCPDD0dLd6je_aFrPLX6ja8QqdwqOUXXRU=w408-h544-k-no","Kampung Buyut Cipageran (Kabuci) Asih Putera","4.5","2697","Jl. Kolonel Masturi No.3","Kota Cimahi","Jawa Barat","ID",,"","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Kampung%20Buyut%20Cipageran%20(Kabuci)%20Asih%20Putera&query_place_id=ChIJAVEWnorjaC4RUXdsl6tMukc"
